global_post_id,sample_group,source_dataset,fortune_rank,company_name,official_x_handle,source_x_handle,source_x_url,tweet_id,tweet_url,created_at,text,reply_count,repost_count,like_count,quote_count,view_count_available,media_present,media_type,account_role,account_index,collection_method,max_posts_cap,source_folder,is_duplicate_removed,is_empty_text,is_retweet,is_reply,is_quote,language_hint,classification_status
benchmark_self_defeating_moonpie::1008354732878987264,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/1008354732878987264,1008354732878987264,https://x.com/MoonPie/status/1008354732878987264,Sun Jun 17 14:24:37 +0000 2018,Happy fathers day RT and I will be your dad,240,6996,9342,228,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1811780046844993698,fortune_top100_ranked,fortune_x_2025_ranked,24,Citigroup,@Citi,@Citi,https://x.com/Citi,1811780046844993698,https://x.com/Citi/status/1811780046844993698,Fri Jul 12 15:09:59 +0000 2024,"“Services grew 3% driven by solid fee growth, which we have prioritized.” – Jane Fraser, CEO

More information: https://t.co/QHQCLCa8ru https://t.co/2CejUwikFh",2,0,0,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/024_citigroup/accounts/01_primary_citi,true,false,false,false,false,mixed,pending
benchmark_aggressive_wendys::1769882785836371981,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1769882785836371981,1769882785836371981,https://x.com/Wendys/status/1769882785836371981,Tue Mar 19 00:25:13 +0000 2024,@tuasleftnut @MarchMadnessMBB @CBSSportsCBB @SickosCBB @SickosCommittee In that case https://t.co/OolCKBv0XX,11,23,575,9,true,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,true,false,en,pending
fortune_top100_ranked::2049606045320786318,fortune_top100_ranked,fortune_x_2025_ranked,53,Energy Transfer,@energytransfer,@energytransfer,https://x.com/energytransfer,2049606045320786318,https://x.com/energytransfer/status/2049606045320786318,Wed Apr 29 21:45:35 +0000 2026,"“The Dakota Access Pipeline is a vital component of energy infrastructure, not only for North Dakota’s oil production and economy, but also for broader American energy security,” said Ron Ness, president of the North Dakota Petroleum Council.
https://t.co/TUF2LngO7G",0,1,1,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/053_energy_transfer/accounts/01_primary_energytransfer,true,false,false,false,false,mixed,pending
benchmark_self_defeating_moonpie::895592388458106881,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/895592388458106881,895592388458106881,https://x.com/MoonPie/status/895592388458106881,Thu Aug 10 10:27:19 +0000 2017,"Throwing an eclipse watch party? Give your guests the sun, moon &amp; the stars with these eclipse themed snacks. https://t.co/41jzYFf13g #WATE",1,2,9,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::2019871221022662977,fortune_top100_ranked,fortune_x_2025_ranked,37,Comcast,@comcast,@comcast,https://x.com/comcast,2019871221022662977,https://x.com/comcast/status/2019871221022662977,Fri Feb 06 20:30:01 +0000 2026,"Rivalries run deep all year long.  But when it comes to Team USA, we’re all on the same team. 🇺🇸 

 We're proud to bring the Olympic &amp; Paralympic Winter Games to homes across America: https://t.co/Uy5e3Va1w6 https://t.co/81cz1Td6NS",2,13,25,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/037_comcast/accounts/01_primary_comcast,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1311692508355653634,fortune_top100_ranked,fortune_x_2025_ranked,47,Boeing,@boeing,@boeing,https://x.com/boeing,1311692508355653634,https://x.com/boeing/status/1311692508355653634,Thu Oct 01 15:40:38 +0000 2020,"RT @BoeingAirplanes: With historically low demand for aircraft due to COVID-19 and following an in-depth study, Boeing will consolidate 787…",0,100,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/047_boeing/accounts/01_primary_boeing,true,false,true,false,false,mixed,pending
fortune_top100_ranked::1782463946227671149,fortune_top100_ranked,fortune_x_2025_ranked,36,Goldman Sachs Group,@GoldmanSachs,@GoldmanSachs,https://x.com/GoldmanSachs,1782463946227671149,https://x.com/GoldmanSachs/status/1782463946227671149,Mon Apr 22 17:38:16 +0000 2024,RT @WSJ: Nelly Korda is outdoing even a red-hot Scottie Scheffler with five consecutive wins on the LPGA Tour—including the season’s first…,0,14,0,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/036_goldman_sachs_group/accounts/01_primary_goldmansachs,true,false,true,false,false,mixed,pending
fortune_top100_ranked::1123636886508134407,fortune_top100_ranked,fortune_x_2025_ranked,95,Liberty Mutual Insurance Group,@LibertyMutual,@LibertyMutual,https://x.com/LibertyMutual,1123636886508134407,https://x.com/LibertyMutual/status/1123636886508134407,Wed May 01 17:14:44 +0000 2019,@amomsimpression @LibertyMutual A2 I make a list of all the steps I need to do to complete the project #LetsMasterThis,0,4,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/095_liberty_mutual_insurance_group/accounts/01_primary_libertymutual,true,false,false,true,false,en,pending
fortune_top100_ranked::1738234443750408282,fortune_top100_ranked,fortune_x_2025_ranked,1,Amazon,@amazon,@amazon,https://x.com/amazon,1738234443750408282,https://x.com/amazon/status/1738234443750408282,Fri Dec 22 16:26:00 +0000 2023,That feeling when you score last-minute gift cards they'll love. https://t.co/aRNNGFQJnR https://t.co/SC2WvxHjvi,48,25,79,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/001_amazon/accounts/01_primary_amazon,true,false,false,false,false,en,pending
fortune_top100_ranked::1681776821090787329,fortune_top100_ranked,fortune_x_2025_ranked,89,Enterprise Products Partners,@EProd_Careers,@EProd_Careers,https://x.com/EProd_Careers,1681776821090787329,https://x.com/EProd_Careers/status/1681776821090787329,Wed Jul 19 21:23:34 +0000 2023,"Tap into the professional possibilities at Enterprise Products. This Engineer, Authentication Security opportunity will help you realize your full potential. https://t.co/67zmFSMjoD",0,0,0,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/089_enterprise_products_partners/accounts/01_primary_eprod_careers,true,false,false,false,false,en,pending
fortune_top100_ranked::1688221356469493760,fortune_top100_ranked,fortune_x_2025_ranked,2,Walmart,@walmart,@walmart,https://x.com/walmart,1688221356469493760,https://x.com/walmart/status/1688221356469493760,Sun Aug 06 16:11:51 +0000 2023,You’d think we’d learn by now about not walking through the bakery with an empty stomach...,41,13,76,2,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/002_walmart/accounts/01_primary_walmart,true,false,false,false,false,mixed,pending
benchmark_self_defeating_moonpie::916307579613179907,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/916307579613179907,916307579613179907,https://x.com/MoonPie/status/916307579613179907,Fri Oct 06 14:22:05 +0000 2017,A smile can tell you a lot about a person https://t.co/sOXA5swrtU,5,124,493,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1941119809707516389,fortune_top100_ranked,fortune_x_2025_ranked,38,Wells Fargo,@wellsfargo,@wellsfargo,https://x.com/wellsfargo,1941119809707516389,https://x.com/wellsfargo/status/1941119809707516389,Fri Jul 04 13:00:01 +0000 2025,"Happy Fourth of July from all of us at Wells Fargo!
 
Whether you're firing up the grill or enjoying fireworks with loved ones, we hope you have a fun and safe Independence Day! https://t.co/IRJVmzdC47",31,13,56,4,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/038_wells_fargo/accounts/01_primary_wellsfargo,true,false,false,false,false,en,pending
fortune_top100_ranked::1501218582369386506,fortune_top100_ranked,fortune_x_2025_ranked,55,Sysco,@sysco,@sysco,https://x.com/sysco,1501218582369386506,https://x.com/sysco/status/1501218582369386506,Tue Mar 08 15:29:35 +0000 2022,"Today is #InternationalWomensDay, and we at Sysco are celebrating the women that inspire us every day! Meet Kelly Olliver, Co-Owner of British Open Pub in Venice, FL. See her full interview here. https://t.co/l1bOeu5x4A #IWD2022 #Breakthebias https://t.co/F08lnQ46S1",0,0,4,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/055_sysco/accounts/01_primary_sysco,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1278697776361209856,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1278697776361209856,1278697776361209856,https://x.com/Wendys/status/1278697776361209856,Thu Jul 02 14:31:21 +0000 2020,".@tmcf_hbcu has a ton of opportunities for those looking for higher education. For a lot of our followers this could be the organization they’ve been hoping for. How can you all help them out?

https://t.co/aJ1kGPHS81",1,6,66,0,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1756405955053371518,fortune_top100_ranked,fortune_x_2025_ranked,81,United Airlines Holdings,@united,@united,https://x.com/united,1756405955053371518,https://x.com/united/status/1756405955053371518,Sat Feb 10 19:53:06 +0000 2024,Proud to fly the Faithful to see their @49ers in Las Vegas! https://t.co/GDU1yKFjEj,23,28,274,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/081_united_airlines_holdings/accounts/01_primary_united,true,false,false,false,false,en,pending
fortune_top100_ranked::1699817125362204999,fortune_top100_ranked,fortune_x_2025_ranked,58,Archer Daniels Midland,@ADMupdates,@ADMupdates,https://x.com/ADMupdates,1699817125362204999,https://x.com/ADMupdates/status/1699817125362204999,Thu Sep 07 16:09:18 +0000 2023,We are just days away from the #911HeoroesRun. #TeamADM - will you be joining our Veteran’s ERG at the 9/11 Heroes run at Chicago Lincoln Park on 9/9? More details here: https://t.co/FixbXtwRd5,2,0,2,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/058_archer_daniels_midland/accounts/01_primary_admupdates,true,false,false,false,false,mixed,pending
benchmark_aggressive_wendys::1510656447528542212,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1510656447528542212,1510656447528542212,https://x.com/Wendys/status/1510656447528542212,Sun Apr 03 16:32:18 +0000 2022,"Who do you have to WIN. IT. ALL?!  8. North Carolina or 1. Kansas?

Tweet your CHAMP and we’ll @ you with how you did plus send a Wendy’s offer just for you. 

Choose Wisely #ForTheWendys",298,86,799,41,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::761295904548724736,fortune_top100_ranked,fortune_x_2025_ranked,79,TJX,@tjmaxx,@tjmaxx,https://x.com/tjmaxx,761295904548724736,https://x.com/tjmaxx/status/761295904548724736,Thu Aug 04 20:21:02 +0000 2016,I just found the cutest planner and pencil pouch at @tjmaxx 😍😍😍 https://t.co/4oWUTVsy4I,0,5,37,1,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/079_tjx/accounts/01_primary_tjmaxx,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1440778351656914946,fortune_top100_ranked,fortune_x_2025_ranked,45,Johnson & Johnson,@JNJNews,@JNJNews,https://x.com/JNJNews,1440778351656914946,https://x.com/JNJNews/status/1440778351656914946,Wed Sep 22 20:41:42 +0000 2021,RT @ClimateGroup: This @JNJNews event brings together medical professionals and community-based change agents to discuss the disproportiona…,0,5,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/045_johnson_johnson/accounts/01_primary_jnjnews,true,false,true,false,false,mixed,pending
fortune_top100_ranked::1625487713351909378,fortune_top100_ranked,fortune_x_2025_ranked,39,Morgan Stanley,@morganstanley,@morganstanley,https://x.com/morganstanley,1625487713351909378,https://x.com/morganstanley/status/1625487713351909378,Tue Feb 14 13:30:45 +0000 2023,"Inflation was a key topic in a recent meeting at the Brookings Institution. While it has trended downward recently, the details are critical to tracking the path ahead. 

Read more about this episode: https://t.co/pMI5bTTHGP https://t.co/JNprknmG6k",3,7,18,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/039_morgan_stanley/accounts/01_primary_morganstanley,true,false,false,false,false,en,pending
fortune_top100_ranked::1989414818051493985,fortune_top100_ranked,fortune_x_2025_ranked,30,Marathon Petroleum,@MarathonPetroCo,@MarathonPetroCo,https://x.com/MarathonPetroCo,1989414818051493985,https://x.com/MarathonPetroCo/status/1989414818051493985,Fri Nov 14 19:27:08 +0000 2025,"Marathon’s Anchorage terminal has awarded a $10,000 grant to the Anchorage Fire Department, helping equip first responders with advanced air monitoring technology.

🔗 Read how this donation will help keep Anchorage safe.

https://t.co/iegd5zTxWp

#MPCgives #AnchorageAlaska #MarathonPetroleum",0,2,4,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/030_marathon_petroleum/accounts/01_primary_marathonpetroco,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1570460511187378176,fortune_top100_ranked,fortune_x_2025_ranked,100,Massachusetts Mutual Life,@massmutual,@massmutual,https://x.com/massmutual,1570460511187378176,https://x.com/massmutual/status/1570460511187378176,Thu Sep 15 17:12:18 +0000 2022,"Whether you want to give them a financial head start or teach them the value of protecting their family and financial future, here are three reasons why whole life insurance may be the perfect gift for your child or grandchild. https://t.co/OECYai250x",0,0,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/100_massachusetts_mutual_life/accounts/01_primary_massmutual,true,false,false,false,false,mixed,pending
benchmark_self_defeating_moonpie::943261825059061761,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/943261825059061761,943261825059061761,https://x.com/MoonPie/status/943261825059061761,Tue Dec 19 23:28:38 +0000 2017,BREAKING: Social Media Managers To Spend Christmas Day Alone In Family’s Spare Bedroom Monitoring Brands’ Social Channels https://t.co/8pVVsfZtFk,62,675,2425,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1954906020494397497,fortune_top100_ranked,fortune_x_2025_ranked,22,Ford Motor,@Ford,@Ford,https://x.com/Ford,1954906020494397497,https://x.com/Ford/status/1954906020494397497,Mon Aug 11 14:01:30 +0000 2025,"The Model T didn't change the world on its own. The assembly line made them accessible to everyone. 122 years later, @Ford isn't just making another vehicle. We're reinventing how vehicles are assembled. Learn more here: https://t.co/YPxsP7Zaji https://t.co/mWrRy7FtVX",194,151,1256,40,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/022_ford_motor/accounts/01_primary_ford,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1471541646902935552,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1471541646902935552,1471541646902935552,https://x.com/Wendys/status/1471541646902935552,Thu Dec 16 18:04:03 +0000 2021,Potatoes wish they could be our fries when they grow up.,478,224,5173,55,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1678755602770608132,fortune_top100_ranked,fortune_x_2025_ranked,15,Cardinal Health,@cardinalhealth,@cardinalhealth,https://x.com/cardinalhealth,1678755602770608132,https://x.com/cardinalhealth/status/1678755602770608132,Tue Jul 11 13:18:20 +0000 2023,"Bringing Your First Biopharmaceutical to Market 

by @cardinalhealth 

https://t.co/DyDc2jtOdP

#Biosimilars #Pharmacists #Pharmacy https://t.co/qPtQ19o461",0,1,1,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/015_cardinal_health/accounts/01_primary_cardinalhealth,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1509591862335655943,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1509591862335655943,1509591862335655943,https://x.com/Wendys/status/1509591862335655943,Thu Mar 31 18:02:01 +0000 2022,"The  #BestOfTweets Brand Bracket Semifinals are here.

In this round, Conversation Starters and Iconic Mascots collide. But you pick who will advance to the finals. 

✈️ @Delta’s travel tips
VS
🍟 @Wendys infamous spice

Vote now!",76,38,412,28,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1198858858267127809,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1198858858267127809,1198858858267127809,https://x.com/Wendys/status/1198858858267127809,Mon Nov 25 07:00:00 +0000 2019,What's the most disrespectful diss track of all time?,2167,273,2626,0,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1623660490411986946,fortune_top100_ranked,fortune_x_2025_ranked,46,PepsiCo,@pepsico,@pepsico,https://x.com/pepsico,1623660490411986946,https://x.com/pepsico/status/1623660490411986946,Thu Feb 09 12:30:01 +0000 2023,$PEP issues 2023 guidance https://t.co/q36PGfjPae #PEPearnings https://t.co/rilH0uWEhH,4,1,27,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/046_pepsico/accounts/01_primary_pepsico,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::989650599791783938,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/989650599791783938,989650599791783938,https://x.com/MoonPie/status/989650599791783938,Thu Apr 26 23:41:04 +0000 2018,With the 1st pick in the MoonPie draft we select @Wendys,123,722,7996,204,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1600535614683652096,fortune_top100_ranked,fortune_x_2025_ranked,69,Nationwide,@nationwide,@nationwide,https://x.com/nationwide,1600535614683652096,https://x.com/nationwide/status/1600535614683652096,Wed Dec 07 17:00:01 +0000 2022,"In case you missed it: The Walter Payton NFL Man of the Year Award nominees!

Learn more about all 32 nominees here: https://t.co/D8sTbEfNsc #WPMOY https://t.co/LMae4VCfiI",29,63,808,13,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/069_nationwide/accounts/01_primary_nationwide,true,false,false,false,false,en,pending
fortune_top100_ranked::2061455407604723974,fortune_top100_ranked,fortune_x_2025_ranked,72,Publix Super Markets,@Publix,@Publix,https://x.com/Publix,2061455407604723974,https://x.com/Publix/status/2061455407604723974,Mon Jun 01 14:30:43 +0000 2026,Hurricane season is from June 1 to November 30. Build your storm kit to stay safe and prepared. ⛑🩹🔦 https://t.co/J0tZHFqDsg,12,6,21,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/072_publix_super_markets/accounts/01_primary_publix,true,false,false,false,false,mixed,pending
fortune_top100_ranked::2018315970050146701,fortune_top100_ranked,fortune_x_2025_ranked,66,IBM,@ibm,@ibm,https://x.com/ibm,2018315970050146701,https://x.com/ibm/status/2018315970050146701,Mon Feb 02 13:30:00 +0000 2026,"🤖 Introducing: Tech Term of the Week 🤖

Each week, we'll highlight a term to help you better understand what's happening in the tech world today👇",2,13,25,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/066_ibm/accounts/01_primary_ibm,true,false,false,false,false,mixed,pending
benchmark_self_defeating_moonpie::1127420421379325952,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/1127420421379325952,1127420421379325952,https://x.com/MoonPie/status/1127420421379325952,Sun May 12 03:49:09 +0000 2019,.@NASA wyd,72,482,4617,10,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,und,pending
fortune_top100_ranked::1672619614918922242,fortune_top100_ranked,fortune_x_2025_ranked,96,Travelers,@travelers,@travelers,https://x.com/travelers,1672619614918922242,https://x.com/travelers/status/1672619614918922242,Sat Jun 24 14:56:06 +0000 2023,"Yesterday brought hugs, hustle, hot putters, and high-profile athletes. https://t.co/phcMcINnr7",1,4,24,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/096_travelers/accounts/01_primary_travelers,true,false,false,false,false,en,pending
fortune_top100_ranked::1683587045007196160,fortune_top100_ranked,fortune_x_2025_ranked,89,Enterprise Products Partners,@EProd_Careers,@EProd_Careers,https://x.com/EProd_Careers,1683587045007196160,https://x.com/EProd_Careers/status/1683587045007196160,Mon Jul 24 21:16:45 +0000 2023,"Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Senior Network Security. Apply today! https://t.co/ZC4jnTl10A",0,0,0,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/089_enterprise_products_partners/accounts/01_primary_eprod_careers,true,false,false,false,false,mixed,pending
fortune_top100_ranked::2051408133667377329,fortune_top100_ranked,fortune_x_2025_ranked,5,Alphabet,@Alphabetlnc,@google,https://x.com/google,2051408133667377329,https://x.com/google/status/2051408133667377329,Mon May 04 21:06:27 +0000 2026,@googlecloud @googledevs Learn more https://t.co/kdy7MxP4t1,4,7,37,0,true,false,,secondary,2,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/005_alphabet/accounts/02_secondary_google,true,false,false,true,false,en,pending
benchmark_aggressive_wendys::1255226259094810631,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1255226259094810631,1255226259094810631,https://x.com/Wendys/status/1255226259094810631,Tue Apr 28 20:03:55 +0000 2020,"Get the chicken you crave with our 2 for $5, but which two are you taking? https://t.co/omBHdWQNV2",489,100,1684,60,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1522999708477702146,fortune_top100_ranked,fortune_x_2025_ranked,98,Coca-Cola,@cocacola,@cocacola,https://x.com/cocacola,1522999708477702146,https://x.com/cocacola/status/1522999708477702146,Sat May 07 18:00:01 +0000 2022,Heard that #CocaColaStarlight was out of this world. Can confirm… it’s pretty interstellar. #RealMagic #CocaColaCreations,52,18,142,6,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/098_coca_cola/accounts/01_primary_cocacola,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1590734913644687360,fortune_top100_ranked,fortune_x_2025_ranked,14,Cigna Group,@TheCignaGroup,@Cigna,https://x.com/Cigna,1590734913644687360,https://x.com/Cigna/status/1590734913644687360,Thu Nov 10 15:55:32 +0000 2022,"By helping employees improve their vitality—at work, at home, and in their communities—employers can create a culture of health that addresses the challenges that burned-out or disengaged employees face, and stimulate better business outcomes.

https://t.co/xN1qJQzQw8

#CignaNews https://t.co/viBtrfE6q5",1,0,2,0,false,false,,secondary,2,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/014_cigna_group/accounts/02_secondary_cigna,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1848046435398201779,fortune_top100_ranked,fortune_x_2025_ranked,92,Uber Technologies,@Uber,@Uber,https://x.com/Uber,1848046435398201779,https://x.com/Uber/status/1848046435398201779,Sun Oct 20 16:59:39 +0000 2024,When the uber driver is really cool and plays good music during the ride https://t.co/yLejH05gv5,21,2,16,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/092_uber_technologies/accounts/01_primary_uber,true,false,false,false,false,en,pending
fortune_top100_ranked::1804167394320929209,fortune_top100_ranked,fortune_x_2025_ranked,72,Publix Super Markets,@Publix,@Publix,https://x.com/Publix,1804167394320929209,https://x.com/Publix/status/1804167394320929209,Fri Jun 21 15:00:01 +0000 2024,"Publix pies win big! 🥧

Did you know that we’ve competed in the National Pie Championships since 2001? Each year, Publix Bakery pies have brought home blue ribbons! Learn more about this year’s award-winning pies and how to spot them at your Publix. https://t.co/Xg7gwBgIwu https://t.co/fs4nTzGO3p",13,11,63,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/072_publix_super_markets/accounts/01_primary_publix,true,false,false,false,false,mixed,pending
benchmark_self_defeating_moonpie::1082422165696335873,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/1082422165696335873,1082422165696335873,https://x.com/MoonPie/status/1082422165696335873,Mon Jan 07 23:42:09 +0000 2019,The reason that brands talk to each other on this website is that we have no other friends in real life,309,1949,21199,504,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1070305337364893696,fortune_top100_ranked,fortune_x_2025_ranked,76,Galaxy Digital,@galaxydigital,@galaxydigital,https://x.com/galaxydigital,1070305337364893696,https://x.com/galaxydigital/status/1070305337364893696,Wed Dec 05 13:14:12 +0000 2018,"Today is International Volunteer Day, the perfect time to mention that we have spots available on a service trip to Guatemala April 6-14, 2019. Please contact Joel at jjohnson@ashevillehabitat.org if you'd like to learn more. #InternationalVolunteerDay #habitat https://t.co/54B30WyBIL",0,1,3,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/076_galaxy_digital/accounts/01_primary_galaxydigital,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::2021268433296367729,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/2021268433296367729,2021268433296367729,https://x.com/Wendys/status/2021268433296367729,Tue Feb 10 17:02:02 +0000 2026,"We're cooking something up.

Use code DAYTONA in the @Wendys app to get a $1 Classic or Spicy Chicken Sandwich with purchase, starting at the beginning of the race on Sunday 2/15 and available all day Monday 2/16. https://t.co/nsXc16Pwpj",7,52,330,3,true,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1245819544540794892,fortune_top100_ranked,fortune_x_2025_ranked,100,Massachusetts Mutual Life,@massmutual,@massmutual,https://x.com/massmutual,1245819544540794892,https://x.com/massmutual/status/1245819544540794892,Thu Apr 02 21:05:00 +0000 2020,"Since 1851, MassMutual has provided financial security and value to our policyowners and customers.",0,2,7,1,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/100_massachusetts_mutual_life/accounts/01_primary_massmutual,true,false,false,false,false,en,pending
fortune_top100_ranked::1826967698707751033,fortune_top100_ranked,fortune_x_2025_ranked,93,USAA,@usaa,@usaa,https://x.com/usaa,1826967698707751033,https://x.com/usaa/status/1826967698707751033,Fri Aug 23 13:00:17 +0000 2024,DAV (Disabled American Veterans) has helped service members live with dignity for over a century. We are proud to sponsor and attend the 2024 @davhq and Auxiliary National Convention to celebrate the monumental impacts they make on the veteran community. https://t.co/dRjgEKatAn,2,3,22,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/093_usaa/accounts/01_primary_usaa,true,false,false,false,false,en,pending
