후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,로그_총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_점수,웬디스_유머_유형,웬디스_유형_점수,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,불확실성_점수
B01075,classifier_disagreement_b2,90,Ingram Micro Holding,@IngramMicroInc,1.90817E+18,https://x.com/IngramMicroInc/status/1908171502010224680,Fri Apr 04 14:55:12 +0000 2025,"Earlier this week, Ingram Micro Mexico proudly celebrated its 38th anniversary and we couldn't have done it without each of you. Thank you for being a part of our journey! #IngramMicro #IngramMicroMexico https://t.co/49PiUCBKu4",1,2,coder2,pending,0,0,1,0.573056,affiliative,0.597444,non_humor,not_applicable,1,0.853888
B01263,firm_balanced_sample_b2,10,Cencora,@CencoraGlobal,1.61364E+18,https://x.com/CencoraGlobal/status/1613642309379264513,Thu Jan 12 21:01:21 +0000 2023,"Last week, PharmaLex officially became a member of AB. Their offerings, including regulatory affairs, development consulting and scientific affairs, and compliance services, will build on our position as partner of choice for biopharma companies. https://t.co/3hDYCeMFYj https://t.co/SKZZwmVMhA",0,,coder2,pending,4,1.609437912,0,0.448488,non_humorous,0,ambiguous,ambiguous_or_review,0,0.896976
B01009,humor_presence_uncertain_b2,50,FedEx,@fedex,1.59555E+18,https://x.com/fedex/status/1595546685228298240,Wed Nov 23 22:35:48 +0000 2022,The people have spoken! Congrats to both @JoeyB and @jswaggdaddy on their FedEx #AirandGround Player of the Week awards for Week 11. https://t.co/fnLQc2zqwk,1,2,coder2,pending,34,3.555348061,0,0.438139,non_humorous,0,humor,affiliative,1,0.876278
B00809,classifier_disagreement_b2,69,Nationwide,@nationwide,1.74256E+18,https://x.com/nationwide/status/1742557409661346163,Wed Jan 03 14:43:56 +0000 2024,Another double vote day! Your vote counts twice.  Support our annual Charity Challenge and post the last name of your favorite @NFL #WPMOY nominee using #WPMOYChallenge. The charity of the player with the most mentions receives $35K for their charity. Vote now! https://t.co/RBN5zpqFHZ,1,2,coder2,pending,2,1.098612289,0,0.372283,non_humorous,0,humor,self_enhancing,1,0.744566
B01185,firm_balanced_sample_b2,78,Prudential Financial,@Prudential,1.17612E+18,https://x.com/Prudential/status/1176115374703742976,Mon Sep 23 12:45:31 +0000 2019,Our everyday roles and responsibilities can make it difficult to plan for the future.  September is #LifeInsuranceAwarenessMonth and a great time to make sure your current life insurance needs are being met.  #FinancialWellness https://t.co/SvFcDTpgAq,0,,coder2,pending,12,2.564949357,1,0.512958,affiliative,0.349609,humor,self_enhancing,0,0.974084
B00646,random_fortune_sample_b2,20,Bank of America,@bankofamerica,1.57301E+18,https://x.com/bankofamerica/status/1573007568842137606,Thu Sep 22 17:53:24 +0000 2022,"With the cost of home essentials going through the roof, BankAmeriDeals® can help you earn cash back on food, household products and more at your favorite stores. 💸",1,3,coder2,pending,27,3.33220451,1,0.595263,affiliative,0.426594,humor,affiliative,0,0.809474
B01433,high_engagement_posts_b2,11,Microsoft,@microsoft,1.98865E+18,https://x.com/microsoft/status/1988653837461369307,Wed Nov 12 17:03:16 +0000 2025,"Today we announced our new Fairwater datacenter in Atlanta, connected with our first Fairwater site in Wisconsin and our broader Azure footprint to create the world’s first AI superfactory.

Fairwater exemplifies our vision for a fungible fleet: infra that can serve any workload, anywhere, on fit-for-purpose accelerators and network paths, with maximum performance and efficiency.

AI workloads have evolved beyond large-scale pre-training. Today, they encompass fine-tuning, reinforcement learning (RL), synthetic data generation, evaluation pipelines, and more. Fairwater is built to support this full lifecycle:

Max density: Fairwater’s two-story design and liquid cooling system lets us place racks in three dimensions and pack them with GPUs as densely as possible, minimizing cable runs and improving latency and effective bandwidth.

Fleet: Each Fairwater DC can integrate hundreds of thousands of the latest NVIDIA GPUs into a single coherent cluster. This provides flexible infra that can support the full spectrum of workloads, and ensure no GPU is left unnecessarily idle.

And that’s on top of the more than 100,000 GB300s coming online this quarter alone for inference across the rest of our fleet. For us, it’s all about turning every gigawatt into the maximum number of useful tokens. Not every GW is created equal!

Planet-scale: Every Fairwater DC will connect through our continent-spanning AI WAN to prior generations of AI supercomputers, forming a truly fungible pool of compute. This enables developers to scale beyond the capacity of a single site and dynamically land workloads on the right infra for their needs.

Together, these innovations let us bring together different generations of silicon and AI systems across DCs and geos into a single elastic system that scales seamlessly across training and inference workloads

And this elastic AI capacity is all available alongside all the other cloud services (compute, storage, databases, app services) that AI agents and workloads need.

This is what we mean when we talk about building a fungible fleet – a single, unified platform that pushes the limits of performance per watt and per dollar.

Read more: https://t.co/PsMoTN3UPQ",0,,coder2,pending,3721,8.222016437,1,0.705953,affiliative,0.468606,ambiguous,ambiguous_or_review,0,0.588094
B00811,high_engagement_posts_b2,99,Nike,@nike,2.04346E+18,https://x.com/nike/status/2043463536043610254,Sun Apr 12 22:57:27 +0000 2026,"No alterations needed. 

@McIlroyRory proves he is tailored for the moment, securing back-to-back jackets at Augusta. https://t.co/ZzU7arob52",1,2,coder2,pending,9965,9.206934579,1,0.502298,aggressive,0.279789,non_humor,not_applicable,1,0.995404
B01387,random_fortune_sample_b2,5,Alphabet,@google,2.05719E+18,https://x.com/google/status/2057193423191577049,Wed May 20 20:15:07 +0000 2026,"Gemma 4 has been downloaded over 100M+ times since launching last month. 🚀

Our most intelligent open model family to date, @GoogleGemma 4 models are purpose-built for advanced reasoning and agentic workflows. They’re ultra-fast and designed to run on your mobile device — with or without an internet connection. #GoogleIO",0,,coder2,pending,518,6.251903883,1,0.644868,affiliative,0.34806,non_humor,not_applicable,1,0.710264
B00508,humor_presence_uncertain_b2,1,Amazon,@amazon,1.85681E+18,https://x.com/amazon/status/1856807280693629216,Wed Nov 13 21:12:08 +0000 2024,"🚨 Big news! @FAANews cleared our Prime Air MK30 drone for ""beyond visual line of sight"" drone operations.

What does that mean for you? Faster deliveries (under 60 minutes!) from a Same-Day Delivery site in Tolleson, AZ, and a glimpse into the future of shopping. The sky's no longer the limit 📦.

Where should we fly to next? 🗺️",1,3,coder2,pending,322,5.777652323,1,0.562833,affiliative,0.43359,ambiguous,ambiguous_or_review,0,0.874334
B00082,classifier_disagreement_b2,95,Liberty Mutual Insurance Group,@LibertyMutual,1.60058E+18,https://x.com/LibertyMutual/status/1600580938303422474,Wed Dec 07 20:00:07 +0000 2022,Test your knowledge of all things football. #FootballTrivia https://t.co/09W67HDfuB,0,,coder2,pending,10,2.397895273,1,0.518028,aggressive,0.429748,non_humor,not_applicable,1,0.963944
B01371,wendys_transfer_aggressive_b2,60,HCA Healthcare,@hcahealthcare,2.06189E+18,https://x.com/hcahealthcare/status/2061886567237496964,Tue Jun 02 19:04:00 +0000 2026,Night shifts. Shared purpose. A lasting partnership. Maddy and Bart’s journey began as nurses at HCA Healthcare’s Lone Peak Hospital and continues today as husband and wife — caring for patients together at St. Mark’s Hospital in Utah. Read their story: https://t.co/3VJls0OqZp. https://t.co/5GpoO67J5q,0,,coder2,pending,9,2.302585093,1,0.552166,aggressive,0.347987,non_humor,not_applicable,1,0.895668
B00044,random_fortune_sample_b2,84,HP,@hp,1.70666E+18,https://x.com/hp/status/1706662533581398084,Tue Sep 26 13:30:30 +0000 2023,"Ready for inspiring conversations on leadership and the #FutureofAI with pioneering CEOs and tech visionaries? Get your duster out!  

The Moment with @RyanPatelGlobal. Season Two coming in October. Subscribe on YouTube: https://t.co/T4oLVnVxJn #HPTheMoment https://t.co/jgikOpkLvo",1,2,coder2,pending,53,3.988984047,0,0.358762,non_humorous,0,ambiguous,ambiguous_or_review,0,0.717524
B00344,high_engagement_posts_b2,44,Walt Disney,@Disney,2.02453E+18,https://x.com/Disney/status/2024530191469727882,Thu Feb 19 17:03:06 +0000 2026,"RT @Pixar: Times may change but friends are forever
#ToyStory5 is only in theaters June 19 https://t.co/WHleG8wSqu",1,2,coder2,pending,5876,8.678801707,0,0.312528,non_humorous,0,non_humor,not_applicable,0,0.625056
B01025,wendys_transfer_aggressive_b2,66,IBM,@ibm,1.9857E+18,https://x.com/ibm/status/1985702188627161475,Tue Nov 04 13:34:28 +0000 2025,"A milestone in space robotics. ✅🤖

In July, CIMON, the AI-powered assistant aboard the International Space Station, demonstrated how @IBMwatsonx can enable real-time interaction between robots and astronauts.

Let's break down the tech behind this experiment. 🧵 https://t.co/7RPB4PdKNn",1,3,coder2,pending,183,5.214935758,1,0.505749,aggressive,0.316515,ambiguous,ambiguous_or_review,0,0.988502
B01372,humor_presence_uncertain_b2,38,Wells Fargo,@wellsfargo,1.93567E+18,https://x.com/wellsfargo/status/1935668893982298144,Thu Jun 19 12:00:01 +0000 2025,"From freedom and family to resilience and reflection, employees share what this day represents to them. These powerful voices remind us that Juneteenth is not just a moment in history — it’s a legacy of strength and a vision for the future. https://t.co/ti78i78JWY",0,,coder2,pending,63,4.158883083,1,0.635638,affiliative,0.383964,ambiguous,ambiguous_or_review,0,0.728724
B00201,random_fortune_sample_b2,11,Microsoft,@microsoft,1.96547E+18,https://x.com/microsoft/status/1965468880404722011,Tue Sep 09 17:34:32 +0000 2025,"RT @satyanadella: Our Researcher agent in Microsoft 365 Copilot never ceases to amaze me.

It can reason over all your work data, like chat…",0,,coder2,pending,256,5.549076085,1,0.536236,aggressive,0.38592,non_humor,not_applicable,1,0.927528
B00690,firm_balanced_sample_b2,65,Caterpillar,@CaterpillarInc,1.52012E+18,https://x.com/CaterpillarInc/status/1520115907279958016,Fri Apr 29 19:00:49 +0000 2022,"We have joined the Green Maritime Methanol consortium (GMM), to work with other companies in the maritime industry to streamline adoption of methanol as a maritime transport fuel. 

Read more here: https://t.co/ke0eJAKS3J https://t.co/egiz9guDSa",0,,coder2,pending,11,2.48490665,0,0.497774,non_humorous,0,ambiguous,ambiguous_or_review,0,0.995548
B00779,wendys_transfer_aggressive_b2,42,Target,@target,1.47336E+18,https://x.com/target/status/1473357383518855168,Tue Dec 21 18:19:08 +0000 2021,"Procrastinators      Productive People 
                             🤝
                     Go to Target",1,1,coder2,pending,1515,7.323830566,1,0.567607,aggressive,0.31671,ambiguous,ambiguous_or_review,0,0.864786
B00622,low_engagement_posts_b2,31,StoneX Group,@StoneX_Official,2.04738E+18,https://x.com/StoneX_Official/status/2047375074391408836,Thu Apr 23 18:00:30 +0000 2026,"Smarter liquidity. Faster execution. Deeper access.

StoneX is redefining how institutional investors navigate global credit markets.

Read our latest: https://t.co/hOJ5A33zAE

#Liquidity #GlobalCredit #StoneX https://t.co/2GjhYtPPPZ",1,3,coder2,pending,0,0,0,0.214171,non_humorous,0,non_humor,not_applicable,0,0.428342
B01257,low_engagement_posts_b2,91,General Dynamics,@generaldynamics,1.58566E+18,https://x.com/generaldynamics/status/1585657880572739585,Thu Oct 27 15:41:13 +0000 2022,"RT @GDBIW: We were voted top employer for @MidcoastNews' Best of the Midcoast 2022! We're proud to be a cornerstone of our state's economy,…",0,,coder2,pending,1,0.693147181,1,0.569496,affiliative,0.452339,ambiguous,ambiguous_or_review,0,0.861008
B00822,classifier_disagreement_b2,65,Caterpillar,@CaterpillarInc,1.64398E+18,https://x.com/CaterpillarInc/status/1643984623393992705,Thu Apr 06 14:30:52 +0000 2023,Need a lift? Show us your best #ThrowbackThursday Cat product photos 👇 #TBT https://t.co/PC13RTXad7,1,2,coder2,pending,263,5.575949103,1,0.554091,affiliative,0.375871,non_humor,not_applicable,1,0.891818
B01347,classifier_disagreement_b2,91,General Dynamics,@generaldynamics,1.58566E+18,https://x.com/generaldynamics/status/1585657826210455553,Thu Oct 27 15:41:00 +0000 2022,"RT @GDMS_C: For #TBT, we revisit our time earlier this month at #AUSA2022—where we debuted the ultra-rugged, lightweight, and ultra-high-re…",1,3,coder2,pending,1,0.693147181,1,0.5095,affiliative,0.342372,non_humor,not_applicable,1,0.981
B01082,random_fortune_sample_b2,21,Chevron,@chevron,1.77386E+18,https://x.com/chevron/status/1773857931483660409,Fri Mar 29 23:41:02 +0000 2024,"Do you know the role hydrogen can play in lowering carbon emissions? Austin Knight, VP of hydrogen, recently spoke about the growing global hydrogen market and how it factors into energy production at @CERAWeek. Learn more: https://t.co/S6ghUwQF4f #CERAWeek https://t.co/sitPatuIv0",0,,coder2,pending,63,4.158883083,1,0.5329,affiliative,0.362876,ambiguous,ambiguous_or_review,0,0.9342
B01397,low_engagement_posts_b2,25,Home Depot,@HDCares,8.46439E+17,https://x.com/HDCares/status/846439319585902594,Mon Mar 27 19:10:34 +0000 2017,@Geeknow3 What's the model number on this light fixture? -TeamCare,0,,coder2,pending,0,0,1,0.531243,aggressive,0.357381,non_humor,not_applicable,1,0.937514
B01378,classifier_disagreement_b2,33,Freddie Mac,@FreddieMac,1.99333E+18,https://x.com/FreddieMac/status/1993333887838134695,Tue Nov 25 15:00:07 +0000 2025,"In the third quarter of 2025, we helped 226,000 families purchase a home — 50% of which were first-time buyers. Take a closer look at our impact on the housing market here: https://t.co/x7TiGSZNTN https://t.co/MHzyvr7KAB",0,,coder2,pending,17,2.890371758,1,0.537236,affiliative,0.319925,non_humor,not_applicable,1,0.925528
B01246,high_engagement_posts_b2,47,Boeing,@boeing,2.00891E+18,https://x.com/boeing/status/2008909062264467884,Wed Jan 07 14:30:18 +0000 2026,"🛫 2026 is taking off with @AlaskaAir’s largest-ever order: 110 airplanes.

✈️105 737 MAX jets
✈️Five 787 Dreamliner airplanes

This order marks 60 years of partnership since our first delivery to the airline.

Release: https://t.co/yZ3jp1loBr https://t.co/dTRdZembl0",0,,coder2,pending,2825,7.946617563,0,0.28829,non_humorous,0,ambiguous,ambiguous_or_review,0,0.57658
B00017,random_fortune_sample_b2,52,Lowe's,@lowes,1.55529E+18,https://x.com/lowes/status/1555290732398780417,Thu Aug 04 20:33:01 +0000 2022,#ProductRecall for DEWALT 12-inch Sliding Compound Miter Saws. https://t.co/3o6x7sCtU3,0,,coder2,pending,10,2.397895273,0,0.324878,non_humorous,0,non_humor,not_applicable,0,0.649756
B00597,firm_balanced_sample_b2,38,Wells Fargo,@wellsfargo,1.78829E+18,https://x.com/wellsfargo/status/1788292984599093431,Wed May 08 19:40:47 +0000 2024,"RT @PGATOUR: Learning from a 7-time TOUR winner 💪

Maxwell Ford and @DavidFordGolf got to learn some tips and tricks from the Wells Fargo M…",0,,coder2,pending,7,2.079441542,0,0.441925,non_humorous,0,ambiguous,ambiguous_or_review,0,0.88385
B01313,low_engagement_posts_b2,90,Ingram Micro Holding,@IngramMicroInc,2.04739E+18,https://x.com/IngramMicroInc/status/2047385107791483280,Thu Apr 23 18:40:22 +0000 2026,We’re thrilled to receive the Giving is Living Award from @OneOC! This honor reflects the dedication of our associates who give their time and talent to their communities. And thanks to our CEO Paul Bay for accepting this award on behalf of our team. #OneOC #SpiritOfVolunteerism https://t.co/TV1KGXt78x,0,,coder2,pending,1,0.693147181,1,0.525248,affiliative,0.37163,ambiguous,ambiguous_or_review,0,0.949504
B00232,wendys_transfer_aggressive_b2,27,Kroger,@kroger,1.31571E+18,https://x.com/kroger/status/1315706723022311426,Mon Oct 12 17:31:42 +0000 2020,"Meet @KrogerChefbot, the recipe bot that makes the most of your pantry and cuts down on food waste, one recipe at a time. https://t.co/SHiWNM0tS0",0,,coder2,pending,1344,7.204149292,1,0.53895,aggressive,0.338951,ambiguous,ambiguous_or_review,0,0.9221
B00600,high_engagement_posts_b2,37,Comcast,@comcast,1.93829E+18,https://x.com/comcast/status/1938287359222554911,Thu Jun 26 17:24:52 +0000 2025,"JUST ANNOUNCED: We’re expanding our universe to the Midwest with a brand-new location of Universal Horror Unleashed in Chicago, Illinois — our first destination in the region.  Get ready, Chicago! More details coming soon. https://t.co/R0iUVLy3Ce",1,2,coder2,pending,4825,8.481773246,1,0.543496,affiliative,0.355885,humor,self_enhancing,0,0.913008
B00087,wendys_transfer_aggressive_b2,78,Prudential Financial,@Prudential,1.12796E+18,https://x.com/Prudential/status/1127959195440111621,Mon May 13 15:30:03 +0000 2019,Everyone wants to live to 100. But few think about how to plan for it financially. https://t.co/Pqja9ZdiuB,1,1,coder2,pending,1663,7.416979621,1,0.540885,aggressive,0.33669,ambiguous,ambiguous_or_review,0,0.91823
B00306,random_fortune_sample_b2,100,Massachusetts Mutual Life,@massmutual,1.44806E+18,https://x.com/massmutual/status/1448056342258888705,Tue Oct 12 22:41:50 +0000 2021,See you tomorrow for breakfast babe!!!!,1,2,coder2,pending,13159,9.484937205,0,0.424577,non_humorous,0,non_humor,not_applicable,0,0.849154
B01261,classifier_disagreement_b2,41,Dell Technologies,@Dell,1.8814E+18,https://x.com/Dell/status/1881401311058337993,Mon Jan 20 18:00:01 +0000 2025,"""Can you hear me now?""

—said no one ever wearing these. https://t.co/gcDmqQkKMX",1,1,coder2,pending,62,4.143134726,1,0.607811,self-defeating,0.440602,non_humor,not_applicable,1,0.784378
B00824,firm_balanced_sample_b2,75,ConocoPhillips,@conocophillips,1.95101E+18,https://x.com/conocophillips/status/1951009747102265739,Thu Jul 31 19:59:06 +0000 2025,#NationalInternDay is the perfect opportunity to thank our interns for being valuable members of the #ConocoPhillips team this summer. We appreciate each of you and wish you all the best as you begin your next chapter! https://t.co/3ciz1Ex0No,0,,coder2,pending,9,2.302585093,1,0.633273,affiliative,0.525628,ambiguous,ambiguous_or_review,0,0.733454
B00074,wendys_transfer_aggressive_b2,67,Eli Lilly,@EliLillyandCo,1.37653E+18,https://x.com/EliLillyandCo/status/1376528366531149827,Mon Mar 29 13:35:11 +0000 2021,"Bob loved cars, especially his 1965 convertible. After his #Alzheimers diagnosis, his family restored that classic – giving him one last ride with the top down and memories in his eyes. Here's a tribute to patients like Bob, and caregivers like his wife Marge, who are waiting. https://t.co/D5ia8bPXEL",0,,coder2,pending,18,2.944438979,1,0.676181,aggressive,0.356949,non_humor,not_applicable,1,0.647638
B01445,random_fortune_sample_b2,39,Morgan Stanley,@morganstanley,1.87085E+18,https://x.com/morganstanley/status/1870846793983910353,Sun Dec 22 15:00:08 +0000 2024,Happy Holidays from all of us at Morgan Stanley! Wishing you a bright and joyful season. https://t.co/qVGWrCOllr,1,2,coder2,pending,58,4.077537444,1,0.51276,affiliative,0.530618,non_humor,not_applicable,1,0.97448
B00034,low_engagement_posts_b2,90,Ingram Micro Holding,@IngramMicroInc,1.69665E+18,https://x.com/IngramMicroInc/status/1696647940050141624,Tue Aug 29 22:16:05 +0000 2023,"We are proud to announce the release of our 2022 #ESG Report. We invite you to read about our ambitious goals, achievements and progress in our environmental, social and governance efforts. https://t.co/37bxDAm2xJ #ingrammicro #ingrammicroesg https://t.co/IUgGpi5VAq",0,,coder2,pending,1,0.693147181,0,0.48285,non_humorous,0,non_humor,not_applicable,0,0.9657
B01161,humor_presence_uncertain_b2,88,Intel,@intel,2.05171E+18,https://x.com/intel/status/2051710634392219735,Tue May 05 17:08:28 +0000 2026,"At #COMPUTEX2026, Intel will spotlight momentum across the AI compute ecosystem—from AI PCs to edge, data center, and cloud. CEO @LipBuTan1 will share Intel’s vision for the next era of AI-driven computing on June 2 at 1:30 p.m. (GMT+8). Watch live on Intel’s Computex page and YouTube.",0,,coder2,pending,319,5.768320996,1,0.623918,affiliative,0.400091,ambiguous,ambiguous_or_review,0,0.752164
B00465,wendys_transfer_aggressive_b2,9,Exxon Mobil,@exxonmobil,1.57771E+18,https://x.com/exxonmobil/status/1577705288643256321,Wed Oct 05 17:00:27 +0000 2022,"”Nobody has designed a facility that looks like this, or recycled plastics in the way we're doing it.” Matthew, an engineer here at ExxonMobil, talks about his work to change the way plastic is recycled around the world. ♻️  https://t.co/wz0zBYe7My https://t.co/9UqbU3fzTA",1,3,coder2,pending,43,3.784189634,1,0.691911,aggressive,0.440723,ambiguous,ambiguous_or_review,0,0.616178
B01328,classifier_disagreement_b2,77,AbbVie,@abbvie,1.70163E+18,https://x.com/abbvie/status/1701629334652407816,Tue Sep 12 16:10:22 +0000 2023,"[“…There is a great unmet need, driving our researchers to further understand more about the condition and improve patient outcomes.”]",0,,coder2,pending,1,0.693147181,1,0.526342,self-enhancing,0.318948,non_humor,not_applicable,1,0.947316
B00695,humor_presence_uncertain_b2,49,RTX,@RTX_News,1.27049E+18,https://x.com/RTX_News/status/1270490861818777600,Tue Jun 09 23:00:00 +0000 2020,"What does the future of air travel look like as people resume flying? From facial scanning recognition to smartphone connectivity with airline kiosks, see what contactless solutions @CollinsAero's LeAnn Ridgeway believes could be on the horizon here: https://t.co/ExhT2ZbUbA",1,2,coder2,pending,33,3.526360525,1,0.537006,affiliative,0.324704,ambiguous,ambiguous_or_review,0,0.925988
B00318,random_fortune_sample_b2,97,Bristol-Myers Squibb,@bmsnews,2.06178E+18,https://x.com/bmsnews/status/2061780205279072455,Tue Jun 02 12:01:21 +0000 2026,#MEDIA: New data will be presented at #ASCO26 for an EGFRxHER3 bispecific antibody-drug conjugate in triple negative breast cancer and in metastatic esophageal squamous cell carcinoma. Read more: https://t.co/oKChV0VgtD https://t.co/W9JQzbNpBp,0,,coder2,pending,15,2.772588722,0,0.407298,non_humorous,0,non_humor,not_applicable,0,0.814596
B01146,humor_presence_uncertain_b2,21,Chevron,@chevron,1.51725E+18,https://x.com/chevron/status/1517247533558476800,Thu Apr 21 21:02:55 +0000 2022,"""We’re a much better company than we were a few years ago because we are more capital- and cost-efficient."" CFO Pierre Breber recently spoke to @WSJCFO about our focus on reducing operating expenses while continuing to meet the growing demand for energy. https://t.co/Dveay5D2PW",0,,coder2,pending,62,4.143134726,1,0.570905,affiliative,0.39531,ambiguous,ambiguous_or_review,0,0.85819
B00271,classifier_disagreement_b2,25,Home Depot,@HDCares,7.46451E+17,https://x.com/HDCares/status/746451333478227973,Fri Jun 24 21:14:00 +0000 2016,@jakemcduff825 Oh no! Which store? Please send add’l details/contact info to TeamSocial@homedepot.com so we can look into this.  -TeamCare,0,,coder2,pending,0,0,1,0.605438,affiliative,0.34106,non_humor,not_applicable,1,0.789124
B01117,random_fortune_sample_b2,12,JPMorgan Chase,@jpmorgan,1.45918E+18,https://x.com/jpmorgan/status/1459182230589227008,Fri Nov 12 15:32:08 +0000 2021,The City of Lights is exhilarating during #ParisPhoto2021. We're honored to be partners for the 10th consecutive year. https://t.co/ajnMxcAZak https://t.co/TFkK8PRZJ8,1,2,coder2,pending,53,3.988984047,0,0.425389,non_humorous,0,non_humor,not_applicable,0,0.850778
B01046,classifier_disagreement_b2,29,Phillips 66,@Phillips66co,1.54908E+18,https://x.com/Phillips66co/status/1549076677980045312,Mon Jul 18 17:00:35 +0000 2022,"These programs serve to endorse employee development, growth, networking, community service, and enhances knowledge and awareness of the African diaspora culture.

Learn more: https://t.co/WOxYwY7NT7",0,,coder2,pending,4,1.609437912,1,0.500557,affiliative,0.389062,non_humor,not_applicable,1,0.998886
B00096,classifier_disagreement_b2,66,IBM,@ibm,2.0521E+18,https://x.com/ibm/status/2052096935801045349,Wed May 06 18:43:30 +0000 2026,"Largest protein simulation yet on a quantum computer. 🚀

Explore how @ClevelandClinic, @riken_en &amp; IBM modeled 12,635 protein complex with new algorithm and quantum‑centric workflow:
https://t.co/uUAIwCYiyr https://t.co/MEqj3uEg9Q",0,,coder2,pending,279,5.634789603,0,0.239993,non_humorous,0,humor,affiliative,1,0.479986
B00092,firm_balanced_sample_b2,41,Dell Technologies,@Dell,2.04043E+18,https://x.com/Dell/status/2040429191095562503,Sat Apr 04 14:00:03 +0000 2026,"Silent. Stable. Confidently delivering value — that’s the PowerStore experience.
🔗 Read the full review:
https://t.co/MQASHnvHf1 https://t.co/hkgvOm1CQn",1,3,coder2,pending,41,3.737669618,0,0.291677,non_humorous,0,ambiguous,ambiguous_or_review,0,0.583354
B00266,firm_balanced_sample_b2,77,AbbVie,@abbvie,1.83938E+18,https://x.com/abbvie/status/1839379609030217919,Thu Sep 26 19:00:47 +0000 2024,"#AI can not only speed up drug discovery, but transform the process entirely. Explore how algorithms, #data and analytics are helping reshape how we invent new treatments and potential cures: https://t.co/HutgkqjsoI https://t.co/pPn56i5ugp",0,,coder2,pending,5,1.791759469,0,0.477949,non_humorous,0,ambiguous,ambiguous_or_review,0,0.955898
B00572,high_engagement_posts_b2,63,Capital One Financial,@CapitalOne,1.63653E+18,https://x.com/CapitalOne/status/1636533763952787456,Fri Mar 17 01:03:49 +0000 2023,The number of perfect brackets remaining continues to shrink 😳 #MarchMadness https://t.co/d6bj0shxqc,1,1,coder2,pending,1402,7.24636808,0,0.481767,non_humorous,0,ambiguous,ambiguous_or_review,0,0.963534
B00250,firm_balanced_sample_b2,19,Centene,@centene,1.75779E+18,https://x.com/centene/status/1757789331031244976,Wed Feb 14 15:30:09 +0000 2024,"Centene latest employee inclusion group, STAGES, brings together employees of all ages to create an environment of collaboration and shared growth. Learn more about how Centene is building a workplace that thrives at every stage. https://t.co/Pgm2yuqVnN https://t.co/13XJFxoiFE",0,,coder2,pending,9,2.302585093,1,0.514602,aggressive,0.283428,non_humor,not_applicable,1,0.970796
B00768,high_engagement_posts_b2,69,Nationwide,@nationwide,1.50377E+18,https://x.com/nationwide/status/1503767422922379267,Tue Mar 15 16:17:46 +0000 2022,"This story from Andrew Whitworth's #WPMOY acceptance speech tells you all you need to know.

Four Pro Bowls and a Super Bowl ring, but Big Whit's greatest contribution was his impact on others. 👏 https://t.co/BweQ0Et7r9",0,,coder2,pending,2394,7.78113851,1,0.661219,affiliative,0.388904,ambiguous,ambiguous_or_review,0,0.677562
B00944,humor_presence_uncertain_b2,61,Lockheed Martin,@lockheedmartin,1.94844E+18,https://x.com/lockheedmartin/status/1948443456671449590,Thu Jul 24 18:01:35 +0000 2025,"Sharks are fast, adaptive and built for the deep. 🦈

So are modern torpedoes like the MK48.

 👇 Swipe through to see how torpedo tech compares to nature’s original apex. https://t.co/NR7FmpIMaf",1,3,coder2,pending,351,5.863631176,0,0.472944,non_humorous,0,humor,affiliative,1,0.945888
B01327,classifier_disagreement_b2,86,American Airlines Group,@AmericanAir,1.74442E+18,https://x.com/AmericanAir/status/1744416207468397011,Mon Jan 08 17:50:08 +0000 2024,"Deice, ice, baby! ❄️✈️ During the cold and snowy winter months, deicing becomes a critical part of our operation. Ever wondered how exactly snow and ice are removed from thousands of aircraft? Find out now https://t.co/JKdkG99Le5 https://t.co/e5sjsR6OrM",1,3,coder2,pending,172,5.153291594,0,0.387381,non_humorous,0,humor,self_enhancing,1,0.774762
B00866,low_engagement_posts_b2,100,Massachusetts Mutual Life,@massmutual,1.5016E+18,https://x.com/massmutual/status/1501603734023028742,Wed Mar 09 17:00:03 +0000 2022,"Did you know that 55% of parents expect financial assistance from their kids during retirement? Talk to us about retirement planning today, so you can feel comfortable about tomorrow. https://t.co/PqrMSKTmaw https://t.co/fctJQFfO8f",0,,coder2,pending,1,0.693147181,1,0.53494,aggressive,0.331245,ambiguous,ambiguous_or_review,0,0.93012
B01034,random_fortune_sample_b2,73,Pfizer,@pfizer,1.56794E+18,https://x.com/pfizer/status/1567935652624465920,Thu Sep 08 17:59:25 +0000 2022,"Thank you to the 226 businesses that have joined the fight for LGBTQ+ equality on behalf of their employees and customers.

But we cannot let up; we must continue to dig in, do the hard work, and demand that the #RespectForMarriageAct is signed into law. https://t.co/oXGjt1UtMJ",0,,coder2,pending,104,4.65396035,1,0.695037,affiliative,0.50431,humor,self_enhancing,0,0.609926
B01236,wendys_transfer_aggressive_b2,89,Enterprise Products Partners,@EProd_Careers,1.68198E+18,https://x.com/EProd_Careers/status/1681983198723739648,Thu Jul 20 11:03:38 +0000 2023,"Join the Enterprise Products team, one of Houston’s Top Work Places! Check out our open opportunities here. https://t.co/JewrWyxjfH #MaintenanceJobs",1,3,coder2,pending,0,0,1,0.506036,aggressive,0.303993,ambiguous,ambiguous_or_review,0,0.987928
