no,id,tweet_url,text,final_humor_binary,final_humor_source,final_humor_label_available,pred_humor_final_050,prediction_set,p_humor_final_tfidf_logreg,log1p_p_humor_final_tfidf_logreg,model_humor,p_humor,p_humor_ml,reply_count,favorite_count,retweet_count,quote_count,bookmark_count,view_count,created_year,created_month,created_day,created_time,is_quote_status,is_retweet_text,engagement_total,engagement_favorite_retweet,favorite_count,retweet_count,reply_count,quote_count,bookmark_count,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count
279,1699796550636200229,https://x.com/Wendys/status/1699796550636200229,https://t.co/l4bH6S4RXz,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,189,1143,68,19,27,326661,2023,9,7,14:47:33,False,false,1446,1211,1143,68,189,19,27,7.277247726631484,7.10002716662926,7.042286171939743,4.23410650459726,5.247024072160486,2.995732273553991,3.332204510175204
280,1699409208628650328,https://x.com/Wendys/status/1699409208628650328,Stop in for a weather appropriate pumpkin spice frosty starting 9/12! https://t.co/ZnEgpFDdsD,,,0,0,unlabeled,0.426192,0.355008,0,0.4868,0.285033,163,735,111,141,24,478679,2023,9,6,13:08:23,False,false,1174,846,735,111,163,141,24,7.069023426578259,6.741700694652055,6.601230118728877,4.718498871295094,5.099866427824199,4.955827057601261,3.2188758248682006
281,1692596616299999573,https://x.com/Wendys/status/1692596616299999573,https://t.co/PZH0rWXOC4,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,219,3961,204,39,41,784228,2023,8,18,17:57:34,True,false,4464,4165,3961,204,219,39,41,8.4040244933106,8.334711621820917,8.284504227258497,5.3230099791384085,5.393627546352361,3.6888794541139363,3.7376696182833684
282,1692415477480411288,https://x.com/Wendys/status/1692415477480411288,@Wendys so when are you gonna release a Pumpkin Spice Frosty?!?! 🎃🍦,,,0,1,unlabeled,0.559651,0.444462,1,0.5267,0.515676,10,15,0,3,1,779887,2023,8,18,05:57:48,False,false,29,15,15,0,10,3,1,3.4011973816621555,2.772588722239781,2.772588722239781,0.0,2.3978952727983707,1.3862943611198906,0.6931471805599453
283,1684338270325424129,https://x.com/Wendys/status/1684338270325424129,My red flag is thinking she still thinks about me https://t.co/AYfjEK0Gve,0,coder2,1,0,labeled,0.39608,0.333668,1,0.5534,0.08009,211,1972,55,11,19,511084,2023,7,26,23:01:51,False,false,2268,2027,1972,55,211,11,19,7.727094484779842,7.614805364711073,7.587310506022615,4.02535169073515,5.356586274672012,2.4849066497880004,2.995732273553991
284,1683273880004173824,https://x.com/Wendys/status/1683273880004173824,That’s his most expensive X yet 😮,0,coder2,1,1,labeled,0.518486,0.417714,1,0.6170,0.40964,173,4394,317,54,28,708523,2023,7,24,00:32:21,False,false,4966,4711,4394,317,173,54,28,8.51057131510735,8.457867725331422,8.388222810119277,5.762051382780177,5.159055299214529,4.007333185232471,3.367295829986474
285,1681758534982148097,https://x.com/Wendys/status/1681758534982148097,F*dge it. 27 minutes of food footage https://t.co/sgKlje7vmI,0,coder2,1,0,labeled,0.417495,0.348891,1,0.5535,0.318062,207,1272,153,25,80,379619,2023,7,19,20:10:54,False,false,1737,1425,1272,153,207,25,80,7.460490305825338,7.262628600974241,7.149131598557407,5.0369526024136295,5.337538079701318,3.258096538021482,4.394449154672439
286,1677057469187518465,https://x.com/Wendys/status/1677057469187518465,I AM SUING OUR THREADS ACCOUNT,0,coder2,1,0,labeled,0.404821,0.33991,1,0.5133,0.446407,465,6480,325,58,45,962972,2023,7,6,20:50:33,False,false,7373,6805,6480,325,465,58,45,8.90571557879409,8.82555985506085,8.776630098427717,5.786897381366708,6.144185634125646,4.07753744390572,3.828641396489095
287,1674801534251552769,https://x.com/Wendys/status/1674801534251552769,Straw #Barbie Frosty? https://t.co/G92L2Fo8f8,0,coder2,1,0,labeled,0.26052,0.231524,0,0.4488,0.285033,287,1695,123,36,21,491208,2023,6,30,15:26:16,False,false,2162,1818,1695,123,287,36,21,7.679251425953058,7.506042178518122,7.4360278163518485,4.820281565605037,5.662960480135946,3.6109179126442243,3.091042453358316
288,1673337925763776513,https://x.com/Wendys/status/1673337925763776513,And Baconate https://t.co/IUvcqDW4f4,0,coder2,1,0,labeled,0.327975,0.283655,0,0.3858,0.08009,103,895,99,7,17,692918,2023,6,26,14:30:25,True,false,1121,994,895,99,103,7,17,7.022868086082641,6.902742737158593,6.79794041297493,4.605170185988092,4.6443908991413725,2.0794415416798357,2.8903717578961645
289,1673334051069997057,https://x.com/Wendys/status/1673334051069997057,.@Wendys Shake...,,,0,0,unlabeled,0.283363,0.249484,0,0.2870,0.467293,19,354,17,1,0,682952,2023,6,26,14:15:01,False,false,391,371,354,17,19,1,0,5.971261839790462,5.918893854273146,5.872117789475416,2.8903717578961645,2.995732273553991,0.6931471805599453,0.0
290,1671254412919205888,https://x.com/Wendys/status/1671254412919205888,https://t.co/wyUBSllNxt,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,217,1913,87,24,30,378404,2023,6,20,20:31:17,False,false,2271,2000,1913,87,217,24,30,7.7284157798410416,7.601402334583733,7.5569505720129,4.477336814478207,5.384495062789089,3.2188758248682006,3.4339872044851463
291,1669414854078218240,https://x.com/Wendys/status/1669414854078218240,https://t.co/qPNHucr5nI,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,301,2517,125,27,34,455352,2023,6,15,18:41:32,False,false,3004,2642,2517,125,301,27,34,8.008032846969307,7.879669914604289,7.831220214604293,4.836281906951478,5.71042701737487,3.332204510175204,3.5553480614894135
292,1668661154325966852,https://x.com/Wendys/status/1668661154325966852,https://t.co/MbvA7eagxO,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,114,6975,539,55,82,2167897,2023,6,13,16:46:36,True,false,7765,7514,6975,539,114,55,82,8.957510510291613,8.924656302187074,8.850230965588816,6.29156913955832,4.74493212836325,4.02535169073515,4.418840607796598
293,1667183491551821832,https://x.com/Wendys/status/1667183491551821832,@TheDrum You know why Wendys hasnt posted a ChatGPT ad? They dont cut corners.,1,coder1,1,1,labeled,0.632497,0.490111,0,0.4744,0.485733,6,76,0,2,2,1613486,2023,6,9,14:54:53,False,false,86,76,76,0,6,2,2,4.465908118654584,4.343805421853684,4.343805421853684,0.0,1.9459101490553132,1.0986122886681096,1.0986122886681096
294,1664302314826416129,https://x.com/Wendys/status/1664302314826416129,Bet. Starting 6/5 everyone can get a free small Frosty in the Wendy’s app.,,,0,1,unlabeled,0.555659,0.4419,0,0.4511,0.317584,142,677,76,10,19,486750,2023,6,1,16:06:07,True,false,924,753,677,76,142,10,19,6.829793737512425,6.625392368007956,6.519147287940395,4.343805421853684,4.962844630259907,2.3978952727983707,2.995732273553991
295,1663376242433720321,https://x.com/Wendys/status/1663376242433720321,guess this means they went with our script 💅🔥⛏️ @nuggets @miamiHEAT @NBA #HeatNuggets https://t.co/mcdvyAyQQL,1,coder1,1,0,labeled,0.413869,0.34633,0,0.4132,0.418969,81,1625,165,44,25,483591,2023,5,30,02:46:14,False,false,1940,1790,1625,165,81,44,25,7.57095858316901,7.490529402060711,7.3938782901077555,5.111987788356544,4.406719247264253,3.8066624897703196,3.258096538021482
296,1662099102618857473,https://x.com/Wendys/status/1662099102618857473,https://t.co/Hf7jv9iDRg,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,65,1354,48,10,12,247626,2023,5,26,14:11:21,False,false,1489,1402,1354,48,65,10,12,7.306531398939505,7.246368080102461,7.2115567333138015,3.8918202981106265,4.189654742026425,2.3978952727983707,2.5649493574615367
297,1662098257575649282,https://x.com/Wendys/status/1662098257575649282,"Pretty fair trade in our opinion. 

Starting today through 6/1 you can celebrate National Hamburger Day with a 1¢ Junior Bacon Cheeseburger with any purchase in the Wendy’s app. One use per person.",,,0,0,unlabeled,0.495745,0.402624,0,0.4527,0.375454,159,970,63,22,24,401868,2023,5,26,14:07:59,False,false,1238,1033,970,63,159,22,24,7.122059881629142,6.9411900550683745,6.878326468291325,4.1588830833596715,5.075173815233827,3.1354942159291497,3.2188758248682006
298,1661089747027017748,https://x.com/Wendys/status/1661089747027017748,"Thank you to everyone who participated in our little breakfast experimeat. If you missed it, we hope you can figure yourself out and grab some $3 Breakfast.",0,coder1,1,1,labeled,0.618632,0.481581,1,0.5902,0.425328,51,298,8,0,2,220677,2023,5,23,19:20:31,False,false,359,306,298,8,51,0,2,5.886104031450156,5.726847747587197,5.700443573390686,2.1972245773362196,3.9512437185814275,0.0,1.0986122886681096
299,1661013813658009603,https://x.com/Wendys/status/1661013813658009603,Are you a bacon person or a sausage person? @ us and we’ll tell you exactly what you are based on your profile. Which is probably really unique.,,,0,1,unlabeled,0.608172,0.475098,1,0.5099,0.518889,782,721,25,40,5,496696,2023,5,23,14:18:47,False,false,1573,746,721,25,782,40,5,7.3613754289773485,6.616065185132817,6.582025138892826,3.258096538021482,6.663132695990803,3.713572066704308,1.791759469228055
300,1659651535268093953,https://x.com/Wendys/status/1659651535268093953,".@NoahGragson, 🏎️ Official Wendy’s Nascar Driver 🏎️, is a top 5 finalist for the All Star race. Help our boy out and cast your vote: https://t.co/9i6qrWSous https://t.co/HogmdO0xdM",,,0,0,unlabeled,0.402141,0.338,0,0.3629,0.210183,113,1081,104,11,7,351599,2023,5,19,20:05:35,False,false,1316,1185,1081,104,113,11,7,7.183111701743281,7.078341579557671,6.9865664594064265,4.653960350157523,4.736198448394496,2.4849066497880004,2.0794415416798357
301,1658178790713876486,https://x.com/Wendys/status/1658178790713876486,A Frosty is a sweet treat. It is a drink. It is a sauce. It is fearless. It’s Frosty and it’s the new look for summer 🍓,1,coder1,1,1,labeled,0.585459,0.460874,1,0.5449,0.450751,178,656,37,13,4,263308,2023,5,15,18:33:25,False,false,888,693,656,37,178,13,4,6.790097235513905,6.542471960506805,6.487684018484611,3.6375861597263857,5.187385805840755,2.639057329615259,1.6094379124341003
302,1656345646134353921,https://x.com/Wendys/status/1656345646134353921,"babe wake up, Wendy is on Cameo @BookCameo https://t.co/rDXL28jvYH",,,0,1,unlabeled,0.507481,0.41044,0,0.4011,0.367824,203,1142,80,51,73,385596,2023,5,10,17:09:10,False,false,1549,1222,1142,80,203,51,73,7.346010209913293,7.109062135687172,7.04141166379481,4.394449154672439,5.318119993844216,3.9512437185814275,4.304065093204169
303,1655950878724202499,https://x.com/Wendys/status/1655950878724202499,"Starting tomorrow, we’ll be fulfilling a handful of requests for anyone that needs a message from the one and only me. While you’re waiting, go ahead and grab a free fry when you get a Strawberry Frosty in the app https://t.co/7aEzQi8dIK https://t.co/RqhVNDehES",0,coder1,1,0,labeled,0.350339,0.300356,0,0.4779,0.223715,107,448,31,8,11,266721,2023,5,9,15:00:30,False,false,605,479,448,31,107,8,11,6.406879986069314,6.173786103901937,6.1070228877422545,3.4657359027997265,4.68213122712422,2.1972245773362196,2.4849066497880004
304,1654524291231129600,https://x.com/Wendys/status/1654524291231129600,https://t.co/PBcoTxw1zV,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,196,2529,167,30,35,329346,2023,5,5,16:31:45,False,false,2957,2696,2529,167,196,30,35,7.992268643270745,7.89989532313973,7.835974581721566,5.123963979403259,5.2832037287379885,3.4339872044851463,3.58351893845611
305,1654284843490988033,https://x.com/Wendys/status/1654284843490988033,"RT @Spitalfield98: Dearest @Wendys — if you help promote our Remember Right Now 20 Year Anniversary Tour with a RT, we will send *you* free…",0,coder2,1,0,labeled,0.361146,0.308327,0,0.4923,0.506064,0,0,23,0,0,1,2023,5,5,00:40:16,False,true,23,23,0,23,0,0,0,3.1780538303479458,3.1780538303479458,0.0,3.1780538303479458,0.0,0.0,0.0
306,1654276971214299136,https://x.com/Wendys/status/1654276971214299136,"Dearest @Wendys — if you help promote our Remember Right Now 20 Year Anniversary Tour with a RT, we will send *you* free food for a month! [wsg on select dates: @RookieOfTheYear + @ValenciaShane + @heybobnanna] 🖤🖤🖤 TICKETS: https://t.co/5bxGHadYA7 https://t.co/JspQNpNNjr",0,coder2,1,0,labeled,0.301724,0.26369,0,0.4638,0.454307,9,170,23,0,4,226518,2023,5,5,00:08:59,False,false,206,193,170,23,9,0,4,5.332718793265369,5.267858159063328,5.14166355650266,3.1780538303479458,2.302585092994046,0.0,1.6094379124341003
307,1653824235846901769,https://x.com/Wendys/status/1653824235846901769,How are you doing? https://t.co/X1mGkQwZsh,0,coder2,1,0,labeled,0.440007,0.364648,1,0.5029,0.297138,94,608,35,5,13,250208,2023,5,3,18:09:59,False,false,755,643,608,35,94,5,13,6.628041376179533,6.467698726104354,6.411818267709897,3.58351893845611,4.553876891600541,1.791759469228055,2.639057329615259
308,1651965168270671872,https://x.com/Wendys/status/1651965168270671872,https://t.co/dyZwO11Voc,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,325,4028,174,21,40,483139,2023,4,28,15:02:42,False,false,4588,4202,4028,174,325,21,40,8.431417414394833,8.343553835005117,8.301273485191347,5.1647859739235145,5.786897381366708,3.091042453358316,3.713572066704308
309,1650890952855150592,https://x.com/Wendys/status/1650890952855150592,those are my posts thanks,,,0,0,unlabeled,0.476121,0.389417,1,0.5580,0.40964,63,747,32,8,9,495477,2023,4,25,15:54:09,True,false,859,779,747,32,63,8,9,6.756932389247553,6.659293919683638,6.617402977974478,3.4965075614664802,4.1588830833596715,2.1972245773362196,2.302585092994046
310,1650820225728741378,https://x.com/Wendys/status/1650820225728741378,Hey @Wendys..... what's happening on your fb,1,coder2,1,1,labeled,0.604844,0.473027,0,0.4537,0.421056,2,16,1,1,1,503167,2023,4,25,11:13:07,False,false,21,17,16,1,2,1,1,3.091042453358316,2.8903717578961645,2.833213344056216,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
311,1648417729508958215,https://x.com/Wendys/status/1648417729508958215,Where’s the beef?,1,coder2,1,1,labeled,0.696281,0.528438,1,0.5430,0.40964,386,3723,193,48,32,1436360,2023,4,18,20:06:27,True,false,4382,3916,3723,193,386,48,32,8.38548870041881,8.27308133366583,8.222553638396958,5.267858159063328,5.958424693029782,3.8918202981106265,3.4965075614664802
312,1648372138863214613,https://x.com/Wendys/status/1648372138863214613,This is where the yellow boxes are 🟨,0,coder2,1,1,labeled,0.532238,0.426729,1,0.5410,0.40964,55,1299,57,3,9,569928,2023,4,18,17:05:17,True,false,1423,1356,1299,57,55,3,9,7.261225091971921,7.213031659834869,7.170119543449628,4.060443010546419,4.02535169073515,1.3862943611198906,2.302585092994046
313,1648334094319882240,https://x.com/Wendys/status/1648334094319882240,"McDonald's announced they're changing their burgers.  
Big Macs &amp; other burgers are getting softer buns, meltier cheese, tastier onions, and Big Macs are getting more Big Mac sauce. 

The changes are rolling out slowly. What do you think of this? https://t.co/7NvFsRco8w",1,coder2,1,1,labeled,0.597606,0.468506,1,0.5314,0.392535,68,87,7,42,9,1421677,2023,4,18,14:34:07,False,false,213,94,87,7,68,42,9,5.365976015021851,4.553876891600541,4.477336814478207,2.0794415416798357,4.23410650459726,3.7612001156935624,2.302585092994046
314,1646139417172783117,https://x.com/Wendys/status/1646139417172783117,Play the full clip 😉,0,coder1,1,0,labeled,0.37974,0.321895,1,0.5516,0.40964,46,586,46,1,22,482534,2023,4,12,13:13:15,True,false,701,632,586,46,46,1,22,6.553933404025811,6.450470422144176,6.375024819828097,3.8501476017100584,3.8501476017100584,0.6931471805599453,3.1354942159291497
315,1646136173037772800,https://x.com/Wendys/status/1646136173037772800,*clears throat* It’s #NationalRoastDay on TikTok https://t.co/YhNuzeZpuP,0,coder1,1,0,labeled,0.484722,0.395228,1,0.5496,0.613548,328,2285,147,59,78,749472,2023,4,12,13:00:22,False,false,2897,2432,2285,147,328,59,78,7.971776122880628,7.796880342783522,7.734558844354756,4.997212273764115,5.796057750765372,4.0943445622221,4.3694478524670215
316,1646128960802111489,https://x.com/Wendys/status/1646128960802111489,thanks for the roast @Wendys https://t.co/CCFo2CXouL,0,coder2,1,0,labeled,0.245197,0.219294,0,0.3768,0.579245,15,223,11,5,5,530177,2023,4,12,12:31:42,False,false,259,234,223,11,15,5,5,5.560681631015528,5.459585514144159,5.4116460518550396,2.4849066497880004,2.772588722239781,1.791759469228055,1.791759469228055
317,1644140500218179585,https://x.com/Wendys/status/1644140500218179585,"I’m a burger girl, in a burger world https://t.co/E5UsSIHwBE",1,coder1,1,1,labeled,0.605785,0.473613,0,0.4996,0.310117,215,2055,167,24,32,421342,2023,4,7,00:50:16,False,false,2493,2222,2055,167,215,24,32,7.821643126239982,7.706612913964197,7.628517626575055,5.123963979403259,5.375278407684165,3.2188758248682006,3.4965075614664802
318,1644025053384679530,https://x.com/Wendys/status/1644025053384679530,Bacon or sausage croissant for $3 Breakfast Deal. Vote and make your case.,,,0,0,unlabeled,0.48239,0.393656,0,0.4187,0.275193,191,294,19,2,3,291807,2023,4,6,17:11:31,False,false,509,313,294,19,191,2,3,6.234410725718371,5.749392985908253,5.68697535633982,2.995732273553991,5.2574953720277815,1.0986122886681096,1.3862943611198906
319,1641560467918270465,https://x.com/Wendys/status/1641560467918270465,"Your hour starts now!

From now until 7 PM EDT get up to ❗️$30 off❗️ when you add a Biggie Bag to your Wendy's DoorDash order. DON'T FORGET: make sure your cart has at least a $12 subtotal before you apply the code. 

Promo code BIGGIE",0,coder1,1,1,labeled,0.603547,0.472218,1,0.5562,0.477499,4458,1676,169,332,90,2595046,2023,3,30,21:58:08,False,false,6725,1845,1676,169,4458,332,90,8.813735892300215,7.520776415062797,7.424761761823209,5.135798437050262,8.402679804627477,5.808142489980444,4.51085950651685
320,1641209202222723073,https://x.com/Wendys/status/1641209202222723073,"This Thurs, 3/30 &amp; Fri, 3/31 from 6 – 7 PM EDT
 get ❗$30 off❗ when you add a Biggie Bag to your Wendy’s DoorDash order of $12 or more.

Promo code BIGGIE https://t.co/SUGr1eMNMl",,,0,0,unlabeled,0.498281,0.404319,1,0.5167,0.425157,2003,1959,276,384,199,1644307,2023,3,29,22:42:20,False,false,4821,2235,1959,276,2003,384,199,8.480944058741116,7.71244383427499,7.580699752224563,5.6240175061873385,7.602900462204755,5.953243334287785,5.298317366548036
321,1633912561732145156,https://x.com/Wendys/status/1633912561732145156,say hi before you keep scrolling pls,0,coder2,1,0,labeled,0.400602,0.336902,0,0.4672,0.423786,3077,10784,290,39,57,2235211,2023,3,9,19:28:06,True,false,14247,11074,10784,290,3077,39,57,9.564371824969498,9.312445594913337,9.285911558823257,5.673323267171493,8.032035314398824,3.6888794541139363,4.060443010546419
322,1626647347584286720,https://x.com/Wendys/status/1626647347584286720,That’s the perfect place for people that don’t like beef tbh,1,coder1,1,1,labeled,0.708619,0.535685,1,0.5189,0.523413,291,5157,148,27,16,1004984,2023,2,17,18:18:43,True,false,5639,5305,5157,148,291,27,16,8.637639344492104,8.576593534697684,8.54830418644129,5.003946305945459,5.676753802268282,3.332204510175204,2.833213344056216
323,1625171742267256839,https://x.com/Wendys/status/1625171742267256839,"Just kidding, found it. #Daytona500 #NASCAR",1,coder2,1,1,labeled,0.706287,0.53432,1,0.6427,0.397171,161,2075,153,15,14,730952,2023,2,13,16:35:12,True,false,2418,2228,2075,153,161,15,14,7.791109510610028,7.709308333385869,7.638198244285779,5.0369526024136295,5.087596335232384,2.772588722239781,2.70805020110221
324,1625171069064839168,https://x.com/Wendys/status/1625171069064839168,.@Wendys https://t.co/BJXFKYHQZo,0,coder2,1,0,labeled,0.083364,0.080071,0,0.2901,0.286249,228,4173,392,191,29,1643786,2023,2,13,16:32:31,True,false,5013,4565,4173,392,228,191,29,8.519989278718239,8.42639282708974,8.336630087637147,5.973809611869261,5.43372200355424,5.2574953720277815,3.4011973816621555
325,1625165317189009409,https://x.com/Wendys/status/1625165317189009409,Where's the beef?,1,coder2,1,1,labeled,0.696281,0.528438,1,0.5430,0.40964,1080,5540,232,114,27,2034244,2023,2,13,16:09:40,False,false,6993,5772,5540,232,1080,114,27,8.852807917623322,8.660947155060933,8.61993026886735,5.4510384535657,6.985641817639208,4.74493212836325,3.332204510175204
326,1623778043176124416,https://x.com/Wendys/status/1623778043176124416,I want some,,,0,1,unlabeled,0.606547,0.474087,0,0.4905,0.436757,224,2280,69,12,11,828662,2023,2,9,20:17:08,True,false,2596,2349,2280,69,224,12,11,7.862112211662748,7.762170607138205,7.732369222284388,4.248495242049359,5.41610040220442,2.5649493574615367,2.4849066497880004
327,1623714551152648193,https://x.com/Wendys/status/1623714551152648193,They tried saying you couldn’t pay with these so I invited them to the superkick party. #TheELITE https://t.co/pL44p9dgHx,,,0,1,unlabeled,0.630399,0.488825,1,0.5370,0.277366,62,1985,202,13,19,689319,2023,2,9,16:04:50,True,false,2281,2187,1985,202,62,13,19,7.732807530422021,7.690743163541872,7.593877844605118,5.313205979041787,4.143134726391533,2.639057329615259,2.995732273553991
328,1623545691305046016,https://x.com/Wendys/status/1623545691305046016,A successful Trios Title defense means one thing.. an ELITE @Wendys feast. https://t.co/aA03WhTYrA,1,coder1,1,1,labeled,0.578463,0.456452,0,0.4315,0.325824,218,6051,463,73,40,1002089,2023,2,9,04:53:51,False,false,6845,6514,6051,463,218,73,40,8.831419819090131,8.781862489558945,8.708144074908246,6.139884552226255,5.389071729816501,4.304065093204169,3.713572066704308
329,1620815679707582465,https://x.com/Wendys/status/1620815679707582465,https://t.co/GIrRuNlcDy,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,1277,47376,1927,301,378,3232677,2023,2,1,16:05:45,False,false,51259,49303,47376,1927,1277,301,378,10.844665999918062,10.80576049264208,10.76589215785248,7.564238475170491,7.15305163493748,5.71042701737487,5.937536205082426
330,1620468613915504645,https://x.com/Wendys/status/1620468613915504645,"Put out garlic fries and didn’t even think about how it would make the vampires feel. My bad, y’all. That one’s on me.",1,coder2,1,1,labeled,0.726249,0.545951,1,0.6078,0.446541,261,7902,347,42,38,817363,2023,1,31,17:06:39,False,false,8590,8249,7902,347,261,42,38,9.058470422638056,9.017968479328726,8.974997713204976,5.8522024797744745,5.568344503761097,3.7612001156935624,3.6635616461296463
331,1619013166251544577,https://x.com/Wendys/status/1619013166251544577,🧐 https://t.co/zfKntViVIe,0,coder2,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,177,4248,156,21,39,632632,2023,1,27,16:43:13,False,false,4641,4404,4248,156,177,21,39,8.442900586834382,8.39049553837028,8.354438940114811,5.056245805348308,5.181783550292085,3.091042453358316,3.6888794541139363
332,1618685219955171328,https://x.com/Wendys/status/1618685219955171328,I'm back. https://t.co/uY7P5KEC18,0,coder2,1,0,labeled,0.336507,0.29006,0,0.4332,0.08009,863,11768,340,109,45,1740878,2023,1,26,19:00:04,False,false,13125,12108,11768,340,863,109,45,9.482350275033667,9.401704256754366,9.373224234877663,5.831882477283517,6.761572768804055,4.700480365792417,3.828641396489095
333,1616553921287278617,https://x.com/Wendys/status/1616553921287278617,“Death is simply another stage of life.” - Grand Elder Guru https://t.co/JfUz7Ilh69,0,coder2,1,0,labeled,0.307016,0.267746,0,0.4626,0.282071,264,5650,570,59,108,754009,2023,1,20,21:51:03,False,false,6651,6220,5650,570,264,59,108,8.802672840312818,8.73568594451502,8.639587799629844,6.3473892096560105,5.579729825986222,4.0943445622221,4.6913478822291435
334,1616469866348683264,https://x.com/Wendys/status/1616469866348683264,"RT @TheJoker621: My coworker got me breakfast 😎
@Wendys https://t.co/DOT0WiIr0z",0,coder2,1,0,labeled,0.239224,0.214486,0,0.4048,0.379308,0,0,12,0,0,5,2023,1,20,16:17:03,False,true,12,12,0,12,0,0,0,2.5649493574615367,2.5649493574615367,0.0,2.5649493574615367,0.0,0.0,0.0
335,1616440426835369984,https://x.com/Wendys/status/1616440426835369984,"My coworker got me breakfast 😎
@Wendys https://t.co/DOT0WiIr0z",0,coder2,1,0,labeled,0.28726,0.252516,0,0.4473,0.328841,32,747,12,2,9,274703,2023,1,20,14:20:04,False,false,802,759,747,12,32,2,9,6.688354713946762,6.633318433280377,6.617402977974478,2.5649493574615367,3.4965075614664802,1.0986122886681096,2.302585092994046
336,1616147413210628117,https://x.com/Wendys/status/1616147413210628117,TGIF,,,0,1,unlabeled,0.525364,0.422233,1,0.5298,0.40964,476,4861,203,59,17,1459689,2023,1,19,18:55:44,False,false,5616,5064,4861,203,476,59,17,8.633552992532433,8.530109416682784,8.48920515487607,5.318119993844216,6.1675164908883415,4.0943445622221,2.8903717578961645
337,1615817267605901313,https://x.com/Wendys/status/1615817267605901313,It souled out. https://t.co/M7gRH2Tfmv,0,coder2,1,0,labeled,0.32657,0.282597,1,0.5518,0.08009,452,9731,495,81,62,1225713,2023,1,18,21:03:51,False,false,10821,10226,9731,495,452,81,62,9.28933637820268,9.232786560806012,9.183174703903413,6.206575926724928,6.115892125483034,4.406719247264253,4.143134726391533
338,1606445952969150464,https://x.com/Wendys/status/1606445952969150464,Anyone seen this yet?,0,coder2,1,0,labeled,0.359985,0.307473,1,0.5485,0.40964,288,1088,51,22,18,925599,2022,12,24,00:25:36,True,false,1467,1139,1088,51,288,22,18,7.291656209174461,7.038783541388542,6.9930151229329605,3.9512437185814275,5.666426688112432,3.1354942159291497,2.9444389791664403
339,1605335737368342528,https://x.com/Wendys/status/1605335737368342528,"Want to know the secret behind my voice? Warming up with @wendys Holiday Peppermint Frosty. It is literally INSANE, so good guys. Go out and get one and let me know how much you love it #ad https://t.co/BFFtbYe5ln",1,coder1,1,1,labeled,0.637258,0.493023,0,0.4996,0.537067,952,6077,405,1572,377,44350314,2022,12,20,22:54:00,False,false,9383,6482,6077,405,952,1572,377,9.146761390333312,8.776938645174996,8.712430973476739,6.0063531596017325,6.859614903654202,7.360739903058278,5.934894195619588
340,1605240519017525248,https://x.com/Wendys/status/1605240519017525248,#NewProfilePic,,,0,1,unlabeled,0.525364,0.422233,1,0.5298,0.40964,443,4663,135,72,16,1224815,2022,12,20,16:35:38,False,false,5329,4798,4663,135,443,72,16,8.58110651715989,8.476162841858246,8.447628728030327,4.912654885736052,6.095824562432225,4.290459441148391,2.833213344056216
341,1604921931530207236,https://x.com/Wendys/status/1604921931530207236,"RT @youngbucks: Dave’s Double, No Cheese.",0,coder2,1,0,labeled,0.47887,0.391279,0,0.4525,0.419805,0,0,275,0,0,11,2022,12,19,19:29:41,True,true,275,275,0,275,0,0,0,5.62040086571715,5.62040086571715,0.0,5.62040086571715,0.0,0.0,0.0
342,1604919683584401410,https://x.com/Wendys/status/1604919683584401410,"Dave’s Double, No Cheese.",1,coder1,1,1,labeled,0.59609,0.467557,1,0.5809,0.380366,90,4564,275,18,30,936589,2022,12,19,19:20:45,True,false,4977,4839,4564,275,90,18,30,8.512783482927537,8.484669999710677,8.426173793029069,5.62040086571715,4.51085950651685,2.9444389791664403,3.4339872044851463
343,1604918638804598784,https://x.com/Wendys/status/1604918638804598784,@youngbucks @AEW @BranCutler @Minimates @KennyOmegamanX @IsiahKassidy @GarciaWrestling @PAvalon 👀👀👀👀👀👀 https://t.co/TU917wcGV2,0,coder2,1,0,labeled,0.280211,0.247025,0,0.3954,0.472632,84,4015,497,113,27,1142090,2022,12,19,19:16:36,False,false,4736,4512,4015,497,84,113,27,8.463159302923751,8.414717399827001,8.298041661371565,6.210600077024653,4.442651256490317,4.736198448394496,3.332204510175204
344,1604865566057144320,https://x.com/Wendys/status/1604865566057144320,"Since the job seems open, should I step up as the head of Twitter? I will abide by this poll.",1,coder1,1,1,labeled,0.683521,0.520887,1,0.5624,0.372766,346,4567,468,92,26,829922,2022,12,19,15:45:42,False,false,5499,5035,4567,468,346,92,26,8.612503371220562,8.524367395164237,8.426830751335846,6.150602768446279,5.849324779946859,4.532599493153256,3.295836866004329
