id,created_date,created_year,created_month,created_hour,year_quarter,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count,pred_humor_final_050,p_humor_final_tfidf_logreg,final_humor_label_available,final_humor_binary,pred_humor_type_group_model,is_aggressive_humor,is_other_humor,final_humor_type_group,text_length,hashtag_count,mention_count,quarter_total_posts,h3_quarter_filter_10,humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,aggressive_humor_proportion_quarter_loo_sq,other_humor_proportion_quarter_loo_sq,h1_full_sample_flag,h1_human_validation_flag,h2_model_humor_only_flag,h2_human_validation_flag,h3_analysis_flag,h2_aggressive_model_dummy,h2_aggressive_human_dummy
1752389070351675762,2024-01-30,2024,1,17,2024-Q1,9.341456,9.27153,9.187379,6.755769,5.996452,4.744932,5.545177,0,0.343755,1,0.0,non_humor,0,0,non_humor,54,0,0,18,1,0.411765,0.29411765,0.11764706,0.169550415225,0.0865051920415225,0.0138408307266436,1,1,0,0,1,NA,NA
1750997136404029658,2024-01-26,2024,1,21,2024-Q1,8.616133,8.521384,8.441176,5.961005,5.874931,4.248495,4.330733,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,18,1,0.411765,0.29411765,0.11764706,0.169550415225,0.0865051920415225,0.0138408307266436,1,1,0,0,1,NA,NA
1750522723510493356,2024-01-25,2024,1,14,2024-Q1,10.838836,10.45964,10.419898,7.21524,8.296547,9.259607,7.359468,0,0.362318,1,0.0,non_humor,0,0,non_humor,64,0,0,18,1,0.411765,0.29411765,0.11764706,0.169550415225,0.0865051920415225,0.0138408307266436,1,1,0,0,1,NA,NA
1748061377682387211,2024-01-18,2024,1,19,2024-Q1,7.20934,7.078342,7.022868,4.174387,4.844187,2.484907,3.401197,0,0.266384,1,0.0,non_humor,0,0,non_humor,42,0,0,18,1,0.411765,0.29411765,0.11764706,0.169550415225,0.0865051920415225,0.0138408307266436,1,1,0,0,1,NA,NA
1747413044945117351,2024-01-17,2024,1,0,2024-Q1,5.411646,5.411646,0.0,5.411646,0.0,0.0,0.0,0,0.258071,1,0.0,non_humor,0,0,non_humor,119,0,1,18,1,0.411765,0.29411765,0.11764706,0.169550415225,0.0865051920415225,0.0138408307266436,1,1,0,0,1,NA,NA
1747408308141494598,2024-01-16,2024,1,23,2024-Q1,7.653495,7.498316,7.366445,5.411646,4.828314,4.820282,4.043051,0,0.309689,1,0.0,non_humor,0,0,non_humor,99,0,0,18,1,0.411765,0.29411765,0.11764706,0.169550415225,0.0865051920415225,0.0138408307266436,1,1,0,0,1,NA,NA
1744381160086524197,2024-01-08,2024,1,15,2024-Q1,7.686621,7.508239,7.404279,5.198497,5.513429,4.204693,3.78419,1,0.593545,1,1.0,other_humor,0,1,other_humor,70,0,0,18,1,0.352941,0.29411765,0.05882353,0.124567349481,0.0865051920415225,0.0034602076816609,1,1,1,1,1,0.0,0.0
1724894653793833227,2023-11-15,2023,11,20,2023-Q4,6.495266,5.968708,5.891644,3.401197,5.545177,1.609438,2.564949,1,0.608281,1,1.0,other_humor,0,1,other_humor,230,0,0,8,0,0.285714,0.0,0.28571429,0.08163248979600002,0.0,0.08163265551020409,1,1,1,1,0,0.0,0.0
1724568790820687971,2023-11-14,2023,11,23,2023-Q4,7.589336,7.409136,7.341484,4.691348,5.533389,3.332205,3.871201,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,8,0,0.428571,0.0,0.42857143,0.18367310204099999,0.0,0.18367347061224487,1,1,0,0,0,NA,NA
1720890415690256753,2023-11-04,2023,11,19,2023-Q4,6.828712,6.738152,6.684612,3.806662,4.234107,1.791759,2.079442,0,0.41241,1,0.0,non_humor,0,0,non_humor,96,1,1,8,0,0.428571,0.0,0.42857143,0.18367310204099999,0.0,0.18367347061224487,1,1,0,0,0,NA,NA
1720855479293731083,2023-11-04,2023,11,17,2023-Q4,7.692113,7.599902,7.50329,5.220356,4.624973,3.637586,4.025352,0,0.335922,1,0.0,non_humor,0,0,non_humor,56,0,0,8,0,0.428571,0.0,0.42857143,0.18367310204099999,0.0,0.18367347061224487,1,1,0,0,0,NA,NA
1716894851499966760,2023-10-24,2023,10,19,2023-Q4,10.825442,10.755752,10.506081,9.245997,5.877736,7.519692,7.079184,1,0.708779,1,1.0,other_humor,0,1,other_humor,14,0,0,8,0,0.285714,0.0,0.28571429,0.08163248979600002,0.0,0.08163265551020409,1,1,1,1,0,0.0,0.0
1716838471950639260,2023-10-24,2023,10,15,2023-Q4,9.472551,9.411892,9.225623,7.640123,4.867534,6.089045,5.283204,1,0.537271,0,NA,other_humor,0,1,non_humor,131,0,0,8,0,0.285714,0.0,0.28571429,0.08163248979600002,0.0,0.08163265551020409,1,0,1,0,0,0.0,NA
1708923043551338818,2023-10-02,2023,10,19,2023-Q4,7.115582,6.992096,6.914731,4.406719,4.779123,2.302585,2.833213,0,0.417576,1,0.0,non_humor,0,0,non_humor,61,0,0,8,0,0.428571,0.0,0.42857143,0.18367310204099999,0.0,0.18367347061224487,1,1,0,0,0,NA,NA
1708846678881513926,2023-10-02,2023,10,14,2023-Q4,10.815288,10.69605,10.603759,8.267706,6.888572,8.286773,6.4708,0,0.21077,1,0.0,non_humor,0,0,non_humor,74,0,1,8,0,0.428571,0.0,0.42857143,0.18367310204099999,0.0,0.18367347061224487,1,1,0,0,0,NA,NA
1705356808959787436,2023-09-22,2023,9,23,2023-Q3,6.807935,6.621406,6.555357,3.89182,4.927254,2.079442,2.397895,0,0.410483,1,0.0,non_humor,0,0,non_humor,54,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1704183136916017577,2023-09-19,2023,9,17,2023-Q3,7.574558,7.445418,7.396949,4.406719,5.283204,3.135494,2.944439,1,0.551966,0,NA,other_humor,0,1,non_humor,101,0,0,12,1,0.181818,0.09090909,0.09090909,0.033057785124000004,0.0082644626446281,0.0082644626446281,1,0,1,0,1,0.0,NA
1703862493611802817,2023-09-18,2023,9,20,2023-Q3,7.760041,7.266129,7.2086,4.394449,6.740519,4.077537,2.484907,0,0.414672,1,0.0,non_humor,0,0,non_humor,144,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1699798695691395159,2023-09-07,2023,9,14,2023-Q3,6.22059,6.037871,5.988961,3.044522,3.850148,2.197225,3.433987,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1699796550636200229,2023-09-07,2023,9,14,2023-Q3,7.277248,7.100027,7.042286,4.234107,5.247024,2.995732,3.332205,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1699409208628650328,2023-09-06,2023,9,13,2023-Q3,7.069023,6.741701,6.60123,4.718499,5.099866,4.955827,3.218876,0,0.426192,0,NA,non_humor,0,0,non_humor,93,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,0,0,0,1,NA,NA
1692596616299999573,2023-08-18,2023,8,17,2023-Q3,8.404024,8.334712,8.284504,5.32301,5.393628,3.688879,3.73767,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1692415477480411288,2023-08-18,2023,8,5,2023-Q3,3.401197,2.772589,2.772589,0.0,2.397895,1.386294,0.693147,1,0.559651,0,NA,other_humor,0,1,non_humor,67,0,1,12,1,0.181818,0.09090909,0.09090909,0.033057785124000004,0.0082644626446281,0.0082644626446281,1,0,1,0,1,0.0,NA
1684338270325424129,2023-07-26,2023,7,23,2023-Q3,7.727094,7.614805,7.587311,4.025352,5.356586,2.484907,2.995732,0,0.39608,1,0.0,non_humor,0,0,non_humor,73,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1683273880004173824,2023-07-24,2023,7,0,2023-Q3,8.510571,8.457868,8.388223,5.762051,5.159055,4.007333,3.367296,1,0.518486,1,0.0,aggressive,1,0,non_humor,33,0,0,12,1,0.181818,0.0,0.18181818,0.033057785124000004,0.0,0.0330578505785124,1,1,1,0,1,1.0,NA
1681758534982148097,2023-07-19,2023,7,20,2023-Q3,7.46049,7.262629,7.149132,5.036953,5.337538,3.258097,4.394449,0,0.417495,1,0.0,non_humor,0,0,non_humor,60,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1677057469187518465,2023-07-06,2023,7,20,2023-Q3,8.905716,8.82556,8.77663,5.786897,6.144186,4.077537,3.828641,0,0.404821,1,0.0,non_humor,0,0,non_humor,30,0,0,12,1,0.272727,0.09090909,0.18181818,0.074380016529,0.0082644626446281,0.0330578505785124,1,1,0,0,1,NA,NA
1674801534251552769,2023-06-30,2023,6,15,2023-Q2,7.679251,7.506042,7.436028,4.820282,5.66296,3.610918,3.091042,0,0.26052,1,0.0,non_humor,0,0,non_humor,45,1,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1673337925763776513,2023-06-26,2023,6,14,2023-Q2,7.022868,6.902743,6.79794,4.60517,4.644391,2.079442,2.890372,0,0.327975,1,0.0,non_humor,0,0,non_humor,36,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1673334051069997057,2023-06-26,2023,6,14,2023-Q2,5.971262,5.918894,5.872118,2.890372,2.995732,0.693147,0.0,0,0.283363,0,NA,non_humor,0,0,non_humor,17,0,1,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,0,0,0,1,NA,NA
1671254412919205888,2023-06-20,2023,6,20,2023-Q2,7.728416,7.601402,7.556951,4.477337,5.384495,3.218876,3.433987,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1669414854078218240,2023-06-15,2023,6,18,2023-Q2,8.008033,7.87967,7.83122,4.836282,5.710427,3.332205,3.555348,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1668661154325966852,2023-06-13,2023,6,16,2023-Q2,8.957511,8.924656,8.850231,6.291569,4.744932,4.025352,4.418841,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1667183491551821832,2023-06-09,2023,6,14,2023-Q2,4.465908,4.343805,4.343805,0.0,1.94591,1.098612,1.098612,1,0.632497,1,1.0,aggressive,1,0,aggressive,78,0,1,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,1,1,1,1,1.0,1.0
1664302314826416129,2023-06-01,2023,6,16,2023-Q2,6.829794,6.625392,6.519147,4.343805,4.962845,2.397895,2.995732,1,0.555659,0,NA,other_humor,0,1,non_humor,74,0,0,32,1,0.322581,0.22580645,0.09677419,0.10405850156100001,0.0509885528616025,0.009365243850156099,1,0,1,0,1,0.0,NA
1663376242433720321,2023-05-30,2023,5,2,2023-Q2,7.570959,7.490529,7.393878,5.111988,4.406719,3.806662,3.258097,0,0.413869,1,1.0,non_humor,0,0,other_humor,109,1,3,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,1,1,NA,0.0
1662099102618857473,2023-05-26,2023,5,14,2023-Q2,7.306531,7.246368,7.211557,3.89182,4.189655,2.397895,2.564949,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1662098257575649282,2023-05-26,2023,5,14,2023-Q2,7.12206,6.94119,6.878326,4.158883,5.075174,3.135494,3.218876,0,0.495745,0,NA,non_humor,0,0,non_humor,197,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,0,0,0,1,NA,NA
1661089747027017748,2023-05-23,2023,5,19,2023-Q2,5.886104,5.726848,5.700444,2.197225,3.951244,0.0,1.098612,1,0.618632,1,0.0,other_humor,0,1,non_humor,156,0,0,32,1,0.322581,0.22580645,0.09677419,0.10405850156100001,0.0509885528616025,0.009365243850156099,1,1,1,0,1,0.0,NA
1661013813658009603,2023-05-23,2023,5,14,2023-Q2,7.361375,6.616065,6.582025,3.258097,6.663133,3.713572,1.791759,1,0.608172,0,NA,aggressive,1,0,non_humor,144,0,0,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,0,1,0,1,1.0,NA
1659651535268093953,2023-05-19,2023,5,20,2023-Q2,7.183112,7.078342,6.986566,4.65396,4.736198,2.484907,2.079442,0,0.402141,0,NA,non_humor,0,0,non_humor,180,0,1,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,0,0,0,1,NA,NA
1658178790713876486,2023-05-15,2023,5,18,2023-Q2,6.790097,6.542472,6.487684,3.637586,5.187386,2.639057,1.609438,1,0.585459,1,1.0,other_humor,0,1,other_humor,119,0,0,32,1,0.322581,0.22580645,0.09677419,0.10405850156100001,0.0509885528616025,0.009365243850156099,1,1,1,1,1,0.0,0.0
1656345646134353921,2023-05-10,2023,5,17,2023-Q2,7.34601,7.109062,7.041412,4.394449,5.31812,3.951244,4.304065,1,0.507481,0,NA,other_humor,0,1,non_humor,66,0,1,32,1,0.322581,0.22580645,0.09677419,0.10405850156100001,0.0509885528616025,0.009365243850156099,1,0,1,0,1,0.0,NA
1655950878724202499,2023-05-09,2023,5,15,2023-Q2,6.40688,6.173786,6.107023,3.465736,4.682131,2.197225,2.484907,0,0.350339,1,0.0,non_humor,0,0,non_humor,261,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1654524291231129600,2023-05-05,2023,5,16,2023-Q2,7.992269,7.899895,7.835975,5.123964,5.283204,3.433987,3.583519,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1654284843490988033,2023-05-05,2023,5,0,2023-Q2,3.178054,3.178054,0.0,3.178054,0.0,0.0,0.0,0,0.361146,1,0.0,non_humor,0,0,non_humor,140,0,2,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1654276971214299136,2023-05-05,2023,5,0,2023-Q2,5.332719,5.267858,5.141664,3.178054,2.302585,0.0,1.609438,0,0.301724,1,0.0,non_humor,0,0,non_humor,271,0,4,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1653824235846901769,2023-05-03,2023,5,18,2023-Q2,6.628041,6.467699,6.411818,3.583519,4.553877,1.791759,2.639057,0,0.440007,1,0.0,non_humor,0,0,non_humor,42,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1651965168270671872,2023-04-28,2023,4,15,2023-Q2,8.431417,8.343554,8.301273,5.164786,5.786897,3.091042,3.713572,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1650890952855150592,2023-04-25,2023,4,15,2023-Q2,6.756932,6.659294,6.617403,3.496508,4.158883,2.197225,2.302585,0,0.476121,0,NA,non_humor,0,0,non_humor,25,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,0,0,0,1,NA,NA
1650820225728741378,2023-04-25,2023,4,11,2023-Q2,3.091042,2.890372,2.833213,0.693147,1.098612,0.693147,0.693147,1,0.604844,1,1.0,aggressive,1,0,aggressive,44,0,1,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,1,1,1,1,1.0,1.0
1648417729508958215,2023-04-18,2023,4,20,2023-Q2,8.385489,8.273081,8.222554,5.267858,5.958425,3.89182,3.496508,1,0.696281,1,1.0,aggressive,1,0,aggressive,17,0,0,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,1,1,1,1,1.0,1.0
1648372138863214613,2023-04-18,2023,4,17,2023-Q2,7.261225,7.213032,7.17012,4.060443,4.025352,1.386294,2.302585,1,0.532238,1,0.0,aggressive,1,0,non_humor,36,0,0,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,1,1,0,1,1.0,NA
1648334094319882240,2023-04-18,2023,4,14,2023-Q2,5.365976,4.553877,4.477337,2.079442,4.234107,3.7612,2.302585,1,0.597606,1,1.0,aggressive,1,0,aggressive,274,0,0,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,1,1,1,1,1.0,1.0
1646139417172783117,2023-04-12,2023,4,13,2023-Q2,6.553933,6.45047,6.375025,3.850148,3.850148,0.693147,3.135494,0,0.37974,1,0.0,non_humor,0,0,non_humor,20,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1646136173037772800,2023-04-12,2023,4,13,2023-Q2,7.971776,7.79688,7.734559,4.997212,5.796058,4.094345,4.369448,0,0.484722,1,0.0,non_humor,0,0,non_humor,72,1,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1646128960802111489,2023-04-12,2023,4,12,2023-Q2,5.560682,5.459586,5.411646,2.484907,2.772589,1.791759,1.791759,0,0.245197,1,0.0,non_humor,0,0,non_humor,52,0,1,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,1,0,0,1,NA,NA
1644140500218179585,2023-04-07,2023,4,0,2023-Q2,7.821643,7.706613,7.628518,5.123964,5.375278,3.218876,3.496508,1,0.605785,1,1.0,aggressive,1,0,other_humor,60,0,0,32,1,0.322581,0.19354839,0.12903226,0.10405850156100001,0.037460979271592094,0.016649324120707604,1,1,1,1,1,1.0,0.0
1644025053384679530,2023-04-06,2023,4,17,2023-Q2,6.234411,5.749393,5.686975,2.995732,5.257495,1.098612,1.386294,0,0.48239,0,NA,non_humor,0,0,non_humor,74,0,0,32,1,0.354839,0.22580645,0.12903226,0.125910715921,0.0509885528616025,0.016649324120707604,1,0,0,0,1,NA,NA
1641560467918270465,2023-03-30,2023,3,21,2023-Q1,8.813736,7.520776,7.424762,5.135798,8.40268,5.808142,4.51086,1,0.603547,1,0.0,other_humor,0,1,non_humor,235,0,0,19,1,0.444444,0.22222222,0.22222222,0.197530469136,0.0493827150617284,0.0493827150617284,1,1,1,0,1,0.0,NA
1641209202222723073,2023-03-29,2023,3,22,2023-Q1,8.480944,7.712444,7.5807,5.624018,7.6029,5.953243,5.298317,0,0.498281,0,NA,non_humor,0,0,non_humor,181,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,0,0,0,1,NA,NA
1633912561732145156,2023-03-09,2023,3,19,2023-Q1,9.564372,9.312446,9.285912,5.673323,8.032035,3.688879,4.060443,0,0.400602,1,0.0,non_humor,0,0,non_humor,36,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1626647347584286720,2023-02-17,2023,2,18,2023-Q1,8.637639,8.576594,8.548304,5.003946,5.676754,3.332205,2.833213,1,0.708619,1,1.0,aggressive,1,0,other_humor,60,0,0,19,1,0.444444,0.16666667,0.27777778,0.197530469136,0.027777778888888896,0.07716049506172838,1,1,1,1,1,1.0,0.0
1625171742267256839,2023-02-13,2023,2,16,2023-Q1,7.79111,7.709308,7.638198,5.036953,5.087596,2.772589,2.70805,1,0.706287,1,1.0,aggressive,1,0,aggressive,43,2,0,19,1,0.444444,0.16666667,0.27777778,0.197530469136,0.027777778888888896,0.07716049506172838,1,1,1,1,1,1.0,1.0
1625171069064839168,2023-02-13,2023,2,16,2023-Q1,8.519989,8.426393,8.33663,5.97381,5.433722,5.257495,3.401197,0,0.083364,1,0.0,non_humor,0,0,non_humor,32,0,1,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1625165317189009409,2023-02-13,2023,2,16,2023-Q1,8.852808,8.660947,8.61993,5.451038,6.985642,4.744932,3.332205,1,0.696281,1,1.0,aggressive,1,0,aggressive,17,0,0,19,1,0.444444,0.16666667,0.27777778,0.197530469136,0.027777778888888896,0.07716049506172838,1,1,1,1,1,1.0,1.0
1623778043176124416,2023-02-09,2023,2,20,2023-Q1,7.862112,7.762171,7.732369,4.248495,5.4161,2.564949,2.484907,1,0.606547,0,NA,other_humor,0,1,non_humor,11,0,0,19,1,0.444444,0.22222222,0.22222222,0.197530469136,0.0493827150617284,0.0493827150617284,1,0,1,0,1,0.0,NA
1623714551152648193,2023-02-09,2023,2,16,2023-Q1,7.732808,7.690743,7.593878,5.313206,4.143135,2.639057,2.995732,1,0.630399,0,NA,other_humor,0,1,non_humor,121,1,0,19,1,0.444444,0.22222222,0.22222222,0.197530469136,0.0493827150617284,0.0493827150617284,1,0,1,0,1,0.0,NA
1623545691305046016,2023-02-09,2023,2,4,2023-Q1,8.83142,8.781862,8.708144,6.139885,5.389072,4.304065,3.713572,1,0.578463,1,1.0,other_humor,0,1,other_humor,98,0,1,19,1,0.444444,0.22222222,0.22222222,0.197530469136,0.0493827150617284,0.0493827150617284,1,1,1,1,1,0.0,0.0
1620815679707582465,2023-02-01,2023,2,16,2023-Q1,10.844666,10.80576,10.765892,7.564238,7.153052,5.710427,5.937536,0,0.045542,1,0.0,non_humor,0,0,non_humor,23,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1620468613915504645,2023-01-31,2023,1,17,2023-Q1,9.05847,9.017968,8.974998,5.852202,5.568345,3.7612,3.663562,1,0.726249,1,1.0,other_humor,0,1,other_humor,118,0,0,19,1,0.444444,0.22222222,0.22222222,0.197530469136,0.0493827150617284,0.0493827150617284,1,1,1,1,1,0.0,0.0
1619013166251544577,2023-01-27,2023,1,16,2023-Q1,8.442901,8.390496,8.354439,5.056246,5.181784,3.091042,3.688879,0,0.045542,1,0.0,non_humor,0,0,non_humor,25,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1618685219955171328,2023-01-26,2023,1,19,2023-Q1,9.48235,9.401704,9.373224,5.831882,6.761573,4.70048,3.828641,0,0.336507,1,0.0,non_humor,0,0,non_humor,33,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1616553921287278617,2023-01-20,2023,1,21,2023-Q1,8.802673,8.735686,8.639588,6.347389,5.57973,4.094345,4.691348,0,0.307016,1,0.0,non_humor,0,0,non_humor,83,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1616469866348683264,2023-01-20,2023,1,16,2023-Q1,2.564949,2.564949,0.0,2.564949,0.0,0.0,0.0,0,0.239224,1,0.0,non_humor,0,0,non_humor,79,0,2,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1616440426835369984,2023-01-20,2023,1,14,2023-Q1,6.688355,6.633318,6.617403,2.564949,3.496508,1.098612,2.302585,0,0.28726,1,0.0,non_humor,0,0,non_humor,62,0,1,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1616147413210628117,2023-01-19,2023,1,18,2023-Q1,8.633553,8.530109,8.489205,5.31812,6.167516,4.094345,2.890372,1,0.525364,0,NA,aggressive,1,0,non_humor,4,0,0,19,1,0.444444,0.16666667,0.27777778,0.197530469136,0.027777778888888896,0.07716049506172838,1,0,1,0,1,1.0,NA
1615817267605901313,2023-01-18,2023,1,21,2023-Q1,9.289336,9.232787,9.183175,6.206576,6.115892,4.406719,4.143135,0,0.32657,1,0.0,non_humor,0,0,non_humor,38,0,0,19,1,0.5,0.22222222,0.27777778,0.25,0.0493827150617284,0.07716049506172838,1,1,0,0,1,NA,NA
1606445952969150464,2022-12-24,2022,12,0,2022-Q4,7.291656,7.038784,6.993015,3.951244,5.666427,3.135494,2.944439,0,0.359985,1,0.0,non_humor,0,0,non_humor,21,0,0,32,1,0.612903,0.19354839,0.41935484,0.37565008740899997,0.037460979271592094,0.1758584818314256,1,1,0,0,1,NA,NA
1605335737368342528,2022-12-20,2022,12,22,2022-Q4,9.146761,8.776939,8.712431,6.006353,6.859615,7.36074,5.934894,1,0.637258,1,1.0,other_humor,0,1,other_humor,213,1,1,32,1,0.580645,0.19354839,0.38709677,0.33714861602499996,0.037460979271592094,0.1498439093444329,1,1,1,1,1,0.0,0.0
1605240519017525248,2022-12-20,2022,12,16,2022-Q4,8.581107,8.476163,8.447629,4.912655,6.095825,4.290459,2.833213,1,0.525364,0,NA,aggressive,1,0,non_humor,14,1,0,32,1,0.580645,0.16129032,0.41935484,0.33714861602499996,0.026014567325702394,0.1758584818314256,1,0,1,0,1,1.0,NA
1604921931530207236,2022-12-19,2022,12,19,2022-Q4,5.620401,5.620401,0.0,5.620401,0.0,0.0,0.0,0,0.47887,1,0.0,non_humor,0,0,non_humor,41,0,1,32,1,0.612903,0.19354839,0.41935484,0.37565008740899997,0.037460979271592094,0.1758584818314256,1,1,0,0,1,NA,NA
1604919683584401410,2022-12-19,2022,12,19,2022-Q4,8.512783,8.48467,8.426174,5.620401,4.51086,2.944439,3.433987,1,0.59609,1,1.0,aggressive,1,0,aggressive,25,0,0,32,1,0.580645,0.16129032,0.41935484,0.33714861602499996,0.026014567325702394,0.1758584818314256,1,1,1,1,1,1.0,1.0
1604918638804598784,2022-12-19,2022,12,19,2022-Q4,8.463159,8.414717,8.298042,6.2106,4.442651,4.736198,3.332205,0,0.280211,1,0.0,non_humor,0,0,non_humor,126,0,8,32,1,0.612903,0.19354839,0.41935484,0.37565008740899997,0.037460979271592094,0.1758584818314256,1,1,0,0,1,NA,NA
1604865566057144320,2022-12-19,2022,12,15,2022-Q4,8.612503,8.524367,8.426831,6.150603,5.849325,4.532599,3.295837,1,0.683521,1,1.0,aggressive,1,0,aggressive,93,0,0,32,1,0.580645,0.16129032,0.41935484,0.33714861602499996,0.026014567325702394,0.1758584818314256,1,1,1,1,1,1.0,1.0
