"id","tweet_url","text","final_humor_label_available","final_humor_binary","final_humor_type_group","final_humor_type"
"1450114742375362565","https://x.com/Wendys/status/1450114742375362565","Alright friendys, Fanta has 3 new Mystery Mixes, and you could win $10,000 if you guess any of the flavors. Best case scenario? You win $10k. Worst case scenario? You enjoy a delicious new beverage. That’s what we call a win/win.#WhatTheFanta #Sweepstakes

https://t.co/nnx7w1wTsX https://t.co/L5iczmWZjM","1","1","other_humor","affiliative"
"1445105618357002243","https://x.com/Wendys/status/1445105618357002243","where the things that should be fresh are frozen, and the things that should be frozen are out of order.","1","1","aggressive","aggressive"
"1445088131145940995","https://x.com/Wendys/status/1445088131145940995","Can you lend us a hand? We might lend one back","1","1","other_humor","affiliative"
"1445048052235051010","https://x.com/Wendys/status/1445048052235051010","if u were the person who ran the McDonald's account for a day, what would u tweet","1","1","aggressive","aggressive"
"1442946786688057344","https://x.com/Wendys/status/1442946786688057344","Did you know that every time there’s a pick-six, a Breakfast Baconator gets its six-strips-of-bacon wings?","1","1","aggressive","aggressive"
"1442530592109645832","https://x.com/Wendys/status/1442530592109645832","Best breakfast sandwich, no bull shirt.","1","1","other_humor","self-enhancing"
"1442528227717693445","https://x.com/Wendys/status/1442528227717693445","Them Breakfast Baconators From @Wendys Be The Shirt.","1","1","other_humor","self-enhancing"
"1440059703296348161","https://x.com/Wendys/status/1440059703296348161","Mid donalds","1","1","aggressive","aggressive"
"1439257913428615168","https://x.com/Wendys/status/1439257913428615168","Every Saturday and Sunday in September, get a free 6pc Spicy Nuggs w/ purchase AND free delivery in the Wendy’s App!

Your coffee table should be so lucky.","1","1","other_humor","affiliative"
"1438927615797104640","https://x.com/Wendys/status/1438927615797104640","Soda in the water cup is about as sneaky as three kids in a trench coat","1","1","aggressive","aggressive"
"1438222894014865408","https://x.com/Wendys/status/1438222894014865408","Who else has a “normal person voice” they use when they pull up to order at the drive-thru?","1","1","aggressive","aggressive"
"1435333827812106244","https://x.com/Wendys/status/1435333827812106244","Use your big brain to win the right to sit on your big brain. Our Tetris 99 tournament for the Wendy’s Big Brain Bean Bag Chair starts NOW at https://t.co/P0GZ7DIn5g https://t.co/ZKC1qBpjXc","1","1","other_humor","affiliative"
"1434154280542474244","https://x.com/Wendys/status/1434154280542474244","Best way to get game ready? A good breakfast, duh. Don’t worry tho. We’ve got ya covered.","1","1","other_humor","affiliative"
"1431621266583261187","https://x.com/Wendys/status/1431621266583261187","Just cause we’re the Official Breakfast of College Football doesn’t mean we are playing around with breakfast.  ¯\_(ツ)_/¯","1","1","other_humor","affiliative"
"1430213213367513093","https://x.com/Wendys/status/1430213213367513093","There are Wendy’s Spicy Nuggs and then there are the knockoffs. #WendysSpicyNuggs","1","1","other_humor","self-enhancing"
"1428703371024900102","https://x.com/Wendys/status/1428703371024900102","Croissant or ✨𝒬𝒲𝒜𝒮𝒜𝒰𝒩𝒯✨, no matter how you say it grab one this a.m. for just $1.99.","1","1","other_humor","affiliative"
"1427345012677910533","https://x.com/Wendys/status/1427345012677910533","Best Spicy Nuggs on the block. Verified. #WendysSpicyNuggs","1","1","other_humor","self-enhancing"
"1425503905832701956","https://x.com/Wendys/status/1425503905832701956","Do you love Wendy’s? Do you love Wendy’s Spicy Nuggs? Do you also love Discord? Then you’re going to triple love our Genshin Impact stream on Twitch. Watch us live or hang out in our new Spice Club channel on Discord https://t.co/P0GZ7DIn5g","1","1","other_humor","self-enhancing"
"1425189040211566593","https://x.com/Wendys/status/1425189040211566593","Verified tweets for verified eats. There’s only one top dog in the spicy nugget game, and that’s verified. #WendysSpicyNuggs","1","1","other_humor","self-enhancing"
"1419719465453953024","https://x.com/Wendys/status/1419719465453953024","Expand your  ✨🧠𝑀𝐼𝐼𝐼𝐼𝐼𝒩𝒟🧠✨and keep your pockets lined with BOGO $1.","1","1","other_humor","affiliative"
"1419376178671009792","https://x.com/Wendys/status/1419376178671009792","Hey @Grubhub, what kind of food are you going to have at this livestream tonight? Asking for a hungry friend.","1","1","other_humor","affiliative"
"1417914905617965066","https://x.com/Wendys/status/1417914905617965066","Our BOGO $1 is for the big brains (not smol).","1","1","other_humor","self-enhancing"
"1417199040542949378","https://x.com/Wendys/status/1417199040542949378","Replying to your own tweet about BOGO $1 headshots knowing you’re going to big brain yourself https://t.co/ukbFR9wKJF","1","1","other_humor","self-enhancing"
"1417137962215743489","https://x.com/Wendys/status/1417137962215743489","We’re taking BOGO $1 headshots. Who wants one?","1","1","aggressive","aggressive"
"1415476190920548354","https://x.com/Wendys/status/1415476190920548354","It’s showtime! Get a FREE 4 piece spicy nuggets with FREE delivery on orders of $15 or more through @grubhub. Things are guaranteed to get spicy. @pandoramusic https://t.co/wmQvIcdfAH","1","1","other_humor","self-enhancing"
"1415355158700171268","https://x.com/Wendys/status/1415355158700171268","Get your favorite Wendy’s meal, get your favorite chair, and get ready for @edsheeran to go live tonight at 9pm ET! Tune in here: https://t.co/wmQvIcdfAH","1","1","other_humor","affiliative"
"1407742489528836099","https://x.com/Wendys/status/1407742489528836099","I am tired of lunch. These clowns. I am tired of people caught in the freezers of their beef. https://t.co/8qMWdd2CGf","1","1","aggressive","aggressive"
"1406685219315404801","https://x.com/Wendys/status/1406685219315404801","“And that’s the way the news goes!” https://t.co/147w3Q4SHX","1","1","aggressive","aggressive"
"1406047214963728385","https://x.com/Wendys/status/1406047214963728385","If someone sees a Mr. Meeseeks walking around 14645 Roscoe Blvd, Panorama City, CA, please let him know that his break is over. The sooner he finishes his shift, the sooner he can disappear.","1","1","aggressive","aggressive"
"1406015436915945475","https://x.com/Wendys/status/1406015436915945475","Sir, this is a Morty’s. https://t.co/u7B1GLMGLL","1","1","aggressive","aggressive"
"1400982621757247491","https://x.com/Wendys/status/1400982621757247491","Thank you Julien https://t.co/42jvTo4e68","1","1","other_humor","affiliative"
"1397992184213917701","https://x.com/Wendys/status/1397992184213917701","Every time I eat the Bourbon Bacon Cheeseburger I say “Time to get my Bourb-ON!” 

And then everybody laughs because I’m the only one at the table.","1","1","other_humor","self-defeating"
"1397493144254623748","https://x.com/Wendys/status/1397493144254623748","Britain just got a new favourite redhead. 

#SorryNotSorryRonald 😉","1","1","aggressive","aggressive"
"1388192293216309250","https://x.com/Wendys/status/1388192293216309250","Oh, snap! $1 Any Size Fries and Pokemon Snap? Watch us play it on Twitch and grab yourself some $1 fries in our app! https://t.co/P0GZ7DIn5g","1","1","other_humor","affiliative"
"1385655564835901449","https://x.com/Wendys/status/1385655564835901449","Wendy, Honey, Butter and Chicken Biscuit are on the hunt again. Watch us stream Monster Hunter Rise on Twitch and grab a Honey Butter Chicken Biscuit for a $1.99 the next time you get breakfast. https://t.co/P0GZ7DIn5g","1","1","other_humor","self-enhancing"
"1383119249741348866","https://x.com/Wendys/status/1383119249741348866","We’re hunting monsters in Monster Hunter Rise on Twitch. And if you’re hunting a great deal get the $1.99 Honey Butter Chicken Biscuit this month. Watch the stream now! https://t.co/P0GZ7DIn5g","1","1","other_humor","self-defeating"
"1382148071656591360","https://x.com/Wendys/status/1382148071656591360","Yellow Wendy’s use to hit different 📈 https://t.co/NIRiwHv43w","1","1","other_humor","self-defeating"
"1378437146709782530","https://x.com/Wendys/status/1378437146709782530","Friends finish each other's sentences, like how @Wendys has a $0 delivery fee on","1","1","other_humor","self-enhancing"
"1377655396085727235","https://x.com/Wendys/status/1377655396085727235","Free Junior Bacon Cheeseburger for all ya wah wah babies","1","1","aggressive","aggressive"
"1377644234833063936","https://x.com/Wendys/status/1377644234833063936","Buy-bu-bu-bu-buy","1","1","other_humor","self-enhancing"
"1376979649578872837","https://x.com/Wendys/status/1376979649578872837","What’s better than Wendy’s Honey Butter Chicken Biscuit? Wendy’s  $1.99 Honey Butter Chicken Biscuit. Get yours today! https://t.co/0xe5ukedCm","1","1","other_humor","self-enhancing"
"1372971843255164934","https://x.com/Wendys/status/1372971843255164934","Watch us drain some threes in 2k, and score a free Honey Butter Chicken Biscuit this Saturday. 😎🍯
https://t.co/P0GZ7DIn5g","1","1","other_humor","self-enhancing"
"1372888082979061767","https://x.com/Wendys/status/1372888082979061767","FREE Honey Butter Chicken Biscuit today and Saturday, NO CATCH. See? No losers in Biscuitball.🤘🏽🍯 https://t.co/VjyFP6uFAj","1","1","other_humor","self-enhancing"
"1372241709497774085","https://x.com/Wendys/status/1372241709497774085","Direct deposit $1,400

Me at @Wendys: 🚨Bag alert major bag alert!!!🚨

💰💰💰","1","1","other_humor","self-enhancing"
"1371829641674158086","https://x.com/Wendys/status/1371829641674158086","I’m having @Wendys breakfast W or L","1","1","other_humor","self-enhancing"
"1371526729534222338","https://x.com/Wendys/status/1371526729534222338","Ok, true story time: they are square because they have four equal sides that meat at 90 degree angles","1","1","aggressive","aggressive"
"1370809149626417152","https://x.com/Wendys/status/1370809149626417152","I’d say your favorite combo is your new jersey number, but then everybody would be 44.","1","1","other_humor","affiliative"
"1370466586314866690","https://x.com/Wendys/status/1370466586314866690","We’re back to making an Impact. Grab your FREE Spicy 10-Piece in our app, and then hop in the stream. https://t.co/P0GZ7DIn5g","1","1","other_humor","self-enhancing"
"1370124888049061895","https://x.com/Wendys/status/1370124888049061895","It’s MARCH MADNESS TIME, BABY. Choose wisely in our tournament polls and we’ll hook you up with some sweet deals.

❤️ this tweet and we’ll hit you up when it’s time to vote in each tourney round. https://t.co/rvWMGK1xv6","1","1","other_humor","affiliative"
"1367313189030006787","https://x.com/Wendys/status/1367313189030006787","it’s all boneless","1","1","aggressive","aggressive"
"1365415423047577602","https://x.com/Wendys/status/1365415423047577602","Should I ban george again?","1","1","aggressive","aggressive"
"1365376931051548678","https://x.com/Wendys/status/1365376931051548678","Well, you convinced us to play genshin impact, but now you have to come to the stream and help us figure out what we’re doing. Let’s do it! https://t.co/P0GZ7DIn5g","1","1","other_humor","affiliative"
"1364258730125197314","https://x.com/Wendys/status/1364258730125197314","What’s poppin? Is that a thing people say still? Anyway, the answer is this Jalapeño Popper Chicken Sandwich. It rules.","1","1","other_humor","self-enhancing"
"1362850965838258179","https://x.com/Wendys/status/1362850965838258179","We’re kicking bass and takin lakes! We’re reelin in some fresh fish and dealin out our new Crispy Panko Fish Sandwich. Check out our stream now! It’s guaranteed to be as exciting as actual fishing: https://t.co/P0GZ7DIn5g","1","1","other_humor","self-enhancing"
"1361826031137652737","https://x.com/Wendys/status/1361826031137652737","Oh no...how embarrassing. Hopefully no one reads this.","1","1","other_humor","self-defeating"
"1360298310762979329","https://x.com/Wendys/status/1360298310762979329","Savor the moment. The best roasts of #NationalRoastDay 2021 are right here. https://t.co/naLA8BFQrw","1","1","other_humor","affiliative"
"1360011130048049153","https://x.com/Wendys/status/1360011130048049153","Well, that was fun. To all of those we torched, as they say, “you roast the ones you love.” If we didn’t get to you, maybe that’s the biggest burn of all. Either way, Free Frosty-ccino in the Wendy’s app all week long! #NationalRoastDay","1","1","other_humor","affiliative"
"1359973584878391306","https://x.com/Wendys/status/1359973584878391306","Looks like you're about to open up a circle pit at a Build-A-Bear. #NationalRoastDay","1","1","aggressive","aggressive"
"1359943682221363204","https://x.com/Wendys/status/1359943682221363204","You're what people put up to scare the scarecrows.

Loved your work in trolls world tour

If you give this guy a swirlie he'll clean your toilet.

Washed up Ryan Cabrera is definitely on the way down.

Boom 4for4 #NationalRoastDay","1","1","aggressive","aggressive"
"1359919274958196736","https://x.com/Wendys/status/1359919274958196736","Congrats on being the world’s first stale flavored chip.  #NationalRoastDay","1","1","aggressive","aggressive"
"1359908897054732290","https://x.com/Wendys/status/1359908897054732290","Even Papa John wouldn't eat 40 of you in 30 days. #NationalRoastDay","1","1","aggressive","aggressive"
"1359902805901910026","https://x.com/Wendys/status/1359902805901910026","Dude, your eyes need to start practicing some social distancing. #NationalRoastDay","1","1","aggressive","aggressive"
"1359577880326524935","https://x.com/Wendys/status/1359577880326524935","#NationalRoastDay is tomorrow.
If you didn’t know, now you know. Either way, you’re a jabroni.","1","1","aggressive","aggressive"
"1359215493626949637","https://x.com/Wendys/status/1359215493626949637","rOaSt Me WeNdY’s
Fine. Come back on Thursday cause we’re roasting everyone on Thursday cause Thursday is #NationalRoastDay","1","1","aggressive","aggressive"
"1356328102188748802","https://x.com/Wendys/status/1356328102188748802","Making a mcstake can happen, just glad you learned from it.","1","1","other_humor","affiliative"
"1346894350182182912","https://x.com/Wendys/status/1346894350182182912","Hey funny zoom background guy, it’s a new year. That means finding something else to make up for your lack of personality, and also #NationalRoastDay is about to be back! SOON.","1","1","other_humor","affiliative"
"1340008979494301696","https://x.com/Wendys/status/1340008979494301696","First we wake, then we BACONATE! @MMATAband, you ready?","1","1","other_humor","affiliative"
"1339620945347178500","https://x.com/Wendys/status/1339620945347178500","Listen, the family photo shoot turned out great, but Baconator makes everything better. Send us your family holiday card, and we will Baconate the heck out of it.","1","1","other_humor","affiliative"
"1338523478648107011","https://x.com/Wendys/status/1338523478648107011","Ain’t no party like a Baconator party cause a Baconator party…","1","1","other_humor","affiliative"
"1337140424444669954","https://x.com/Wendys/status/1337140424444669954","We’re live and we’re taking next-gen to the next level. Watch @itshafu enjoy the sweet taste of victory and other dope menu items thanks to @UberEats. The graphics on these games aren’t the only thing crispy round here. Iykyk lol. https://t.co/IiVQtgeT16","1","1","other_humor","affiliative"
"1334613261128495106","https://x.com/Wendys/status/1334613261128495106","Baconator O’Clock=the perf time to baconate, if we do say so ourselves. 

Get to Wendy’s and start baconating with a free Breakfast Baconator with purchase in the app.","1","1","other_humor","self-enhancing"
"1333884282247532544","https://x.com/Wendys/status/1333884282247532544","We’re not gonna say there was a right answer to this, but this seems like y’all were on it. 

Get to Wendy’s and see for yourself, with a free Breakfast Baconator with purchase in the app.","1","1","other_humor","affiliative"
"1333864403498795008","https://x.com/Wendys/status/1333864403498795008","Made my first sale on #Redbubble, now I have to figure out how to spend my 22¢! ☺️ @Wendys #AmongUs https://t.co/e7xNqM7tME","1","1","other_humor","affiliative"
"1332670830015180803","https://x.com/Wendys/status/1332670830015180803","🥓 Morning win! 🥓 $5 off Breakfast thru Grubhub. Get it. https://t.co/mhOghjfBS4","1","1","other_humor","affiliative"
"1329177361267429376","https://x.com/Wendys/status/1329177361267429376","Putting stories in the Wendy's app.
jk no one asked for that. https://t.co/AqIA0o1C2V","1","1","other_humor","self-defeating"
"1328791788988096512","https://x.com/Wendys/status/1328791788988096512","WE’RE GOIN’ TO WENDY’S https://t.co/mPMwZMygLo","1","1","other_humor","self-enhancing"
"1327327865160036352","https://x.com/Wendys/status/1327327865160036352","Only an impostor would not watch this stream. Don’t be sus, join us live: https://t.co/P0GZ7DIn5g","1","1","aggressive","aggressive"
"1326221906916352003","https://x.com/Wendys/status/1326221906916352003","Y’all want a free chicken sandwich?","1","1","other_humor","affiliative"
"1321203076171182080","https://x.com/Wendys/status/1321203076171182080","that fry is longer than waiting for a text back","1","1","aggressive","aggressive"
"1318624118070280192","https://x.com/Wendys/status/1318624118070280192","lol hope they'll still take your return at Spirit Halloween after the stink of this tweet gets on the costume","1","1","aggressive","aggressive"
"1318616066386481152","https://x.com/Wendys/status/1318616066386481152","Stick to pushing the food that’s so “good”you took it out of your name. 

My grandma has more heat in her roasts.","1","1","aggressive","aggressive"
"1318582764652867591","https://x.com/Wendys/status/1318582764652867591","Here’s some advice about spice: It’s always better on a donut (like the Spicy Ghost Pepper Donut). 🔥🍩 #DunkinSpicySide https://t.co/gcdvThyXpK","1","1","other_humor","self-enhancing"
"1316371848960061440","https://x.com/Wendys/status/1316371848960061440","You put in the work, now it’s time for your reward. Head to @UberEats now and get up to 30% off breakfast today through Friday morning with code: WENDYS30","1","1","other_humor","affiliative"
"1315790897695666176","https://x.com/Wendys/status/1315790897695666176","the first thing you order when you leave the bubble","1","1","other_humor","self-enhancing"
"1314250917953318912","https://x.com/Wendys/status/1314250917953318912","Burger King could never https://t.co/5aCAxQtEXM","1","1","aggressive","aggressive"
"1310646202082492417","https://x.com/Wendys/status/1310646202082492417","don't think they'll live long, or prosper tbh","1","1","aggressive","aggressive"
"1309543210793009152","https://x.com/Wendys/status/1309543210793009152","Pretzel Bacon Pub Cheeseburger. @DrPepper. We call it the Dr PubberCombo. Well, not officially, but you could. https://t.co/Hcn54JRQiy","1","1","aggressive","aggressive"
"1303726230966075392","https://x.com/Wendys/status/1303726230966075392","Sliding into your mentions like https://t.co/kKfWx8zdMO","1","1","other_humor","affiliative"
"1300451564763709440","https://x.com/Wendys/status/1300451564763709440","Friends don’t let friends miss a breakfast BOGO. https://t.co/1BDp1fKpa4","1","1","other_humor","affiliative"
"1298984742822412288","https://x.com/Wendys/status/1298984742822412288","One for you and one for you. 😎 https://t.co/dk6c4f4GqQ","1","1","other_humor","affiliative"
"1297919369109012481","https://x.com/Wendys/status/1297919369109012481","Some of you are still sleeping on our breakfast? Tag a friend that needs a lesson in good, morning eating.","1","1","other_humor","affiliative"
"1296875748834320388","https://x.com/Wendys/status/1296875748834320388","I dip... you dip...","1","1","other_humor","affiliative"
"1296100179976822785","https://x.com/Wendys/status/1296100179976822785","Been working on the ol' photoshop skills. Hit us up and we’ll spice up your profile pic.","1","1","other_humor","affiliative"
"1294005354607542274","https://x.com/Wendys/status/1294005354607542274","Wendy's back on the Fall Guys again

0 dubs so far 😂👌","1","1","other_humor","self-defeating"
"1293256222922203138","https://x.com/Wendys/status/1293256222922203138","Hope your server maintenance is as active as your twitter 😉

(and make sure the crowns aren’t paper)","1","1","aggressive","aggressive"
"1291837518455779328","https://x.com/Wendys/status/1291837518455779328","4:44 on the clock I’m in my drop top getting some eats.","1","1","other_humor","affiliative"
"1291462568511406081","https://x.com/Wendys/status/1291462568511406081","The burgers are square for a reason.","1","1","aggressive","aggressive"
"1286650842225848321","https://x.com/Wendys/status/1286650842225848321","Wakey wakey, eggs and bac-y-nator.","1","1","other_humor","affiliative"
"1285658885366386688","https://x.com/Wendys/status/1285658885366386688","We’re heading back to the island for a quick swim. Grab a Strawberry Lemonade to sip while we dip in the stream. https://t.co/P0GZ7DIn5g","1","1","other_humor","affiliative"
"1283561455787347973","https://x.com/Wendys/status/1283561455787347973","Sorry, Nick. No dice.","1","1","aggressive","aggressive"
"1268326640972595206","https://x.com/Wendys/status/1268326640972595206","We’re about putting our money where our mouth is. So here’s our money and here’s our mouth. We are committed to donating $500k to support social justice, the youth and education in the Black community starting with the Thurgood Marshall College Fund and we’ll have receipts.","1","1","other_humor","self-enhancing"
"1266395345996652552","https://x.com/Wendys/status/1266395345996652552","We’re moving National Roast Day because there are going to be better times for it. Love you guys.","1","1","other_humor","affiliative"
"1266084754832719872","https://x.com/Wendys/status/1266084754832719872","#NationalRoastDay starts right here tomorrow at 11am ET. For everyone that’s said “Roast Me Wendy’s,”...Tomorrow’s lookin’ good.  
Let’s roll, jabronis.","1","1","aggressive","aggressive"
"1263549059962408962","https://x.com/Wendys/status/1263549059962408962","Alright Wendys, your time has come. Do you have what it takes to be the Queen of the Hill? Suit up and enter our Super Smash Bros tournament on https://t.co/P0GZ7DIn5g. We’ll see ya at the top. https://t.co/PUgtPzPZ8e","1","1","other_humor","affiliative"
"1260917780594884608","https://x.com/Wendys/status/1260917780594884608","Sorry, private meeting. Elite breakfast foods only. https://t.co/skbJUhiqgc","1","1","other_humor","self-enhancing"
"1257152398566592516","https://x.com/Wendys/status/1257152398566592516","No, this is THE Wendy's.","1","1","other_humor","affiliative"
"1257082671118913537","https://x.com/Wendys/status/1257082671118913537","This week, we will be hiding codes. Lots of codes. Codes that will score you free Wendy's. Hidden across our entire internet presence. The clues start Monday. Think you can solve the Cyber Search? https://t.co/FB2IXQSyAq","1","1","other_humor","affiliative"
"1254757690321932288","https://x.com/Wendys/status/1254757690321932288","Now that really honey butters my biscuit! https://t.co/xkZxxXsVwM","1","1","other_humor","affiliative"
"1252980092113993730","https://x.com/Wendys/status/1252980092113993730","Everyone has become their own hairstylist. We all need a nug. This Friday ONLY, we’re giving America a big GroupNug. Get FREE 4pc nuggets when you visit our drive-thru. https://t.co/dXYeMJFsWu","1","1","other_humor","affiliative"
"1252379047335608320","https://x.com/Wendys/status/1252379047335608320","We’re giving America a GroupNug this Friday. ♥ this tweet and we’ll remind you when to get your free 4pc nuggets! https://t.co/AKWHpSXdD6","1","1","other_humor","affiliative"
"1252355382657216512","https://x.com/Wendys/status/1252355382657216512","Not gonna lie, all this love y’all are showing has inspired us. We wish we could give you a hug, but instead…how about a nug? This Friday, we’ll be giving out free 4pc spicy and crispy nugs at every Wendy’s drive-thru.
 
No purchase necessary, not a single string attached.","1","1","other_humor","affiliative"
"1252250012676997123","https://x.com/Wendys/status/1252250012676997123","Everyone could use some extra love right now, so we’re trading our usual roasting for a little toasting.

Let’s use this thread to shout out the special people in our lives that we think deserve some shine right now.","1","1","other_humor","affiliative"
"1250053580716990467","https://x.com/Wendys/status/1250053580716990467","Had so much fun last week, we figured we’d do it again! Get your hands on a free Breakfast Baconator in the Wendy's app and help us solve this bad boy. https://t.co/KhIgxDbUYH","1","1","other_humor","affiliative"
"1248698613045366785","https://x.com/Wendys/status/1248698613045366785","Shout out to the girl that keeps ""losing"" her phone. 

Maybe while she downloads the findmyphone app you can enjoy a Free Dave's Single in our app.","1","1","aggressive","aggressive"
"1248693897263448071","https://x.com/Wendys/status/1248693897263448071","Um, hey, Cousin. Give the HDMI back. This is not a game.
You have 48 hours.

In the meantime we will enjoy a Free Dave's Single.","1","1","aggressive","aggressive"
"1248679862384185347","https://x.com/Wendys/status/1248679862384185347","Shout out to LostMermaid. It's never too late to reply back. Even if it has been like...a year. The internet can see you. 

Let's grab that Free Dave's Single while we wait.","1","1","other_humor","affiliative"
"1248677421588586496","https://x.com/Wendys/status/1248677421588586496","Come on now! You can't hit them with the old fruit and scoot! 

Might be out of oranges, but at least you've still got the Free Dave's Single in the app.","1","1","other_humor","affiliative"
"1235705290755960832","https://x.com/Wendys/status/1235705290755960832","We love you too sweet, sweet Guillermo.","1","1","other_humor","affiliative"
"1234448367230627840","https://x.com/Wendys/status/1234448367230627840","BREAKFAST NEWS! Wendy's is now serving up breakfast. Sources say it's “pretty lit.” https://t.co/meBemp31hH","1","1","other_humor","self-enhancing"
"1233494419925585924","https://x.com/Wendys/status/1233494419925585924","Here lies mediocrity. #EggRIPMuffin https://t.co/fYxcn8LObe","1","1","aggressive","aggressive"
"1229264235387129856","https://x.com/Wendys/status/1229264235387129856","BURGER KING is testing a sandwich with nothing but french fries:

https://t.co/cMELl6fZaV https://t.co/D1taIscJk2","1","1","aggressive","aggressive"
"1224794757559455746","https://x.com/Wendys/status/1224794757559455746","When they ask what your weaknesses are during the interview.","1","1","aggressive","aggressive"
"1220437845388730370","https://x.com/Wendys/status/1220437845388730370","Is it a garbage truck?","1","1","aggressive","aggressive"
"1217123276549427201","https://x.com/Wendys/status/1217123276549427201","That's what we call a glow up.","1","1","other_humor","affiliative"
"1216894246021713920","https://x.com/Wendys/status/1216894246021713920","Looked who dropped by to see what Spicy Nuggets were supposed to taste like.","1","1","other_humor","affiliative"
"1216801098608017413","https://x.com/Wendys/status/1216801098608017413","Not saying eating our french fries gets you an #Oscar nomination but also...sup","1","1","other_humor","self-defeating"
"1207700570213101585","https://x.com/Wendys/status/1207700570213101585","meryl can have a little french fries, as a treat.","1","1","other_humor","affiliative"
"1205932906406920194","https://x.com/Wendys/status/1205932906406920194","Watch Rick and Morty with us on Sunday and try to get five in a row on this game your grandma loves that we can’t legally say the name of! Schwifty! https://t.co/rw8leGuV1n","1","1","other_humor","affiliative"
"1205531387975090177","https://x.com/Wendys/status/1205531387975090177","Wendy’s cups should be square but no one wants to poke that tiger","1","1","aggressive","aggressive"
"1198858858267127809","https://x.com/Wendys/status/1198858858267127809","What's the most disrespectful diss track of all time?","1","1","aggressive","aggressive"
"1198363148094328832","https://x.com/Wendys/status/1198363148094328832","To be fair, you have to have a very high IQ to understand Rick and Morty. So make sure you watch it this Sunday night, genius.","1","1","other_humor","affiliative"
