no,id,text,label
681,1334613261128495106,"Baconator O’Clock=the perf time to baconate, if we do say so ourselves. 

Get to Wendy’s and start baconating with a free Breakfast Baconator with purchase in the app.",self-enhancing
683,1333884282247532544,"We’re not gonna say there was a right answer to this, but this seems like y’all were on it. 

Get to Wendy’s and see for yourself, with a free Breakfast Baconator with purchase in the app.",affiliative
685,1333864403498795008,"Made my first sale on #Redbubble, now I have to figure out how to spend my 22¢! ☺️ @Wendys #AmongUs https://t.co/e7xNqM7tME",affiliative
687,1332670830015180803,🥓 Morning win! 🥓 $5 off Breakfast thru Grubhub. Get it. https://t.co/mhOghjfBS4,affiliative
689,1329177361267429376,"Putting stories in the Wendy's app.
jk no one asked for that. https://t.co/AqIA0o1C2V",self-defeating
690,1328791788988096512,WE’RE GOIN’ TO WENDY’S https://t.co/mPMwZMygLo,self-enhancing
694,1327327865160036352,"Only an impostor would not watch this stream. Don’t be sus, join us live: https://t.co/P0GZ7DIn5g",aggressive
699,1326221906916352003,Y’all want a free chicken sandwich?,affiliative
705,1321203076171182080,that fry is longer than waiting for a text back,aggressive
711,1318624118070280192,lol hope they'll still take your return at Spirit Halloween after the stink of this tweet gets on the costume,aggressive
712,1318616066386481152,"Stick to pushing the food that’s so “good”you took it out of your name. 

My grandma has more heat in her roasts.",aggressive
713,1318582764652867591,Here’s some advice about spice: It’s always better on a donut (like the Spicy Ghost Pepper Donut). 🔥🍩 #DunkinSpicySide https://t.co/gcdvThyXpK,self-enhancing
716,1316371848960061440,"You put in the work, now it’s time for your reward. Head to @UberEats now and get up to 30% off breakfast today through Friday morning with code: WENDYS30",affiliative
718,1315790897695666176,the first thing you order when you leave the bubble,self-enhancing
723,1314250917953318912,Burger King could never https://t.co/5aCAxQtEXM,aggressive
725,1310646202082492417,"don't think they'll live long, or prosper tbh",aggressive
728,1309543210793009152,"Pretzel Bacon Pub Cheeseburger. @DrPepper. We call it the Dr PubberCombo. Well, not officially, but you could. https://t.co/Hcn54JRQiy",aggressive
734,1303726230966075392,Sliding into your mentions like https://t.co/kKfWx8zdMO,affiliative
741,1300451564763709440,Friends don’t let friends miss a breakfast BOGO. https://t.co/1BDp1fKpa4,affiliative
746,1298984742822412288,One for you and one for you. 😎 https://t.co/dk6c4f4GqQ,affiliative
750,1297919369109012481,"Some of you are still sleeping on our breakfast? Tag a friend that needs a lesson in good, morning eating.",affiliative
751,1296875748834320388,I dip... you dip...,affiliative
754,1296100179976822785,Been working on the ol' photoshop skills. Hit us up and we’ll spice up your profile pic.,affiliative
758,1294005354607542274,"Wendy's back on the Fall Guys again

0 dubs so far 😂👌",self-defeating
762,1293256222922203138,"Hope your server maintenance is as active as your twitter 😉

(and make sure the crowns aren’t paper)",aggressive
766,1291837518455779328,4:44 on the clock I’m in my drop top getting some eats.,affiliative
767,1291462568511406081,The burgers are square for a reason.,aggressive
776,1286650842225848321,"Wakey wakey, eggs and bac-y-nator.",affiliative
778,1285658885366386688,We’re heading back to the island for a quick swim. Grab a Strawberry Lemonade to sip while we dip in the stream. https://t.co/P0GZ7DIn5g,affiliative
779,1283561455787347973,"Sorry, Nick. No dice.",aggressive
799,1268326640972595206,"We’re about putting our money where our mouth is. So here’s our money and here’s our mouth. We are committed to donating $500k to support social justice, the youth and education in the Black community starting with the Thurgood Marshall College Fund and we’ll have receipts.",self-enhancing
801,1266395345996652552,We’re moving National Roast Day because there are going to be better times for it. Love you guys.,affiliative
802,1266084754832719872,"#NationalRoastDay starts right here tomorrow at 11am ET. For everyone that’s said “Roast Me Wendy’s,”...Tomorrow’s lookin’ good.  
Let’s roll, jabronis.",aggressive
805,1263549059962408962,"Alright Wendys, your time has come. Do you have what it takes to be the Queen of the Hill? Suit up and enter our Super Smash Bros tournament on https://t.co/P0GZ7DIn5g. We’ll see ya at the top. https://t.co/PUgtPzPZ8e",affiliative
810,1260917780594884608,"Sorry, private meeting. Elite breakfast foods only. https://t.co/skbJUhiqgc",self-enhancing
844,1257152398566592516,"No, this is THE Wendy's.",affiliative
846,1257082671118913537,"This week, we will be hiding codes. Lots of codes. Codes that will score you free Wendy's. Hidden across our entire internet presence. The clues start Monday. Think you can solve the Cyber Search? https://t.co/FB2IXQSyAq",affiliative
854,1254757690321932288,Now that really honey butters my biscuit! https://t.co/xkZxxXsVwM,affiliative
859,1252980092113993730,"Everyone has become their own hairstylist. We all need a nug. This Friday ONLY, we’re giving America a big GroupNug. Get FREE 4pc nuggets when you visit our drive-thru. https://t.co/dXYeMJFsWu",affiliative
862,1252379047335608320,We’re giving America a GroupNug this Friday. ♥ this tweet and we’ll remind you when to get your free 4pc nuggets! https://t.co/AKWHpSXdD6,affiliative
863,1252355382657216512,"Not gonna lie, all this love y’all are showing has inspired us. We wish we could give you a hug, but instead…how about a nug? This Friday, we’ll be giving out free 4pc spicy and crispy nugs at every Wendy’s drive-thru.
 
No purchase necessary, not a single string attached.",affiliative
864,1252250012676997123,"Everyone could use some extra love right now, so we’re trading our usual roasting for a little toasting.

Let’s use this thread to shout out the special people in our lives that we think deserve some shine right now.",affiliative
867,1250053580716990467,"Had so much fun last week, we figured we’d do it again! Get your hands on a free Breakfast Baconator in the Wendy's app and help us solve this bad boy. https://t.co/KhIgxDbUYH",affiliative
875,1248698613045366785,"Shout out to the girl that keeps ""losing"" her phone. 

Maybe while she downloads the findmyphone app you can enjoy a Free Dave's Single in our app.",aggressive
876,1248693897263448071,"Um, hey, Cousin. Give the HDMI back. This is not a game.
You have 48 hours.

In the meantime we will enjoy a Free Dave's Single.",aggressive
885,1248679862384185347,"Shout out to LostMermaid. It's never too late to reply back. Even if it has been like...a year. The internet can see you. 

Let's grab that Free Dave's Single while we wait.",affiliative
888,1248677421588586496,"Come on now! You can't hit them with the old fruit and scoot! 

Might be out of oranges, but at least you've still got the Free Dave's Single in the app.",affiliative
912,1235705290755960832,"We love you too sweet, sweet Guillermo.",affiliative
915,1234448367230627840,BREAKFAST NEWS! Wendy's is now serving up breakfast. Sources say it's “pretty lit.” https://t.co/meBemp31hH,self-enhancing
919,1233494419925585924,Here lies mediocrity. #EggRIPMuffin https://t.co/fYxcn8LObe,aggressive
927,1229264235387129856,"BURGER KING is testing a sandwich with nothing but french fries:

https://t.co/cMELl6fZaV https://t.co/D1taIscJk2",aggressive
933,1224794757559455746,When they ask what your weaknesses are during the interview.,aggressive
940,1220437845388730370,Is it a garbage truck?,aggressive
944,1217123276549427201,That's what we call a glow up.,affiliative
945,1216894246021713920,Looked who dropped by to see what Spicy Nuggets were supposed to taste like.,affiliative
947,1216801098608017413,Not saying eating our french fries gets you an #Oscar nomination but also...sup,self-defeating
951,1207700570213101585,"meryl can have a little french fries, as a treat.",affiliative
958,1205932906406920194,Watch Rick and Morty with us on Sunday and try to get five in a row on this game your grandma loves that we can’t legally say the name of! Schwifty! https://t.co/rw8leGuV1n,affiliative
961,1205531387975090177,Wendy’s cups should be square but no one wants to poke that tiger,aggressive
971,1198858858267127809,What's the most disrespectful diss track of all time?,aggressive
972,1198363148094328832,"To be fair, you have to have a very high IQ to understand Rick and Morty. So make sure you watch it this Sunday night, genius.",affiliative
