candidate_id,sampling_stratum,fortune_rank,company_name,assigned_coder,text,presence_code,humor_label
C01334,full_chain_aggressive,46,PepsiCo,coder1,We’re on a mission to support Black-owned businesses as part of our racial equality journey + you can help! Dine at any Black-owned restaurant tomorrow for Pepsi #DigInDay to support these critical businesses! See how you can make your meal count: https://t.co/7HehET3L6Q https://t.co/Orwb5rU2Rc,1,1
C00682,random_fortune_sample,14,Cigna Group,coder1,"In a feature article for “In Business Greater Phoenix”, Kim Shepard, General Manager for Cigna Arizona, discusses the exponential growth in virtual care. Read the full article here: https://t.co/fFcSwfJIld #CignaAZ https://t.co/zOLpglITAR",0,0
C00838,classifier_disagreement,14,Cigna Group,coder1,"Diversity, equity, and inclusion (DEI) is at the foundation of everything we do.  

We are proud to share that we have been named #14 on @DiversityInc’s Top 50 Companies for Diversity, up ten spots from last year. Read more about the award here: https://t.co/LqcjaVobox https://t.co/pcknZMoiPf",0,0
C00801,classifier_disagreement,89,Enterprise Products Partners,coder1,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/v5oT7iNIu3,1,1
C00321,high_engagement_posts,22,Ford Motor,coder1,"Get up to speed on everything we revealed today for Forza Horizon 5 Rally Adventure, the new expansion coming on March 29. From campaign details to the new off-road cars and map biomes, it’s all covered in our blog: https://t.co/HwemTiT3WW #FH5Rally https://t.co/wWyBvd3Is1",0,0
C00935,classifier_disagreement,79,TJX,coder1,@mwilliford120 - Thanks for reaching out about this. Please give Customer Service a call at 1-800-926-6299 M-F between 9-6EST.,0,0
C00388,high_engagement_posts,61,Lockheed Martin,coder1,"🚀 Milestone alert: The Meteor missile and F-35A completed ground based integration tests, bringing the pair one step closer to operational readiness. This integration equips the F35A with a powerful, long range air combat capability.",1,1
C00910,wendys_transfer_aggressive,69,Nationwide,coder1,That Paintin’ Manning commercial has me rolling every time. Nobody can pull that off but him 😂,1,1
C00520,random_fortune_sample,59,MetLife,coder1,Hospital Indemnity Insurance can help provide financial protection if you end up in the hospital. Learn more about this benefit during #OpenEnrollment: https://t.co/aiGAiLCqfq https://t.co/rdJGIKPbCs,0,0
C00906,firm_balanced_sample,11,Microsoft,coder1,"🥪 Ever thought about the science in your sandwich? Wheat’s genome has 17 billion DNA bases - over five times more than ours! 🤯 Azure’s supercomputing is helping scientists decode it faster, ensuring we can grow enough food for everyone. 🌾 💡 https://t.co/mtu2OdzhM8 https://t.co/MDfmfcmrre",1,1
C01369,random_fortune_sample,2,Walmart,coder1,It’s National Picnic Day. What are you bringing? Wrong answers only.,1,1
C01062,random_fortune_sample,72,Publix Super Markets,coder1,The most wonderful time of the year is whenever the Turkey Cranberry Holiday Sub is here. Share with someone who loves this sub. Available only while supplies last. #ChristmasInJuly https://t.co/bq0DGKuGfD,1,1
C01211,classifier_disagreement,44,Walt Disney,coder1,The Chosen One has arrived. Hayden Christensen has surprised fans at the Ahsoka Star Wars Celebration panel. https://t.co/bDLW34dByT,1,1
C00989,random_fortune_sample,42,Target,coder1,My friend @Mattel and I are bored. Comment with your top 2 emojis and we’ll surprise you with your team name for game night.,1,1
C00652,humor_presence_uncertain,67,Eli Lilly,coder1,"“Genetic and genomic testing is really fueling all these new gene therapies and immunotherapies that are revolutionizing the treatment of cancer.” – Stephen, metastatic thyroid cancer advocate

Hear more about Stephen’s #thyroidcancer journey: https://t.co/agATS7IRux https://t.co/oQOo91b2fo",0,0
C01064,low_engagement_posts,96,Travelers,coder1,RT @TravelersChamp: The silver #TravelersChamp trophy would pair nicely with an Olympic gold medal. @XSchauffele is headed our way! https:/…,1,1
C00337,random_fortune_sample,39,Morgan Stanley,coder1,"Our 25th European Tech, Media &amp; Telecom conference has kicked off in Barcelona. From M&amp;A in the telecom industry to the latest GenAI uses and disruptions, stay up to date with the latest trends coming out of the conference: https://t.co/9kKgOyz9L6 https://t.co/0Sqtcsrlfy",0,0
C01017,wendys_transfer_aggressive,41,Dell Technologies,coder1,Catch the interview here: https://t.co/O9OBVK7fph,0,0
C00423,random_fortune_sample,52,Lowe's,coder1,"Welcome all the ogre-ly enthusiastic trick-or-treaters to your swamp in style! 💚🎃 

Get your Shrek inflatable today at @Lowes: https://t.co/t7w44IenLl https://t.co/dSXRfFKETY",1,1
C00264,firm_balanced_sample,86,American Airlines Group,coder1,Cards flipped. Routes revealed. It’s game over for guessing and game on for 2026 routes! https://t.co/0K9uCYuoJv,1,1
C00533,low_engagement_posts,96,Travelers,coder1,"Heading to #FABTECH2022? Risk managers should check out the Travelers-sponsored panel discussion with Brian Gerritsen, AVP, Product and Manufacturing Practice Leader at Travelers. Learn more: https://t.co/vyLr36iROm @FabtechExpo #Manufacturing https://t.co/JKhCoi6Wgs",0,0
C01431,low_engagement_posts,100,Massachusetts Mutual Life,coder1,"#Quiz: According to @MarketWatch, what is the busiest travel day of the season?",1,1
C01070,high_engagement_posts,44,Walt Disney,coder1,"Dedicated to the Make-A-Wish kids who inspire us all. 💙#DisneyWeekOfWishes

In “Drawn to You,” a new Make-A-Wish x Disney brand spot, one child’s everyday drawings reveal her most heartfelt wish. https://t.co/kTQRaEjGyV",1,1
C00060,humor_presence_uncertain,53,Energy Transfer,coder1,"RT @EnergyInDepth: Boat rides, fishing lines, and floating tubes all have one thing in common. #Oilandgas help make your lake day possible🚤…",1,1
C00166,classifier_disagreement,35,AT&T,coder1,"iPhone 16e is everything you 💙. Including the price. Get the deal you want, guaranteed – pre-order at https://t.co/ysl6YJkfSG . #iPhone16e https://t.co/IDmWJqf9qv",1,1
C00619,high_engagement_posts,42,Target,coder1,repeat after me: i got this,1,1
C01314,random_fortune_sample,93,USAA,coder1,"There are only 3,536 Medal of Honor recipients in our nation's history. Each story carries
the weight of sacrifice. This is Jared Monti’s.
#MedalofHonorDay https://t.co/qNrQdRp3at",0,0
C00046,low_engagement_posts,91,General Dynamics,coder1,"RT @GDIT: Today, we honor the life, work, and legacy of Dr. Martin Luther King, Jr. by embracing his call to serve those in need, support o…",0,0
C01315,random_fortune_sample,8,McKesson,coder1,"At @BeckersHR 15th Annual Meeting, McKesson Health Systems leaders joined a roundtable to discuss enhancing cost efficiency and achieving financial growth through centralized pharmacy operations. Key takeaways here: https://t.co/dgYhwFOdcR. https://t.co/9ThaLNv80S",0,0
C00019,wendys_transfer_aggressive,22,Ford Motor,coder1,"RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…",1,1
C01043,low_engagement_posts,89,Enterprise Products Partners,coder1,"We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer",1,1
C00587,wendys_transfer_aggressive,21,Chevron,coder1,"""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI",1,1
C00735,low_engagement_posts,34,Humana,coder1,"Learn how we're committed to supporting our nursing workforce and empowering them to advance in their careers from Kathy Driscoll, Chief Nursing Officer: https://t.co/pswa1fIjnK https://t.co/mdWMfFcAJQ",0,0
C00206,firm_balanced_sample,67,Eli Lilly,coder1,#DYK that many patients living with Chronic Lymphocytic Leukemia (#CLL) feel that there are limited treatment options available? Learn more about Lilly’s commitment to supporting advancements in blood cancer care: https://t.co/ht2HZRI1sP https://t.co/q2LMEdApmH,0,0
C00484,random_fortune_sample,8,McKesson,coder2,"Every April, we award individuals within #TeamMcKesson who have gone above and beyond for their communities with the title Community Heroes. Congratulations to our 2024 winners. Learn more about our employee engagement programs here: https://t.co/Xl6FsDgltH https://t.co/iuplwfwr2l",0,0
C00340,high_engagement_posts,44,Walt Disney,coder2,"Star Wars is coming to MONOPOLY GO! on May 1! Get ready to immerse yourself in Tatooine treasures, the thrills of pod racing, and relive your favorite galactic moments in an all new crossover event! https://t.co/0dArRyuqEx",0,0
C00148,wendys_transfer_aggressive,93,USAA,coder2,"Marine Corps Cpl Joe Coaxum experienced a personal connection with the USAA Poppy Wall of Honor in Washington, D.C., over Memorial Day weekend. He served as a TOW Gunner during the Gulf War, one of the many military conflicts in which Americans lost their lives. #PoppyInMemory https://t.co/K18UdnkTYx",0,0
C01179,random_fortune_sample,86,American Airlines Group,coder2,"⚽ The countdown is on!

Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party:

🎟️ Final Party at Edge
🎶 Surprise performance
✈️ Round-trip airfare
🏨 4-night hotel stay

Check our Instagram on Friday to see which city we're popping up in first. 👀",1,1
C00738,humor_presence_uncertain,66,IBM,coder2,"Welcome back to Tech Term of the Week!

This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/

Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time.

Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.",1,1
C01097,random_fortune_sample,16,Nvidia,coder2,"RT @nvidianewsroom: 🌍 Weather forecasting has always relied on powerful supercomputers running physics-based models. 

We are proud to anno…",0,0
C00169,low_engagement_posts,100,Massachusetts Mutual Life,coder2,"Last but certainly not least, consider paying for a private session with a financial professional. Your grad may be willing to share details, goals, and insecurities with a professional that they’d rather not share with friends or family. Find one here https://t.co/fXWhMnIOcD.",0,0
C00718,wendys_transfer_aggressive,23,General Motors,coder2,"What is the name of the training program set to help current #mfg employees evolve their skills as electrical systems continue to evolve and change?
#ManufacturingMonday",0,0
C01022,full_chain_aggressive,63,Capital One Financial,coder2,"Hey besties! If you see ""try again"" after entering, it means you didn't win, but you can re-enter for a chance to win while supplies last. #TSxCapitalOne",0,0
C00793,high_engagement_posts,28,Verizon Communications,coder2,"Yesterday, we did not meet the standard of excellence you expect and that we expect of ourselves. To help provide some relief to those affected, we will give you a $20 account credit that can be easily redeemed by logging into the myVerizon app. You will receive a text message when the credit is available. On average, this covers multiple days of service. Business customers will be contacted directly about their credits.

This credit isn’t meant to make up for what happened. No credit really can. But it’s a way of acknowledging your time and showing that this matters to us.

If you’re still having trouble connecting, please restart your device (power down and power back on). This is the fastest way to reconnect your phone to the network.

We are sorry for what you experienced and will continue to work hard day and night to provide the outstanding network and service that you expect from Verizon.",0,0
C00887,wendys_transfer_aggressive,89,Enterprise Products Partners,coder2,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,1,1
C00329,low_engagement_posts,79,TJX,coder2,"@DrGuzmanRea 2/2 Therefore, merchandise purchased from a Marshalls would need to be returned to a Marshalls store.",0,0
C00342,wendys_transfer_aggressive,77,AbbVie,coder2,"[Image description: On-screen text reads, ""Discovery Research News. AbbVie drug discovery and preclinical data published in the journal Nature, in partnership with the Broad Institute and Calico Life Sciences. Click to read more.""]",0,0
C00568,low_engagement_posts,89,Enterprise Products Partners,coder2,"Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer",1,1
C01024,full_chain_aggressive,19,Centene,coder2,It’s hard to focus on recovery if you’re worried about your next meal. Centene company @Trilliumchp provides 120 days of medically tailored meals after hospital discharge — customized to each member’s condition. https://t.co/XPokdvR3jh,0,0
C00523,humor_presence_uncertain,39,Morgan Stanley,coder2,What will 2023 bring for stocks? Investment Management’s Andrew Slimmon says the first half could surprise to the upside and to watch value stocks and Asia ex-Japan for opportunities. https://t.co/UpA1PRIGLb,0,0
C00529,firm_balanced_sample,12,JPMorgan Chase,coder2,"Demand for urban housing 🏙️ eventually returned, but also remained steady in the suburbs 🌳.

With inventory at all-time lows, renters and buyers faced prices 13% percent above pre-pandemic levels in the first half of 2021.",0,0
C01347,type_uncertain,1,Amazon,coder2,Ever wonder how AI and robotics help Amazon deliver orders to customers quickly and safely? Look no further. https://t.co/f4f5t4NNHf,0,0
C00879,classifier_disagreement,78,Prudential Financial,coder2,"RT @feeney: Happy to share my story and career journey with @vjfuhrmans and @WSJ, explaining two keys to empowering more women to rise in b…",0,0
C00186,type_uncertain,71,Delta Air Lines,coder2,We’re halfway through the year. How are we doing on those travel goals 👀,1,1
C00802,classifier_disagreement,66,IBM,coder2,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,1,1
C01005,random_fortune_sample,31,StoneX Group,coder2,"A try from Max Malins helped @Saracens secure a 26-12 victory over @Harlequins, keeping their play-off hopes alive. 

#Saracens https://t.co/FYKoDko8hN",0,0
C00600,humor_presence_uncertain,82,Oracle,coder2,"Every @Oracle data center campus is purpose-built to respect and benefit both the environment and local communities. Explore unique designs at our Michigan, New Mexico, Texas, and Wisconsin campuses. https://t.co/igFfdJJJ6r",0,0
C00180,classifier_disagreement,26,Fannie Mae,coder2,We’re committed to partnering with the industry to create new pathways to homeownership. Check out our manufactured home mortgages: https://t.co/H3oGFtYZ7f https://t.co/wu654P45tK,0,0
C01261,random_fortune_sample,14,Cigna Group,coder2,"At The Cigna Group, we see every interaction as an opportunity to serve our customers. Meet Adam from Evernorth Health Services, who responds to customers on social media and won’t stop until they get the help they need. https://t.co/Bld47zmDv2",0,0
C01140,humor_presence_uncertain,34,Humana,coder2,"Rooted in real-world examples, the initiative empowers our employees with the right resources and education and aims to bridge the gap between physicians and patients ensuring a more informed and equitable approach to healthcare.",0,0
C00022,high_engagement_posts,44,Walt Disney,coder2,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,1,1
C01353,classifier_disagreement,90,Ingram Micro Holding,coder2,"Congrats to our Ingram Micro Turkey team for being honored with the @HPE Networking Distributor of the Year, HPE Highest Turnover, and Most Widespread Dealer Network awards for 2025!  A heartfelt thank you to HPE and all our partners! #ingrammicro #HPE #ingrammicroturkey https://t.co/uVS9xCJ2LK",0,0
C01475,random_fortune_sample,68,Merck,coder2,"Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs",1,1
C01424,wendys_transfer_aggressive,78,Prudential Financial,coder2,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,1,1
C00257,full_chain_aggressive,27,Kroger,coder2,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,1,1
C00749,type_uncertain,55,Sysco,coder2,"Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday

Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby",1,1
C00443,random_fortune_sample,75,ConocoPhillips,coder2,"Our office in #Midland serves as a strategic hub for our #PermianBasin assets. Hear from our employees about what it’s like to live in and work in this Texas community, a city with strong ties to the oil and gas industry: https://t.co/3I19IrmhVY https://t.co/DwkRPm6qrB",0,0
C00041,random_fortune_sample,61,Lockheed Martin,coder2,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,1,1
C01039,random_fortune_sample,36,Goldman Sachs Group,coder2,"What’s driving the US bond market now — and are there opportunities in Treasuries and in credit? Lindsay Rosner, head of multi-sector investing with Goldman Sachs Asset Management, discusses with Chris Hussey on The Markets podcast: https://t.co/6NzC35xNeh https://t.co/xeyDyUmcQ3",0,0
C00449,high_engagement_posts,44,Walt Disney,coder2,"A new hero. A new hope. A new era.

Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9",1,1
C01383,type_uncertain,43,Tesla,coder2,"Plus, your Tesla can do the driving w/ FSD Supervised while you take in the landscape",0,0
C00513,wendys_transfer_aggressive,39,Morgan Stanley,coder2,"Morgan Stanley's large-cap banks analyst, Betsy Graseck highlights factors like a rebound in IPO and M&amp;A activity and quantitative tightening, as drivers of her bullish outlook on the sector for 2025. https://t.co/aWl88npdbs",0,0
C00888,firm_balanced_sample,59,MetLife,coder2,"Together with @PNUD_Mexico, MetLife Mexico is working to facilitate financial inclusion throughout the country. https://t.co/7QYt1qBalP https://t.co/bKhzIjQtnV",0,0
C00413,random_fortune_sample,39,Morgan Stanley,coder2,"$MS 4Q 2022 earnings: Morgan Stanley reports fourth quarter 2022 net revenues of $12.7 billion, net income of $2.2 billion, EPS of $1.26 and ROTCE of 12.6%. Release: https://t.co/8eswIZgI7k https://t.co/qZAOXvxYqj",0,0
C00595,classifier_disagreement,93,USAA,coder2,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,1,1
C00480,low_engagement_posts,89,Enterprise Products Partners,coder2,"Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4",1,1
C00128,random_fortune_sample,85,Charter Communications,coder2,"RT @Ask_Spectrum: We are preparing for Winter Storm Fern, which is expected to bring significant winter weather to large parts of the count…",0,0
C01374,type_uncertain,43,Tesla,coder2,No other car can do this,1,1
C00922,random_fortune_sample,72,Publix Super Markets,coder2,"Welcome to the family, Store #1836, in Tallahassee, Florida. 💚 https://t.co/n09Crdr0X3",1,1
C00315,high_engagement_posts,44,Walt Disney,coder2,"A look at The Walt Disney Studios Courtyard, which opens May 26 at Disney's Hollywood Studios ✨ https://t.co/cUnEdxFXLT",1,1
C00829,classifier_disagreement,93,USAA,coder2,"After 100 years, we still serve the military community. Because as long as there are those who serve, we’ll be there to serve them. Learn more about USAA turning 100 at https://t.co/ka4W5sOADn. https://t.co/J4aDFYd0sH",0,0
C00581,wendys_transfer_aggressive,69,Nationwide,coder2,IT'S CUCHOOOOOOOOOO,1,1
C01109,classifier_disagreement,64,Allstate,coder2,"So... anyone’s #bracketbusted? We would offer “bracket protection,” but then moments like these wouldn’t be as fun 🏀",1,1
C01273,wendys_transfer_aggressive,91,General Dynamics,coder2,"""How am I helping to create a good roadmap and path for the women who are coming up behind me?"" is a question Sr VP Nadia Short asks herself every day. With her vision of a strong future, Nadia is helping women thrive at #GDMissionSystems. Hear more here: https://t.co/IMuPt3fe3G",0,0
C00273,humor_presence_uncertain,61,Lockheed Martin,coder2,"From Viking 1 to today, @lmspace has played a role in every @NASA Mars mission.

50 years ago, Viking 1 made history. Today, we celebrate that legacy and look ahead to the future of deep space exploration. https://t.co/L3lDJbhaz3",0,0
C00597,full_chain_aggressive,55,Sysco,coder2,"Meet Gary, Produce Specialist at our Las Vegas site. He works closely with our sales consultants to help our customers pick the best produce for their menus. Prior to joining our team, Gary owned a local produce distributor and oversaw daily and strategic operations. https://t.co/YHYx2QX87y",0,0
C00979,classifier_disagreement,75,ConocoPhillips,coder2,"NEWS RELEASE: ConocoPhillips to hold first-quarter earnings conference call on Thursday, May 2 https://t.co/EZhuxUcK8P",0,0
C00764,type_uncertain,62,New York Life Insurance,coder2,What is whole life insurance? Learn about the features and guaranteed benefits whole life insurance can provide this #FinancialLiteracyMonth.,0,0
C00657,random_fortune_sample,65,Caterpillar,coder2,"Only 3 days 🗓 until CONEXPO!

Visit our Technology Hub to take a closer look at the technologies that put you in control of equipment management: https://t.co/CkIs3jPJWg. 

#CatCONEXPO https://t.co/XuD3PFqQrH",0,0
C00203,classifier_disagreement,17,Meta Platforms,coder2,Learn what’s new across our AI experiences here: https://t.co/yyzmmRHjyy,0,0
C00663,full_chain_aggressive,73,Pfizer,coder2,"Everyone seems stressed these days. From economic pressures, racial unrest, political tensions and natural disasters. Fortunately, there are things you can do to get back on the path to #mentalhealth and physical wellbeing. https://t.co/bVrAi3sCti",0,0
C00240,wendys_transfer_aggressive,53,Energy Transfer,coder2,"“Energy security is national security and Texas barrels don’t just fill demand – they build confidence,“ Todd Staples, TXOGA president, said Monday. ""In times of geopolitical stress, reliability becomes a strategic asset at home and abroad."" @dallasnews  https://t.co/qIvd38VA22",0,0
C00073,random_fortune_sample,94,TIAA,coder2,"Happy National Girls &amp; Women in Sports Day® (NGWSD™)! This #NGWSD2023, we're excited to be back in D.C. to celebrate girls &amp; women in sport &amp; advocate to protect &amp; build upon #TitleIX so future generations understand their rights to equal access &amp; opportunity.We're not done yet! https://t.co/fVbbnj9INA",1,1
C00902,humor_presence_uncertain,43,Tesla,coder2,"The car actually drives itself.

I live in LA.
It has handled canyons, the 405, traffic, the weird mergers on the 5

If you have to commute or have small kids, you should buy this car.

It’s safer and you will have more mental energy every day https://t.co/C1xHmpKpdG",0,0
C00988,humor_presence_uncertain,19,Centene,coder2,Centene subsidiary @NETotalCare’s Diabetic Coaching Program works with members to inform them on how to manage diabetes and leverages technology to help track blood sugar levels. https://t.co/a2IFkufopa #Diabetes #Centene https://t.co/mA3xd6LVb9,0,0
C00296,high_engagement_posts,43,Tesla,coder2,Model 3 &amp; Y are the most cost-effective vehicles you can own,0,0
C00238,type_uncertain,96,Travelers,coder2,"Traveling this #FourthofJuly weekend? Hit the road with our #SafeDriving tips: 

🚗 Set up your navigation before leaving or ask a passenger to do it if you’re driving. 
🚗 Stow your phone. 
🚗 Avoid eating or drinking while driving. 

Find more tips here: https://t.co/8M88Ya83bh https://t.co/U9Gzns5lRb",1,1
C00034,type_uncertain,49,RTX,coder2,"Helping our suppliers get the support they need is one of our top priorities. We’re engaged in helping them meet the challenges of COVID-19, from connecting them to important resources to providing them with tools needed to cope with the crisis. 

https://t.co/7SHxStOMKy https://t.co/2ZjvdBl1jU",0,0
C00299,random_fortune_sample,36,Goldman Sachs Group,coder2,Goldman Sachs' David Mericle: We expect increase in U.S.'s effective tariff rate 13 percentage pts https://t.co/kXPbJ4ZiYS,0,0
C00899,high_engagement_posts,27,Kroger,coder2,"10 years later, same great taste. #10YearChallenge https://t.co/3aFHCgf1Qy",1,1
C00586,humor_presence_uncertain,53,Energy Transfer,coder2,"Thanks @dcexaminer for publishing my commentary today on attempts to use foreign courts to undo effects of court judgments in the United States: ""Greenpeace can't ask foreign court to undo an American ruling"" https://t.co/5n9Iw0Kgty //@georgemasonlaw @MasonResearch @MasonLEC //",0,0
C01174,type_uncertain,82,Oracle,coder2,"Recent media activity about the Abilene site are false and incorrect. First, Crusoe and Oracle are operating in lockstep to deliver one of the world's largest AI Data centers in Abilene at record-breaking pace. Two buildings are completely operational and the rest of the campus is on track. Second, Oracle has completed leasing for the additional 4.5GW to deliver on our commitments to OpenAI.

We continuously evaluate sites around the world to meet the growing demand for OCI by working with great partners and customers all the time.

https://t.co/rwuwL1QusC
https://t.co/ZJbK257gAv",0,0
C00003,random_fortune_sample,48,UPS,coder2,RT @UPS_News: UPS expands Happy Returns network to capture more of the $706 billion U.S. returns market and boost higher-margin logistics s…,0,0
C00575,humor_presence_uncertain,71,Delta Air Lines,coder2,Drop a comment below for the first SkyMiles benefit you find. https://t.co/WfGC6kc74S,0,0
C00077,classifier_disagreement,25,Home Depot,coder2,"@boltron5k Please send your contact info, order number, and details to TeamSocial@homedepot.com. We would like to look into this. -TeamCare",0,0
C00566,random_fortune_sample,1,Amazon,coder2,".@SportsonPrime is stacking the wins today. 

Three sports, one legendary lineup – Black Friday Gameday is here. 🔥",1,1
C00178,random_fortune_sample,58,Archer Daniels Midland,coder2,"""Fighting for respect and representation is something I learned early on from my mother.""- Eduardo Matas

For ADM's Eduardo Matas, his mother's lesson has guided him in his decades-long activism, fighting against racial prejudice in Brazil. Read his story: https://t.co/iAantryICL https://t.co/OfrzC5HGrR",0,0
C01184,humor_presence_uncertain,41,Dell Technologies,coder2,"""This Dell model is my top pick for work and travel."" —@ZDNET 

The Dell 14 Plus is the ultimate companion for productivity on the go. ✈️ https://t.co/k43lKFwS2R https://t.co/bgw9A87cle",1,1
C00161,humor_presence_uncertain,78,Prudential Financial,coder2,Thank you @NJDevils and @Prudential for having us at the #MilitaryAppreciation game tonight! GO DEVILS!! https://t.co/PCtc1Xnz5g,1,1
C00945,firm_balanced_sample,87,Tyson Foods,coder2,"Today we announced additional support for our frontline workers during COVID-19. We are now offering $120 million in “thank you” bonus pay, increasing short-term disability coverage, and additional health screening measures. Read more: https://t.co/Me4mPaJ4iU",0,0
C01266,humor_presence_uncertain,66,IBM,coder2,"The next generation of open-source AI is here. Meet IBM Granite 4.0. 

We've engineered these open, performant and trusted small language models to solve key enterprise challenges. Discover how Granite 4.0 delivers exceptional performance while requiring only a fraction of the resources: https://t.co/T9Om1Xk61z",0,0
C00808,random_fortune_sample,65,Caterpillar,coder2,"We're proud to sponsor @crusadersrugby 🏉

Best of luck to the team in the playoffs as they work towards yet another Super Rugby title. https://t.co/dnhNJ2dHH4",1,1
C01406,low_engagement_posts,25,Home Depot,coder2,@gabolhuis So sorry to disappoint! Please send your order number/contact info/tweet to TeamSocial@homedepot.com for help.,0,0
C00102,low_engagement_posts,31,StoneX Group,coder2,"Thank you to everyone who attended the StoneX cocktail reception during CESCO.  

Our team enjoyed getting a chance to meet with attendees. https://t.co/t05kIkvjCg",0,0
C01486,wendys_transfer_aggressive,35,AT&T,coder2,Enjoy your Sunday scroll 😁,1,1
C00313,full_chain_aggressive,43,Tesla,coder2,"The last 6 weeks I’ve been testing a 2026 Model Y. I went in with a lot of skepticism & concerns. I was wrong on 90% of it. I haven’t had this much sustained fun in a long time. I now get why so many Tesla owners are fanatical about their cars 😂

Everyone in the family is constantly looking for a reason to go for a drive now. We just finished a 1 week road trip with the kids and even that was great.

I am pretty sure I will use this car for defcon this year. Every year I fill up a car with all the product & booth supplies and then make the ~9hr drive by myself.",1,1
C00440,random_fortune_sample,83,Cisco Systems,coder2,"#WiFi has come a long way - from its roots in the 1800s to the breakthroughs of the 1940s. Now, #WiFi7 is set to revolutionize connectivity, powering high-bandwidth and high-impact applications. 🛜 Learn more: https://t.co/nhaWJ3xPFX https://t.co/c5EuECOZzk",0,0
C00305,low_engagement_posts,90,Ingram Micro Holding,coder2,"Ingram Micro honors Juneteenth - celebrating freedom, culture, and the power of progress. #IngramMicro #TogetherIngramMicro https://t.co/GSoXleGpEY",0,0
C00921,high_engagement_posts,22,Ford Motor,coder2,"You’re not dreaming. It’s real. We’re back in #F1, partnering with @RedBullRacing 🏎⚡️ #FordReturns https://t.co/NSLBJ9kQSz",1,1
C00704,type_uncertain,30,Marathon Petroleum,coder2,"Juneteenth is a federal holiday commemorating the reading of a federal general order on June 19, 1865, notifying enslaved people in Texas that the Civil War had ended, and all enslaved people were free.

At MPC, Juneteenth is a time to reflect on African American achievement and resilience and to continue to create an inclusive culture. #Juneteenth",0,0
C00857,random_fortune_sample,66,IBM,coder2,"This year, we're introducing utility-scale dynamic circuits and a C-API for Qiskit to better integrate with high-performance computing (HPC).

This will enable larger, more complex circuits and seamless development across quantum and classical systems. https://t.co/7FBw1P8Mny",0,0
C00536,high_engagement_posts,43,Tesla,coder2,RT @elonmusk: Terafab Project launches in 7 days,0,0
C00232,humor_presence_uncertain,18,Elevance Health,coder2,"Over 700 women die each year from pregnancy-related causes due to lack of available maternal health resources. At Anthem, we’re focusing on addressing social drivers of health to improve maternal health outcomes by supporting community-based initiatives.",0,0
C00427,low_engagement_posts,25,Home Depot,coder2,@jenoftheforrest We’d like the chance to address this w/ leadership. Send details to TeamSocial@homedepot.com. –TeamCare,0,0
