row_id,source,original_file,company_name,tweet_id,tweet_url,created_at,text,humor_presence_binary,humor_type,original_type_value,label_source_detail,text_original,text_mask_wendys_brand,text_mask_brand_product,text_mask_brand_product_competitor,text_mask_campaign_product,text_mask_all_leakage_groups
type_combined_0253,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Target,1571891775568056327,https://x.com/target/status/1571891775568056327,Mon Sep 19 15:59:38 +0000 2022,repeat after me: i got this,1,aggressive,1,coder1,repeat after me: i got this,repeat after me: i got this,repeat after me: i got this,repeat after me: i got this,repeat after me: i got this,repeat after me: i got this
type_combined_0254,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Ford Motor,1920207692368380230,https://x.com/Ford/status/1920207692368380230,Wed May 07 20:02:44 +0000 2025,"RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…",1,affiliative,2,coder1,"RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…","RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…","RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…","RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…","RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…","RT @jimfarley98: Just like his best-selling book “Tuesdays with Morrie,” @MitchAlbom is full of wisdom &amp; inspiring perspectives. It was a p…"
type_combined_0255,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Enterprise Products Partners,1679925663430774785,https://x.com/EProd_Careers/status/1679925663430774785,Fri Jul 14 18:47:44 +0000 2023,"We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer",1,self-enhancing,3,coder1,"We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer","We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer","We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer","We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer","We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer","We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Houston, TX. https://t.co/xvhn5t5lws #ProjectEngineer"
type_combined_0256,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Chevron,1589788504401158144,https://x.com/chevron/status/1589788504401158144,Tue Nov 08 01:14:50 +0000 2022,"""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI",1,affiliative,2,coder1,"""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI","""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI","""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI","""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI","""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI","""Partnership is critical to achieving lower carbon goals..."" so Chevron and JERA are teaming up to advance lower carbon solutions in Asia Pacific and the U.S. Read more here: https://t.co/fbomDDRYYx https://t.co/QnY1555hoI"
type_combined_0257,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,American Airlines Group,2062534905980989812,https://x.com/AmericanAir/status/2062534905980989812,Thu Jun 04 14:00:16 +0000 2026,"⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀",1,affiliative,2,coder2,"⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀","⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀","⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀","⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀","⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀","⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀"
type_combined_0258,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,IBM,2053837532144513376,https://x.com/ibm/status/2053837532144513376,Mon May 11 14:00:00 +0000 2026,"Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.",1,affiliative,2,coder2,"Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.","Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.","Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.","Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.","Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders.","Welcome back to Tech Term of the Week! This week's term → AI IDE - /ˌeɪˈaɪ ˌaɪːˈdiːˈiː/ Definition → short for artificial intelligence integrated development environment, this is a software development environment enhanced with AI capabilities to assist devs with tasks like code generation, debugging and testing in real time. Why it matters → AI IDEs streamline the development process by automating repetitive tasks, surfacing intelligent suggestions, and helping developers move faster with fewer errors. Taken together, these capabilities help make development more efficient, collaborative, and accessible to a wider range of builders."
type_combined_0259,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Enterprise Products Partners,1681713597683212288,https://x.com/EProd_Careers/status/1681713597683212288,Wed Jul 19 17:12:21 +0000 2023,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,1,affiliative,2,coder2,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/v5yLsnoSC0 #TechnicianJobs
type_combined_0260,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Enterprise Products Partners,1679824270325854209,https://x.com/EProd_Careers/status/1679824270325854209,Fri Jul 14 12:04:50 +0000 2023,"Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer",1,affiliative,2,coder2,"Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer","Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer","Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer","Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer","Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer","Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Engineer, Project. Apply today! https://t.co/N2SBeSR35A #ProjectEngineer"
type_combined_0261,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Delta Air Lines,1808538693826732442,https://x.com/Delta/status/1808538693826732442,Wed Jul 03 16:30:00 +0000 2024,We’re halfway through the year. How are we doing on those travel goals 👀,1,affiliative,2,coder2,We’re halfway through the year. How are we doing on those travel goals 👀,We’re halfway through the year. How are we doing on those travel goals 👀,We’re halfway through the year. How are we doing on those travel goals 👀,We’re halfway through the year. How are we doing on those travel goals 👀,We’re halfway through the year. How are we doing on those travel goals 👀,We’re halfway through the year. How are we doing on those travel goals 👀
type_combined_0262,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,IBM,2048764104953770495,https://x.com/ibm/status/2048764104953770495,Mon Apr 27 14:00:01 +0000 2026,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,1,affiliative,2,coder2,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,Thank you for learning with us! What terms do you want to learn about next month? Let us know!
type_combined_0263,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Walt Disney,2064604764646658116,https://x.com/Disney/status/2064604764646658116,Wed Jun 10 07:05:09 +0000 2026,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,1,affiliative,2,coder2,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP,RT @Pixar: Taylor Swift has a friend in Randy Newman at the world premiere of Toy Story 5 https://t.co/DRe55mo6IP
type_combined_0264,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Merck,1329065061667790850,https://x.com/merck/status/1329065061667790850,Wed Nov 18 14:12:58 +0000 2020,"Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs",1,affiliative,2,coder2,"Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs","Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs","Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs","Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs","Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs","Today – join us, @preventionAC, and a panel of #HIV activists for a conversation and Q&amp;A to educate and empower young Americans. Working together, this generation can be the one to help stop the spread. Register now: https://t.co/tUeDkVZaB3 #OwningHIV https://t.co/mea3Nn9LQs"
type_combined_0265,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Prudential Financial,1529189126997680128,https://x.com/Prudential/status/1529189126997680128,Tue May 24 19:54:33 +0000 2022,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,1,affiliative,2,coder2,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8,Prudential is proud to celebrate our Asian-American and Pacific Islander community this #AAPI heritage month. Every day our employees embrace their culture as we work to create an inclusive workspace where everyone feels they belong. https://t.co/IkpNirYup8
type_combined_0266,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Kroger,1316512320370012160,https://x.com/kroger/status/1316512320370012160,Wed Oct 14 22:52:51 +0000 2020,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,1,self-enhancing,3,coder2,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz,Whipped up this Roasted Asparagus with Smoked Salmon &amp; Capers in less than 10 minutes! Quick and easy recipe from @Kroger #ChefbotFridgeCheck #ad https://t.co/zWTrrqKeTz
type_combined_0267,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Sysco,1496620911654432768,https://x.com/sysco/status/1496620911654432768,Wed Feb 23 23:00:05 +0000 2022,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby,1,affiliative,2,coder2,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby,Know an outstanding warehouse associate? Let us know who you'd like to nominate and why! ⬇️ #SyscoWarehouseWednesday Looking for a job in the warehouse? We're hiring. Apply now at https://t.co/gqcLRiz7ew. https://t.co/997dmc1Fby
type_combined_0268,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Lockheed Martin,1973753713878860276,https://x.com/lockheedmartin/status/1973753713878860276,Thu Oct 02 14:15:30 +0000 2025,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,1,self-enhancing,3,coder2,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️,Vote for the X-59 in the Coolest Thing Made in California contest! Quiet supersonic flight in half the time—it doesn’t get cooler than this. Click below to cast your vote!😎🔗⬇️
type_combined_0269,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Walt Disney,2051331661758099538,https://x.com/Disney/status/2051331661758099538,Mon May 04 16:02:34 +0000 2026,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9,1,self-enhancing,3,coder2,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9,A new hero. A new hope. A new era. Don't miss Star Wars: The Mandalorian and Grogu in theaters and IMAX May 22. Get tickets now. https://t.co/oO5Cz6UMdF https://t.co/sFUFd87WI9
type_combined_0270,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,USAA,1868051197481099758,https://x.com/usaa/status/1868051197481099758,Sat Dec 14 21:51:26 +0000 2024,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,1,self-enhancing,3,coder2,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK,Now that’s how you make an entrance to the @ArmyNavyGame. The March On tradition exemplifies the best of @WestPoint_USMA and the @NavalAcademy. https://t.co/av8WXlWhJK
type_combined_0271,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Enterprise Products Partners,1680347084946546688,https://x.com/EProd_Careers/status/1680347084946546688,Sat Jul 15 22:42:19 +0000 2023,"Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4",1,affiliative,2,coder2,"Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4","Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4","Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4","Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4","Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4","Think you would excel as our next Specialist, Senior Systems? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/wjCdHZr3Y4"
type_combined_0272,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder2_labeling_template.csv,Tesla,2042311578264150273,https://x.com/tesla/status/2042311578264150273,Thu Apr 09 18:39:59 +0000 2026,No other car can do this,1,self-enhancing,3,coder2,No other car can do this,No other car can do this,No other car can do this,No other car can do this,No other car can do this,No other car can do this
