"id","tweet_url","text","final_humor_binary","final_humor_source","oof_p_humor_final_tfidf_logreg","oof_pred_humor_final_050","error_type","model_humor","p_humor","p_humor_ml"
"1906741707875483676","https://x.com/Wendys/status/1906741707875483676","Get a $1 JBC or Double Stack all March Madness®. And now for the legal, but we added an emoji to make it cute.
#INTHEWENDYSAPPWITHOFFERANDADDITIONALPURCHASE","1","coder2","0.639416","1","true_positive","1","0.5218","0.470394"
"1905709754686788031","https://x.com/Wendys/status/1905709754686788031","Freeze your meeting, not your burgers. https://t.co/YDWr58Z49k https://t.co/ADx5QdbXzs","0","coder2","0.413650","0","true_negative","1","0.5099","0.171587"
"1905005766244815166","https://x.com/Wendys/status/1905005766244815166","If you see Drew and I both frozen on the same meeting, no you didn’t https://t.co/YDWr58YwjM https://t.co/xRa29ojreh","0","coder2","0.419663","0","true_negative","0","0.4895","0.289967"
"1904642614470545836","https://x.com/Wendys/status/1904642614470545836","morning routine https://t.co/QwyhwqGTzo","0","coder2","0.289236","0","true_negative","0","0.3475","0.243298"
"1904565120010723568","https://x.com/Wendys/status/1904565120010723568","For all of March Madness®, get a $1 JBC or Double Stack in the Wendy’s app. Don’t worry about forgetting, we have a simple hashtag to help you remember: #DollarJBCorDoubleStackinWendysAppWithOfferLegalSaidToIncludeWithAdditionalPurchase","1","coder2","0.642502","1","true_positive","0","0.4697","0.557818"
"1903162702585008400","https://x.com/Wendys/status/1903162702585008400","Freeze your meeting, not your burger. Download the Chrome extension to get back to the game faster. https://t.co/YDWr58Z49k https://t.co/i5Ll8LGNgK","0","coder2","0.576603","1","false_positive","0","0.4971","0.252225"
"1903112530345521579","https://x.com/Wendys/status/1903112530345521579","hang the banner @VandyMBB https://t.co/uqk1MMR3d6","0","coder2","0.237912","0","true_negative","0","0.3562","0.286249"
"1901851793795219858","https://x.com/Wendys/status/1901851793795219858","March Madness bracket if  you picked each matchup by which School's home stadium is closest to an @Wendys location https://t.co/HBiHGjsNdg","1","coder2","0.501429","1","true_positive","0","0.4391","0.415283"
"1899970489797271587","https://x.com/Wendys/status/1899970489797271587","BIGGIE BAGS FLY FREE https://t.co/59iYwMlcCW","0","coder2","0.391341","0","true_negative","0","0.4880","0.126109"
"1893347732040880523","https://x.com/Wendys/status/1893347732040880523","Your outie dips their fries in their Thin Mints Frosty 
Your outie keeps their thin mints in the freezer 
Your outie uses X in light mode","1","coder2","0.661749","1","true_positive","1","0.5074","0.438949"
"1892979312707473537","https://x.com/Wendys/status/1892979312707473537","Im gonna show up at your door selling Thin Mints Frosty","1","coder2","0.640411","1","true_positive","1","0.5592","0.491491"
"1889052840129114344","https://x.com/Wendys/status/1889052840129114344","if you thought my burgers were fresh, wait till u see my whip 🏁","0","coder2","0.607258","1","false_positive","1","0.5916","0.44814"
"1886095648572760240","https://x.com/Wendys/status/1886095648572760240","If i see my shadow u get 6 more weeks of vanilla frosty","1","coder2","0.387966","0","false_negative","1","0.5041","0.491491"
"1881055482015805887","https://x.com/Wendys/status/1881055482015805887","Thank you Mr. Beast","0","coder2","0.588948","1","false_positive","1","0.5301","0.40964"
"1879984832446623928","https://x.com/Wendys/status/1879984832446623928","Can’t believe we’re getting TikTok ban before gta 6","1","coder2","0.602877","1","true_positive","1","0.6055","0.450057"
"1879575467256422436","https://x.com/Wendys/status/1879575467256422436","4pc in 4k https://t.co/w8cOOHtz6P","0","coder2","0.388090","0","true_negative","0","0.4586","0.08009"
"1874116245085446380","https://x.com/Wendys/status/1874116245085446380","2025 = 45^2

It's a perfect square.  It will probably be the only perfect square year you ever get to live in.

The last time that occurred was in 1936.  The next will be in 2116.

So, make 2025 a perfect year for you.","1","coder2","0.677128","1","true_positive","1","0.5537","0.442315"
"1869446006234104036","https://x.com/Wendys/status/1869446006234104036","Do you pronounce it caramel or do u pronounce it wrong?","0","coder2","0.582484","1","false_positive","1","0.6091","0.44814"
"1869053674779291778","https://x.com/Wendys/status/1869053674779291778","Keep things roasty this holiday season. https://t.co/UG4KDOSndU","0","coder2","0.391823","0","true_negative","0","0.4656","0.295523"
"1868743844931797186","https://x.com/Wendys/status/1868743844931797186","Frosty Key Tag: It’s like the best investment of your life except it’s free frosty treats but same vibes.","0","coder2","0.507109","1","false_positive","1","0.5015","0.608979"
"1865181393224974679","https://x.com/Wendys/status/1865181393224974679","idk, i like our version better https://t.co/lxLle9WjFt","0","coder2","0.386282","0","true_negative","0","0.4862","0.370498"
"1864360277942075898","https://x.com/Wendys/status/1864360277942075898","my aesthetic is Laufey + salted caramel frosty 🥺","0","coder2","0.388567","0","true_negative","1","0.5420","0.452991"
"1861447874346934316","https://x.com/Wendys/status/1861447874346934316","REPORT: Naive Little Salted Caramel Frosty Totally Unaware Woman’s Happiness Rests on Her Shoulders","0","coder2","0.444372","0","true_negative","1","0.5521","0.453506"
"1859714761916555425","https://x.com/Wendys/status/1859714761916555425","“U changed my life” I’m literally just a salted caramel frosty","0","coder2","0.352283","0","true_negative","1","0.5380","0.467592"
"1859336640713330801","https://x.com/Wendys/status/1859336640713330801","It’s the only book u can read upside-down https://t.co/vJ0ZsNeQFY","0","coder2","0.600307","1","false_positive","1","0.5881","0.11859"
"1849526709361480181","https://x.com/Wendys/status/1849526709361480181","but this IS how you eat Wendy's Breakfast Burrito","0","coder2","0.556168","1","false_positive","1","0.5526","0.457887"
"1847306069816594818","https://x.com/Wendys/status/1847306069816594818","When mom doesn’t stop for a Wendy’s Krabby Patty Kollab burger https://t.co/jZgDsddw1l","1","coder2","0.561327","1","true_positive","1","0.5457","0.249461"
"1844751905022447697","https://x.com/Wendys/status/1844751905022447697","this guy https://t.co/YwNEDcYzgH","0","coder2","0.326764","0","true_negative","0","0.4652","0.243738"
"1843779609789378824","https://x.com/Wendys/status/1843779609789378824","REV UP THOSE FRYERS https://t.co/iGRVIYwGjO","0","coder2","0.495463","0","true_negative","0","0.4850","0.08009"
"1843405888624963775","https://x.com/Wendys/status/1843405888624963775","America tomorrow https://t.co/BG87XHjcvj","0","coder2","0.312245","0","true_negative","0","0.4998","0.246343"
"1842315701081530795","https://x.com/Wendys/status/1842315701081530795","when wendy’s krabby patty kollab gets announced but you gotta wait til tuesday https://t.co/UBztx3sg66","0","coder2","0.532555","1","false_positive","1","0.5814","0.287961"
"1841548608854016300","https://x.com/Wendys/status/1841548608854016300","BBBBRRREAKING NEWWWS https://t.co/Vw5FulLl0U","0","coder2","0.059233","0","true_negative","0","0.3475","0.08009"
"1841265943395082611","https://x.com/Wendys/status/1841265943395082611","If you want something done right, you gotta do it yourself. https://t.co/jEKOYLjxGc","1","coder2","0.529346","1","true_positive","1","0.5495","0.399479"
"1839411514715090949","https://x.com/Wendys/status/1839411514715090949","I scream. You scream. We all scream for working ice cream machines. https://t.co/8cAJRNFGKS","0","coder2","0.383197","0","true_negative","1","0.5511","0.08009"
"1839266928679845920","https://x.com/Wendys/status/1839266928679845920","Downtown Chicago. 6AM. @Wendys trolling @McDonalds and I’m here for it. https://t.co/bhfpszCtxE","0","coder2","0.524107","1","false_positive","0","0.4527","0.34367"
"1836585948496162855","https://x.com/Wendys/status/1836585948496162855","When you have a leaky faucet, you go to Angie’s List, but when you have a grievance, you go to Angie’s Scroll #RHOSLC","0","coder2","0.660881","1","false_positive","1","0.6217","0.40964"
"1835137149286379953","https://x.com/Wendys/status/1835137149286379953","@Wendys this is not how you eat burritos. 😀😃🙂🙃 https://t.co/UJTtycnwjr","0","coder2","0.427504","0","true_negative","0","0.4676","0.388581"
"1834619968442323418","https://x.com/Wendys/status/1834619968442323418","POV: me going straight from bed to the couch every Saturday","1","coder2","0.553828","1","true_positive","1","0.5524","0.457738"
"1834347199402229959","https://x.com/Wendys/status/1834347199402229959","Absolutely no fun was had at our commercial shoot today… 🤣🚀 

Special thanks to our amazing partners at @Wendys 🫶 https://t.co/QoZNAgR4ZG","0","coder2","0.434233","0","true_negative","0","0.4608","0.383454"
"1833595083490238906","https://x.com/Wendys/status/1833595083490238906","???!?!?!?!WHO EATS A BURRITO LIKE THIS?!?!?!?! @Wendys https://t.co/QkwBdIHaql","0","coder2","0.287941","0","true_negative","0","0.4315","0.347417"
"1827852148366843989","https://x.com/Wendys/status/1827852148366843989","Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. See? Life still has meaning - even on Monday mornings. https://t.co/9ANLjAkbTt","1","coder2","0.410026","0","false_negative","0","0.4666","0.167152"
"1826437118563889607","https://x.com/Wendys/status/1826437118563889607","“The Bland Budapest Motel”","0","coder2","0.651864","1","false_positive","1","0.5516","0.40964"
"1826432938801570164","https://x.com/Wendys/status/1826432938801570164","“We Bought A Streaming App”","0","coder2","0.577208","1","false_positive","1","0.5593","0.498158"
"1826432611092136230","https://x.com/Wendys/status/1826432611092136230","“Appetite Gone in 60 Seconds”","0","coder2","0.537888","1","false_positive","0","0.4634","0.40964"
"1826432485950898219","https://x.com/Wendys/status/1826432485950898219","“Forgetting Sarah Marshall’s Order”","0","coder2","0.391291","0","true_negative","0","0.4996","0.437437"
"1826432151862026427","https://x.com/Wendys/status/1826432151862026427","Can’t wait to watch… 
“Any Given Day but Sunday” 
a thread 🧵","0","coder2","0.515284","1","false_positive","1","0.5304","0.42338"
"1825310472368791724","https://x.com/Wendys/status/1825310472368791724","Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. Also means monday morning but forget that part.","1","coder2","0.513245","1","true_positive","1","0.5194","0.208769"
"1822772454533579005","https://x.com/Wendys/status/1822772454533579005","Unhappy Hour is tomorrow so yew can get a $1 Honey Buddy w purchase in the app. Does that help?","0","coder2","0.548586","1","false_positive","0","0.4685","0.199965"
"1821635837161029764","https://x.com/Wendys/status/1821635837161029764","@NYTGames Why ru playing games 😔 @NYTGames","0","coder2","0.393405","0","true_negative","0","0.3692","0.467293"
"1821610694745485569","https://x.com/Wendys/status/1821610694745485569","@NYTGames why u flirtin with me","0","coder2","0.444786","0","true_negative","0","0.4510","0.505793"
"1821610561962176956","https://x.com/Wendys/status/1821610561962176956","Wordle 1,146 1/6

🟩🟩🟩🟩🟩","0","coder2","0.523510","1","false_positive","1","0.5298","0.47614"
"1820231911635087503","https://x.com/Wendys/status/1820231911635087503","Unhappy Hour: get a $1 Honey Buddy w purchase in the app. Monday mornings, it’s literally the least we could do.

Hope that’s enough.","0","coder2","0.602629","1","false_positive","1","0.5513","0.222019"
"1818340302802850216","https://x.com/Wendys/status/1818340302802850216","My saucy nuggs get such a good block from the table they do a yurchenko double pike into my mouth","1","coder2","0.685473","1","true_positive","1","0.5707","0.433352"
"1811795717297508777","https://x.com/Wendys/status/1811795717297508777","That’s cute. 

We’ve got free fries every Friday in the app. All year long.","0","coder2","0.571021","1","false_positive","1","0.5062","0.293194"
"1811499139739398639","https://x.com/Wendys/status/1811499139739398639",".@nytgames it’s literally been a word since 2007 https://t.co/flCQAfCAjP","0","coder2","0.352782","0","true_negative","0","0.4159","0.29212"
"1811077661101301959","https://x.com/Wendys/status/1811077661101301959","Workin’ on the ol’ photoshop skills again…
Hit us up if your profile pic needs some sauce","1","coder2","0.698611","1","true_positive","0","0.4872","0.40964"
"1810668075450036606","https://x.com/Wendys/status/1810668075450036606","McDonald’s are giving away free fries on National French Fry Day, July 12th https://t.co/B8V25hppkI","0","coder2","0.487982","0","true_negative","1","0.5648","0.310121"
"1810406280198299682","https://x.com/Wendys/status/1810406280198299682","Missing messy? Well, our saucy nuggs are just sitting there waiting for ya. Go messy!","0","coder2","0.627371","1","false_positive","1","0.5244","0.407327"
"1810007794310840603","https://x.com/Wendys/status/1810007794310840603","Whenever i need new tires i just pull up to a pit crew during a nascar race @NASCARChicago","1","coder2","0.599158","1","true_positive","0","0.4547","0.431928"
"1808626600872665366","https://x.com/Wendys/status/1808626600872665366",".@shanevg97 you asked for some sauce for your race in Chicago. This work? https://t.co/e67YBsIvdK","1","coder2","0.519642","1","true_positive","0","0.3978","0.349225"
"1806348032662802747","https://x.com/Wendys/status/1806348032662802747","ANYTHING IS SAUCE-A-BLEEEEEEEEEE","0","coder2","0.549628","1","false_positive","1","0.5088","0.40964"
"1806180519689834523","https://x.com/Wendys/status/1806180519689834523","Never change Deuce. 

DaRon Holmes II (@DaRonagon) joked about getting free @Wendys sauces as a new member of the Nuggets and that he needs an inhaler for the altitude in Denver. 😂 @WDTN 

You got a great one, @nuggets fans.

(📽️: @NBA) https://t.co/tJ1bDyME5N","0","coder2","0.610439","1","false_positive","0","0.3835","0.459975"
"1806116941091811827","https://x.com/Wendys/status/1806116941091811827","Whoever becomes a nugget tonight gets FREE saucy nuggets for a year 👀","0","coder2","0.605251","1","false_positive","1","0.5261","0.451267"
"1801112110136500397","https://x.com/Wendys/status/1801112110136500397","Like this tweet (no one will see it)","0","coder2","0.728526","1","false_positive","1","0.5853","0.430382"
"1801106753884434800","https://x.com/Wendys/status/1801106753884434800","Wait now I wanna see ur likes","0","coder2","0.400033","0","true_negative","1","0.5231","0.44814"
"1793796655512183145","https://x.com/Wendys/status/1793796655512183145","Stop taking the concept of a Biggie Bag and making it worse","1","coder2","0.564332","1","true_positive","1","0.5735","0.40964"
"1793780306484285515","https://x.com/Wendys/status/1793780306484285515","Burger King to launch $5 value meal ahead of McDonald's, Bloomberg News reports https://t.co/X7zmrnINjM https://t.co/jAgCVLjwkH","0","coder2","0.557395","1","false_positive","1","0.5176","0.171587"
"1793669887094927716","https://x.com/Wendys/status/1793669887094927716","What’s this called? https://t.co/yn4TwIhXnu","0","coder2","0.439735","0","true_negative","1","0.5252","0.08009"
"1787884953876705769","https://x.com/Wendys/status/1787884953876705769","same energy https://t.co/piNJhbGVin","0","coder2","0.396320","0","true_negative","1","0.5064","0.11859"
"1787542849061626009","https://x.com/Wendys/status/1787542849061626009","me inventing the mcflurry fries","0","coder2","0.706789","1","false_positive","1","0.6418","0.406322"
"1785760296335822857","https://x.com/Wendys/status/1785760296335822857","I’ll say it again https://t.co/C0TO0cW54C","0","coder2","0.553839","1","false_positive","1","0.5395","0.315835"
"1785674044190175475","https://x.com/Wendys/status/1785674044190175475","McDonald’s announced plans to create their largest burger ever https://t.co/IMnQErb8sy","1","coder2","0.513397","1","true_positive","1","0.5073","0.08009"
"1785401765271101734","https://x.com/Wendys/status/1785401765271101734","Look between CAPS LOCK and RETURN on your keyboard. That’s the alphabet. Use it to write an original joke.","1","coder2","0.718496","1","true_positive","1","0.5674","0.442821"
"1783201437113082357","https://x.com/Wendys/status/1783201437113082357","Congrats 👑@reggiebush
Can we get our burger back now https://t.co/nSSLMRUv7m","1","coder2","0.314674","0","false_negative","0","0.4351","0.25362"
"1783192374044184957","https://x.com/Wendys/status/1783192374044184957","You can get chili for $1 with purchase in the app today.
Which means you should get a @Cinnabon Pull-Apart to go with it and then like walk around and make people mad or sumthn. https://t.co/FGv8IS89zC","1","coder2","0.612721","1","true_positive","0","0.4840","0.293443"
"1781058134250758398","https://x.com/Wendys/status/1781058134250758398","You're welcome https://t.co/cJVqUJJ8u3","0","coder2","0.491805","0","true_negative","1","0.5266","0.08009"
"1779914355594727486","https://x.com/Wendys/status/1779914355594727486","I thought I could file my taxes on tumblr but apparently that is incorrect","0","coder2","0.628266","1","false_positive","1","0.6061","0.40964"
"1778907905896435764","https://x.com/Wendys/status/1778907905896435764","Does this make sense or have you not experienced joy? https://t.co/AjFkef0wfY","0","coder2","0.421268","0","true_negative","1","0.5450","0.288965"
"1775209957358522399","https://x.com/Wendys/status/1775209957358522399","New @Cinnabon Pull-Apart? It’s okay to have just a lil’ treat. 🥹","1","coder2","0.630169","1","true_positive","0","0.4925","0.431928"
"1769882785836371981","https://x.com/Wendys/status/1769882785836371981","@tuasleftnut @MarchMadnessMBB @CBSSportsCBB @SickosCBB @SickosCommittee In that case https://t.co/OolCKBv0XX","0","coder2","0.467911","0","true_negative","0","0.4068","0.423532"
"1769784989338464723","https://x.com/Wendys/status/1769784989338464723","fry put my hand up on fry hip. When fry dip you dip we dip","0","coder2","0.698518","1","false_positive","1","0.5821","0.371237"
"1767684773659418706","https://x.com/Wendys/status/1767684773659418706","everything’s fine https://t.co/38Ku9IouH6","0","coder2","0.365759","0","true_negative","0","0.4982","0.261037"
"1767666525698207989","https://x.com/Wendys/status/1767666525698207989","The voices did not stop. They are louder now","0","coder2","0.707581","1","false_positive","1","0.6031","0.458001"
"1757905771189190791","https://x.com/Wendys/status/1757905771189190791","Struggling to keep the romance fresh? Let Wendy’s &amp; Josh help with perfect pairing package. https://t.co/BSFaYwVdlv","1","coder2","0.462001","0","false_negative","0","0.4794","0.373941"
"1757549861858119986","https://x.com/Wendys/status/1757549861858119986","Critics are calling “Wendy and Josh Are Just Friends,” “Like Normal People, but much shorter and more burgers.” Grab a Baconator, pour a glass of @joshcellars, and cozy up with our Valentine’s Day read:   https://t.co/UPHQnPnp7k","0","coder2","0.552705","1","false_positive","0","0.4870","0.444641"
"1757109191762747848","https://x.com/Wendys/status/1757109191762747848",". @joshcellars burgers are fun
red wine is posh
wanna pair up?
nvm blame it on the Josh https://t.co/i8bRaSup6s","1","coder2","0.466190","0","false_negative","1","0.5050","0.356268"
"1755700112045580732","https://x.com/Wendys/status/1755700112045580732","Thanks for a great AMA! @McDonalds  thank you for the paid support and letting us take over for the day. Talk soon!","0","coder2","0.425793","0","true_negative","0","0.4195","0.446045"
"1755671017173774387","https://x.com/Wendys/status/1755671017173774387","Speaking of burglary, we’re taking this AMA. Ask us anything. https://t.co/w9JkcBUkg9 https://t.co/bJbwt5CfLx","0","coder2","0.390449","0","true_negative","1","0.5017","0.171587"
"1752389070351675762","https://x.com/Wendys/status/1752389070351675762","Pookie looking absolutely fire https://t.co/zx9zjINi7m","0","coder2","0.059233","0","true_negative","1","0.5086","0.08009"
"1750997136404029658","https://x.com/Wendys/status/1750997136404029658","https://t.co/A2e8OWmrfx","0","coder2","0.056582","0","true_negative","0","0.3475","0.08009"
"1750522723510493356","https://x.com/Wendys/status/1750522723510493356","McDonald’s is releasing a Double Big Mac https://t.co/M8IhDWesyG","0","coder2","0.427192","0","true_negative","0","0.4694","0.300013"
"1748061377682387211","https://x.com/Wendys/status/1748061377682387211","Finally got mine 🥰 https://t.co/Wbg0cebnYJ","0","coder2","0.343936","0","true_negative","0","0.4733","0.258644"
"1747413044945117351","https://x.com/Wendys/status/1747413044945117351","RT @TeamTrackhouse: Order up! The House is getting 𝗕𝗶𝗴𝗴𝗶𝗲𝗿 in 2024.

🍔: https://t.co/ikk9c2Ivgu https://t.co/th9UsnrRTu","0","coder2","0.271259","0","true_negative","0","0.4123","0.350621"
"1747408308141494598","https://x.com/Wendys/status/1747408308141494598","Order up! The House is getting 𝗕𝗶𝗴𝗴𝗶𝗲𝗿 in 2024.

🍔: https://t.co/ikk9c2Ivgu https://t.co/th9UsnrRTu","0","coder2","0.286449","0","true_negative","0","0.4749","0.295767"
"1744381160086524197","https://x.com/Wendys/status/1744381160086524197","sometimes a vanilla frosty after 8 months is enough to stop the voices","1","coder2","0.555046","1","true_positive","1","0.5483","0.452991"
"1724894653793833227","https://x.com/Wendys/status/1724894653793833227","On the 1st Wednesday of Nuggetmas my true love gave to me: FREE NUGGETS.
.
.
.
.

Get a free 6 pc Nuggs today with any purchase from our in-app offer.
Limited time only at participating U.S. Wendy’s. Account registration required.","1","coder2","0.556609","1","true_positive","0","0.4502","0.458683"
"1724568790820687971","https://x.com/Wendys/status/1724568790820687971","https://t.co/2m6fIRFQvX","0","coder2","0.056582","0","true_negative","0","0.3475","0.08009"
"1720890415690256753","https://x.com/Wendys/status/1720890415690256753","helping @LisaBarlow7 get her rings insured today just in case. #BravoCon https://t.co/aH8xmU9sGB","0","coder2","0.476763","0","true_negative","0","0.4047","0.310815"
"1720855479293731083","https://x.com/Wendys/status/1720855479293731083","Attack this croissant am i right https://t.co/h3zS2Rfkhw","0","coder2","0.369094","0","true_negative","1","0.5138","0.330144"
"1716894851499966760","https://x.com/Wendys/status/1716894851499966760","WHERE IS WENDY","1","coder2","0.672671","1","true_positive","1","0.5367","0.467222"
"1708923043551338818","https://x.com/Wendys/status/1708923043551338818","The Starting Lineup
Corner Three Days Grace 
Step Back Sunday","0","coder2","0.469856","0","true_negative","1","0.5153","0.40964"
"1708846678881513926","https://x.com/Wendys/status/1708846678881513926","“I’m emo” 

- Jimmy Butler 

(Via @ByTimReynolds ) https://t.co/IrL9Nqqvyv","0","coder2","0.186376","0","true_negative","0","0.2901","0.286249"
"1705356808959787436","https://x.com/Wendys/status/1705356808959787436","Fun fact, these are doubloons. https://t.co/GjW2QACWt3","0","coder2","0.483017","0","true_negative","1","0.5165","0.323495"
"1703862493611802817","https://x.com/Wendys/status/1703862493611802817","Today is the day that is good and nothing bad happens. Yup, National Cheeseburger day. Celebrate with a 1 cent jbc with any purchase in the app.","0","coder2","0.543461","1","false_positive","0","0.4826","0.299989"
"1699798695691395159","https://x.com/Wendys/status/1699798695691395159","https://t.co/OQOqI9VO8g","0","coder2","0.056582","0","true_negative","0","0.3475","0.08009"
"1699796550636200229","https://x.com/Wendys/status/1699796550636200229","https://t.co/l4bH6S4RXz","0","coder2","0.059233","0","true_negative","0","0.3475","0.08009"
"1692596616299999573","https://x.com/Wendys/status/1692596616299999573","https://t.co/PZH0rWXOC4","0","coder2","0.053075","0","true_negative","0","0.3475","0.08009"
"1684338270325424129","https://x.com/Wendys/status/1684338270325424129","My red flag is thinking she still thinks about me https://t.co/AYfjEK0Gve","0","coder2","0.447011","0","true_negative","1","0.5534","0.08009"
"1683273880004173824","https://x.com/Wendys/status/1683273880004173824","That’s his most expensive X yet 😮","0","coder2","0.706296","1","false_positive","1","0.6170","0.40964"
"1681758534982148097","https://x.com/Wendys/status/1681758534982148097","F*dge it. 27 minutes of food footage https://t.co/sgKlje7vmI","0","coder2","0.412419","0","true_negative","1","0.5535","0.318062"
"1677057469187518465","https://x.com/Wendys/status/1677057469187518465","I AM SUING OUR THREADS ACCOUNT","0","coder2","0.462678","0","true_negative","1","0.5133","0.446407"
"1674801534251552769","https://x.com/Wendys/status/1674801534251552769","Straw #Barbie Frosty? https://t.co/G92L2Fo8f8","0","coder2","0.175464","0","true_negative","0","0.4488","0.285033"
"1673337925763776513","https://x.com/Wendys/status/1673337925763776513","And Baconate https://t.co/IUvcqDW4f4","0","coder2","0.387279","0","true_negative","0","0.3858","0.08009"
"1671254412919205888","https://x.com/Wendys/status/1671254412919205888","https://t.co/wyUBSllNxt","0","coder2","0.056582","0","true_negative","0","0.3475","0.08009"
"1669414854078218240","https://x.com/Wendys/status/1669414854078218240","https://t.co/qPNHucr5nI","0","coder2","0.051215","0","true_negative","0","0.3475","0.08009"
"1668661154325966852","https://x.com/Wendys/status/1668661154325966852","https://t.co/MbvA7eagxO","0","coder2","0.051215","0","true_negative","0","0.3475","0.08009"
"1667183491551821832","https://x.com/Wendys/status/1667183491551821832","@TheDrum You know why Wendys hasnt posted a ChatGPT ad? They dont cut corners.","1","coder1","0.555057","1","true_positive","0","0.4744","0.485733"
"1663376242433720321","https://x.com/Wendys/status/1663376242433720321","guess this means they went with our script 💅🔥⛏️ @nuggets @miamiHEAT @NBA #HeatNuggets https://t.co/mcdvyAyQQL","1","coder1","0.332585","0","false_negative","0","0.4132","0.418969"
"1662099102618857473","https://x.com/Wendys/status/1662099102618857473","https://t.co/Hf7jv9iDRg","0","coder2","0.064763","0","true_negative","0","0.3475","0.08009"
"1661089747027017748","https://x.com/Wendys/status/1661089747027017748","Thank you to everyone who participated in our little breakfast experimeat. If you missed it, we hope you can figure yourself out and grab some $3 Breakfast.","0","coder1","0.657043","1","false_positive","1","0.5902","0.425328"
"1658178790713876486","https://x.com/Wendys/status/1658178790713876486","A Frosty is a sweet treat. It is a drink. It is a sauce. It is fearless. It’s Frosty and it’s the new look for summer 🍓","1","coder1","0.511308","1","true_positive","1","0.5449","0.450751"
"1655950878724202499","https://x.com/Wendys/status/1655950878724202499","Starting tomorrow, we’ll be fulfilling a handful of requests for anyone that needs a message from the one and only me. While you’re waiting, go ahead and grab a free fry when you get a Strawberry Frosty in the app https://t.co/7aEzQi8dIK https://t.co/RqhVNDehES","0","coder1","0.390065","0","true_negative","0","0.4779","0.223715"
"1654524291231129600","https://x.com/Wendys/status/1654524291231129600","https://t.co/PBcoTxw1zV","0","coder2","0.059233","0","true_negative","0","0.3475","0.08009"
"1654284843490988033","https://x.com/Wendys/status/1654284843490988033","RT @Spitalfield98: Dearest @Wendys — if you help promote our Remember Right Now 20 Year Anniversary Tour with a RT, we will send *you* free…","0","coder2","0.389377","0","true_negative","0","0.4923","0.506064"
"1654276971214299136","https://x.com/Wendys/status/1654276971214299136","Dearest @Wendys — if you help promote our Remember Right Now 20 Year Anniversary Tour with a RT, we will send *you* free food for a month! [wsg on select dates: @RookieOfTheYear + @ValenciaShane + @heybobnanna] 🖤🖤🖤 TICKETS: https://t.co/5bxGHadYA7 https://t.co/JspQNpNNjr","0","coder2","0.383950","0","true_negative","0","0.4638","0.454307"
"1653824235846901769","https://x.com/Wendys/status/1653824235846901769","How are you doing? https://t.co/X1mGkQwZsh","0","coder2","0.523171","1","false_positive","1","0.5029","0.297138"
"1651965168270671872","https://x.com/Wendys/status/1651965168270671872","https://t.co/dyZwO11Voc","0","coder2","0.056582","0","true_negative","0","0.3475","0.08009"
"1650820225728741378","https://x.com/Wendys/status/1650820225728741378","Hey @Wendys..... what's happening on your fb","1","coder2","0.501277","1","true_positive","0","0.4537","0.421056"
"1648417729508958215","https://x.com/Wendys/status/1648417729508958215","Where’s the beef?","1","coder2","0.523835","1","true_positive","1","0.5430","0.40964"
"1648372138863214613","https://x.com/Wendys/status/1648372138863214613","This is where the yellow boxes are 🟨","0","coder2","0.681799","1","false_positive","1","0.5410","0.40964"
"1648334094319882240","https://x.com/Wendys/status/1648334094319882240","McDonald's announced they're changing their burgers.  
Big Macs &amp; other burgers are getting softer buns, meltier cheese, tastier onions, and Big Macs are getting more Big Mac sauce. 

The changes are rolling out slowly. What do you think of this? https://t.co/7NvFsRco8w","1","coder2","0.565172","1","true_positive","1","0.5314","0.392535"
"1646139417172783117","https://x.com/Wendys/status/1646139417172783117","Play the full clip 😉","0","coder1","0.466600","0","true_negative","1","0.5516","0.40964"
"1646136173037772800","https://x.com/Wendys/status/1646136173037772800","*clears throat* It’s #NationalRoastDay on TikTok https://t.co/YhNuzeZpuP","0","coder1","0.551164","1","false_positive","1","0.5496","0.613548"
"1646128960802111489","https://x.com/Wendys/status/1646128960802111489","thanks for the roast @Wendys https://t.co/CCFo2CXouL","0","coder2","0.313758","0","true_negative","0","0.3768","0.579245"
"1644140500218179585","https://x.com/Wendys/status/1644140500218179585","I’m a burger girl, in a burger world https://t.co/E5UsSIHwBE","1","coder1","0.484391","0","false_negative","0","0.4996","0.310117"
"1641560467918270465","https://x.com/Wendys/status/1641560467918270465","Your hour starts now!

From now until 7 PM EDT get up to ❗️$30 off❗️ when you add a Biggie Bag to your Wendy's DoorDash order. DON'T FORGET: make sure your cart has at least a $12 subtotal before you apply the code. 

Promo code BIGGIE","0","coder1","0.775367","1","false_positive","1","0.5562","0.477499"
"1633912561732145156","https://x.com/Wendys/status/1633912561732145156","say hi before you keep scrolling pls","0","coder2","0.541678","1","false_positive","0","0.4672","0.423786"
"1626647347584286720","https://x.com/Wendys/status/1626647347584286720","That’s the perfect place for people that don’t like beef tbh","1","coder1","0.642294","1","true_positive","1","0.5189","0.523413"
"1625171742267256839","https://x.com/Wendys/status/1625171742267256839","Just kidding, found it. #Daytona500 #NASCAR","1","coder2","0.743879","1","true_positive","1","0.6427","0.397171"
"1625171069064839168","https://x.com/Wendys/status/1625171069064839168",".@Wendys https://t.co/BJXFKYHQZo","0","coder2","0.102378","0","true_negative","0","0.2901","0.286249"
