id,tweet_url,created_year,created_month,created_day,created_time,text,humor_score,log1p_humor_score,p_humor_ml,log1p_p_humor_ml,weak_humor_label,weak_label_source,dominant_topic,dominant_topic_weight,review_priority,human_humor_label,human_notes
1440059703296348161,https://x.com/Wendys/status/1440059703296348161,2021,9,20,21:06:02,Mid donalds,0.0,0.0,0.40964,0.343334,,unlabeled,0,0.0,boundary_case,,
1258109329816813568,https://x.com/Wendys/status/1258109329816813568,2020,5,6,19:00:13,"A final batch of clues to bring it home on Cyber Search day 3. Did you score big today, or is your treasure coming tomorrow? https://t.co/H9bM7rWONS https://t.co/MGgpXugsPI",0.5,0.4054651081081644,0.53806,0.430522,1,humor_score>=0.60 or strong_cue,5,0.066217,boundary_case,,
1254847872614502402,https://x.com/Wendys/status/1254847872614502402,2020,4,27,19:00:21,"Wendy Morty is waiting for you. This Morty loves two things: Being fresh, and never being frozen. @Wendys #ad https://t.co/tgPq7bl7rb",0.0,0.0,0.433579,0.360174,,unlabeled,2,0.063602,boundary_case,,
1254067898349428737,https://x.com/Wendys/status/1254067898349428737,2020,4,25,15:21:01,"We gave you a GroupNug, now send some to a friend. Use Postmates code: NUGHUG and send a loved one free 10pc. nugs with free delivery fee by ordering Wendy’s through Postmates! This weekend only.",0.0,0.0,0.415231,0.347293,,unlabeled,5,0.068003,boundary_case,,
1395802538310606852,https://x.com/Wendys/status/1395802538310606852,2021,5,21,18:03:52,Wendy’s Frosty-ccino is cold brew with Frosty creamer. Overwatch is a video game celebrating its 5th anniversary. Twitch is where they meet. https://t.co/P0GZ7DIn5g,0.0,0.0,0.440866,0.365244,,unlabeled,7,0.219949,boundary_case,,
1509591862335655943,https://x.com/Wendys/status/1509591862335655943,2022,3,31,18:02:01,"The  #BestOfTweets Brand Bracket Semifinals are here.

In this round, Conversation Starters and Iconic Mascots collide. But you pick who will advance to the finals. 

✈️ @Delta’s travel tips
VS
🍟 @Wendys infamous spice

Vote now!",0.26,0.23111172096338664,0.407963,0.342144,,unlabeled,4,0.120684,boundary_case,,
1491487068584824843,https://x.com/Wendys/status/1491487068584824843,2022,2,9,19:00:02,Soggy fries where? I don’t have any.,0.0,0.0,0.446982,0.36948,,unlabeled,5,0.053662,boundary_case,,
1419719465453953024,https://x.com/Wendys/status/1419719465453953024,2021,7,26,18:01:12,Expand your  ✨🧠𝑀𝐼𝐼𝐼𝐼𝐼𝒩𝒟🧠✨and keep your pockets lined with BOGO $1.,0.0,0.0,0.40964,0.343334,,unlabeled,5,0.021615,boundary_case,,
2014446063961178239,https://x.com/Wendys/status/2014446063961178239,2026,1,22,21:12:22,If Scottie Scheffler wins this week I will only eat Wendy’s chili for a month. It’s not happening folks. ZERO chance.,0.0,0.0,0.447086,0.369552,,unlabeled,2,0.06962,boundary_case,,
1216894246021713920,https://x.com/Wendys/status/1216894246021713920,2020,1,14,01:26:11,Looked who dropped by to see what Spicy Nuggets were supposed to taste like.,0.0,0.0,0.482731,0.393886,,unlabeled,5,0.054531,boundary_case,,
