candidate_id,tweet_id,text_hash,human_humor_presence,human_humor_type,dup_flag,dup_detail
B00373,1521531301689495552,3f720c7ebfc4,0,,no_dup,
B01178,1590767973580804096,803e9e39a64d,0,,no_dup,
B00557,1999548637353754880,800187b8621f,0,,no_dup,
B01038,1567890548169777152,12b7f18b1498,0,,no_dup,
B01224,1723863826192298240,095e007def44,1,3,no_dup,
B00793,1696942328819204608,afbed87894ac,0,,no_dup,
B00264,1856021828159873024,f91b08b71cd0,0,,no_dup,
B01016,1534555574683181056,80faa896dfd7,0,,no_dup,
B01050,2044832732274901504,1c2ce240c7fe,0,,no_dup,
B00329,1645766265967980544,4b35ce8483a6,0,,no_dup,
B00197,1646587708846886912,6c35a1a18d6a,0,,no_dup,
B00315,1486757537957433344,1670cb3a8176,1,2,no_dup,
B00770,1639258352076361728,09425baa3547,0,,no_dup,
B00256,2001310333785272576,84a016561668,1,2,no_dup,
B00220,1563193942002515968,b291ff23213a,1,2,no_dup,
B00119,1236668658153394176,b64e8550f373,0,,no_dup,
B00361,1915074056430248192,eee637da3b5b,0,,no_dup,
B00807,1910037500841558272,80d992b2a2bc,0,,no_dup,
B00889,2024989026814460160,6d723bff9506,0,,no_dup,
B01121,1952419014837211392,36bded4a86f0,0,,no_dup,
B01279,1701935819781558272,a557eb26c030,0,,no_dup,
B00763,1568684489429352448,a83572ace49e,1,2,no_dup,
B01181,1630213722873421824,32282fc792ca,0,,no_dup,
B00886,1466089793213849600,978524aa0e88,0,,no_dup,
B01053,1664723560084959232,9aba43d34126,0,,no_dup,
B00040,1361715632954343424,1663f8548bf2,1,3,no_dup,
B01248,1612902098743484416,3faa25a0eec6,0,,no_dup,
B01021,1585270137934028800,84958bdb48bd,0,,no_dup,
B01227,1683576372860682240,609351896b16,0,,no_dup,
B00929,1575183950233878528,242f07836abb,0,,no_dup,
B00198,1709683621265555712,c82299888569,1,2,no_dup,
B01431,1978838161515020544,7eea59162b23,1,3,no_dup,
B01376,1570397116891295744,2e617a30ee81,0,,no_dup,
B00758,2000243989036110080,ddf4b4ca9fb5,1,3,no_dup,
B00948,1796919699654971392,1b35663659fc,0,,no_dup,
B00295,1528448370133581824,001b34bc788a,0,,no_dup,
B01426,1702673780789723392,5f76a3a48028,0,,no_dup,
B00586,1500924182649094144,b1c32f4fbf09,0,,no_dup,
B00079,1081242056310296576,077f147700ef,0,,no_dup,
