candidate_id,sampling_stratum,fortune_rank,company_name,source_x_handle,tweet_id,tweet_url,created_at,text,total_engagement,log_total_engagement,wendys_transfer_humor_presence,wendys_transfer_humor_score,wendys_transfer_humor_type,wendys_transfer_type_score,full_chain_humor_presence,full_chain_humor_type,classifier_disagreement_flag,uncertainty_score
C00625,random_fortune_sample,47,Boeing,@boeing,2018600491266253036,https://x.com/boeing/status/2018600491266253036,Tue Feb 03 08:20:35 +0000 2026,"Welcome to the Boeing family, Air Cambodia!

Announced at #SingaporeAirshow2026, Air Cambodia placed their first and largest single-aisle order for up to 20 737 MAX jets to efficiently expand their reach across Asia.

Release: https://t.co/16hI597JWD https://t.co/5YLkDErPh6",497,6.210600077025,1,0.500252,aggressive,0.407660,humor,affiliative,0,0.999496
C00626,high_engagement_posts,82,Oracle,@oracle,1891964082397319546,https://x.com/oracle/status/1891964082397319546,Tue Feb 18 21:32:42 +0000 2025,"Building on our iconic look 💙

#F1 || #RedBullRacing https://t.co/Ti3ZbHJRpe",7453,8.916506080039,0,0.414003,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.828006
C00627,high_engagement_posts,69,Nationwide,@nationwide,1743982315221508153,https://x.com/nationwide/status/1743982315221508153,Sun Jan 07 13:06:00 +0000 2024,"🙌 W 🙌

#WPMOYChallenge @CamHeyward https://t.co/X4eyqLbtjg",3255,8.088254727122,0,0.083364,non_humorous,0.000000,non_humor,not_applicable,0,0.166728
C00628,wendys_transfer_aggressive,11,Microsoft,@microsoft,1978174751207039375,https://x.com/microsoft/status/1978174751207039375,Tue Oct 14 19:03:08 +0000 2025,"This is super useful! With new Formula Completions in Excel, just type ""="" and Copilot proactively suggests a formula, based on the context of your sheet. Here's a great example. https://t.co/elkGzHjZTW",2749,7.919356190661,1,0.552912,aggressive,0.421844,ambiguous,ambiguous_or_review,0,0.894176
C00629,random_fortune_sample,52,Lowe's,@lowes,1471662466455289859,https://x.com/lowes/status/1471662466455289859,Fri Dec 17 02:04:08 +0000 2021,RT @USA_Network: It's party time on tonight's season finale!! 🎉 🛍 Tweet using #AmericasBigDeal and your tweet may be featured in the show!,1,0.69314718056,1,0.603451,aggressive,0.353403,humor,affiliative,0,0.793098
C00630,random_fortune_sample,72,Publix Super Markets,@Publix,1588184250150522881,https://x.com/Publix/status/1588184250150522881,Thu Nov 03 15:00:06 +0000 2022,It’s okay to subtweet us today. #NationalSandwichDay https://t.co/TAPjVetBnz,565,6.338594078203,0,0.438057,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.876114
C00631,classifier_disagreement,34,Humana,@humana,1700464065305342442,https://x.com/humana/status/1700464065305342442,Sat Sep 09 11:00:00 +0000 2023,"Learn more about periodontal disease in older adults, as well as dental coverage options between Original Medicare and Humana's Medicare Advantage → https://t.co/FQ0RzecYhA.",2,1.098612288668,1,0.570236,aggressive,0.300638,non_humor,not_applicable,1,0.859528
C00632,classifier_disagreement,92,Uber Technologies,@Uber,1800535856106864874,https://x.com/Uber/status/1800535856106864874,Tue Jun 11 14:29:35 +0000 2024,"Uber teen accounts is teaming up with 'Inside Out 2!'  Add your teen to your Uber account and they can request a ride to see 'Inside Out 2' in theaters June 14. Bring a little JOY to your teen's ride. 

See Link in Bio for more info on Uber teen accounts. https://t.co/oW3gHO05xJ",886,6.78784498231,0,0.489239,non_humorous,0.000000,humor,affiliative,1,0.978478
C00633,low_engagement_posts,79,TJX,@tjmaxx,760123227603660801,https://x.com/tjmaxx/status/760123227603660801,Mon Aug 01 14:41:14 +0000 2016,@jayda_3298 thanks for reaching out. Please call Associate Relations at 1-800-859-6488,0,0.0,1,0.513878,affiliative,0.324437,non_humor,not_applicable,1,0.972244
C00634,humor_presence_uncertain,83,Cisco Systems,@Cisco,1972717914248892603,https://x.com/Cisco/status/1972717914248892603,Mon Sep 29 17:39:36 +0000 2025,"RT @duosec: 82% of financial decision-makers are already increasing identity security budgets, yet too many organizations still treat it as…",2,1.098612288668,0,0.490379,non_humorous,0.000000,non_humor,not_applicable,0,0.980758
C00635,classifier_disagreement,59,MetLife,@metlife,1547913889370628096,https://x.com/metlife/status/1547913889370628096,Fri Jul 15 12:00:04 +0000 2022,Around 2 million new college grads are expected to enter the workforce this year. Our EVP &amp; Head of Technology and Operations Bill Pappas writes about 4 ways employers can attract and retain the tech talent of tomorrow. https://t.co/c3SUaLYvo7 #AllTogether Possible https://t.co/KdzT0NDd5a,4,1.609437912434,0,0.461726,non_humorous,0.000000,humor,self_enhancing,1,0.923452
C00636,wendys_transfer_aggressive,76,Galaxy Digital,@galaxydigital,1007617926902542336,https://x.com/galaxydigital/status/1007617926902542336,Fri Jun 15 13:36:49 +0000 2018,Your agencies are doing awesome work--celebrate their success and get other agencies in the community excited about your platform! https://t.co/eeF0waNWjG,2,1.098612288668,1,0.601203,aggressive,0.354649,ambiguous,ambiguous_or_review,0,0.797594
C00637,random_fortune_sample,53,Energy Transfer,@energytransfer,1961089002527764893,https://x.com/energytransfer/status/1961089002527764893,Thu Aug 28 15:30:28 +0000 2025,"166 years ago, Edwin Drake struck oil in PA. The spark that lit an industry in the United sates for generations to come.",10,2.397895272798,1,0.668900,aggressive,0.294448,ambiguous,ambiguous_or_review,0,0.662200
C00638,humor_presence_uncertain,87,Tyson Foods,@tysonfoods,1171487702635573249,https://x.com/tysonfoods/status/1171487702635573249,Tue Sep 10 18:16:48 +0000 2019,"The Farmer Connect App was conceptualized by farmers, for farmers, to make their jobs easier and to keep the lines of communication open with us. #RaisingExpectations
https://t.co/sH9sF4sxdG",4,1.609437912434,1,0.564291,affiliative,0.390164,humor,self_enhancing,0,0.871418
C00639,classifier_disagreement,37,Comcast,@comcast,1856447367031005279,https://x.com/comcast/status/1856447367031005279,Tue Nov 12 21:21:58 +0000 2024,"Grab the 🍿 because an even greater selection of entertainment is coming to @Netflix audiences. 

Netflix and Universal Filmed Entertainment Group have expanded their U.S. licensing deal for feature films. 
More: https://t.co/JQ1SDYIeXT https://t.co/LE0iOkmnMj",29,3.401197381662,0,0.456212,non_humorous,0.000000,humor,affiliative,1,0.912424
C00640,random_fortune_sample,78,Prudential Financial,@Prudential,1208073499761369089,https://x.com/Prudential/status/1208073499761369089,Fri Dec 20 17:15:41 +0000 2019,"RT @kalamarides: #Smallbiz workers deserve the same opportunity as others to save for a secure retirement, and the passage of #SECUREAct le…",3,1.38629436112,0,0.452274,non_humorous,0.000000,non_humor,not_applicable,0,0.904548
C00641,random_fortune_sample,44,Walt Disney,@Disney,1822093532741648554,https://x.com/Disney/status/1822093532741648554,Sat Aug 10 02:12:05 +0000 2024,"Get ready, Disney fans! The Disney Entertainment Showcase at #D23: The Ultimate Disney Fan Event is about to begin. Follow along for live updates! https://t.co/cowfthQ6Fg",1258,7.138073034044,0,0.492657,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.985314
C00642,full_chain_aggressive,46,PepsiCo,@pepsico,1387444260417441793,https://x.com/pepsico/status/1387444260417441793,Wed Apr 28 16:31:03 +0000 2021,"Love garlic? We’ve got you covered:
🌿 @StacysPitaChips Parmesan Garlic and Herb Pita Chips
🧄 @Sabra Roasted Garlic Hummus
🧀 @StacysPitaChips Romano with Garlic and Pepper Cheese Petites
Which one do you want right now? https://t.co/v8z8R2ztcx",47,3.871201010908,0,0.478905,non_humorous,0.000000,humor,aggressive,1,0.957810
C00643,full_chain_aggressive,55,Sysco,@sysco,1527288145850511360,https://x.com/sysco/status/1527288145850511360,Thu May 19 14:00:44 +0000 2022,"This Mexican Street Roasted Corn Dip is our deconstructed version of the popular Mexican Street Roasted Corn, made with roasted corn, jalapeños, cream cheese, and spices to create a unique and flavorful addition to your menu. ⁣
See product details here. https://t.co/jZbM1Bside https://t.co/GlD2YNMUI6",2,1.098612288668,0,0.461983,non_humorous,0.000000,humor,aggressive,1,0.923966
C00644,classifier_disagreement,93,USAA,@usaa,1594771222956367872,https://x.com/usaa/status/1594771222956367872,Mon Nov 21 19:14:23 +0000 2022,Hot off the press! Navy’s uniforms just dropped for the @ArmyNavyGame presented by USAA. This year’s uniform pays respect to the 54 United States Naval Academy graduates who have gone on to become astronauts. Learn more about the uniforms here: https://t.co/CPaCsVmbpX #Sea2Stars https://t.co/hpjX3s2nb2,956,6.863803391453,1,0.542533,affiliative,0.358191,non_humor,not_applicable,1,0.914934
C00645,classifier_disagreement,59,MetLife,@metlife,1357312952915922946,https://x.com/metlife/status/1357312952915922946,Thu Feb 04 13:00:00 +0000 2021,News to smile about: Dental insurance can help pay for clear aligners. 😁😁 Learn more here: https://t.co/SBhi25Y4Eq #NationalChildrensDentalHealthMonth,8,2.197224577336,1,0.538057,aggressive,0.343388,non_humor,not_applicable,1,0.923886
C00646,random_fortune_sample,91,General Dynamics,@generaldynamics,1527009070997295104,https://x.com/generaldynamics/status/1527009070997295104,Wed May 18 19:31:47 +0000 2022,"RT @gatewayairport: We celebrated the start of Gulfstream’s brand new, state of the art Maintenance, Repair and Overhaul facility. This fac…",11,2.484906649788,0,0.493563,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.987126
C00647,random_fortune_sample,57,Albertsons,@albertsons,1380264188740796422,https://x.com/albertsons/status/1380264188740796422,Thu Apr 08 21:00:01 +0000 2021,"Like for DriveUp &amp; Go™, RT for Grocery Delivery 😎",14,2.708050201102,0,0.477200,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.954400
C00648,classifier_disagreement,6,CVS Health,@cvshealth,1441415662635683852,https://x.com/cvshealth/status/1441415662635683852,Fri Sep 24 14:54:08 +0000 2021,"It seems increasingly evident that there won’t be a single ‘cure’ for #cancer. Rather, each patient will be treated according to his or her specific needs. Read about what’s new in #oncology trends and research. https://t.co/xzOhlM96iQ https://t.co/UOWkUJxcWL",8,2.197224577336,1,0.585064,affiliative,0.382011,non_humor,not_applicable,1,0.829872
C00649,random_fortune_sample,15,Cardinal Health,@cardinalhealth,1805560319198064651,https://x.com/cardinalhealth/status/1805560319198064651,Tue Jun 25 11:15:00 +0000 2024,"The #biosimilars market continues to grow and most patients appreciate the value of biosimilars to the healthcare system and patients. Fran Gregory, Vice President of Emerging Therapies at Cardinal Health, recently shared insights with @PharmaCommerce. https://t.co/tHB5eY8mCQ",8,2.197224577336,0,0.425758,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.851516
C00650,random_fortune_sample,24,Citigroup,@Citi,1801300828369608815,https://x.com/Citi/status/1801300828369608815,Thu Jun 13 17:09:18 +0000 2024,"RT @moneymoverscnbc: ""We're going to see some better inflation prints over the next few months, and that's going to open the door for rate…",4,1.609437912434,1,0.529483,affiliative,0.322804,ambiguous,ambiguous_or_review,0,0.941034
C00651,random_fortune_sample,1,Amazon,@amazon,1801259074597655019,https://x.com/amazon/status/1801259074597655019,Thu Jun 13 14:23:23 +0000 2024,@awscloud Check out PartyRock here. https://t.co/WEVoosnkzi,46,3.85014760171,0,0.352414,non_humorous,0.000000,non_humor,not_applicable,0,0.704828
C00652,humor_presence_uncertain,67,Eli Lilly,@EliLillyandCo,1316789515667808256,https://x.com/EliLillyandCo/status/1316789515667808256,Thu Oct 15 17:14:19 +0000 2020,"“Genetic and genomic testing is really fueling all these new gene therapies and immunotherapies that are revolutionizing the treatment of cancer.” – Stephen, metastatic thyroid cancer advocate

Hear more about Stephen’s #thyroidcancer journey: https://t.co/agATS7IRux https://t.co/oQOo91b2fo",15,2.77258872224,0,0.406014,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.812028
C00653,random_fortune_sample,63,Capital One Financial,@CapitalOne,1584991730369265687,https://x.com/CapitalOne/status/1584991730369265687,Tue Oct 25 19:34:10 +0000 2022,Didn't get in on the #iHeartALT presale? Eligible cardholders can still get tickets on Capital One Entertainment: https://t.co/EXKIVJBqIS,17,2.890371757896,0,0.499373,non_humorous,0.000000,humor,affiliative,1,0.998746
C00654,random_fortune_sample,11,Microsoft,@microsoft,2048829906478682304,https://x.com/microsoft/status/2048829906478682304,Mon Apr 27 18:21:29 +0000 2026,"Super to see Accenture roll out 740,000+ M365 Copilot seats—our largest deployment to date!
https://t.co/4sIMBwcRAV",3467,8.1513333379,0,0.307300,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.614600
C00655,high_engagement_posts,44,Walt Disney,@Disney,1892982628833485011,https://x.com/Disney/status/1892982628833485011,Fri Feb 21 17:00:03 +0000 2025,"In ONE MONTH, return to the magical story that started it all 🍎✨

Experience Disney’s #SnowWhite only in theaters March 21. https://t.co/RAyPgDwFm4",2208,7.70029520342,1,0.631050,aggressive,0.327942,ambiguous,ambiguous_or_review,0,0.737900
C00656,firm_balanced_sample,58,Archer Daniels Midland,@ADMupdates,1679220104851062794,https://x.com/ADMupdates/status/1679220104851062794,Wed Jul 12 20:04:06 +0000 2023,"Through our work w/@Nestle to expand regen agriculture, we’ve helped wheat farmers remove or sequester more than 3,800 metrics tons of CO2e. This is equivalent to removing nearly 850 cars from the road. Thanks to the farmers we work w/every day. #regenag https://t.co/YoMHSB5p3e. https://t.co/rQfodK11Nj",10,2.397895272798,0,0.361968,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.723936
C00657,random_fortune_sample,65,Caterpillar,@CaterpillarInc,1634570095472041985,https://x.com/CaterpillarInc/status/1634570095472041985,Sat Mar 11 15:00:54 +0000 2023,"Only 3 days 🗓 until CONEXPO!

Visit our Technology Hub to take a closer look at the technologies that put you in control of equipment management: https://t.co/CkIs3jPJWg. 

#CatCONEXPO https://t.co/XuD3PFqQrH",51,3.951243718581,1,0.526834,affiliative,0.319116,non_humor,not_applicable,1,0.946332
C00658,humor_presence_uncertain,87,Tyson Foods,@tysonfoods,1525678025622315010,https://x.com/tysonfoods/status/1525678025622315010,Sun May 15 03:22:41 +0000 2022,"RT @hbcuworldseries: 13 Games played within 4 days =an amazing week  of Black College Baseball ! 

Thank you to all the fans, teams, coache…",17,2.890371757896,0,0.455502,non_humorous,0.000000,non_humor,not_applicable,0,0.911004
C00659,wendys_transfer_aggressive,30,Marathon Petroleum,@MarathonPetroCo,2014751717124948415,https://x.com/MarathonPetroCo/status/2014751717124948415,Fri Jan 23 17:26:56 +0000 2026,Poll time! Which of the following should you check or replace to prepare your vehicle for diving in winter weather? ❄️ Vote below. 👇,4,1.609437912434,1,0.558335,aggressive,0.434525,humor,affiliative,0,0.883330
C00660,wendys_transfer_aggressive,89,Enterprise Products Partners,@EProd_Careers,1681783118037159937,https://x.com/EProd_Careers/status/1681783118037159937,Wed Jul 19 21:48:36 +0000 2023,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/sOXuOJF05H #ProjectEngineer,0,0.0,1,0.524310,aggressive,0.353890,non_humor,not_applicable,1,0.951380
C00661,humor_presence_uncertain,89,Enterprise Products Partners,@EProd_Careers,1681097627423899648,https://x.com/EProd_Careers/status/1681097627423899648,Tue Jul 18 00:24:42 +0000 2023,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/KZP19RHJGJ #TechnicianJobs,0,0.0,1,0.524310,aggressive,0.353890,non_humor,not_applicable,1,0.951380
C00662,random_fortune_sample,58,Archer Daniels Midland,@ADMupdates,1462871765911281673,https://x.com/ADMupdates/status/1462871765911281673,Mon Nov 22 19:53:02 +0000 2021,"“It’s the 39,999 people who make me successful.”

ADM CFO Ray Young has been named CFO of the Year by @FEIChicago . In his acceptance speech, he thanked #TeamADM for our company’s incredible transformation over the past decade. https://t.co/St3QwgKsx3",15,2.77258872224,1,0.509821,affiliative,0.309439,non_humor,not_applicable,1,0.980358
C00663,full_chain_aggressive,73,Pfizer,@pfizer,1579564955640422400,https://x.com/pfizer/status/1579564955640422400,Mon Oct 10 20:10:06 +0000 2022,"Everyone seems stressed these days. From economic pressures, racial unrest, political tensions and natural disasters. Fortunately, there are things you can do to get back on the path to #mentalhealth and physical wellbeing. https://t.co/bVrAi3sCti",65,4.189654742026,1,0.603216,affiliative,0.426917,humor,aggressive,0,0.793568
C00664,full_chain_aggressive,12,JPMorgan Chase,@jpmorgan,1405489362444468229,https://x.com/jpmorgan/status/1405489362444468229,Thu Jun 17 11:35:51 +0000 2021,"A decade after launching in the UK, today we’re excited to announce the next chapter for Nutmeg. We will become wholly owned by @jpmorgan @Chase and form the bedrock of their digital wealth management offering outside the US 👇https://t.co/OCCR8ern51",135,4.912654885736,1,0.501618,affiliative,0.452959,humor,aggressive,0,0.996764
C00665,full_chain_aggressive,87,Tyson Foods,@tysonfoods,1158706660409577472,https://x.com/tysonfoods/status/1158706660409577472,Tue Aug 06 11:49:30 +0000 2019,"Our Summer Intern Mike interviews our participants  to obtain their feedback on our Meet Up &amp; Eat UP program. The kids have a blast participating in these mock interviews! 
 #TysonCommunities
@TysonFoods @CampusCompactIL https://t.co/FNMfHcRUOL",9,2.302585092994,0,0.475607,non_humorous,0.000000,humor,aggressive,1,0.951214
C00666,random_fortune_sample,24,Citigroup,@Citi,1817929735260840058,https://x.com/Citi/status/1817929735260840058,Mon Jul 29 14:26:39 +0000 2024,"#CitiVolunteers answered the call to service during last month’s Global Community Day campaign, taking actions large and small to meet the needs of their local communities across 80+ countries and territories. Here's to keeping the spirit of GCD alive year-round! https://t.co/ku1L0q3w1S",26,3.295836866004,1,0.532796,affiliative,0.339651,humor,affiliative,0,0.934408
C00667,firm_balanced_sample,24,Citigroup,@Citi,1849907847561093349,https://x.com/Citi/status/1849907847561093349,Fri Oct 25 20:16:15 +0000 2024,"RT @AstonMartinF1: Thanks to @Citi and the World Food Programme, these generous fans who donated to @WFPUSA were selected to join for a beh…",10,2.397895272798,0,0.424027,non_humorous,0.000000,non_humor,not_applicable,0,0.848054
C00668,classifier_disagreement,12,JPMorgan Chase,@jpmorgan,1544810924917174272,https://x.com/jpmorgan/status/1544810924917174272,Wed Jul 06 22:30:00 +0000 2022,Learn how companies are adopting strategies involving third-party money to capture the promise of e-commerce.,65,4.189654742026,1,0.617801,affiliative,0.289299,non_humor,not_applicable,1,0.764398
C00669,low_engagement_posts,25,Home Depot,@HDCares,826070466020462596,https://x.com/HDCares/status/826070466020462596,Mon Jan 30 14:12:01 +0000 2017,@katbiello Thx for the positive feedback! Pls send details to TeamSocial@homedepot.com and we'll share w/ the Store Manager. -TeamCare,0,0.0,0,0.443553,non_humorous,0.000000,non_humor,not_applicable,0,0.887106
C00670,random_fortune_sample,16,Nvidia,@nvidia,2028918190965694939,https://x.com/nvidia/status/2028918190965694939,Tue Mar 03 19:39:26 +0000 2026,"NVIDIA is partnering with @CoherentCorp to pioneer next-generation silicon photonics to enable AI infrastructure at unprecedented scale, speed, and energy efficiency.
https://t.co/XQuV1v2CKC",179,5.19295685089,0,0.441530,non_humorous,0.000000,humor,affiliative,1,0.883060
C00671,wendys_transfer_aggressive,95,Liberty Mutual Insurance Group,@LibertyMutual,1313170093950590982,https://x.com/LibertyMutual/status/1313170093950590982,Mon Oct 05 17:32:02 +0000 2020,A good way to participate is to teach your children what smoke alarms sound like and what to do when they hear one. #FirePreventionWeek https://t.co/oLSBhpcovQ,14,2.708050201102,1,0.623961,aggressive,0.340770,ambiguous,ambiguous_or_review,0,0.752078
C00672,high_engagement_posts,99,Nike,@nike,1888777723012624852,https://x.com/nike/status/1888777723012624852,Mon Feb 10 02:31:15 +0000 2025,"@Jujubballin JORDAN CHILES
Superstar Gymnast &amp; THAT GIRL 

Back to back medalist 
Scored a perfect 10 10x in her career 
9X ALL-AMERICAN https://t.co/McTfdzpyMr",1478,7.299121462711,1,0.515948,aggressive,0.396682,ambiguous,ambiguous_or_review,0,0.968104
C00673,humor_presence_uncertain,94,TIAA,@tiaa,1655976703133351950,https://x.com/tiaa/status/1655976703133351950,Tue May 09 16:43:07 +0000 2023,"#tcbPodcast 🎧 #EconomicOpportunity. #RetirementCrisis. #Leadership. These are just some of the topics covered in our conversation with Thasunda Brown Duckett, President &amp; CEO of @TIAA, and a recipient of our Distinguished Leadership Awards. Listen here: https://t.co/M1rZZgKq1f https://t.co/yk45E9qrz2",4,1.609437912434,0,0.460854,non_humorous,0.000000,non_humor,not_applicable,0,0.921708
C00674,humor_presence_uncertain,34,Humana,@humana,1709931681745096751,https://x.com/humana/status/1709931681745096751,Thu Oct 05 14:00:56 +0000 2023,"Retirement looks different for everyone. Some prefer a slower pace to life, while others—like Robin—prefer to dive into their next chapter. At 70-years-old, she's left retirement and is making a splash at her community pool as a lifeguard—a role she originally held at age 17. https://t.co/Lno9cW1Orr",2,1.098612288668,1,0.593265,affiliative,0.341673,ambiguous,ambiguous_or_review,0,0.813470
C00675,random_fortune_sample,66,IBM,@ibm,2062525589051920694,https://x.com/ibm/status/2062525589051920694,Thu Jun 04 13:23:14 +0000 2026,.@ufc fans: what’s the MOST important skill for winning a fight? 👀,41,3.737669618283,0,0.481965,non_humorous,0.000000,non_humor,not_applicable,0,0.963930
C00676,humor_presence_uncertain,96,Travelers,@travelers,1674407783104380928,https://x.com/travelers/status/1674407783104380928,Thu Jun 29 13:21:39 +0000 2023,".@mojganlefebvre, EVP and Chief Technology &amp; Operations Officer at Travelers, spoke with @builtbygirls for the video series “How I Started in STEM” to help inspire the next generation to pursue careers in #STEM. Hear her story today. https://t.co/MUAYNaIEn8",3,1.38629436112,1,0.502629,affiliative,0.323284,humor,self_enhancing,0,0.994742
C00677,low_engagement_posts,91,General Dynamics,@generaldynamics,1511041777628766215,https://x.com/generaldynamics/status/1511041777628766215,Mon Apr 04 18:03:28 +0000 2022,RT @GDBIW: Today Region 10 Technical High School students toured the BIW Training Academy and the @smccmaine Virtual Welding Lab. We're pro…,1,0.69314718056,0,0.454133,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.908266
C00678,wendys_transfer_aggressive,71,Delta Air Lines,@Delta,1387481034388910082,https://x.com/Delta/status/1387481034388910082,Wed Apr 28 18:57:11 +0000 2021,"❓ Are you resuming food and beverage service? 

Yes! Customers flying in Delta One or First Class on select coast-to-coast flights will see hot food options return by June. First Class customers on other key U.S. routes will enjoy fresh boxed meals beginning in early July.",73,4.304065093204,1,0.583709,aggressive,0.321267,ambiguous,ambiguous_or_review,0,0.832582
C00679,humor_presence_uncertain,12,JPMorgan Chase,@jpmorgan,1557773929573335040,https://x.com/jpmorgan/status/1557773929573335040,Thu Aug 11 17:00:21 +0000 2022,"Daniel H. Pink challenges the philosophy of 'no regrets' in his latest book, “The Power of Regret.” Find your next read on the J.P. Morgan Summer Reading List.  https://t.co/5QEddNAafL https://t.co/GJfj03rGWC",50,3.931825632724,0,0.442490,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.884980
C00680,high_engagement_posts,44,Walt Disney,@Disney,1962240290040713403,https://x.com/Disney/status/1962240290040713403,Sun Aug 31 19:45:16 +0000 2025,New Episode of “We Call It Imagineering” on Sept. 8 ✨ https://t.co/lkfSbqADQa,1437,7.271008538281,1,0.573902,affiliative,0.435720,ambiguous,ambiguous_or_review,0,0.852196
C00681,classifier_disagreement,25,Home Depot,@HDCares,844281644437659648,https://x.com/HDCares/status/844281644437659648,Tue Mar 21 20:16:44 +0000 2017,@marcf Oh no! Please send more details/contact info/tweet to TeamSocial@homedepot.com so we can look into this.,0,0.0,1,0.577707,affiliative,0.318541,non_humor,not_applicable,1,0.844586
C00682,random_fortune_sample,14,Cigna Group,@Cigna,1580921527763091459,https://x.com/Cigna/status/1580921527763091459,Fri Oct 14 14:00:38 +0000 2022,"In a feature article for “In Business Greater Phoenix”, Kim Shepard, General Manager for Cigna Arizona, discusses the exponential growth in virtual care. Read the full article here: https://t.co/fFcSwfJIld #CignaAZ https://t.co/zOLpglITAR",6,1.945910149055,0,0.428824,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.857648
C00683,type_uncertain,67,Eli Lilly,@EliLillyandCo,1983515507811582403,https://x.com/EliLillyandCo/status/1983515507811582403,Wed Oct 29 12:45:23 +0000 2025,"We just made it easier to get authentic obesity management medicines at DTC prices. 

We’re teaming up with @Walmart so patients can access LillyDirect prices, with pickup at a Walmart pharmacy! 

Learn more: https://t.co/IG1QFZREzt https://t.co/1FLHyp9vKN",24,3.218875824868,1,0.553876,affiliative,0.457005,ambiguous,ambiguous_or_review,0,0.892248
C00684,high_engagement_posts,43,Tesla,@tesla,2052190048708358160,https://x.com/tesla/status/2052190048708358160,Thu May 07 00:53:30 +0000 2026,En route with @tesla_semi https://t.co/ZfuOjaeLH1,15346,9.638675294175,0,0.142678,non_humorous,0.000000,non_humor,not_applicable,0,0.285356
C00685,type_uncertain,55,Sysco,@sysco,2002031703632863704,https://x.com/sysco/status/2002031703632863704,Fri Dec 19 15:02:08 +0000 2025,"Sysco is proud to partner with Paul Piazza and Sons who sources premium Gulf shrimp from Texas and Louisiana waterways to bring fresh, high-quality ingredients to restaurants of every size. 🍤 https://t.co/8LMiS9QPPh",1,0.69314718056,1,0.517647,affiliative,0.398716,ambiguous,ambiguous_or_review,0,0.964706
C00686,low_engagement_posts,25,Home Depot,@HDCares,791681115903946752,https://x.com/HDCares/status/791681115903946752,Thu Oct 27 16:41:01 +0000 2016,@hectorrobles78 We'd advise speaking with your leadership team to discuss your options. -TeamCare,0,0.0,1,0.572219,affiliative,0.424284,non_humor,not_applicable,1,0.855562
C00687,wendys_transfer_aggressive,20,Bank of America,@bankofamerica,1669367073145847809,https://x.com/bankofamerica/status/1669367073145847809,Thu Jun 15 15:31:40 +0000 2023,"From your original crew to new summer hires, get $10-$20 cash back on eligible monthly payroll service fees as a Preferred Rewards for Business member.",33,3.526360524616,1,0.629017,aggressive,0.327471,ambiguous,ambiguous_or_review,0,0.741966
C00688,wendys_transfer_aggressive,61,Lockheed Martin,@lockheedmartin,1999872738237010321,https://x.com/lockheedmartin/status/1999872738237010321,Sat Dec 13 16:03:11 +0000 2025,"Mark your calendar for the official Finland rollout ceremony on Dec. 16, 2025.",791,6.674561391814,1,0.563872,aggressive,0.333494,humor,affiliative,0,0.872256
C00689,high_engagement_posts,37,Comcast,@comcast,1982871870329499898,https://x.com/comcast/status/1982871870329499898,Mon Oct 27 18:07:48 +0000 2025,Thrillifying doesn't even begin to cover it. ✨ Wicked: One Wonderful Night at 8/7c Nov 6 | NBC and streaming next day on Peacock https://t.co/7vb1aM2Uq3,6616,8.797397374012,1,0.599379,affiliative,0.319910,ambiguous,ambiguous_or_review,0,0.801242
C00690,random_fortune_sample,67,Eli Lilly,@EliLillyandCo,2065816967454376436,https://x.com/EliLillyandCo/status/2065816967454376436,Sat Jun 13 15:22:00 +0000 2026,"In an oral presentation at #EHA2026, initial clinical results will be shared from a Phase 1 study evaluating a first-in-class therapy in previously treated myelofibrosis.

Learn more here: https://t.co/3ylZ3ZWTrr https://t.co/4ZETvgbeaZ",13,2.639057329615,1,0.565326,affiliative,0.330225,non_humor,not_applicable,1,0.869348
C00691,high_engagement_posts,22,Ford Motor,@Ford,1577837778125176832,https://x.com/Ford/status/1577837778125176832,Thu Oct 06 01:46:55 +0000 2022,"#FordMustang was born to race. Introducing the all-new 2023 #Mustang GT ‘Gen3’ Supercar, powered by a 600+HP @Ford Coyote V8 production-based engine. See you on the track in 2023! 🏁 #MustangRacing https://t.co/dW67hhYSXj",1610,7.384610383177,0,0.446693,non_humorous,0.000000,non_humor,not_applicable,0,0.893386
