row_id,source,original_file,company_name,candidate_id,tweet_id,tweet_url,status_id,created_at,text,text_hash,normalized_label,label_name,original_presence_value,original_type_value,label_source_detail,dedupe_key
training_v2_00779,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,USAA,C00786,1734921400891088951,https://x.com/usaa/status/1734921400891088951,1734921400891088951,Wed Dec 13 13:01:09 +0000 2023,"Happy birthday to the @USNationalGuard! We thank the nearly 450,000 Guardsmen who are “Always Ready, Always There!” to serve our communities and our nation. https://t.co/H2myMO8GGG",7aac5b421d6c76968c9c,2,affiliative,1,2,pending,status_id:1734921400891088951
training_v2_00780,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Travelers,C00787,1543595422509404160,https://x.com/travelers/status/1543595422509404160,1543595422509404160,Sun Jul 03 14:00:01 +0000 2022,Summer nights are the perfect time to roast marshmallows around the fire. 🔥 Help keep your family and guests safe by following these tips: https://t.co/awI7Kvyehi https://t.co/9L0aCrCaa7,9c3cc5e8bc084e361601,2,affiliative,1,2,pending,status_id:1543595422509404160
training_v2_00781,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Home Depot,C00788,1679113532506361871,https://x.com/homedepot/status/1679113532506361871,1679113532506361871,Wed Jul 12 13:00:37 +0000 2023,"Honestly, this scares even us. https://t.co/Lky1GMQaOl",12fcf4bea8d6f3614268,1,aggressive,1,1,pending,status_id:1679113532506361871
training_v2_00782,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,HP,C00789,1728133680541950384,https://x.com/hp/status/1728133680541950384,1728133680541950384,Fri Nov 24 19:29:11 +0000 2023,Need some #BlackFriday shopping inspo? We’ve got ya covered 😉 Pick the tech emoji combo that most relates to you then head to https://t.co/WpZ8GBMw42 to shop today’s deals: https://t.co/oEkujTqSIT https://t.co/tPpgIRq65p,eb6055c3344885a6b496,2,affiliative,1,2,pending,status_id:1728133680541950384
training_v2_00783,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Kroger,C00790,1521489766511828992,https://x.com/kroger/status/1521489766511828992,1521489766511828992,Tue May 03 14:00:02 +0000 2022,Imagine dating someone who has never tried Kroger sushi 🚩,11ff23c50222185eeba8,3,self-enhancing,1,3,pending,status_id:1521489766511828992
training_v2_00784,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,American Express,C00791,1410961579860975616,https://x.com/americanexpress/status/1410961579860975616,1410961579860975616,Fri Jul 02 14:00:29 +0000 2021,"In our video series “The Game Plan,” hear from financial experts about tips and tools to build a strong financial future, produced in partnership with @TransUnion &amp; @VantageScore. https://t.co/7XZe6eLwZu https://t.co/4aUs6sRtwo",c65116b2d5262384f262,0,non-humorous,0,,pending,status_id:1410961579860975616
training_v2_00785,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Massachusetts Mutual Life,C00792,1422920306033836037,https://x.com/massmutual/status/1422920306033836037,1422920306033836037,Wed Aug 04 14:00:12 +0000 2021,"Every 7 seconds an American suffers from a disabling injury or illness. Let us help you plan ahead in case the worst happens. Talk to us about disability income insurance today, feel comfortable about tomorrow. https://t.co/FyYcyqNwHw",58d59dc7a25aceecf36d,0,non-humorous,0,,pending,status_id:1422920306033836037
training_v2_00786,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Verizon Communications,C00793,2011820123154182420,https://x.com/verizon/status/2011820123154182420,2011820123154182420,Thu Jan 15 15:17:49 +0000 2026,"Yesterday, we did not meet the standard of excellence you expect and that we expect of ourselves. To help provide some relief to those affected, we will give you a $20 account credit that can be easily redeemed by logging into the myVerizon app. You will receive a text message when the credit is available. On average, this covers multiple days of service. Business customers will be contacted directly about their credits. This credit isn’t meant to make up for what happened. No credit really can. But it’s a way of acknowledging your time and showing that this matters to us. If you’re still having trouble connecting, please restart your device (power down and power back on). This is the fastest way to reconnect your phone to the network. We are sorry for what you experienced and will continue to work hard day and night to provide the outstanding network and service that you expect from Verizon.",c61d8a0b765fc914aba4,0,non-humorous,0,,pending,status_id:2011820123154182420
training_v2_00787,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Walmart,C00794,1702716870376268122,https://x.com/walmart/status/1702716870376268122,1702716870376268122,Fri Sep 15 16:11:51 +0000 2023,The goal in life is to be known as the fam with the best snacks at every game.,d2f96688c941f3d173d9,2,affiliative,1,2,pending,status_id:1702716870376268122
training_v2_00788,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C00795,1680021465280942080,https://x.com/eprod_careers/status/1680021465280942080,1680021465280942080,Sat Jul 15 01:08:25 +0000 2023,"If you’re ready to start a new career in Seminole, TX, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/mTDpni5NE8 #TechnicianJobs",b8bbdd2079bedd0f76b7,3,self-enhancing,1,3,pending,status_id:1680021465280942080
training_v2_00789,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Bank of America,C00796,1698333894519537669,https://x.com/bankofamerica/status/1698333894519537669,1698333894519537669,Sun Sep 03 13:55:28 +0000 2023,"So, what’s getting summer shoppers in the holiday spirit? In addition to inflation concerns, many are hoping to beat the crowds, spread out their spending and avoid peak prices by shopping in the off-season. Read more from @Axios. https://t.co/IzgX8BDINV",1154b19e939615f2b660,2,affiliative,1,2,pending,status_id:1698333894519537669
training_v2_00790,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Home Depot,C00797,772147118484094977,https://x.com/hdcares/status/772147118484094977,772147118484094977,Sat Sep 03 18:59:53 +0000 2016,@mommaberger22 Thank you so much for sharing this photo with us. We hope she had a great time! See you next month. -TeamCare,0390c20424208f0d2ad2,2,affiliative,1,2,pending,status_id:772147118484094977
training_v2_00791,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Pfizer,C00798,1591829013202612224,https://x.com/pfizer/status/1591829013202612224,1591829013202612224,Sun Nov 13 16:23:06 +0000 2022,"Welcome to the next edition of “What the heck is that?” where we invite armchair scientists to answer the questions, “What the heck is that?” Take a look at the photo and guess. #ScienceWillWin https://t.co/fczPGTP1eA",a7462dc8f2756f95ede4,2,affiliative,1,2,pending,status_id:1591829013202612224
training_v2_00792,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,StoneX Group,C00799,2014813001589596483,https://x.com/stonex_official/status/2014813001589596483,2014813001589596483,Fri Jan 23 21:30:27 +0000 2026,"The StoneX Commodities Outlook 2026 Report will be released on January 27th, available to download for free. Stay tuned to be among the first to access the latest market insights. Save the date! Save the date! https://t.co/8dnjDt9E9F",89e67aa3d4de8a1dbdd0,3,self-enhancing,1,3,pending,status_id:2014813001589596483
training_v2_00793,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Bank of America,C00800,1647277320510795776,https://x.com/bankofamerica/status/1647277320510795776,1647277320510795776,Sat Apr 15 16:34:52 +0000 2023,"For 42. Today, we celebrate the life and legacy of a legend that means so much to our game. Thank you for paving the way, Jackie. #Jackie42 https://t.co/kq6OnEUR1a",b1addb771cf5400761ca,2,affiliative,1,2,pending,status_id:1647277320510795776
training_v2_00794,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C00801,1678145420911071233,https://x.com/eprod_careers/status/1678145420911071233,1678145420911071233,Sun Jul 09 20:53:41 +0000 2023,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/v5oT7iNIu3,0838753d511156c76b4a,3,self-enhancing,1,3,pending,status_id:1678145420911071233
training_v2_00795,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,IBM,C00802,2048764104953770495,https://x.com/ibm/status/2048764104953770495,2048764104953770495,Mon Apr 27 14:00:01 +0000 2026,Thank you for learning with us! What terms do you want to learn about next month? Let us know!,69084f371cd89f846df7,2,affiliative,1,2,pending,status_id:2048764104953770495
training_v2_00796,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Lowe's,C00803,1373792468781654023,https://x.com/lowes/status/1373792468781654023,1373792468781654023,Mon Mar 22 00:23:43 +0000 2021,Spring has sprung! How are you celebrating the arrival of our favorite season?,51d400ed921bd30bd3dc,2,affiliative,1,2,pending,status_id:1373792468781654023
training_v2_00797,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tesla,C00804,1985389759766888661,https://x.com/tesla/status/1985389759766888661,1985389759766888661,Mon Nov 03 16:53:00 +0000 2025,FSD Supervised gives people back their freedom,240e28c3218a1008fd11,2,affiliative,1,2,pending,status_id:1985389759766888661
training_v2_00798,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Amazon,C00805,1697587623382905279,https://x.com/amazon/status/1697587623382905279,1697587623382905279,Fri Sep 01 12:30:03 +0000 2023,September is Global Month of Volunteering at Amazon! Tens of thousands of Amazon employees will come together to volunteer for causes they’re passionate about to positively impact communities where we live and work. Learn more here: https://t.co/zdtFHth2ds https://t.co/tqDx93R6YB,6852c11e8a13ab0a49d4,0,non-humorous,0,,pending,status_id:1697587623382905279
training_v2_00799,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,MetLife,C00806,1514211804594987012,https://x.com/metlife/status/1514211804594987012,1514211804594987012,Wed Apr 13 12:00:01 +0000 2022,"From richer benefits to work-life balance, workers want more. Learn how a focus on the whole employee can help you. https://t.co/992cxHHiT2 #MetLifeBenefitTrends2022 #BenefitTrends https://t.co/ARVs8pfSZ3",1f035c66f05753b4e281,3,self-enhancing,1,3,pending,status_id:1514211804594987012
training_v2_00800,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Uber Technologies,C00807,2034601189623652612,https://x.com/uber/status/2034601189623652612,2034601189623652612,Thu Mar 19 12:01:39 +0000 2026,"I’m excited to announce a partnership with @Uber. As part of this, Uber plans to invest up to $1.25 billion in Rivian and deploy up to 50,000 R2 robotaxis. This partnership accelerates our path to Level 4 autonomy and supports our goal of building one of the safest autonomous platforms in the world—across both shared and personally owned vehicles. The combination of Rivian’s rapidly growing data flywheel, our in-house RAP1 inference platform (800 TOPS), and our multi-modal perception stack provides a powerful foundation to scale autonomy quickly and responsibly over the next couple of years.",7b9a1505643c0bbc3ce1,0,non-humorous,0,,pending,status_id:2034601189623652612
training_v2_00801,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Caterpillar,C00808,1664707289092182033,https://x.com/caterpillarinc/status/1664707289092182033,1664707289092182033,Fri Jun 02 18:55:21 +0000 2023,We're proud to sponsor @crusadersrugby 🏉 Best of luck to the team in the playoffs as they work towards yet another Super Rugby title. https://t.co/dnhNJ2dHH4,dc9045a6dfc679bf9c13,2,affiliative,1,2,pending,status_id:1664707289092182033
training_v2_00802,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Target,C00809,1494352268187119620,https://x.com/target/status/1494352268187119620,1494352268187119620,Thu Feb 17 16:45:19 +0000 2022,Are you Target? Bc I like everything I see,56431e29aeecda7b9d4f,2,affiliative,1,2,pending,status_id:1494352268187119620
training_v2_00803,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tyson Foods,C00810,1158765178751770626,https://x.com/tysonfoods/status/1158765178751770626,1158765178751770626,Tue Aug 06 15:42:02 +0000 2019,#ICYMI,3943f4b844ad80bea1d8,2,affiliative,1,2,pending,status_id:1158765178751770626
training_v2_00804,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Caterpillar,C00811,1590365479327391744,https://x.com/caterpillarinc/status/1590365479327391744,1590365479327391744,Wed Nov 09 15:27:32 +0000 2022,"We are proud to be name one of America’s Best Employers for Veterans 2022. Military service builds strong work ethic, discipline and an understanding of teamwork that can carry into a fulfilling and successful career with Caterpillar. #iAmCaterpillar",525ce73ca8ffad97fc02,0,non-humorous,0,,pending,status_id:1590365479327391744
training_v2_00805,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Caterpillar,C00812,1676237024821407745,https://x.com/caterpillarinc/status/1676237024821407745,1676237024821407745,Tue Jul 04 14:30:24 +0000 2023,Let's light up the sky. 🎇 Wishing everyone a Happy and Safe 4th of July! https://t.co/ANuPTVoXJ8,3bd2363a2efe339145bd,2,affiliative,1,2,pending,status_id:1676237024821407745
training_v2_00806,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,TD Synnex,C00813,1768304854785556759,https://x.com/tdsynnex/status/1768304854785556759,1768304854785556759,Thu Mar 14 15:55:05 +0000 2024,"Ed Morales rocked the keynote stage at the @Channel_Expo in Las Vegas 🎰🎲🃏 this week while our SMB Connect team met with partners and prospects in the Expo Hall. Amazing work on stage, Ed and well done in the Expo Hall, team! #CPExpo https://t.co/EnubWKFz6U",7f38ffefab747e0d353d,2,affiliative,1,2,pending,status_id:1768304854785556759
training_v2_00807,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Humana,C00814,1704918491571138795,https://x.com/humana/status/1704918491571138795,1704918491571138795,Thu Sep 21 18:00:18 +0000 2023,"Just what the Dr. ordered—a dose of fun. Millions of people across the country, including seniors like Jerry ""Dr. J"" Brinegar, find themselves drawn to pickleball. This low-impact, high-energy sport is easy to learn and a great way to stay active at any age. https://t.co/tGqPlAex2b",df26013351957e3a3c7d,3,self-enhancing,1,3,pending,status_id:1704918491571138795
training_v2_00808,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Travelers,C00815,1555637270400696322,https://x.com/travelers/status/1555637270400696322,1555637270400696322,Fri Aug 05 19:30:02 +0000 2022,Summer nights are the perfect time to roast marshmallows around the fire. 🔥 Help keep your family and guests safe by following these tips: https://t.co/IJzv3cMgxl https://t.co/WbrdECy26I,73f0df67f3379334ad21,2,affiliative,1,2,pending,status_id:1555637270400696322
training_v2_00809,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Liberty Mutual Insurance Group,C00816,1037409935477407744,https://x.com/libertymutual/status/1037409935477407744,1037409935477407744,Wed Sep 05 18:39:37 +0000 2018,RT @ChipWade: Certain items like mirrors and paintings cost extra because the moving company uses specific materials to ensure they stay in…,cd3f0a63f84819833048,0,non-humorous,0,,pending,status_id:1037409935477407744
training_v2_00810,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Phillips 66,C00817,1501241396925247495,https://x.com/phillips66co/status/1501241396925247495,1501241396925247495,Tue Mar 08 17:00:15 +0000 2022,"Dedicated in 2005, utilizing land owned by the Phillips 66 Humber Refinery, Mayflower Wood is 120 acres of restored forest and meadows that are open to the public and local regal deer 🦌 https://t.co/YcoFNT7HY6",14a5bca1c179e43b43a1,0,non-humorous,0,,pending,status_id:1501241396925247495
training_v2_00811,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Prudential Financial,C00818,1155896879185629189,https://x.com/prudential/status/1155896879185629189,1155896879185629189,Mon Jul 29 17:44:26 +0000 2019,"For Memphis entrepreneur Audrey Willis, #financialwellness means protecting her income—and her family—from the unexpected. What does financial wellness mean to you? https://t.co/qemcs2ZnvD",cb3fe600ad773dfc7233,0,non-humorous,0,,pending,status_id:1155896879185629189
training_v2_00812,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Microsoft,C00819,2049993319800066119,https://x.com/microsoft/status/2049993319800066119,2049993319800066119,Thu Apr 30 23:24:29 +0000 2026,"Today we’re introducing a new Legal Agent in @Microsoft Word, built to support the precision and rigor legal work demands. Every clause matters. Every redline tells a story. That’s why this agent was built to follow the structured workflows lawyers use while keeping them fully in control. Early in my career, I asked for a computer on my desk because I believed technology could change how lawyers work. It did. Today, I believe this next generation of tools will do the same, grounded in trust and responsible use.",67d940db34faddbab2ac,0,non-humorous,0,,pending,status_id:2049993319800066119
training_v2_00813,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,JPMorgan Chase,C00820,1516464798329970689,https://x.com/jpmorgan/status/1516464798329970689,1516464798329970689,Tue Apr 19 17:12:37 +0000 2022,"Now available: 2021 ESG report from JPMorgan Chase, which provides updates on our firm's efforts to advance a sustainable and inclusive economy, and run a strong business.",f4e90467a34f79644a87,0,non-humorous,0,,pending,status_id:1516464798329970689
training_v2_00814,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,ConocoPhillips,C00821,1514628332062715911,https://x.com/conocophillips/status/1514628332062715911,1514628332062715911,Thu Apr 14 15:35:09 +0000 2022,"RT @COP_Careers: #TBT: The 12th Annual Asian New Year Celebration at #ConocoPhillips in #Bartlesville featured food, music, cultural presen…",339c4acb3d405a9df686,0,non-humorous,0,,pending,status_id:1514628332062715911
training_v2_00815,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Nationwide,C00822,1624941573975801856,https://x.com/nationwide/status/1624941573975801856,1624941573975801856,Mon Feb 13 01:20:35 +0000 2023,✨Manifesting a rendition of our jingle during the halftime show✨,efd8ee93bbfd44b9ca9b,0,non-humorous,0,,pending,status_id:1624941573975801856
training_v2_00816,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,MetLife,C00823,1583533598581620737,https://x.com/metlife/status/1583533598581620737,1583533598581620737,Fri Oct 21 19:00:05 +0000 2022,Remote workers struggle more with understanding their employee benefits and are two times more likely to say they enrolled in the wrong type of benefits. Open enrollment is the perfect time to enhance your benefits communications. Explore more: https://t.co/JDjF2N4wjt #HR https://t.co/l3b1u9txjg,31b0374bf11c73839506,0,non-humorous,0,,pending,status_id:1583533598581620737
training_v2_00817,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Home Depot,C00824,1984696947924496859,https://x.com/homedepot/status/1984696947924496859,1984696947924496859,Sat Nov 01 19:00:00 +0000 2025,#ProductRecall Alert: Milwaukee M18 12 in. &amp; 14 in. Cordless Top Handle Chainsaws https://t.co/0QPZ4sMdF2,e4b82909fba834736aac,0,non-humorous,0,,pending,status_id:1984696947924496859
training_v2_00818,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Merck,C00825,1401854207087595522,https://x.com/merck/status/1401854207087595522,1401854207087595522,Mon Jun 07 10:51:02 +0000 2021,We announced new data from our Phase 3 trial in advanced #kidneycancer. Learn more about our latest research: https://t.co/oDtO2kEjdA #ASCO21 https://t.co/8S0Mj69lfo,89f7cf3fdb47b38ac22c,0,non-humorous,0,,pending,status_id:1401854207087595522
training_v2_00819,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Home Depot,C00826,762029844951625729,https://x.com/hdcares/status/762029844951625729,762029844951625729,Sat Aug 06 20:57:27 +0000 2016,@hmschlingmama Awesome picture!! Thank you so much for sharing. Hope to see you at the next Kids Workshop! - TeamCare,28a5d6929c573b80b687,2,affiliative,1,2,pending,status_id:762029844951625729
training_v2_00820,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Bristol-Myers Squibb,C00827,1749556323207762218,https://x.com/bmsnews/status/1749556323207762218,1749556323207762218,Mon Jan 22 22:15:07 +0000 2024,"#MEDIA: Announcing 8-year data at @ASCO #GU24 from our Phase 3 trial for an #immunotherapy combination in previously untreated advanced or metastatic #renalcellcarcinoma, the longest reported follow up in this patient population. https://t.co/liQY3Ksq53 https://t.co/imCq3abaoa",62f68a39398bec11f208,0,non-humorous,0,,pending,status_id:1749556323207762218
training_v2_00821,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,TJX,C00828,793154251677638657,https://x.com/tjmaxx/status/793154251677638657,793154251677638657,Mon Oct 31 18:14:44 +0000 2016,@PrietoJenelle Thanks for reaching out about this. Please give Customer Service a call at 1-800-926-6299 M-F between 9-6EST.,8d0e33be3c2df7243664,0,non-humorous,0,,pending,status_id:793154251677638657
training_v2_00822,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,USAA,C00829,1529092377062801412,https://x.com/usaa/status/1529092377062801412,1529092377062801412,Tue May 24 13:30:06 +0000 2022,"After 100 years, we still serve the military community. Because as long as there are those who serve, we’ll be there to serve them. Learn more about USAA turning 100 at https://t.co/ka4W5sOADn. https://t.co/J4aDFYd0sH",d03c78fd8b6e4d015bd1,0,non-humorous,0,,pending,status_id:1529092377062801412
training_v2_00823,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tyson Foods,C00830,1613278595182481417,https://x.com/tysonfoods/status/1613278595182481417,1613278595182481417,Wed Jan 11 20:56:05 +0000 2023,"Today we announced a new, state-of-the-art expansion at our Caseyville, Ill., facility that will result in the creation of approximately 400 new jobs and better equip us to serve a community we call home. Read more here: https://t.co/RNg3MBlaWO https://t.co/GURr8ErXiT",e7f09413b6bc7c77c4b5,0,non-humorous,0,,pending,status_id:1613278595182481417
training_v2_00824,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Ingram Micro Holding,C00831,1990899552828772563,https://x.com/ingrammicroinc/status/1990899552828772563,1990899552828772563,Tue Nov 18 21:46:57 +0000 2025,"Ingram Micro Netherlands has been named Cisco Distributor of the Year 2025! Thank you to @Cisco, our partners and our fantastic team for making this milestone a reality. On to new successes and a future full of possibilities! #IngramMicro @IngramMicroNL https://t.co/yT14hIzfMk",5a516ed5af1cba069200,3,self-enhancing,1,3,pending,status_id:1990899552828772563
training_v2_00825,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Walt Disney,C00832,1908550197057409026,https://x.com/disney/status/1908550197057409026,1908550197057409026,Sat Apr 05 16:00:00 +0000 2025,"This October, worlds will collide. #TronAres. Only in theaters 10.10.25 https://t.co/9Q1RAUBHBU",dcc9eb4a99d79369b904,0,non-humorous,0,,pending,status_id:1908550197057409026
training_v2_00826,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Nationwide,C00833,1586357190368952320,https://x.com/nationwide/status/1586357190368952320,1586357190368952320,Sat Oct 29 14:00:01 +0000 2022,"Tonight, we make HISTORY. 🏆 @ThornsFC, looking for their third @NWSL title take on cinderella @thekccurrent, looking to become the first team to go from worst to first in league history. 👀 The @NWSL Final in PRIMETIME at 8PM ET on @CBS and streaming on @paramountplus Premium. https://t.co/NPWyePEi3j",d6d5388af155c788fdaf,3,self-enhancing,1,3,pending,status_id:1586357190368952320
training_v2_00827,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Nike,C00834,1948386730228240523,https://x.com/nike/status/1948386730228240523,1948386730228240523,Thu Jul 24 14:16:10 +0000 2025,RT @nikebasketball: Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0…,35e350bb07b841e2a048,2,affiliative,1,2,pending,status_id:1948386730228240523
training_v2_00828,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tesla,C00835,2059007427241205785,https://x.com/tesla/status/2059007427241205785,2059007427241205785,Mon May 25 20:23:19 +0000 2026,FSD Supervised shrinks your idea of a long trip,cd242d5fe02d392803e3,3,self-enhancing,1,3,pending,status_id:2059007427241205785
training_v2_00829,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,General Dynamics,C00836,1531709290108567555,https://x.com/generaldynamics/status/1531709290108567555,1531709290108567555,Tue May 31 18:48:47 +0000 2022,"RT @GDBIW: “The best prepared win, the second best prepared lose and by God the Barnum is going to be the best prepared,” said DDG 124 name…",cffb6fc46e11be9a5713,2,affiliative,1,2,pending,status_id:1531709290108567555
training_v2_00830,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,General Dynamics,C00837,1560286858462085125,https://x.com/generaldynamics/status/1560286858462085125,1560286858462085125,Thu Aug 18 15:25:50 +0000 2022,RT @GDMS: #GDMissionSystems has ranked a TOP 100 Internship Program in the U.S. w/@wayup! 🏆 A big THANK YOU to all our interns for all th…,7281f43d9e964a671594,0,non-humorous,0,,pending,status_id:1560286858462085125
training_v2_00831,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Cigna Group,C00838,1658867301679083520,https://x.com/thecignagroup/status/1658867301679083520,1658867301679083520,Wed May 17 16:09:19 +0000 2023,"Diversity, equity, and inclusion (DEI) is at the foundation of everything we do. We are proud to share that we have been named #14 on @DiversityInc’s Top 50 Companies for Diversity, up ten spots from last year. Read more about the award here: https://t.co/LqcjaVobox https://t.co/pcknZMoiPf",a51989ef6e84e8396296,0,non-humorous,0,,pending,status_id:1658867301679083520
training_v2_00832,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C00839,1678838669288017920,https://x.com/eprod_careers/status/1678838669288017920,1678838669288017920,Tue Jul 11 18:48:24 +0000 2023,"If you are a highly motivated achiever with a passion for success, we invite you to learn more about Enterprise Products. Apply today! https://t.co/F56mTmdzxA",f47479e6142b92ed76f7,0,non-humorous,0,,pending,status_id:1678838669288017920
training_v2_00833,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Home Depot,C00840,750355057279983617,https://x.com/hdcares/status/750355057279983617,750355057279983617,Tue Jul 05 15:46:01 +0000 2016,@DaPeters217 Did you notice this within the first 48 hours from install? -TeamCare https://t.co/tkRI18DyqB,3d42daa56af2e3556a48,1,aggressive,1,1,pending,status_id:750355057279983617
training_v2_00834,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,ConocoPhillips,C00841,1531246839332147200,https://x.com/conocophillips/status/1531246839332147200,1531246839332147200,Mon May 30 12:11:10 +0000 2022,"Across our campuses, our Patriot Employee Network (PEN) planted American flags in observance of Memorial Day. In Bartlesville, a scout troop helped set out ""PEN""wheels honoring service members. We remember and honor those who gave their lives to ensure our freedoms. #MemorialDay https://t.co/zljVlzw6eO",f45df4afbdd64c8f80f9,0,non-humorous,0,,pending,status_id:1531246839332147200
