후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_유형,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,신뢰도,메모,검토자_ID
C01379,wendys_transfer_aggressive,42,Target,@target,1477067068512116737,https://x.com/target/status/1477067068512116737,Sat Jan 01 00:00:06 +0000 2022,"*knock knock *
🚪🙂 :  2022
#HappyNewYear! 🎉 ✨",1,2,coder2,pending,527,1,aggressive,non_humor,not_applicable,1,,,
C00290,firm_balanced_sample,99,Nike,@nike,1923865596242034940,https://x.com/nike/status/1923865596242034940,Sat May 17 22:17:56 +0000 2025,"Hardware for the hardwood. Kobe 5 PE for @CaitlinClark22.

Inspired by her 2024 Rookie of the Year Award. https://t.co/w4Izms4rBw",0,,coder2,pending,7049,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01336,random_fortune_sample,12,JPMorgan Chase,@jpmorgan,1435132261838450689,https://x.com/jpmorgan/status/1435132261838450689,Tue Sep 07 06:46:09 +0000 2021,Committed to excellence. Committed to making history. We're proud to have sponsored the @USOpen Women's Singles Championship for 26 years. https://t.co/sONm21KYfU,0,,coder2,pending,46,1,affiliative,humor,affiliative,0,,,
C00538,high_engagement_posts,44,Walt Disney,@Disney,1899983755089240087,https://x.com/Disney/status/1899983755089240087,Thu Mar 13 00:40:01 +0000 2025,"Rachel Zegler and Snow White director Marc Webb pose at the @Alcazar_Segovia Castle in Spain, which inspired the castle in the 1937 animated film.

Disney’s #SnowWhite only in theaters next Friday! Get tickets now: https://t.co/SWksDu7sSe https://t.co/SuAg11PeF6",1,2,coder2,pending,2259,0,non_humorous,humor,affiliative,1,,,
C00604,humor_presence_uncertain,43,Tesla,@tesla,2058638532353434023,https://x.com/tesla/status/2058638532353434023,Sun May 24 19:57:28 +0000 2026,".@Grok can be your guide while exploring new spots

Just say “Hey Grok” to ask about geological features, local history, or places to check out nearby",1,3,coder2,pending,7566,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00901,classifier_disagreement,56,American Express,@americanexpress,1890512849845227614,https://x.com/americanexpress/status/1890512849845227614,Fri Feb 14 21:26:02 +0000 2025,".@colordujour has a big day in the works hosting a professional makeup class for their community of artists. Watch and see the results in the next episode of Small Business, Big Day: https://t.co/JkG1tKpOT3 https://t.co/aIxu8xlX6Y",0,,coder2,pending,105,0,non_humorous,humor,affiliative,1,,,
C00903,high_engagement_posts,93,USAA,@usaa,1602672265493204992,https://x.com/usaa/status/1602672265493204992,Tue Dec 13 14:30:18 +0000 2022,"The first National Guard units date all the way back to the 1600s. Today, we celebrate this historic organization not only for its longevity, but for all the ways each Guardsmen provides security and emergency aid to our nation. #HBDNationalGuard https://t.co/4mJh7pcCri",0,,coder2,pending,1789,1,affiliative,non_humor,not_applicable,1,,,
C01082,random_fortune_sample,2,Walmart,@walmart,1845888712619561273,https://x.com/walmart/status/1845888712619561273,Mon Oct 14 18:05:38 +0000 2024,Cake Mix: https://t.co/4z0ldMZIkX,0,,coder2,pending,27,0,non_humorous,non_humor,not_applicable,0,,,
C00197,type_uncertain,12,JPMorgan Chase,@jpmorgan,1589718667582996482,https://x.com/jpmorgan/status/1589718667582996482,Mon Nov 07 20:37:20 +0000 2022,"Art enthusiasts gather in the City of Lights this week for @ParisPhotoFair, where artists expand the boundaries of traditional photography. 📸 We're honored to be celebrating 11 years of partnership.",1,2,coder2,pending,30,1,affiliative,humor,affiliative,0,,,
C01124,random_fortune_sample,47,Boeing,@boeing,1446490591102181394,https://x.com/boeing/status/1446490591102181394,Fri Oct 08 15:00:06 +0000 2021,"The @GoFlyPrize competition invites innovators worldwide to create a personal flyer that is safe, useful and inspiring. 
The winning flyer could land one team $1 million. 
Learn more: https://t.co/EgOe4MjpGd https://t.co/EU2uGEXGoI",0,,coder2,pending,159,0,non_humorous,non_humor,not_applicable,0,,,
C01397,high_engagement_posts,9,Exxon Mobil,@exxonmobil,1334519248203493376,https://x.com/exxonmobil/status/1334519248203493376,Thu Dec 03 15:25:57 +0000 2020,We’re all in this together! Glad to be a part of the Oil and Gas Climate Initiative – working collaboratively toward solutions to mitigate the risks of climate change. @OGCInews,1,2,coder2,pending,3256,1,affiliative,humor,affiliative,0,,,
C00123,high_engagement_posts,84,HP,@hp,1770088534285672578,https://x.com/hp/status/1770088534285672578,Tue Mar 19 14:02:47 +0000 2024,"🤩🇺🇸 ¡Volvemos a Estados Unidos!
🙌 Aquí tenéis nuestro Summer Tour 2024 en Estados Unidos, presentado por @HP https://t.co/jJmrbL641T",1,2,coder2,pending,8570,0,non_humorous,non_humor,not_applicable,0,,,
C01149,high_engagement_posts,42,Target,@target,1258049068623896576,https://x.com/target/status/1258049068623896576,Wed May 06 15:00:46 +0000 2020,"You have 280 characters to speak to the #Classof2020, what’s your advice? #CommencementTweet",0,,coder2,pending,2450,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00198,random_fortune_sample,47,Boeing,@boeing,1671140428694056961,https://x.com/boeing/status/1671140428694056961,Tue Jun 20 12:58:21 +0000 2023,"C’est deux fois mieux! 🇫🇷

Join us live for the day 2 737-10 and 777-9 flying display today at the 2023 #ParisAirShow! You'll see their highly anticipated maneuvers in action, showcasing their capabilities and performance. https://t.co/9dskVD9hZ6",1,3,coder2,pending,303,0,non_humorous,non_humor,not_applicable,0,,,
C01441,classifier_disagreement,25,Home Depot,@HDCares,746489320538800128,https://x.com/HDCares/status/746489320538800128,Fri Jun 24 23:44:57 +0000 2016,@mnolet85 Oh no! Please send order number/contact info to TeamSocial@homedepot.com so we can look into this. -TeamCare,0,,coder2,pending,0,1,affiliative,non_humor,not_applicable,1,,,
C01106,classifier_disagreement,25,Home Depot,@HDCares,818220106270605317,https://x.com/HDCares/status/818220106270605317,Sun Jan 08 22:17:29 +0000 2017,@JohnJGaga What happened? Please send add’l details/contact info/post to TeamSocial@homedepot.com so we can address.  –TeamCare,0,,coder2,pending,0,1,affiliative,non_humor,not_applicable,1,,,
C01335,firm_balanced_sample,71,Delta Air Lines,@Delta,1503385646433452032,https://x.com/Delta/status/1503385646433452032,Mon Mar 14 15:00:44 +0000 2022,"It’s time to battle for the best brand on Twitter. #BestOfTweets Brand Bracket tips off now! 

First matchup: the power of flight vs. the gift of food
✈️ @Delta's travel tips
VS
🛒 @kroger's fresh takes 

Vote now!",1,2,coder2,pending,138,0,non_humorous,humor,affiliative,1,,,
C01346,random_fortune_sample,46,PepsiCo,@pepsico,1598727523109576704,https://x.com/pepsico/status/1598727523109576704,Fri Dec 02 17:15:19 +0000 2022,"Can you even remember life before @Tostitos scoops? Or a world without @MountainDew Baja Blast? Both were born in the 2000s, with lots of other delicious innovations! Which do you remember trying first? https://t.co/hMB0wVawld",1,3,coder2,pending,91,1,affiliative,humor,affiliative,0,,,
C00278,wendys_transfer_aggressive,36,Goldman Sachs Group,@GoldmanSachs,1973382387569488300,https://x.com/GoldmanSachs/status/1973382387569488300,Wed Oct 01 13:39:59 +0000 2025,"Gold prices are forecast to break more records highs, driven by factors such as demand from central banks and investment inflows to gold ETFs. Goldman Sachs Research expects the precious metal to hit $4,000 per troy ounce by mid-2026. Read more: https://t.co/VcJ7acSN8I",0,,coder2,pending,178,1,aggressive,non_humor,not_applicable,1,,,
C00465,firm_balanced_sample,47,Boeing,@boeing,1461322063130550277,https://x.com/boeing/status/1461322063130550277,Thu Nov 18 13:15:04 +0000 2021,RT @BoeingMidEast: Only #TeamBoeing has the expertise to perform meaningful analytics across commercial and government — and apply these digital solutions to help our customers solve their toughest problems. #DAS21 https://t.co/gx61230uL0,0,,coder2,pending,174,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01018,random_fortune_sample,72,Publix Super Markets,@Publix,1585315349376995328,https://x.com/Publix/status/1585315349376995328,Wed Oct 26 17:00:07 +0000 2022,"We have the most ""gourd-geous"" pumpkins in the patch! #NationalPumpkinDay https://t.co/0nR2npj2CG",1,3,coder2,pending,54,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00872,random_fortune_sample,42,Target,@target,1579502477883629568,https://x.com/target/status/1579502477883629568,Mon Oct 10 16:01:51 +0000 2022,not to be the drama but...candy corn?,1,1,coder2,pending,319,1,aggressive,non_humor,not_applicable,1,,,
C01497,high_engagement_posts,11,Microsoft,@microsoft,1939670330332868696,https://x.com/microsoft/status/1939670330332868696,Mon Jun 30 13:00:18 +0000 2025,We're taking a big step towards medical superintelligence. AI models have aced multiple choice medical exams – but real patients don’t come with ABC answer options. Now MAI-DxO can solve some of the world’s toughest open-ended cases with higher accuracy and lower costs. https://t.co/PVMdxIwhhx,0,,coder2,pending,3684,1,affiliative,non_humor,not_applicable,1,,,
C00944,humor_presence_uncertain,60,HCA Healthcare,@hcahealthcare,1803488113282383993,https://x.com/hcahealthcare/status/1803488113282383993,Wed Jun 19 18:00:48 +0000 2024,"Today, we celebrate and reflect on #Juneteenth. At HCA Healthcare, we remain committed to creating healthier, more equitable tomorrows for our patients, colleagues, and communities. https://t.co/Ji6WllsEec",0,,coder2,pending,7,0,non_humorous,non_humor,not_applicable,0,,,
C00353,low_engagement_posts,18,Elevance Health,@elevancehealth,1453768535205892113,https://x.com/elevancehealth/status/1453768535205892113,Thu Oct 28 17:00:03 +0000 2021,Join our @modrnhealthcr webinar Nov. 17 to hear @AnthemInc’s President of Digital Platforms @RajeevRonanki and Staff VP of AI Tech @BobbySamuel and @PMA_IPANS Executive Director Mike Guarino discuss how we’re enhancing the healthcare experience with a digital platform approach.,0,,coder2,pending,0,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00927,type_uncertain,43,Tesla,@tesla,2031426779735535879,https://x.com/tesla/status/2031426779735535879,Tue Mar 10 17:47:41 +0000 2026,"The last car we bought was a @Tesla Model Y. Painless purchase process. No salespeople, no showroom, no upsells, no games, no haggling, no pressure. Just a personal choice on my own time, and a simple few-minute process handled entirely via a clear and straightforward app.

The next car we're buying is from another brand. And holy hell, it feels like I'm going back in time. Salespeople, back-and-forth charades, pricing games, ""when can you come in?"" before the deal is finalized tactics, etc. And I'm still doing it all via email so I don't have to deal with the showroom antics. I've modernized the process as much as I can from my side, and yet it's the same old same old.

They don't even feel like the same thing. In one case I'm buying a car with all the baggage that comes with buying a car. In the other case I'm buying a Tesla with none of the baggage of buying a car.

This experience could make me lament this other brand, but what it really does is make me appreciate and respect the lengths to which Tesla has fully reconfigured the car buying experience. It's become effortless, like buying any other product. As it should be. A car is just another product.

Bravo.",0,,coder2,pending,3336,1,affiliative,humor,self_enhancing,0,,,
C01122,humor_presence_uncertain,96,Travelers,@travelers,1507401936991141903,https://x.com/travelers/status/1507401936991141903,Fri Mar 25 17:00:02 +0000 2022,"To avoid disruptions in today’s complex #supplychain environment, manufacturers need to plan for — and manage — risks in three distinct areas:
🔵 Upstream
🔵 Internal
🔵 Downstream
Here are some things to consider: https://t.co/wYul3zSZx6 https://t.co/YguUhRAF34",0,,coder2,pending,4,1,aggressive,humor,affiliative,0,,,
C01025,random_fortune_sample,82,Oracle,@oracle,1970601342680084483,https://x.com/oracle/status/1970601342680084483,Tue Sep 23 21:29:06 +0000 2025,"More compute in the making.

Announcing 5 new Stargate sites with Oracle and SoftBank, putting us ahead of schedule on the 10-gigawatt commitment we announced in January. 

https://t.co/AWJQt02XZ4",0,,coder2,pending,5919,0,non_humorous,humor,self_enhancing,1,,,
C00950,high_engagement_posts,5,Alphabet,@google,2044453452911157698,https://x.com/google/status/2044453452911157698,Wed Apr 15 16:31:01 +0000 2026,"The @GeminiApp is now available natively on Mac, bringing you a faster, more integrated way to get AI help right on your desktop. 🍎

Now Gemini is just a shortcut away (Option + Space) for instant help, without ever needing to switch tabs. https://t.co/GdRpyFFxDq",0,,coder2,pending,2172,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00596,full_chain_aggressive,57,Albertsons,@albertsons,1473095975833149449,https://x.com/albertsons/status/1473095975833149449,Tue Dec 21 01:00:24 +0000 2021,"Once your roast is cooked, allow it to rest, covered in aluminum foil, for about 15-20 minutes, before you carve.",0,,coder2,pending,2,1,aggressive,humor,aggressive,0,,,
C01476,classifier_disagreement,36,Goldman Sachs Group,@GoldmanSachs,2005609767809515850,https://x.com/GoldmanSachs/status/2005609767809515850,Mon Dec 29 12:00:05 +0000 2025,"On this episode of the Odd Lots podcast, Goldman Sachs' @HatziusJan and Ben Snider join @tracyalloway and @thestalwart to discuss the impact of AI and tariffs on the economy in 2025 and how these factors will influence the real economy and stocks next year https://t.co/WfYUapTAfI https://t.co/eFcMe6ARPs",0,,coder2,pending,62,0,non_humorous,humor,affiliative,1,,,
C01445,random_fortune_sample,62,New York Life Insurance,@NewYorkLife,1498411416843272193,https://x.com/NewYorkLife/status/1498411416843272193,Mon Feb 28 21:34:55 +0000 2022,"Goodbye regular season, hello @Vegas! 🤩

The #Pac12WBB Tournament, presented by @NewYorkLife, begins Wednesday. Get your tickets now or watch live on Pac-12 Network.

📍 @MandalayBay’s Michelob ULTRA Arena
🎟 https://t.co/9UJRxceVM7
📺 Pac-12 Network
📱 https://t.co/7bHMYBrFK8 https://t.co/BTTeU25lJo",1,2,coder2,pending,310,0,non_humorous,non_humor,not_applicable,0,,,
C00831,low_engagement_posts,90,Ingram Micro Holding,@IngramMicroInc,1990899552828772563,https://x.com/IngramMicroInc/status/1990899552828772563,Tue Nov 18 21:46:57 +0000 2025,"Ingram Micro Netherlands has been named Cisco Distributor of the Year 2025! Thank you to @Cisco, our partners and our fantastic team for making this milestone a reality. On to new successes and a future full of possibilities! #IngramMicro @IngramMicroNL https://t.co/yT14hIzfMk",1,3,coder2,pending,0,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00227,random_fortune_sample,91,General Dynamics,@generaldynamics,1802814322114273741,https://x.com/generaldynamics/status/1802814322114273741,Mon Jun 17 21:23:23 +0000 2024,"NASSCO pride was on full display last weekend as the shipyard played host to employees, their spouses, children, grandchildren and others during a memorable Family Day occasion. 👨‍👩‍👧‍👦

Over 6,000 people passed through the gates as employees were able to showcase what we do day in and day out... Building some of the finest ships that sail the oceans.

For us, it's second nature, but for our families it was a behind the scenes glimpse of the remarkable work we do for our country.

#NASSCOFamilyDay",1,2,coder2,pending,11,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00302,type_uncertain,89,Enterprise Products Partners,@EProd_Careers,1680363229204353026,https://x.com/EProd_Careers/status/1680363229204353026,Sat Jul 15 23:46:28 +0000 2023,Enterprise Products is an organization rich in energy-related opportunities. Could this one be right for you? Click here to find out. https://t.co/JDpyhZ1JLU,1,3,coder2,pending,0,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01363,random_fortune_sample,77,AbbVie,@abbvie,1960723224276172842,https://x.com/abbvie/status/1960723224276172842,Wed Aug 27 15:16:59 +0000 2025,"[and the text, “Embracing shared decision-making between patients and their health care teams may help improve health outcomes for the CLL community.”]",0,,coder2,pending,6,1,aggressive,non_humor,not_applicable,1,,,
C00018,full_chain_aggressive,57,Albertsons,@albertsons,1347226514320977921,https://x.com/albertsons/status/1347226514320977921,Thu Jan 07 17:00:05 +0000 2021,Fresh and healthy doesn’t have to be hard. Get more greens in your diet with grab-n-go salads and other fresh options at your local store! https://t.co/nzYO0AOuuq,0,,coder2,pending,22,1,affiliative,humor,aggressive,0,,,
C00459,firm_balanced_sample,61,Lockheed Martin,@lockheedmartin,1920193195448676681,https://x.com/lockheedmartin/status/1920193195448676681,Wed May 07 19:05:07 +0000 2025,"Speed isn't just an advantage — it's a necessity.

That’s why integrating AI into combat systems is critical: to declutter the battlefield picture and surface actionable insights instantly.

We’re helping the @USNavy cut through the noise and focus on what matters most. https://t.co/zx0jO05plQ",0,,coder2,pending,247,1,self-enhancing,ambiguous,ambiguous_or_review,0,,,
C00503,wendys_transfer_aggressive,87,Tyson Foods,@tysonfoods,1509216201532231680,https://x.com/tysonfoods/status/1509216201532231680,Wed Mar 30 17:09:16 +0000 2022,"(2/2) Affected families can call Springdale Public Schools' help line at (479) 409-5031 to talk to a counselor or social worker. The Jones Center at 922 E Emma Ave is also providing immediate help with shelter, water, and food.",0,,coder2,pending,6,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00662,random_fortune_sample,58,Archer Daniels Midland,@ADMupdates,1462871765911281673,https://x.com/ADMupdates/status/1462871765911281673,Mon Nov 22 19:53:02 +0000 2021,"“It’s the 39,999 people who make me successful.”

ADM CFO Ray Young has been named CFO of the Year by @FEIChicago . In his acceptance speech, he thanked #TeamADM for our company’s incredible transformation over the past decade. https://t.co/St3QwgKsx3",0,,coder2,pending,15,1,affiliative,non_humor,not_applicable,1,,,
C01271,classifier_disagreement,50,FedEx,@fedex,1776246457961447920,https://x.com/fedex/status/1776246457961447920,Fri Apr 05 13:52:11 +0000 2024,"Congratulations to all the teams headed into this weekend's basketball games – we want to share our FedEx Four bracket with you! 🏀 
Which ones are making it to the championship?? 👀 https://t.co/9cfKQ0ikdp",1,2,coder2,pending,58,1,affiliative,non_humor,not_applicable,1,,,
C00247,classifier_disagreement,30,Marathon Petroleum,@MarathonPetroCo,2027450422533947876,https://x.com/MarathonPetroCo/status/2027450422533947876,Fri Feb 27 18:27:03 +0000 2026,"10,000 acres transformed. 🌱 Marathon Pipe Line hit its sustainable landscapes goal ahead of schedule using nature-based solutions to protect operations, support biodiversity and build stronger landowner relationships.

Read how they did it. ⤵️

https://t.co/iwqko6feLw

#SustainableLandscapes #MarathonPetroleum",1,2,coder2,pending,7,1,affiliative,non_humor,not_applicable,1,,,
C00569,humor_presence_uncertain,56,American Express,@americanexpress,1427270620606312448,https://x.com/americanexpress/status/1427270620606312448,Mon Aug 16 14:06:48 +0000 2021,"You don’t have to imagine what would happen if entrepreneur Telsha Anderson collaborated with protégé Shannon of Yowie. We have the limited edition results dropping 8/20, from Amex and @NTWRKLIVE. #ShopSmall https://t.co/IDKavDYlHH",0,,coder2,pending,14,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01152,full_chain_aggressive,55,Sysco,@sysco,1843373143559418280,https://x.com/sysco/status/1843373143559418280,Mon Oct 07 19:29:40 +0000 2024,"Sysco is proud to partner with diverse suppliers that bring both passion &amp; innovation to the table. Today, we’re spotlighting Street Desserts, a woman-owned business founded by Sandy Solmon in 1979, that’s been setting the standard in the dessert industry for over 40 years. 🍰 https://t.co/BXsshGu9Jr",0,,coder2,pending,4,1,affiliative,humor,aggressive,0,,,
C01130,random_fortune_sample,1,Amazon,@amazon,2061691189493944489,https://x.com/amazon/status/2061691189493944489,Tue Jun 02 06:07:38 +0000 2026,https://t.co/900QZPgf3O,0,,coder2,pending,77,0,non_humorous,non_humor,not_applicable,0,,,
C01291,high_engagement_posts,71,Delta Air Lines,@Delta,1504480177304211456,https://x.com/Delta/status/1504480177304211456,Thu Mar 17 15:30:00 +0000 2022,The snack cart is here with food and drinks... what do you ask for?,1,2,coder2,pending,1646,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00088,random_fortune_sample,99,Nike,@nike,1887714381489664215,https://x.com/nike/status/1887714381489664215,Fri Feb 07 04:05:55 +0000 2025,"Somebody’s got a sweet tooth. 

Patrick Surtain II is your 2024-25 Defensive Player of the Year. https://t.co/ksjKkOAykr",1,2,coder2,pending,3754,0,non_humorous,humor,affiliative,1,,,
C00196,random_fortune_sample,65,Caterpillar,@CaterpillarInc,1551945666171117570,https://x.com/CaterpillarInc/status/1551945666171117570,Tue Jul 26 15:00:55 +0000 2022,We're supporting some of the most progressive #infrastructure projects around the globe – from the U.S. Infrastructure Investment and Jobs Act to the Philippines' Build! Build! Build! Program. See how: https://t.co/HvlWBHFyTm https://t.co/5VBvpDC3we,0,,coder2,pending,38,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00530,humor_presence_uncertain,57,Albertsons,@albertsons,1029842748390760449,https://x.com/albertsons/status/1029842748390760449,Wed Aug 15 21:30:19 +0000 2018,"Thanks to the generosity of NBC 5 viewers, tens of thousands of kids here in North Texas will go back to school with the tools they need to succeed. https://t.co/vmZJexIwP2 #SupportingOurSchools @NBCDFW @Albertsons @TomThumb_Stores @CISDR @CISNT @CISTarrant @SmithCharities https://t.co/hrDI08VPo9",0,,coder2,pending,13,0,non_humorous,humor,affiliative,1,,,
C00011,random_fortune_sample,19,Centene,@centene,1633217475344224256,https://x.com/centene/status/1633217475344224256,Tue Mar 07 21:26:04 +0000 2023,Centene addresses key risk factors of heart disease and empowers members to develop healthy lifestyle habits to help prevent heart disease. Learn more. https://t.co/HzpGckffdl #HeartMonth https://t.co/MKpTvyGSx3,0,,coder2,pending,4,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01429,high_engagement_posts,1,Amazon,@amazon,2020525250937827766,https://x.com/amazon/status/2020525250937827766,Sun Feb 08 15:48:54 +0000 2026,"People ask me all the time about compelling use cases of AI. Here’s a good one.

Millions of dogs go missing in the U.S. every year—and options for finding them are often painfully limited. Our Ring team saw an opportunity to use our community and technology to help, so they built Search Party.

When a pet owner posts about a lost dog in the Ring app, nearby participating outdoor Ring cameras in the neighborhood begin looking for potential matches. If yours spots what might be the missing dog, it lets you know. You see the photo alongside footage from your camera, then can choose to share the video with the pet’s owner.

The AI is trained on tens of thousands of dog videos so it can recognize different breeds, sizes, fur patterns, body features, unique marks, shape, and color. And privacy stays in your control—you decide each time whether to help.

The impact is energizing. Search Party has helped bring home 99 dogs in just 90 days—more than a dog a day since launching three months ago.

Ring customer Kylee was blown away by Search Party after her dog Nyx was found by a neighbor’s camera just 15 minutes after slipping through a tiny hole he’d dug under her backyard fence.

When a Ring customer and military veteran named Kurt realized his service dog was missing after jumping his fence, he worried he might have lost her for good. He quickly initiated a Search Party in the Ring app asking neighbors to help locate her. Later that day, he got the notification he was hoping for…Lainey was found.

Chris, a Ring camera owner, helped reunite another lost dog with its family after getting an app alert that said, “Your camera may have spotted a missing dog,” flagging footage he wouldn't have otherwise noticed.

And the list of stories like these keeps growing.

Now we’ve expanded this feature so that anyone in the U.S. can start a Search Party through the Ring app, even without a Ring camera (lost pets are one of the most common posts in the Ring Neighbors app—over 1M last year alone).

With roughly 90 million dogs in the U.S., think this is gonna matter for a lot of families. Good example of real-world impact, and proud of what the Ring team has built here. https://t.co/Pr3jzP4o4o",0,,coder2,pending,5283,1,affiliative,humor,self_enhancing,0,,,
C00283,classifier_disagreement,72,Publix Super Markets,@Publix,1975652348115497288,https://x.com/Publix/status/1975652348115497288,Tue Oct 07 20:00:00 +0000 2025,Isn’t it amazing how every bite of a sprinkle cookie is better than the last?,1,3,coder2,pending,32,1,self-enhancing,non_humor,not_applicable,1,,,
C00611,classifier_disagreement,90,Ingram Micro Holding,@IngramMicroInc,1844771449376030726,https://x.com/IngramMicroInc/status/1844771449376030726,Fri Oct 11 16:06:02 +0000 2024,"Our Montreal Canada Team had the privilege of volunteering at Moisson Montreal Food Bank, where our amazing associates helped sort, stack, and prepare food donations to be sent to those in need. 🍎🥫 Huge thanks to everyone who participated! 👏 #IngramMicro #ingrammicroesg https://t.co/358MesHZek",0,,coder2,pending,1,1,affiliative,non_humor,not_applicable,1,,,
C00287,random_fortune_sample,58,Archer Daniels Midland,@ADMupdates,1530241910035492864,https://x.com/ADMupdates/status/1530241910035492864,Fri May 27 17:37:56 +0000 2022,The perfect summer movie has landed! See #TopGun: Maverick on the biggest screen possible - NOW PLAYING in theatres everywhere. https://t.co/kftuKOfDre https://t.co/uTOEwMOSwW,1,3,coder2,pending,322,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00349,random_fortune_sample,100,Massachusetts Mutual Life,@massmutual,1434894170255200259,https://x.com/massmutual/status/1434894170255200259,Mon Sep 06 15:00:03 +0000 2021,It doesn’t get more awkward than a family member asking for a loan. Here’s what experts say about how to respond. https://t.co/G8pCEmlGEI https://t.co/BUHBuTJ2Gt,1,1,coder2,pending,3,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00265,firm_balanced_sample,31,StoneX Group,@StoneX_Official,2017274154660069794,https://x.com/StoneX_Official/status/2017274154660069794,Fri Jan 30 16:30:12 +0000 2026,"Gold Prices Swing Wildly as Momentum Fatigue Triggers Profit Taking. 

https://t.co/tpmNVMFzwi",0,,coder2,pending,1,0,non_humorous,non_humor,not_applicable,0,,,
C00364,wendys_transfer_aggressive,90,Ingram Micro Holding,@IngramMicroInc,1684974002203238412,https://x.com/IngramMicroInc/status/1684974002203238412,Fri Jul 28 17:08:02 +0000 2023,Friday philanthropy time! Congrats to our 4Ingram Micro UK volunteers who completed the Midnight Moo 10 mile walk.🏃‍♀️ They raised just over £700 for @willenhospice and completed it in 3 hours 14 minutes! #ingrammicro #ingrammicroUK https://t.co/gJx28PjOYG,1,2,coder2,pending,9,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01338,random_fortune_sample,5,Alphabet,@google,2057881884219035752,https://x.com/google/status/2057881884219035752,Fri May 22 17:50:49 +0000 2026,"Nano Banana for video is here 🍌🎥

Gemini Omni is our new AI model that makes creating and editing videos as easy as having a conversation.

Here’s how it works ↓ https://t.co/j7NvPK3Uj8",0,,coder2,pending,2394,1,self-enhancing,ambiguous,ambiguous_or_review,0,,,
C01253,type_uncertain,91,General Dynamics,@generaldynamics,2016496598381896070,https://x.com/generaldynamics/status/2016496598381896070,Wed Jan 28 13:00:28 +0000 2026,LISTEN LIVE: General Dynamics CEO Phebe Novakovic to host fourth-quarter and full-year financial results conference call. Register to listen: https://t.co/ied9sk76ci,0,,coder2,pending,12,1,affiliative,non_humor,not_applicable,1,,,
C01000,high_engagement_posts,81,United Airlines Holdings,@united,1907406780285497397,https://x.com/united/status/1907406780285497397,Wed Apr 02 12:16:28 +0000 2025,"We’re officially checking in… and adding 3️⃣ new dots to our map in the Pacific. Please welcome:

Bangkok, Thailand
Ho Chi Minh City, Vietnam
Adelaide, Australia

PLUS, we’re adding a 2nd daily flight from San Francisco to Manila, Philippines.

https://t.co/jFM0b7KMki https://t.co/uuOqboYce8",1,2,coder2,pending,1451,0,non_humorous,humor,self_enhancing,1,,,
C01092,classifier_disagreement,11,Microsoft,@microsoft,1917712579113410676,https://x.com/microsoft/status/1917712579113410676,Wed Apr 30 22:48:02 +0000 2025,1/ It’s been a busy few weeks – between today’s earnings and some of our recent announcements. Here are a few things I wanted to highlight:,1,4,coder2,pending,4133,1,self-enhancing,non_humor,not_applicable,1,,,
