후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_유형,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,신뢰도,메모,검토자_ID
C01157,wendys_transfer_aggressive,69,Nationwide,@nationwide,1733624348504707443,https://x.com/nationwide/status/1733624348504707443,Sat Dec 09 23:07:08 +0000 2023,FINAL. WHISTLE.,,,coder1,pending,1161,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00836,low_engagement_posts,91,General Dynamics,@generaldynamics,1531709290108567555,https://x.com/generaldynamics/status/1531709290108567555,Tue May 31 18:48:47 +0000 2022,"RT @GDBIW: “The best prepared win, the second best prepared lose and by God the Barnum is going to be the best prepared,” said DDG 124 name…",,,coder1,pending,1,1,affiliative,non_humor,not_applicable,1,,,
C01096,humor_presence_uncertain,14,Cigna Group,@Cigna,1653470981770424320,https://x.com/Cigna/status/1653470981770424320,Tue May 02 18:46:16 +0000 2023,"Did you know mental health conditions can intensify physical health symptoms and even double or triple health care costs?Employers can curtail these costs with integrated health benefits to provide a more holistic care experience.

https://t.co/5h7Iy7h5sn

#CignaNews https://t.co/PZJ5kqMhBh",,,coder1,pending,23,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00101,random_fortune_sample,42,Target,@target,1450852993495191560,https://x.com/target/status/1450852993495191560,Wed Oct 20 15:54:43 +0000 2021,"Joe would think the self-checkout machine is flirting with him, tbh",,,coder1,pending,1259,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00655,high_engagement_posts,44,Walt Disney,@Disney,1892982628833485011,https://x.com/Disney/status/1892982628833485011,Fri Feb 21 17:00:03 +0000 2025,"In ONE MONTH, return to the magical story that started it all 🍎✨

Experience Disney’s #SnowWhite only in theaters March 21. https://t.co/RAyPgDwFm4",,,coder1,pending,2208,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00182,wendys_transfer_aggressive,45,Johnson & Johnson,@JNJNews,1319684631696936961,https://x.com/JNJNews/status/1319684631696936961,Fri Oct 23 16:58:29 +0000 2020,RT @healthevoices: From how they found their purpose to how they attracted a digital audience on #socialmedia – the #HealtheVoicesHCP Advis…,,,coder1,pending,9,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00403,high_engagement_posts,46,PepsiCo,@pepsico,1486776066551205896,https://x.com/pepsico/status/1486776066551205896,Thu Jan 27 19:00:11 +0000 2022,Looking for delicious drinks with low or no added sugars? See some of the options we’ve created around the world! 🌍 https://t.co/CMCrKVbeQc,,,coder1,pending,12132,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00795,humor_presence_uncertain,89,Enterprise Products Partners,@EProd_Careers,1680021465280942080,https://x.com/EProd_Careers/status/1680021465280942080,Sat Jul 15 01:08:25 +0000 2023,"If you’re ready to start a new career in Seminole, TX, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/mTDpni5NE8 #TechnicianJobs",,,coder1,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C00112,random_fortune_sample,90,Ingram Micro Holding,@IngramMicroInc,2005745023174992062,https://x.com/IngramMicroInc/status/2005745023174992062,Mon Dec 29 20:57:33 +0000 2025,"Proud moment for Ingram Micro India!

Honored with 3 awards at the HPE Top Partners Meet 2025 in Udaipur: Best Region FY’25, Top Volume Promotion Distributor FY’24 and Top Distributor for Driving DX FY’24. 

Thank you to @HPE and our team for making this possible! #IngramMicro https://t.co/jGJ3QaXIvJ",,,coder1,pending,1,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00188,high_engagement_posts,99,Nike,@nike,2058548585306759361,https://x.com/nike/status/2058548585306759361,Sun May 24 14:00:03 +0000 2026,This player became the youngest man in history to complete the Career Grand Slam. Who is he? https://t.co/KM8EjBH7BF,,,coder1,pending,3382,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01212,low_engagement_posts,79,TJX,@tjmaxx,773589780412112896,https://x.com/tjmaxx/status/773589780412112896,Wed Sep 07 18:32:30 +0000 2016,@swiftbaIIerini Thanks for reaching out about this. Please give Customer Service a call at 1-800-926-6299 M-F between 9-6EST.,,,coder1,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C01245,humor_presence_uncertain,91,General Dynamics,@generaldynamics,1536381770958004224,https://x.com/generaldynamics/status/1536381770958004224,Mon Jun 13 16:15:33 +0000 2022,RT @GDBIW: The men &amp; women of General Dynamics Bath Iron Works are honored to be the builder of the future USS J. William Middendorf. Amb.…,,,coder1,pending,1,1,aggressive,humor,affiliative,0,,,
C01194,high_engagement_posts,44,Walt Disney,@Disney,1898437297885823429,https://x.com/Disney/status/1898437297885823429,Sat Mar 08 18:14:57 +0000 2025,"Walt Disney Imagineering shares a new look at the Monsters, Inc. coaster loading area and first-ever vertical lift that will hoist riders in the air like never before as they zoom into the door vault! https://t.co/9Rwf0YtRGX 🚪🎢 #SXSW https://t.co/fnTaDIA6AR",,,coder1,pending,8126,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01282,humor_presence_uncertain,29,Phillips 66,@Phillips66co,1422950455806763013,https://x.com/Phillips66co/status/1422950455806763013,Wed Aug 04 16:00:00 +0000 2021,"The growth of knotweed over the years has been dangerous to the environment, particularly in the Skagit Watershed area. That’s why we’re teaming up with Skagit Fisheries to help eradicate any knotweed in the area. Head to the link to learn more: https://t.co/6T1by9GyIj",,,coder1,pending,3,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00033,classifier_disagreement,72,Publix Super Markets,@Publix,1937556327464603941,https://x.com/Publix/status/1937556327464603941,Tue Jun 24 17:00:01 +0000 2025,Did your wedding have a #Publix cake? We want to see it! 🎂,,,coder1,pending,80,1,affiliative,non_humor,not_applicable,1,,,
C01495,random_fortune_sample,58,Archer Daniels Midland,@ADMupdates,1364225093996453898,https://x.com/ADMupdates/status/1364225093996453898,Tue Feb 23 14:46:23 +0000 2021,"Thank you to @ethisphere, for naming us as one of the #WorldsMostEthicalCompanies again. We're extremely proud to be recognized for our commitment to ethical business practices, transparency and corporate citizenship: https://t.co/RocSfjdPjE https://t.co/lxf0SgRWlY",,,coder1,pending,15,0,non_humorous,humor,self_enhancing,1,,,
C00326,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1680270719291396096,https://x.com/EProd_Careers/status/1680270719291396096,Sat Jul 15 17:38:52 +0000 2023,Enterprise Products is an organization rich in energy-related opportunities. Could this one be right for you? Click here to find out. https://t.co/mZC98rEIW6 #PlantOperator,,,coder1,pending,0,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01034,wendys_transfer_aggressive,82,Oracle,@oracle,1815416512900915578,https://x.com/oracle/status/1815416512900915578,Mon Jul 22 16:00:00 +0000 2024,What are vector databases? How are they used? And why are they important for #GenAI? We break down their advantages: https://t.co/aW52uGhANJ,,,coder1,pending,51,1,aggressive,non_humor,not_applicable,1,,,
C00952,low_engagement_posts,77,AbbVie,@abbvie,1904878912229818714,https://x.com/abbvie/status/1904878912229818714,Wed Mar 26 12:51:38 +0000 2025,"[Video description: On-screen text reads, “Oncology News.”]",,,coder1,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C00624,wendys_transfer_aggressive,91,General Dynamics,@generaldynamics,1585648039255019520,https://x.com/generaldynamics/status/1585648039255019520,Thu Oct 27 15:02:07 +0000 2022,"As a tribute to President Theodore Roosevelt, an avid supporter of the Navy, Navy Day is recognized on October 27th to salute sailors for their time serving in the Navy. It was later determined that the Navy was established on October 13th, so both holidays are celebrated. https://t.co/ZAhIa3lMH0",,,coder1,pending,8,1,aggressive,humor,affiliative,0,,,
C00563,wendys_transfer_aggressive,69,Nationwide,@nationwide,1756855653782491155,https://x.com/nationwide/status/1756855653782491155,Mon Feb 12 01:40:03 +0000 2024,She rocked that! 🎸,,,coder1,pending,9,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01003,wendys_transfer_aggressive,43,Tesla,@tesla,2047125344826826806,https://x.com/tesla/status/2047125344826826806,Thu Apr 23 01:28:10 +0000 2026,"FSD 14.3.2 feels very gentle 

the way it backs out, the way it drives

like you’re being cradled",,,coder1,pending,922,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00589,full_chain_aggressive,56,American Express,@americanexpress,1532756195638902785,https://x.com/americanexpress/status/1532756195638902785,Fri Jun 03 16:08:48 +0000 2022,"The first-ever @AmericanExpress Food Village at the #USWomensOpen features three local, woman-owned favorites from the Southern Pines community. 

If you’re at @PineNeedlesGolf this week, make sure to grab a bite like @HallyLead! #ShopSmall https://t.co/YaJJF0F6QF",,,coder1,pending,99,1,aggressive,humor,aggressive,0,,,
C01177,random_fortune_sample,93,USAA,@usaa,1868030324271378767,https://x.com/usaa/status/1868030324271378767,Sat Dec 14 20:28:30 +0000 2024,Army predictions: First to the tailgate. Second to sing. #GoArmy #ArmyNavy https://t.co/am8Xcdl9rD,,,coder1,pending,51,0,non_humorous,non_humor,not_applicable,0,,,
C01115,low_engagement_posts,24,Citigroup,@Citi,1846206383961563321,https://x.com/Citi/status/1846206383961563321,Tue Oct 15 15:07:57 +0000 2024,"“In Markets, revenues were up slightly on the back of a better-than-expected September.” – Jane Fraser, CEO

More information: https://t.co/a5qKCalzzc https://t.co/s1M6QHby0N",,,coder1,pending,0,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00582,full_chain_aggressive,92,Uber Technologies,@Uber,1967569061791117348,https://x.com/Uber/status/1967569061791117348,Mon Sep 15 12:39:54 +0000 2025,Tokyo this month? Say less. Use Uber Taxi for your upcoming trip to Japan 🇯🇵 https://t.co/kjg0YfvzIc,,,coder1,pending,352,1,affiliative,humor,aggressive,0,,,
C00016,random_fortune_sample,74,TD Synnex,@tdsynnex,1517509644230569984,https://x.com/tdsynnex/status/1517509644230569984,Fri Apr 22 14:24:27 +0000 2022,"On behalf of all of us at TD SYNNEX, Happy #EarthDay! Learn more about this year's theme, #InvestInOurPlanet, and how one by one, we can all build a healthier planet: https://t.co/SgFvbCe0qf https://t.co/5jbsDtgtYs",,,coder1,pending,2,0,non_humorous,non_humor,not_applicable,0,,,
C00092,full_chain_aggressive,27,Kroger,@kroger,1317202478086184960,https://x.com/kroger/status/1317202478086184960,Fri Oct 16 20:35:17 +0000 2020,I’ve learned you humans like to...roast each other on Twitter? I prefer roasting a chicken in the kitchen. With lemon and olive oil. https://t.co/wUZylxjtik,,,coder1,pending,36,1,affiliative,humor,aggressive,0,,,
C00965,high_engagement_posts,43,Tesla,@tesla,2020895331613839748,https://x.com/tesla/status/2020895331613839748,Mon Feb 09 16:19:28 +0000 2026,"NEWS: Tesla has overtaken Toyota to become France’s most reliable car brand, as per a new nationwide reliability ranking published by Auto Plus magazine. https://t.co/ivSYpT0clm",,,coder1,pending,4467,1,aggressive,non_humor,not_applicable,1,,,
C00289,wendys_transfer_aggressive,11,Microsoft,@microsoft,1904209092161286218,https://x.com/microsoft/status/1904209092161286218,Mon Mar 24 16:30:00 +0000 2025,"Universities are turning the tide against cybercrime by leveraging the skills of their own students, who gain hands-on experience in security operations centers (SOCs) while defending their institutions. Win + win. https://t.co/81MWGyH00s",,,coder1,pending,206,1,aggressive,non_humor,not_applicable,1,,,
C00191,classifier_disagreement,53,Energy Transfer,@energytransfer,1979235375936676276,https://x.com/energytransfer/status/1979235375936676276,Fri Oct 17 17:17:40 +0000 2025,RT @TXforNatGas: U.S. #oilandgas producers — especially in Texas — are proving that rising energy demand can be met responsibly. The latest…,,,coder1,pending,1,1,aggressive,non_humor,not_applicable,1,,,
C00311,wendys_transfer_aggressive,12,JPMorgan Chase,@jpmorgan,1617629556508364802,https://x.com/jpmorgan/status/1617629556508364802,Mon Jan 23 21:05:15 +0000 2023,The globe's 🌎 top players go head-to-head under the chandeliers at Grand Central Terminal for @ToCSquash. #ToC2023 https://t.co/68d3rnDxwL,,,coder1,pending,62,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01057,classifier_disagreement,83,Cisco Systems,@Cisco,1887865935312146449,https://x.com/Cisco/status/1887865935312146449,Fri Feb 07 14:08:08 +0000 2025,"- Driving efficiency
- Reducing costs
– Boosting competitiveness with #sustainable tech.

Learn how we're are making an impact that help businesses as well as the planet.🌍 
https://t.co/dmrrXHvGpA https://t.co/E66LWe7wux",,,coder1,pending,24,1,self-enhancing,non_humor,not_applicable,1,,,
C00397,classifier_disagreement,78,Prudential Financial,@Prudential,1509177148724195340,https://x.com/Prudential/status/1509177148724195340,Wed Mar 30 14:34:06 +0000 2022,Prudential's sponsorship of @USAClimbing has helped the sport further its advancements in access and equity for everyone. Join us in celebrating #WomensHistoryMonth as coach Claire Gordon describes how those accomplishments are changing the culture of #sportclimbing. https://t.co/zevaCfoBSH,,,coder1,pending,16,1,affiliative,non_humor,not_applicable,1,,,
C00114,type_uncertain,93,USAA,@usaa,1923505189543199103,https://x.com/usaa/status/1923505189543199103,Fri May 16 22:25:48 +0000 2025,"Armed Forces Day is an acknowledgement of all members currently serving in the U.S. military. We are grateful for your service, sacrifice and commitment to protecting our freedom. #ArmedForcesDay2025 #MilitaryAppreciation https://t.co/n4QUJEYgaO",,,coder1,pending,44,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00848,classifier_disagreement,39,Morgan Stanley,@morganstanley,1568962574061903872,https://x.com/morganstanley/status/1568962574061903872,Sun Sep 11 14:00:02 +0000 2022,"Join us today for a moment of silence as we remember and honor the colleagues, friends, neighbors, first responders and so many more who lost their lives 21 years ago. https://t.co/7k2sDCNKWA",,,coder1,pending,67,1,affiliative,non_humor,not_applicable,1,,,
C00814,wendys_transfer_aggressive,34,Humana,@humana,1704918491571138795,https://x.com/humana/status/1704918491571138795,Thu Sep 21 18:00:18 +0000 2023,"Just what the Dr. ordered—a dose of fun. Millions of people across the country, including seniors like Jerry ""Dr. J"" Brinegar, find themselves drawn to pickleball. This low-impact, high-energy sport is easy to learn and a great way to stay active at any age. https://t.co/tGqPlAex2b",,,coder1,pending,6,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00009,firm_balanced_sample,68,Merck,@merck,1370119419280646144,https://x.com/merck/status/1370119419280646144,Thu Mar 11 21:08:19 +0000 2021,RT @JNJNews: #JNJ is honored to collaborate with @Merck and the Biden Administration to ramp up production and manufacturing of the Johnson…,,,coder1,pending,40,0,non_humorous,humor,affiliative,1,,,
C00072,full_chain_aggressive,93,USAA,@usaa,1752059351378899308,https://x.com/usaa/status/1752059351378899308,Mon Jan 29 20:01:15 +0000 2024,"Last week, we invited Zach Collins of the San Antonio Spurs to Joint Base San Antonio’s Medical and Education Training Campus (METC). Zach got a first-hand look at a combat trauma patient simulator lab &amp; assisted with a mock laparoscopic surgery in the operating room. #GoSpursGo https://t.co/0ioarudnb3",,,coder1,pending,182,1,affiliative,humor,aggressive,0,,,
C01490,full_chain_aggressive,27,Kroger,@kroger,1367852425244274690,https://x.com/kroger/status/1367852425244274690,Fri Mar 05 15:00:06 +0000 2021,Remix your leftover roasted veggies into something delicious just like @AshleyRodriguez’s Creamy Vegetable Soup recipe 😋 Click here for more recipe ideas: https://t.co/f4KiCTZdcH #mealplanning #leftovers https://t.co/LjHL4htL4c,,,coder1,pending,16,1,aggressive,humor,aggressive,0,,,
C00918,random_fortune_sample,83,Cisco Systems,@Cisco,2057810710063698012,https://x.com/Cisco/status/2057810710063698012,Fri May 22 13:08:00 +0000 2026,"Learn how The Cisco Foundation Regenerative Future Fund is supporting two early-stage biochar companies that are transforming waste, protecting water, and building more resilient communities. https://t.co/SV7IgmbBu7 https://t.co/JOOP4IL3tT",,,coder1,pending,31,0,non_humorous,non_humor,not_applicable,0,,,
C00557,high_engagement_posts,42,Target,@target,1357735803384922114,https://x.com/target/status/1357735803384922114,Fri Feb 05 17:00:15 +0000 2021,"Enjoy two Mario adventures solo or with your friends and family! Purchase the Super Mario 3D World + Bowser’s Fury game for the Nintendo Switch system on 2/12 in stores and receive a free &amp; exclusive Reusable Water Bottle, only at Target! https://t.co/r19ZxjLSFL https://t.co/D0dMGtFjaP",,,coder1,pending,3408,1,affiliative,humor,affiliative,0,,,
C01225,random_fortune_sample,15,Cardinal Health,@cardinalhealth,1620900918622396427,https://x.com/cardinalhealth/status/1620900918622396427,Wed Feb 01 21:44:28 +0000 2023,"1 in 5 #Medicare beneficiaries have #diabetes, yet many currently face coverage gaps for continuous glucose monitors. Here’s how we’re advocating for expanding coverage and increasing access across-the-board: https://t.co/8kKK6Jm5tS https://t.co/zsaWMtrwIF",,,coder1,pending,6,0,non_humorous,humor,self_enhancing,1,,,
C01322,random_fortune_sample,18,Elevance Health,@elevancehealth,1570825431003037700,https://x.com/elevancehealth/status/1570825431003037700,Fri Sep 16 17:22:21 +0000 2022,"In response to the findings and to support maternal health, we've formed partnerships with local organizations and committed to investing up to $30 million through @ElevanceFND over the next three years. ➡️ https://t.co/JmnPO6B6V3 https://t.co/GLN5XrFqU7",,,coder1,pending,4,0,non_humorous,humor,affiliative,1,,,
C01414,random_fortune_sample,18,Elevance Health,@elevancehealth,1516874753075732481,https://x.com/elevancehealth/status/1516874753075732481,Wed Apr 20 20:21:37 +0000 2022,"@AnthemInc is committed to addressing the social drivers of health, like food insecurity. Anthem volunteers recently joined with @IndyMayorJoe, @IndianaFever &amp; others to dedicate a new food pantry and garden at an Indianapolis Public School. 

https://t.co/yCuspYCHz2",,,coder1,pending,2,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00108,low_engagement_posts,90,Ingram Micro Holding,@IngramMicroInc,2056767365841637558,https://x.com/IngramMicroInc/status/2056767365841637558,Tue May 19 16:02:07 +0000 2026,"Anyone can move boxes. We go further.

With 40+ years of executional experience, Ingram Micro handles the full product lifecycle—from fulfillment and returns to repair and IT asset recovery.

Learn more: https://t.co/ukZhKq38xF

#IngramMicro https://t.co/5swJlpgYnB",,,coder1,pending,0,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01466,random_fortune_sample,48,UPS,@ups,1984621448497869027,https://x.com/ups/status/1984621448497869027,Sat Nov 01 14:00:00 +0000 2025,The difference a day makes... 🎃🎄 https://t.co/zy2EhsiVBE,,,coder1,pending,70,0,non_humorous,non_humor,not_applicable,0,,,
C00783,humor_presence_uncertain,26,Fannie Mae,@fanniemae,1826291934349971769,https://x.com/fanniemae/status/1826291934349971769,Wed Aug 21 16:15:02 +0000 2024,"Despite the recent decline in mortgage rates, our economists expect total home sales to remain sluggish as many consumers hold out for improved affordability. Read the ESR Group’s latest Economic and Housing Outlook here: https://t.co/raveRHZSSt https://t.co/yquTKDfkSt",,,coder1,pending,18,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01014,type_uncertain,60,HCA Healthcare,@hcahealthcare,1760812607882063928,https://x.com/hcahealthcare/status/1760812607882063928,Thu Feb 22 23:43:34 +0000 2024,We're proud to announce HCA Healthcare’s Sarah Cannon Cancer Institute (SCCI) has successfully established an integrated management process that safely transitioned more than 75% of HCA Healthcare's CAR T-cell therapy patients into an outpatient setting for monitoring.,,,coder1,pending,19,1,affiliative,non_humor,not_applicable,1,,,
C00100,classifier_disagreement,91,General Dynamics,@generaldynamics,1599847054582611968,https://x.com/generaldynamics/status/1599847054582611968,Mon Dec 05 19:23:56 +0000 2022,RT @GulfstreamAero: Do you know why your body feels tired after flying on most aircraft? #SoundOn to learn how the Gulfstream cabin environ…,,,coder1,pending,19,1,aggressive,non_humor,not_applicable,1,,,
C00035,type_uncertain,51,Progressive,@progressive,1850977951950795250,https://x.com/progressive/status/1850977951950795250,Mon Oct 28 19:08:27 +0000 2024,Turning into your parents is like the house that hands out raisins at #Halloween: to be avoided at all costs. #DrRick https://t.co/PyFY5TBQBs,,,coder1,pending,32,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00208,humor_presence_uncertain,37,Comcast,@comcast,2010731074444558467,https://x.com/comcast/status/2010731074444558467,Mon Jan 12 15:10:20 +0000 2026,"RT @NBCOlympics: The hero’s journey began in Ancient Greece, and will continue in Milan Cortina.

The #WinterOlympics start February 6 on N…",,,coder1,pending,36,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01085,classifier_disagreement,68,Merck,@merck,1536832152675004418,https://x.com/merck/status/1536832152675004418,Tue Jun 14 22:05:12 +0000 2022,“Complex Innovative Design - What’s in a Name? A Global Perspective on the Changing Design Landscape for Clinical Trials and What That Means for Developers” at #BIO2022 moderated by our own Alexis Miller. https://t.co/ujLkcNzidz,,,coder1,pending,6,1,affiliative,non_humor,not_applicable,1,,,
C00025,wendys_transfer_aggressive,20,Bank of America,@bankofamerica,1726280506432778320,https://x.com/bankofamerica/status/1726280506432778320,Sun Nov 19 16:45:20 +0000 2023,"When it comes to handling your business finances, where do you seek guidance the most?",,,coder1,pending,31,1,aggressive,non_humor,not_applicable,1,,,
C00926,classifier_disagreement,27,Kroger,@kroger,1119235910418219008,https://x.com/kroger/status/1119235910418219008,Fri Apr 19 13:46:50 +0000 2019,Of course we have a favorite #Krogering bag! How about you? 🛍,,,coder1,pending,21,1,affiliative,non_humor,not_applicable,1,,,
C00127,low_engagement_posts,77,AbbVie,@abbvie,1950897443224347042,https://x.com/abbvie/status/1950897443224347042,Thu Jul 31 12:32:51 +0000 2025,"[Video description: AbbVie logo followed by graph animations, with text reading, ""Q2 2025 Financial Results.""]",,,coder1,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C01265,humor_presence_uncertain,83,Cisco Systems,@Cisco,1978568564329062459,https://x.com/Cisco/status/1978568564329062459,Wed Oct 15 21:08:00 +0000 2025,"For the 5th year in a row, Cisco is the #1 pure B2B brand globally, according to Interbrand's 2025 Best Global Brands Report! 🎉 https://t.co/47HTiTjztT",,,coder1,pending,51,0,non_humorous,non_humor,not_applicable,0,,,
C00010,random_fortune_sample,66,IBM,@ibm,2046349314394353859,https://x.com/ibm/status/2046349314394353859,Mon Apr 20 22:04:30 +0000 2026,"DYK @IBM won the 2026 Adobe Customer Experience Orchestration AI Technology Partner of the Year award and @ibmconsulting Western Europe was named the 2026 Adobe CXO Partner of the Year. https://t.co/UAHmWGGXVq

Attending #AdobeSummit? Congratulate the team. See you there. https://t.co/l9tvP2DU80",,,coder1,pending,29,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00709,wendys_transfer_aggressive,53,Energy Transfer,@energytransfer,2049519829900480814,https://x.com/energytransfer/status/2049519829900480814,Wed Apr 29 16:03:00 +0000 2026,The Stanley Cup playoffs are here and the game does not happen without #oilandgas 🏒🏆 https://t.co/rgaiApSk5z,,,coder1,pending,9,1,aggressive,non_humor,not_applicable,1,,,
C00483,wendys_transfer_aggressive,57,Albertsons,@albertsons,1435241446936924163,https://x.com/albertsons/status/1435241446936924163,Tue Sep 07 14:00:01 +0000 2021,Hey students — who’s on the countdown to winter break? 😂,,,coder1,pending,11,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00710,classifier_disagreement,82,Oracle,@oracle,1968298940941365417,https://x.com/oracle/status/1968298940941365417,Wed Sep 17 13:00:11 +0000 2025,"When we said AI, cloud, security, multicloud, and success, the @8x8 team shared their unfiltered reactions—and gave us a look into how they define success in the digital era. Watch the full video 👇 https://t.co/9vrbGkPHAc",,,coder1,pending,52,1,affiliative,non_humor,not_applicable,1,,,
C00967,random_fortune_sample,81,United Airlines Holdings,@united,1754347053021618316,https://x.com/united/status/1754347053021618316,Mon Feb 05 03:31:46 +0000 2024,Desert drip. https://t.co/7NaITa3id1,,,coder1,pending,4632,0,non_humorous,non_humor,not_applicable,0,,,
C00322,random_fortune_sample,35,AT&T,@ATT,1694002694027891187,https://x.com/ATT/status/1694002694027891187,Tue Aug 22 15:04:49 +0000 2023,Congrats to the inaugural Leagues Cup champions.🏆 https://t.co/l1oNsVyg6F,,,coder1,pending,87,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01342,random_fortune_sample,59,MetLife,@metlife,1597965547081465856,https://x.com/metlife/status/1597965547081465856,Wed Nov 30 14:47:29 +0000 2022,"""This conference speaks to who we are at MetLife. I am proud to work for a company that is highly committed to the advancement of women in STEM,"" Bill Pappas, Head of Tech &amp; Ops on why the #TTX2022 is important.",,,coder1,pending,9,1,aggressive,non_humor,not_applicable,1,,,
C01002,classifier_disagreement,61,Lockheed Martin,@lockheedmartin,1912160123453157786,https://x.com/lockheedmartin/status/1912160123453157786,Tue Apr 15 15:04:34 +0000 2025,Watch the full tour here: https://t.co/AYcCXw0EuE,,,coder1,pending,30,1,aggressive,non_humor,not_applicable,1,,,
C00788,random_fortune_sample,25,Home Depot,@homedepot,1679113532506361871,https://x.com/homedepot/status/1679113532506361871,Wed Jul 12 13:00:37 +0000 2023,"Honestly, this scares even us. https://t.co/Lky1GMQaOl",,,coder1,pending,92,0,non_humorous,non_humor,not_applicable,0,,,
C00343,random_fortune_sample,1,Amazon,@amazon,1972714545337745877,https://x.com/amazon/status/1972714545337745877,Mon Sep 29 17:26:13 +0000 2025,🏀 25 days until the @NBA tips off on @PrimeVideo. You ready? 🤩 https://t.co/0GXUjtje3k,,,coder1,pending,96,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01144,random_fortune_sample,65,Caterpillar,@CaterpillarInc,1677414726563684360,https://x.com/CaterpillarInc/status/1677414726563684360,Fri Jul 07 20:30:10 +0000 2023,The final buzzer has sounded on this @NHL season. We had fantastic NHL experiences with our customers and look forward to hitting the rink together next season! 🏒 #NHL https://t.co/4FWr0gwVNq,,,coder1,pending,105,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00636,wendys_transfer_aggressive,76,Galaxy Digital,@galaxydigital,1007617926902542336,https://x.com/galaxydigital/status/1007617926902542336,Fri Jun 15 13:36:49 +0000 2018,Your agencies are doing awesome work--celebrate their success and get other agencies in the community excited about your platform! https://t.co/eeF0waNWjG,,,coder1,pending,2,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01293,low_engagement_posts,25,Home Depot,@HDCares,861291964809007105,https://x.com/HDCares/status/861291964809007105,Sun May 07 18:49:41 +0000 2017,@CPurdie_bcps Thx for letting us know how we’re doing! Pls share your full experience at TeamSocial@homedepot.com.,,,coder1,pending,0,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00721,classifier_disagreement,31,StoneX Group,@StoneX_Official,2022250674914742740,https://x.com/StoneX_Official/status/2022250674914742740,Fri Feb 13 10:05:07 +0000 2026,"We are honored to be recognized as the Non-Bank FCM of the Year at the FOW International Awards Ceremony 2026. 

As a Gold Sponsor, we are proud to support the celebration of excellence and innovation across global derivatives. https://t.co/hQh9IRjn4c",,,coder1,pending,2,1,affiliative,non_humor,not_applicable,1,,,
C00707,humor_presence_uncertain,44,Walt Disney,@Disney,1859883789335609760,https://x.com/Disney/status/1859883789335609760,Fri Nov 22 08:57:05 +0000 2024,"The stars, filmmakers, and some of the biggest fans of #Moana2 celebrated going beyond the reef at the world premiere in O'ahu! 🌺🪝🌊 https://t.co/nr65ZnSTXO",,,coder1,pending,372,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01038,type_uncertain,44,Walt Disney,@Disney,2033353400742543396,https://x.com/Disney/status/2033353400742543396,Mon Mar 16 01:23:23 +0000 2026,"RT @starwars: Grogu, Pedro Pascal, and Sigourney Weaver stun at the Oscars.

Experience The Mandalorian and Grogu May 22 only in theaters a…",,,coder1,pending,1416,1,self-defeating,humor,affiliative,0,,,
