후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_유형,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,신뢰도,메모,검토자_ID
C00632,classifier_disagreement,92,Uber Technologies,@Uber,1800535856106864874,https://x.com/Uber/status/1800535856106864874,Tue Jun 11 14:29:35 +0000 2024,"Uber teen accounts is teaming up with 'Inside Out 2!'  Add your teen to your Uber account and they can request a ride to see 'Inside Out 2' in theaters June 14. Bring a little JOY to your teen's ride. 

See Link in Bio for more info on Uber teen accounts. https://t.co/oW3gHO05xJ",1,2,coder3,pending,886,0,non_humorous,humor,affiliative,1,,,
C00086,random_fortune_sample,29,Phillips 66,@Phillips66co,1346522605688336388,https://x.com/Phillips66co/status/1346522605688336388,Tue Jan 05 18:23:01 +0000 2021,"""Hundreds of students from Boothville-Venice Elementary School and Belle Chasse Elementary School sent holiday letters of thanks to @Phillips66Co Alliance Refinery for supporting the #STMath Program in their schools in December."" https://t.co/ZR8B4PvoUr #CSR #SocialImpact https://t.co/HxUa21CDb8",0,,coder3,pending,5,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00262,random_fortune_sample,92,Uber Technologies,@Uber,1824432081109135689,https://x.com/Uber/status/1824432081109135689,Fri Aug 16 13:04:39 +0000 2024,Nice!! @DMRussini  🙌,1,2,coder3,pending,86,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00881,type_uncertain,35,AT&T,@ATT,1692242600219271623,https://x.com/ATT/status/1692242600219271623,Thu Aug 17 18:30:50 +0000 2023,"Back to school then:
🔲 Pencils
🔲 Paper
🔲 Binders

Back to school now:
🔲 Tablet
🔲 Chargers
🔲 Stylus

Shop all our best back to school deals for your most connected year: https://t.co/3QMBwHSbqF",0,,coder3,pending,85,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00304,classifier_disagreement,36,Goldman Sachs Group,@GoldmanSachs,1956019287191150814,https://x.com/GoldmanSachs/status/1956019287191150814,Thu Aug 14 15:45:13 +0000 2025,"Credit markets have held up well despite economic concerns – but investor demand has started to shift. Jonny Fine, global head of investment grade credit at Goldman Sachs, separates the signal from the noise. https://t.co/PwyyIFswUL",0,,coder3,pending,126,1,affiliative,non_humor,not_applicable,1,,,
C01151,humor_presence_uncertain,90,Ingram Micro Holding,@IngramMicroInc,1859990257984262624,https://x.com/IngramMicroInc/status/1859990257984262624,Fri Nov 22 16:00:09 +0000 2024,Our @IngramMicro_PH Tibok 2.0: Concert for a Cause was more than just a night of music—it was a reminder of what we can achieve together. Funds raised support Cribs Foundation and their work with neglected and abused children. Thank you! #ingrammicro #ingrammicroph https://t.co/3DnAXQMTSM,1,3,coder3,pending,1,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00074,classifier_disagreement,72,Publix Super Markets,@Publix,1940757416422887540,https://x.com/Publix/status/1940757416422887540,Thu Jul 03 13:00:00 +0000 2025,Our pharmacies will be closed on July 4. Our stores will be open regular hours. 🇺🇸,0,,coder3,pending,68,1,affiliative,non_humor,not_applicable,1,,,
C00306,random_fortune_sample,91,General Dynamics,@generaldynamics,1843294282821857706,https://x.com/generaldynamics/status/1843294282821857706,Mon Oct 07 14:16:18 +0000 2024,"Last Friday, we were pleased to present a donation of $500,000 benefitting three organizations providing hurricane relief in Savannah and Brunswick – @UWCE, @RedCross and Second Harvest of Coastal Georgia. 

In the coming days, Gulfstream’s West Chatham and Glynn County locations will each serve as drive-through distribution centers for Second Harvest as they work to make food and water available. Keep an eye on https://t.co/PwOEQO5Foh for more details on food pickup logistics.

🔗: https://t.co/3DtPBkljkn",0,,coder3,pending,44,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01234,classifier_disagreement,37,Comcast,@comcast,1901675057757257731,https://x.com/comcast/status/1901675057757257731,Mon Mar 17 16:40:39 +0000 2025,EPIC sneak peek alert ⬇️,0,,coder3,pending,9,1,aggressive,non_humor,not_applicable,1,,,
C01321,high_engagement_posts,2,Walmart,@walmart,1701657489689698522,https://x.com/walmart/status/1701657489689698522,Tue Sep 12 18:02:15 +0000 2023,"BRB, planning trips to the Flower Kingdom this fall 🌼 Pre-order #SuperMarioBrosWonder now &amp; get an exclusive free Trading Card Pack: https://t.co/7mJaCm7zaN https://t.co/Q2Br0PG0qr",1,2,coder3,pending,1814,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01164,classifier_disagreement,33,Freddie Mac,@FreddieMac,1945906623265796472,https://x.com/FreddieMac/status/1945906623265796472,Thu Jul 17 18:01:06 +0000 2025,"Automating income, asset and employment assessment with Freddie Mac’s Loan Product Advisor® (LPA) boosts efficiency. When paired with automated collateral evaluation (ACE), the time and cost savings significantly increase for lenders and borrowers. https://t.co/0dJ5k67D0a https://t.co/JGJCMLok6D",0,,coder3,pending,4,0,non_humorous,humor,affiliative,1,,,
C00876,humor_presence_uncertain,69,Nationwide,@nationwide,1803186723221840118,https://x.com/nationwide/status/1803186723221840118,Tue Jun 18 22:03:11 +0000 2024,RT @MiLB: We continue to be in awe of the legends who came through the Negro Leagues. https://t.co/3qcMACkFXJ,1,2,coder3,pending,4,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00905,random_fortune_sample,78,Prudential Financial,@Prudential,1156242859781234690,https://x.com/Prudential/status/1156242859781234690,Tue Jul 30 16:39:14 +0000 2019,"RT @PhilWaldeck: Fewer than half of workers participate in retirement plans offered by their employers. We traveled to Seattle, which has b…",0,,coder3,pending,12,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01329,humor_presence_uncertain,44,Walt Disney,@Disney,1894417095724863576,https://x.com/Disney/status/1894417095724863576,Tue Feb 25 16:00:06 +0000 2025,"Celebrate the 20th anniversary of Star Wars: Episode III - Revenge of the Sith with the theatrical re-release. Experience it in theaters beginning April 25. 

Art by Matt Ferguson.

Learn more: https://t.co/WlFKKrmUIm https://t.co/VmaGavzGDM",0,,coder3,pending,120039,0,non_humorous,non_humor,not_applicable,0,,,
C00537,firm_balanced_sample,8,McKesson,@mckesson,1494045926654099458,https://x.com/mckesson/status/1494045926654099458,Wed Feb 16 20:28:01 +0000 2022,"Many patients diagnosed with chronic conditions deal with the emotional exhaustion of not only managing their symptoms, but the complex process of accessing their prescribed therapies. Learn how AMP is better connecting people to life-changing medications: https://t.co/xfb9qhuRIH https://t.co/Cx6Ok8OvMh",0,,coder3,pending,9,0,non_humorous,non_humor,not_applicable,0,,,
C00268,classifier_disagreement,89,Enterprise Products Partners,@EProd_Careers,1682179075442630656,https://x.com/EProd_Careers/status/1682179075442630656,Fri Jul 21 00:01:59 +0000 2023,"If you’re ready to start a new career in Midland, TX, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/PgamFNdcdI",0,,coder3,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C00684,high_engagement_posts,43,Tesla,@tesla,2052190048708358160,https://x.com/tesla/status/2052190048708358160,Thu May 07 00:53:30 +0000 2026,En route with @tesla_semi https://t.co/ZfuOjaeLH1,1,3,coder3,pending,15346,0,non_humorous,non_humor,not_applicable,0,,,
C00008,humor_presence_uncertain,14,Cigna Group,@Cigna,1460346272334991365,https://x.com/Cigna/status/1460346272334991365,Mon Nov 15 20:37:37 +0000 2021,"For the fifth straight year, Cigna has been recognized as a global industry leader in corporate sustainability by Dow Jones. Learn more about how we’re bringing our mission to life with Cigna Connects. https://t.co/ZHUIOcr3Tl

#CignaNews https://t.co/TETTEFb8I6",0,,coder3,pending,2,0,non_humorous,non_humor,not_applicable,0,,,
C00091,type_uncertain,49,RTX,@RTX_News,1260684496288038913,https://x.com/RTX_News/status/1260684496288038913,Wed May 13 21:33:00 +0000 2020,"Did you know: It's @MATHCOUNTS Week, a fun and interactive virtual math competition open to all! Check out a complete schedule of events here: https://t.co/Wd2geq5qJD #StillCounting #MATHCOUNTSatHome https://t.co/gwCnZCGKqo",0,,coder3,pending,24,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00567,type_uncertain,72,Publix Super Markets,@Publix,1897678559495258620,https://x.com/Publix/status/1897678559495258620,Thu Mar 06 16:00:00 +0000 2025,Anytime is the right time for a Publix glazed croissant break. 🥐,1,3,coder3,pending,32,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01254,random_fortune_sample,34,Humana,@humana,1732788084826095913,https://x.com/humana/status/1732788084826095913,Thu Dec 07 15:44:07 +0000 2023,Learn more about the announcement and the details of the SBTi initiative: https://t.co/b7gbC0RYmI,0,,coder3,pending,1,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01458,full_chain_aggressive,10,Cencora,@CencoraGlobal,1716815251889668336,https://x.com/CencoraGlobal/status/1716815251889668336,Tue Oct 24 13:53:47 +0000 2023,"Our supplier diversity efforts include supporting our customers' initiatives and investment in minority-owned enterprises.  

In 2022, we partnered with @saintjosephs for a pro-bono course to offer marketing services to diverse local businesses. https://t.co/UBh8QEtri5 https://t.co/jgQJBhlO60",0,,coder3,pending,2,0,non_humorous,humor,aggressive,1,,,
C00105,random_fortune_sample,72,Publix Super Markets,@Publix,1713192938052677792,https://x.com/Publix/status/1713192938052677792,Sat Oct 14 14:00:00 +0000 2023,#NationalDessertDay is a perfect excuse to visit our Bakery. What’s your favorite sweet treat? 🍪,1,3,coder3,pending,78,1,affiliative,non_humor,not_applicable,1,,,
C01356,wendys_transfer_aggressive,92,Uber Technologies,@Uber,2008313072557994219,https://x.com/Uber/status/2008313072557994219,Mon Jan 05 23:02:03 +0000 2026,The future is here and it’s Autonomous ⚡️ https://t.co/8jgSHWsU1u,1,3,coder3,pending,1911,1,aggressive,non_humor,not_applicable,1,,,
C01323,wendys_transfer_aggressive,12,JPMorgan Chase,@jpmorgan,1503702562247127041,https://x.com/jpmorgan/status/1503702562247127041,Tue Mar 15 12:00:02 +0000 2022,"Anu Aiyengar, Global co-head of M&amp;A, is leading a team through record levels of M&amp;A activity and uncertainty.",0,,coder3,pending,49,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01036,full_chain_aggressive,20,Bank of America,@bankofamerica,1563602799283253248,https://x.com/bankofamerica/status/1563602799283253248,Sat Aug 27 19:02:12 +0000 2022,"@BankofAmerica Winter Village @bryantparknyc will be here soon ❄️! Four NYC minority-owned businesses will be selected to showcase their products in a rent free booth. Apply by September 18 for a chance to be selected for the #SmallBusinessSpotlight!

https://t.co/uxcNSRJQXl https://t.co/JGtAy4YdPC",0,,coder3,pending,32,0,non_humorous,humor,aggressive,1,,,
C00541,type_uncertain,11,Microsoft,@microsoft,1858928374321688604,https://x.com/microsoft/status/1858928374321688604,Tue Nov 19 17:40:36 +0000 2024,Nearly 800 powertrain design engineers at @TOYOTA_PR are leveraging AI agents built on Azure OpenAI Service and Cosmos DB to supercharge innovation at the world’s largest automaker.  https://t.co/FIwaJtRd0a #MSIgnite,0,,coder3,pending,174,1,aggressive,humor,affiliative,0,,,
C00417,humor_presence_uncertain,53,Energy Transfer,@energytransfer,2001315721393893409,https://x.com/energytransfer/status/2001315721393893409,Wed Dec 17 15:37:05 +0000 2025,"We’re proud to support Meals on Wheels Houston and its mission to deliver nourishment, care, and connection to our neighbors in need.",0,,coder3,pending,5,1,affiliative,humor,self_enhancing,0,,,
C00703,classifier_disagreement,2,Walmart,@walmart,1844739737879298428,https://x.com/walmart/status/1844739737879298428,Fri Oct 11 14:00:01 +0000 2024,This is your sign that you should shop the Deals while you still can.,1,3,coder3,pending,88,1,aggressive,non_humor,not_applicable,1,,,
C00432,humor_presence_uncertain,16,Nvidia,@nvidia,2061321380184883290,https://x.com/nvidia/status/2061321380184883290,Mon Jun 01 05:38:09 +0000 2026,"The ""Healthy Taiwan"" initiative is setting a global standard for healthcare.

🏥 Foxconn and top medical centers are partnering with NVIDIA to tackle clinician shortages using AI workforces and live Nurabot nursing robots.

#NVIDIAGTC

Read the release ⬇️ https://t.co/afdIQLFV5q",1,3,coder3,pending,254,0,non_humorous,humor,affiliative,1,,,
C00578,wendys_transfer_aggressive,60,HCA Healthcare,@hcahealthcare,2053233558358257733,https://x.com/hcahealthcare/status/2053233558358257733,Sat May 09 22:00:02 +0000 2026,"As we recognize #MotherDay &amp; #NursesWeek, we’re celebrating Lori Conaway &amp; her daughters, Autumn &amp; Lauren — a family of HCA Healthcare nurses united by compassion &amp; care. Learn about their story, inspired by a mom’s 35-year career: https://t.co/3VJls0OYOX. https://t.co/SjB1NO37bp",1,2,coder3,pending,1,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00558,low_engagement_posts,90,Ingram Micro Holding,@IngramMicroInc,1920833190484226149,https://x.com/IngramMicroInc/status/1920833190484226149,Fri May 09 13:28:14 +0000 2025,Thrilled to share that Ingram Micro Gulf has been honored with the Go-to-Market Excellence Award at Partner Summit Crowd Tour Dubai 2025! Thank you to the @CrowdStrike team for this recognition which is a testament to our shared vision for #cybersecurity excellence. #IngramMicro https://t.co/Eirl2ALCmL,1,2,coder3,pending,0,0,non_humorous,non_humor,not_applicable,0,,,
C01462,type_uncertain,56,American Express,@americanexpress,1445506961269661701,https://x.com/americanexpress/status/1445506961269661701,Tue Oct 05 21:51:30 +0000 2021,"Pull up a chair and dig in: @amandahesser of @Food52 is serving up a helping of business expertise on the next Office Hours. Join the discussion tomorrow, Wed 9/6 at 1PM ET on https://t.co/SwdLE7bAvM. Hosted by author &amp; entrepreneur @Suneel. #AmexBusiness https://t.co/KVv0DrwK8O",0,,coder3,pending,15,1,aggressive,humor,affiliative,0,,,
C01436,humor_presence_uncertain,97,Bristol-Myers Squibb,@bmsnews,1524003822548492289,https://x.com/bmsnews/status/1524003822548492289,Tue May 10 12:30:00 +0000 2022,"An auto-immune disease with no known cause, #lupus can affect many organ systems in different ways. Explore our fact sheet to learn more about this serious condition, affecting millions of people worldwide. https://t.co/tDIz0CHbr9  #WorldLupusDay",0,,coder3,pending,10,1,affiliative,non_humor,not_applicable,1,,,
C00220,full_chain_aggressive,50,FedEx,@fedex,1563545847417016323,https://x.com/fedex/status/1563545847417016323,Sat Aug 27 15:15:53 +0000 2022,It's FedEx Cares weekend in Daytona for the last race of the regular season. We're joined by members of the Accion Opportunity Fund and FedEx E-Commerce Learning Lab as part of FedEx Cares' continued support of women and minority-owned small businesses. Let's go @dennyhamlin! https://t.co/e8Trb721A4,1,2,coder3,pending,43,1,affiliative,humor,aggressive,0,,,
C00237,classifier_disagreement,92,Uber Technologies,@Uber,2016574453149323372,https://x.com/Uber/status/2016574453149323372,Wed Jan 28 18:09:50 +0000 2026,"Congrats to @RaquelUrtasun, @LiorRon, and the rest of the @Waabi_ai team, on another exciting milestone. Can’t wait to launch the Waabi robotaxi on @Uber!",1,2,coder3,pending,108,0,non_humorous,humor,affiliative,1,,,
C01452,firm_balanced_sample,32,State Farm Insurance,@StateFarm,2022433091537494028,https://x.com/StateFarm/status/2022433091537494028,Fri Feb 13 22:09:58 +0000 2026,"It's been an honor to be a part of the journey. Congrats on an amazing career, CP3. https://t.co/NoTXDYGmCr",1,2,coder3,pending,31,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00276,humor_presence_uncertain,100,Massachusetts Mutual Life,@massmutual,1587897335514030080,https://x.com/massmutual/status/1587897335514030080,Wed Nov 02 20:00:01 +0000 2022,We’re here to help you build the future you want for you and your family. And it all starts with a conversation. Find a financial professional near you. https://t.co/H03rzwV5OL https://t.co/o6WCM5RHI3,0,,coder3,pending,2,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00213,firm_balanced_sample,69,Nationwide,@nationwide,1803163367110045793,https://x.com/nationwide/status/1803163367110045793,Tue Jun 18 20:30:22 +0000 2024,It’s the Montgomery Gray Sox at Rickwood Field! https://t.co/OJhtKVqHVN,0,,coder3,pending,191,1,aggressive,non_humor,not_applicable,1,,,
C00614,full_chain_aggressive,57,Albertsons,@albertsons,1351681939451772929,https://x.com/albertsons/status/1351681939451772929,Wed Jan 20 00:04:22 +0000 2021,"And lastly, fingerling –season and roast them for a quick and delicious side dish! Shop fresh with us: https://t.co/kVA8oTjG5u https://t.co/rtBKJitGVa",1,3,coder3,pending,3,0,non_humorous,humor,aggressive,1,,,
C01136,random_fortune_sample,57,Albertsons,@albertsons,1412521176631500808,https://x.com/albertsons/status/1412521176631500808,Tue Jul 06 21:17:46 +0000 2021,"This May, #NourishingNeighbors raised $18 million to feed children and families this summer — $9 million through check stand donations from our generous customers and $9 million matched by Albertsons Companies! Read more about the program: https://t.co/aeFJEck9tL",0,,coder3,pending,2,0,non_humorous,non_humor,not_applicable,0,,,
C00017,classifier_disagreement,39,Morgan Stanley,@morganstanley,1988007338289070283,https://x.com/morganstanley/status/1988007338289070283,Mon Nov 10 22:14:19 +0000 2025,"Our CIO and Chief U.S.  Equity Strategist Mike Wilson unpacks why stocks are likely to stay resilient despite uncertainties related to Fed rates, government shutdown and tariffs. Tune into the latest Thoughts on the Market. https://t.co/UBdnPu0EHS https://t.co/TXUGJT1Enq",0,,coder3,pending,38,0,non_humorous,humor,self_enhancing,1,,,
C01357,type_uncertain,93,USAA,@usaa,1530881660451016704,https://x.com/usaa/status/1530881660451016704,Sun May 29 12:00:04 +0000 2022,"A visitor at the USAA Poppy Wall of Honor in Washington, D.C., over Memorial Day weekend captures the moment while reflecting on the men and women who lost their lives in military service. #PoppyInMemory https://t.co/84UOKY0XUN",0,,coder3,pending,299,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00620,type_uncertain,95,Liberty Mutual Insurance Group,@LibertyMutual,1083721441898582017,https://x.com/LibertyMutual/status/1083721441898582017,Fri Jan 11 13:45:00 +0000 2019,Keep winter outside where it belongs by using caulk around windows and installing weather stripping around doors. https://t.co/cAbas4B2SH,0,,coder3,pending,7,1,aggressive,non_humor,not_applicable,1,,,
C01113,full_chain_aggressive,2,Walmart,@walmart,1712504239245705688,https://x.com/walmart/status/1712504239245705688,Thu Oct 12 16:23:22 +0000 2023,"Got holiday guests? ❄️☃️🎁  Don't stress the mess with online-only deals this week on home appliances &amp; much more!​ 
 
So, will you clean the air with the Miko Home Air Purifier or the carpet with the iHome Nova S1 Pro Vacuum?",1,3,coder3,pending,59,1,affiliative,humor,aggressive,0,,,
C01294,high_engagement_posts,44,Walt Disney,@Disney,1977711409308803079,https://x.com/Disney/status/1977711409308803079,Mon Oct 13 12:21:58 +0000 2025,"RT @DisneyPlus: On December 12, the streaming event of an era comes to Disney+. Get ready for Taylor Swift | The Eras Tour | The Final Show…",0,,coder3,pending,3049,0,non_humorous,humor,affiliative,1,,,
C01345,type_uncertain,85,Charter Communications,@CharterNewsroom,2048546950664909273,https://x.com/CharterNewsroom/status/2048546950664909273,Sun Apr 26 23:37:07 +0000 2026,He really did it. https://t.co/2XrQUKFArQ,1,2,coder3,pending,3636,1,aggressive,non_humor,not_applicable,1,,,
C00584,type_uncertain,55,Sysco,@sysco,1565746412385898496,https://x.com/sysco/status/1565746412385898496,Fri Sep 02 17:00:09 +0000 2022,"Keystone’s high-performance cleaning and sanitizing products have everything you need to keep your restaurant clean from the flattop to the fryer, from the bathroom to the back of the house, and beyond. Click here to see product options. https://t.co/QKl6TM0X00 https://t.co/ex5V2LdbJV",0,,coder3,pending,1,1,affiliative,humor,affiliative,0,,,
C00757,type_uncertain,69,Nationwide,@nationwide,1732105412055359641,https://x.com/nationwide/status/1732105412055359641,Tue Dec 05 18:31:25 +0000 2023,We're thrilled to be the presenting sponsor of the Walter Payton @NFL Man of the Year award for 10 years. We congratulate this year's nominees and thank them for making a difference in our communities. #WPMOY https://t.co/1YaseKLswe,1,2,coder3,pending,32,1,affiliative,humor,self_enhancing,0,,,
C00501,random_fortune_sample,45,Johnson & Johnson,@JNJNews,1389637194827145220,https://x.com/JNJNews/status/1389637194827145220,Tue May 04 17:45:00 +0000 2021,"#JNJ is proud to be recognized in @FastCompany's 2021 #FCWorldChangingIdeas for our work to ensure the global health workforce emerges from #COVID19 better equipped &amp; more supported. Together with our partners, see how we're helping #BacktheFrontline: https://t.co/LUDjmUn8Vx https://t.co/1IIjjE2jgs",1,3,coder3,pending,34,0,non_humorous,humor,affiliative,1,,,
C01188,wendys_transfer_aggressive,35,AT&T,@ATT,2026716100738871774,https://x.com/ATT/status/2026716100738871774,Wed Feb 25 17:49:07 +0000 2026,RT @SamsungMobile: It's go-time! 🤩 Bookmark this megathread for all things #GalaxyUnpacked. Comment #GalaxyAI if you’re feeling the excitem…,1,2,coder3,pending,177,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00715,random_fortune_sample,21,Chevron,@chevron,2044855857121243640,https://x.com/chevron/status/2044855857121243640,Thu Apr 16 19:10:02 +0000 2026,The Energy Edit: Chevron's 2025 Annual Report is here. Take a look. https://t.co/D5nOhwQjgD https://t.co/8M2tlrsnYM,0,,coder3,pending,14,0,non_humorous,non_humor,not_applicable,0,,,
C00272,wendys_transfer_aggressive,97,Bristol-Myers Squibb,@bmsnews,1633460057030668293,https://x.com/bmsnews/status/1633460057030668293,Wed Mar 08 13:30:00 +0000 2023,"Like many with #AFib, the most common type of irregular heartbeat, @kaj33 ignored shortness of breath, chest pain, heart racing &amp; other common symptoms. However, he discovered that AFib shouldn’t be ignored. Learn more about Kareem’s AFib story: https://t.co/ITBbiBaZvf",0,,coder3,pending,8,1,aggressive,non_humor,not_applicable,1,,,
C01171,wendys_transfer_aggressive,100,Massachusetts Mutual Life,@massmutual,1331221030040309763,https://x.com/massmutual/status/1331221030040309763,Tue Nov 24 13:00:01 +0000 2020,"Planning to retire in 2021? Be sure to test your budget, review your health insurance, and time your Social Security benefits carefully.",0,,coder3,pending,3,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01037,random_fortune_sample,87,Tyson Foods,@tysonfoods,1161643619121582081,https://x.com/tysonfoods/status/1161643619121582081,Wed Aug 14 14:19:55 +0000 2019,Day 2 of our Animal Welfare Advisory Panel’s sessions included lively discussions on how to best collaborate with our supply chain to ensure the success of our commitment to having the most transparent welfare practices in food. #RaisingExpectations https://t.co/1PT3ng8TT0,0,,coder3,pending,19,0,non_humorous,humor,self_enhancing,1,,,
C00437,classifier_disagreement,8,McKesson,@mckesson,1757792841474900346,https://x.com/mckesson/status/1757792841474900346,Wed Feb 14 15:44:06 +0000 2024,"What’s on the horizon for independent #pharmacy? Crystal Lennartz, our new President of Health Mart &amp; Health Mart Atlas, discusses our solutions, services &amp; advocacy efforts to elevate the role independent pharmacies play in people’s lives. https://t.co/UT10mmNiJf https://t.co/e3uPf9DMff",0,,coder3,pending,6,0,non_humorous,humor,self_enhancing,1,,,
C01102,wendys_transfer_aggressive,89,Enterprise Products Partners,@EProd_Careers,1681264843394015235,https://x.com/EProd_Careers/status/1681264843394015235,Tue Jul 18 11:29:09 +0000 2023,"If you’re ready to start a new career in Lake Charles, LA, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/1GUT7kOBTu #OperationsJobs",0,,coder3,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C00151,wendys_transfer_aggressive,35,AT&T,@ATT,1873066383669330399,https://x.com/ATT/status/1873066383669330399,Sat Dec 28 18:00:00 +0000 2024,My mom just asked if she could use her tablet to make a phone call... this is gonna be a loooooooong winter break...,1,4,coder3,pending,99,1,aggressive,non_humor,not_applicable,1,,,
C00205,random_fortune_sample,59,MetLife,@metlife,1551560473891553287,https://x.com/metlife/status/1551560473891553287,Mon Jul 25 13:30:18 +0000 2022,"From helping you navigate life’s unexpected moments to supporting our employees’ physical, mental and emotional well-being, enacting meaningful change in people’s lives is part of our commitment to sustainability at MetLife. Learn more: https://t.co/WT40jWear7 #Sustainability https://t.co/IdGgWTzk09",0,,coder3,pending,10,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01154,low_engagement_posts,96,Travelers,@travelers,1503415671841071104,https://x.com/travelers/status/1503415671841071104,Mon Mar 14 17:00:02 +0000 2022,Former U.S. Secretary of Defense Chuck Hagel joins host Joan Woodward March 16 to discuss the geopolitical challenges facing the United States and what they mean for businesses on #WednesdayswithWoodward. Register now: https://t.co/OvpGPnyn50 https://t.co/furxoEMLEy,0,,coder3,pending,1,0,non_humorous,non_humor,not_applicable,0,,,
C00939,type_uncertain,14,Cigna Group,@Cigna,1506300293855723527,https://x.com/Cigna/status/1506300293855723527,Tue Mar 22 16:02:30 +0000 2022,"We asked our leaders to lend their wisdom to the next generation of women leaders. See what advice Noelle Eder, Executive Vice President and Global Chief Information Officer at Cigna, shared in the full article. https://t.co/qWoUXhi1JD

#CignaNews #WomensHistoryMonth https://t.co/M5I5GLr9yW",0,,coder3,pending,9,1,affiliative,humor,self_enhancing,0,,,
C00020,random_fortune_sample,8,McKesson,@mckesson,1574451264938823680,https://x.com/mckesson/status/1574451264938823680,Mon Sep 26 17:30:08 +0000 2022,"In the spring of 2019, St. Joseph's Health decided to maximize its current Patient Assistance Program (PAP) by partnering with McKesson RxO. Download the case study to learn how we helped them save millions in PAP recovery. https://t.co/Plek1W4ypv https://t.co/nL2TVDUTZl",0,,coder3,pending,5,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00149,wendys_transfer_aggressive,57,Albertsons,@albertsons,1414726806347784192,https://x.com/albertsons/status/1414726806347784192,Mon Jul 12 23:22:09 +0000 2021,Albertsons chocolate chip cookies top 2 and they not 2,1,4,coder3,pending,23,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01176,full_chain_aggressive,46,PepsiCo,@pepsico,1572948758781894657,https://x.com/pepsico/status/1572948758781894657,Thu Sep 22 13:59:42 +0000 2022,"From brand-led initiatives designed to uplift Hispanic communities to unlocking economic opportunities for Hispanic-owned small businesses, we’re committed to investing in Hispanic people, businesses, and communities: https://t.co/yNMrEXmNfT https://t.co/WmF19Xec8L",0,,coder3,pending,12,0,non_humorous,humor,aggressive,1,,,
C00937,wendys_transfer_aggressive,74,TD Synnex,@tdsynnex,1491796600393375752,https://x.com/tdsynnex/status/1491796600393375752,Thu Feb 10 15:30:00 +0000 2022,"After a virtual real estate property sold for $2.43 million in the metaverse, it's finally time that we learn what the #metaverse is and why there's such significant market value: https://t.co/TGkuGMlvFe",0,,coder3,pending,2,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00615,wendys_transfer_aggressive,81,United Airlines Holdings,@united,1695101635452706950,https://x.com/united/status/1695101635452706950,Fri Aug 25 15:51:38 +0000 2023,"Please line up according to your boarding group. 😉⬇️ Still holding out hope for a surprise episode...

#TheSummerITurnedPretty #TSITP https://t.co/Frkhy6eDDl",1,3,coder3,pending,232,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00269,humor_presence_uncertain,9,Exxon Mobil,@exxonmobil,1257656323623223296,https://x.com/exxonmobil/status/1257656323623223296,Tue May 05 13:00:08 +0000 2020,"#Think2020 is now streaming. Let's get thinking💡 

Join our digital event to gain the critical insights you need to adapt and recover from the impacts of COVID-19: https://t.co/kWYbKzBaTG https://t.co/LGJHgpuQ7N",0,,coder3,pending,534,0,non_humorous,humor,self_enhancing,1,,,
C01389,wendys_transfer_aggressive,62,New York Life Insurance,@NewYorkLife,1527303073869201408,https://x.com/NewYorkLife/status/1527303073869201408,Thu May 19 15:00:03 +0000 2022,"Your paycheck is not just a paycheck. It's groceries, a mortgage payment—everything you need to help provide for your family. Learn how New York Life's disability insurance can help protect against loss of income due to a disabling event. #DIAM22",0,,coder3,pending,7,1,aggressive,non_humor,not_applicable,1,,,
