global_post_id,tweet_id,sample_group,company_name,source_x_handle,created_at,text,v2_humor_label,v2_confidence,v2_target_of_humor,v2_humor_function,v2_review_flag,v2_reason_code
fortune:10:1681318746227453952,1681318746227453952,fortune_top100_ranked,Cencora,@CencoraGlobal,Tue Jul 18 15:03:21 +0000 2023,"Last week, we proudly unveiled our newest 34,000-square-foot World Courier facility outside Chicago. The addition reflects our investments in technology and facilities to meet our customers’ evolving needs and provide enhanced value and support. https://t.co/ESpnW5ymUG",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:18:1419760598032715778,1419760598032715778,fortune_top100_ranked,Elevance Health,@elevancehealth,Mon Jul 26 20:44:39 +0000 2021,"On July 24, at a ribbon-cutting ceremony and community health fair w/ #Indiana @LGSuzanneCrouch, we announced an investment in affordable housing funds totaling $87.9 million across the state of Indiana as part of our continuing efforts to improve lives and communities. https://t.co/h7wPkbeWR3",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:44:2036328000548118967,2036328000548118967,fortune_top100_ranked,Walt Disney,@Disney,Tue Mar 24 06:23:23 +0000 2026,RT @DisneyPlus: We got the party with us ✨ #HannahMontana20 https://t.co/DoiYadNCw5,self_enhancing,0.860000,self_brand,positive_self_presentation,false,clear_winner
benchmark:moonpie:1301647743560056833,1301647743560056833,benchmark_humor_brand,MoonPie,@MoonPie,Thu Sep 03 22:26:20 +0000 2020,( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°) The MoonPie council of elders have assembled They know what you’ve done,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:52:1474734200607723523,1474734200607723523,fortune_top100_ranked,Lowe's,@lowes,Sat Dec 25 13:30:07 +0000 2021,"Today, our stores are closed to give our more than 300,000 Red Vest associates well-deserved time with their loved ones. We hope your day is merry and bright, filled with love, family and friends. 💙 https://t.co/UA5JM4JDZm",affiliative,0.300000,shared_situation,relationship_building,true,no_cue_inferred_from_pronouns
fortune:14:1646166434496536576,1646166434496536576,fortune_top100_ranked,Cigna Group,@Cigna,Wed Apr 12 15:00:36 +0000 2023,"Most Americans have become familiar with Medicare and Medicare Advantage plans, but have you ever heard of EGWP? Today we're breaking down Employer Group Waiver Plans for Medicare eligible retirees. Click to learn more: https://t.co/e9KZdwLaJh #CignaNews https://t.co/a9BbOSOSJF",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:100:1470393130679689219,1470393130679689219,fortune_top100_ranked,Massachusetts Mutual Life,@massmutual,Mon Dec 13 14:00:15 +0000 2021,"Turns out, a lot of things could put you out of work. 😬 Talk to us today, feel comfortable about tomorrow. https://t.co/AfmYwmAELc",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:37:1999533570700738699,1999533570700738699,fortune_top100_ranked,Comcast,@comcast,Fri Dec 12 17:35:27 +0000 2025,"By investing billions each year to maintain and expand our network, we're bringing high-speed Internet to more Americans. 🇺🇸 And our investment goes beyond the build by providing skills and job training to create digital opportunity. Learn more: https://t.co/08msl5Yszc https://t.co/IeAjf8x5Wc",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:8:1998111886441611371,1998111886441611371,fortune_top100_ranked,McKesson,@mckesson,Mon Dec 08 19:26:11 +0000 2025,"This week at @ASHPOfficial Midyear 2025, step inside one of our distribution centers using virtual reality to get a behind-the-scenes look at McKesson's essential role in the healthcare supply chain. Learn more: https://t.co/nzsVQHnaBZ #ASHP25 https://t.co/Q2ZrCoyskb",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:58:1556603012092727296,1556603012092727296,fortune_top100_ranked,Archer Daniels Midland,@ADMupdates,Mon Aug 08 11:27:33 +0000 2022,"It will take innovation and scale to meet fast-growing alternative protein demand, which is why we’ve entered into an exclusive agreement to use @BensonHillInc’s Ultra-High Protein #soybeans to power a new frontier of alternative #protein products. https://t.co/WQrl1JNy0b https://t.co/I6Mc4SVBPr",aggressive,0.950000,external_target,ridicule_competition,false,clear_winner
fortune:34:1687463402216579072,1687463402216579072,fortune_top100_ranked,Humana,@humana,Fri Aug 04 14:00:01 +0000 2023,"The 2023 National Senior Games have proven that age does not define our athletic capabilities. They’ve also shown that it’s never too late to start an active lifestyle. The same is true for Carol, 76, Humana MA member. “I decided to try step aerobics and I was hooked forever!” https://t.co/ubM5uNw5pU",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:95:1037404241265078272,1037404241265078272,fortune_top100_ranked,Liberty Mutual Insurance Group,@LibertyMutual,Wed Sep 05 18:16:59 +0000 2018,@ManTripping @LibertyMutual The kitchen stuff for us! We love to cook our own meals #LetsMasterThis,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:34:1631399148762066944,1631399148762066944,fortune_top100_ranked,Humana,@humana,Thu Mar 02 21:00:41 +0000 2023,"Hear from Leslie about how she has feels supported as a woman at Humana, and how access to Humana’s benefits have helped her recognize her potential → https://t.co/3nChnUHLjE #WomensHistoryMonth #TeamHumana https://t.co/e1nvP1IbYM",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:26:1978158865427370061,1978158865427370061,fortune_top100_ranked,Fannie Mae,@fanniemae,Tue Oct 14 18:00:00 +0000 2025,Less manual loan processing leads to a greater impact on housing across America. That’s why digital technology that makes lending more efficient is always front of mind for us. https://t.co/8FE8jQdsz6 https://t.co/jydXafSakr,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:90:1899472184470352354,1899472184470352354,fortune_top100_ranked,Ingram Micro Holding,@IngramMicroInc,Tue Mar 11 14:47:13 +0000 2025,"Exciting changes at our #Peru warehouse! We've enhanced our infrastructure for sustainability and efficiency, ensuring we meet market demands while providing top-notch service. https://t.co/yK5DAI04Hz #ingrammicro #ingrammicroesg #ingrammicroperu https://t.co/IOosfnq4ab",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:63:1650286164174053377,1650286164174053377,fortune_top100_ranked,Capital One Financial,@CapitalOne,Sun Apr 23 23:50:57 +0000 2023,I’ve got diamonds in my eyes at the #TSTheErasTour Capital One Elevator! #TSxCapitalOne https://t.co/tHogezFWkB https://t.co/sEwOeYiD73,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:27:1334519766346854401,1334519766346854401,fortune_top100_ranked,Kroger,@kroger,Thu Dec 03 15:28:01 +0000 2020,"With all the Eggnog flavors you know and love, our Coquito recipe is the perfect drink to sip by the fire all season long 🎄 Get all the fresh ingredients you need with Free Pickup! https://t.co/miSPbuy69q https://t.co/E6ba30zo2o",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:96:1584629142150152198,1584629142150152198,fortune_top100_ranked,Travelers,@travelers,Mon Oct 24 19:33:23 +0000 2022,Now is the time to prepare your home for winter. Check out these maintenance tips to help keep your home safe: https://t.co/4gl7mx1f7E #HomeMaintenance #Winter https://t.co/5CrtptMrz4,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:22:1730652147325317415,1730652147325317415,fortune_top100_ranked,Ford Motor,@Ford,Fri Dec 01 18:16:40 +0000 2023,"RT @FordTrucks: Take a new 2024 Ford® F-150®, add a PowerBoost® engine, and get a hybrid truck that’s ready to hustle. https://t.co/vPgWvoi…",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
benchmark:cocacola:1690781318215340032,1690781318215340032,benchmark_humor_brand,Coca-Cola,@cocacola,Sun Aug 13 17:44:14 +0000 2023,Check out the link below to see the full Masterpiece collection,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:19:1945107327788478769,1945107327788478769,fortune_top100_ranked,Centene,@centene,Tue Jul 15 13:04:59 +0000 2025,"The Empowerment Command Center in Des Moines has supported 1,700+ Iowans — from safe transport to reuniting families. Powered by the @CISSDSM, Iowa Total Care &amp; the Centene Foundation, the center shows what can happen when we support communities with local solutions. https://t.co/vjNdoBdI7i",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:95:1124738714691866624,1124738714691866624,fortune_top100_ranked,Liberty Mutual Insurance Group,@LibertyMutual,Sat May 04 18:13:00 +0000 2019,"Spring cleaning isn’t just for your home, it’s also important for your car. Make sure your windshield is clean to maintain optimal visibility. https://t.co/P9tSuZawQj",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:49:1640403598906474503,1640403598906474503,fortune_top100_ranked,RTX,@RTX_News,Mon Mar 27 17:21:09 +0000 2023,📢 We're opening a $255 million sustainment center in Oklahoma City which will serve as a hub for operations for our @prattandwhitney engines. The facility will expand our operations near Tinker Air Force Base and is set to be developed over five years. https://t.co/D1rTtqnMS3,aggressive,0.860000,external_target,ridicule_competition,false,clear_winner
fortune:100:1483087973990162440,1483087973990162440,fortune_top100_ranked,Massachusetts Mutual Life,@massmutual,Mon Jan 17 14:45:02 +0000 2022,"In his final months, Dr. King spoke about the value of having a blueprint for life – a plan to meaningfully impact a community or cause. At MassMutual, our blueprint includes an unwavering commitment to drive lasting change in Black communities. #MLKDay https://t.co/pMhb15boad https://t.co/N7ogmMaZqo",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:12:1505979649553276937,1505979649553276937,fortune_top100_ranked,JPMorgan Chase,@jpmorgan,Mon Mar 21 18:48:22 +0000 2022,"But sometimes housing costs can increase more rapidly ⬆️. It’s estimated that housing prices have nearly tripled since the 1950s – even after adjusting for inflation. During the Global Financial Crisis, the initial rapid increase in prices caused a housing bubble🎈.",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:73:1534874245158907905,1534874245158907905,fortune_top100_ranked,Pfizer,@pfizer,Thu Jun 09 12:25:11 +0000 2022,Lack of access to antibiotics &amp; antifungals in #LMICs is a major driver of drug resistance. Today we publish a new report that shows that innovative approaches from drug makers are possible – and can make a real difference to the people most at risk. https://t.co/trj63qDFUr https://t.co/FvQ2L3Qo4f,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:53:1953198769027301406,1953198769027301406,fortune_top100_ranked,Energy Transfer,@energytransfer,Wed Aug 06 20:57:29 +0000 2025,"Construction of our eight, 10-megawatt natural gas-fired electric generation facilities continues. The second facility, which is serving our Badger processing plant, was recently commissioned, and we expect two more facilities to be placed into service by the end of the year, with the remainder expected in service in 2026.",self_defeating,0.680000,self_brand,self_deprecation,true,narrow_margin
fortune:22:1519285346223202305,1519285346223202305,fortune_top100_ranked,Ford Motor,@Ford,Wed Apr 27 12:00:28 +0000 2022,"The next revolution in American manufacturing is here. Meet the people in Dearborn, Michigan who are leading the way as we write this new chapter together with the union-built and #BuiltFordTough #F150Lightning: https://t.co/MehtlCtzJN",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:77:1850874785963639069,1850874785963639069,fortune_top100_ranked,AbbVie,@abbvie,Mon Oct 28 12:18:31 +0000 2024,"NEWS: We announced the acquisition of @aliadatx in a pivotal move to strengthen our #neuroscience portfolio, with the goal of accelerating the development of novel therapies for neurological disorders like Alzheimer’s disease. Learn more: https://t.co/02kU0nmHxE https://t.co/VgCyNp4FYx",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:69:1756864072484614590,1756864072484614590,fortune_top100_ranked,Nationwide,@nationwide,Mon Feb 12 02:13:30 +0000 2024,RT @bkcartwright: Absolutely iconic was @HERMusicx on the guitar 😭🔥,self_enhancing,0.860000,self_brand,positive_self_presentation,false,clear_winner
benchmark:moonpie:925418952645382144,925418952645382144,benchmark_humor_brand,MoonPie,@MoonPie,Tue Oct 31 17:47:26 +0000 2017,Whether or not you are handing out MoonPies tonight here are some notices you can print out to let the neighborhood kids know either way https://t.co/ZMZNvIDY0W,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:73:1547963093954703366,1547963093954703366,fortune_top100_ranked,Pfizer,@pfizer,Fri Jul 15 15:15:36 +0000 2022,"The race to develop the #COVID19 vaccine is well-known, but it wasn’t the only defense developed during the pandemic. Over 2,000 Pfizer colleagues worked together to create a novel oral treatment to help combat the disease. This is their story: https://t.co/X0aAU75v9G https://t.co/VqvVeP8Vyp",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:73:1578107832758636547,1578107832758636547,fortune_top100_ranked,Pfizer,@pfizer,Thu Oct 06 19:40:01 +0000 2022,"As part of #MFGDay22, we’re celebrating Pfizer’s largest U.S. manufacturing site in Kalamazoo, MI. Each year, the facility produces 1,200 metric tons of ingredients and ships 140 million units of medicine to 113 countries around the world. @MfgDay https://t.co/tPX9GsXbnm",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:65:1506979173981728775,1506979173981728775,fortune_top100_ranked,Caterpillar,@CaterpillarInc,Thu Mar 24 13:00:08 +0000 2022,"Looking to get hands-on with our products and work on-site with customers? Take the next step in your career as a Field Service Technician in Sayre, Pennsylvania! https://t.co/k3dt6FKZPV #iAmCaterpillar #CaterpillarCareers #hiring https://t.co/TclxQH5ZjL",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:87:1374448593789087748,1374448593789087748,fortune_top100_ranked,Tyson Foods,@tysonfoods,Tue Mar 23 19:50:55 +0000 2021,"According to a 2020 study in Statista, each American farmer feeds more than 160 people - but they also do so much more. Today we recognize and celebrate the big part agriculture plays in our lives. Thanks to the hardworking people who work to feed the world. Happy #NationalAgDay https://t.co/UdphoEpUAV",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:26:1489237748473122824,1489237748473122824,fortune_top100_ranked,Fannie Mae,@fanniemae,Thu Feb 03 14:02:02 +0000 2022,We’re committed to promoting racial equity and knocking down barriers to homeownership. #BlackHistoryMonth https://t.co/r22wvPDJDl,not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:26:1948118983707615644,1948118983707615644,fortune_top100_ranked,Fannie Mae,@fanniemae,Wed Jul 23 20:32:14 +0000 2025,"Today, under Chairman @Pulte's direction, our Audit Committee voted to reduce @Deloitte's fees by $13 million for the 2025 audit. Saving money creates the opportunity for us to help make housing affordable. - Fannie Mae",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:40:1737956158298542249,1737956158298542249,fortune_top100_ranked,Valero Energy,@valeroenergy,Thu Dec 21 22:00:12 +0000 2023,"Huge thanks to Sara Montelongo Oyervidez from @ValeroEnergy Valero Houston Refinery for spreading holiday cheer to @Carrillo_HISD! Your generosity in gifting gas cards to our staff and teachers means the world to us. 🎉 #Gratitude #CommunityFirst"" https://t.co/rhXFRdV31t",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:93:1783733713307586620,1783733713307586620,fortune_top100_ranked,USAA,@usaa,Fri Apr 26 05:43:52 +0000 2024,"We’re proud to have given TSgt Jacob Bennette of the Michigan National Guard the opportunity to fill out the official first pick card for the 2024 #NFLDraft. As the @NFL season approaches, we look forward to continuing to honor our military through the #SaluteToService program. https://t.co/1yMISaknQs",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:41:2013316299724607620,2013316299724607620,fortune_top100_ranked,Dell Technologies,@Dell,Mon Jan 19 18:23:06 +0000 2026,"Only 6 hours left until kickoff, and fan energy is unreal. Come hang with us, get hands-on with the new Dell XPS, and take one last shot at our football toss before game time! https://t.co/QwhitEBmz4",self_enhancing,0.680000,self_brand,positive_self_presentation,true,low_absolute_score
fortune:8:1618251366547263492,1618251366547263492,fortune_top100_ranked,McKesson,@mckesson,Wed Jan 25 14:16:06 +0000 2023,"We're honored to be recognized by Newsweek as one of America's Greatest Workplaces for Diversity in 2023. This award further emphasizes our commitment to diversity, equity and inclusion. https://t.co/aBCN4fjgNg",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:1:2053915858183864665,2053915858183864665,fortune_top100_ranked,Amazon,@amazon,Mon May 11 19:11:15 +0000 2026,"We're the first cloud provider to offer @AnthropicAI 's native Claude Platform directly through customer accounts. Teams get access to the full platform, from Managed Agents to code execution, using the @awscloud credentials, billing, and audit controls they already rely on. No new vendor accounts, no new systems. https://t.co/I9w1ypzhXH",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
benchmark:wendys:1371097041837916163,1371097041837916163,benchmark_humor_brand,Wendy's,@Wendys,Sun Mar 14 13:53:03 +0000 2021,"RT @Wendys: It’s MARCH MADNESS TIME, BABY. Choose wisely in our tournament polls and we’ll hook you up with some sweet deals. ❤️ this twee…",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:27:1243248614945828864,1243248614945828864,fortune_top100_ranked,Kroger,@kroger,Thu Mar 26 18:49:02 +0000 2020,"@TMells30 @four20freedom Although we believe these were an isolated and contained incidents, we continue to remind our Associates and customers to follow the CDC’s recommendations to help prevent the spread of germs. The addresses of the stores are: (1/2)",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:10:1773356890539307247,1773356890539307247,fortune_top100_ranked,Cencora,@CencoraGlobal,Thu Mar 28 14:30:04 +0000 2024,"In the pharma value chain, we are the distributors for your go-to providers and prescriptions and the consultants for upstream customers. Steve Collis shares how we support the product life cycle and value-based care on @MadMoneyOnCNBC: https://t.co/Gy8BKNaET2",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
benchmark:wendys:1370466586314866690,1370466586314866690,benchmark_humor_brand,Wendy's,@Wendys,Fri Mar 12 20:07:50 +0000 2021,"We’re back to making an Impact. Grab your FREE Spicy 10-Piece in our app, and then hop in the stream. https://t.co/P0GZ7DIn5g",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:51:1790731879160914165,1790731879160914165,fortune_top100_ranked,Progressive,@progressive,Wed May 15 13:12:04 +0000 2024,"We’re proud to help make an impact with @fpnational. This wonderful organization empowers families with the tools and resources to take control of their future with a safe place designed to engage, inspire, and guide. #InternationalDayofFamilies #EndHomelessness #FamilyPromise https://t.co/QDDrjpSB3F",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:11:2061942751860769094,2061942751860769094,fortune_top100_ranked,Microsoft,@microsoft,Tue Jun 02 22:47:15 +0000 2026,"With Project Solara, we are building a new platform purpose-built for agent-first devices. Excited to work with @cristianoamon and @Qualcomm on this!",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:39:2001404496027516988,2001404496027516988,fortune_top100_ranked,Morgan Stanley,@morganstanley,Wed Dec 17 21:29:50 +0000 2025,"Our Public Policy Strategists Michael Zezas and Ariana Salvatore break down key moves from the White House, U.S. Congress and Supreme Court that could influence markets 2026. Tune into the latest Thoughts on the Market. https://t.co/PXRHkhdjQj https://t.co/KeBd5rKHtc",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:83:2018859115670589669,2018859115670589669,fortune_top100_ranked,Cisco Systems,@Cisco,Wed Feb 04 01:28:16 +0000 2026,"Cisco CPO @jpatel41 says when hiring in the AI era, attitude matters way more than skill: ""You can't teach hunger. You have to make sure that you find people who are hungry, intrinsically hungry. I don't believe in hiring people that you have to motivate all the time."" ""You have to be insanely curious in this time and day and age. If you're not willing to experiment and put yourself in an uncomfortable position... If you don't like change, wait until irrelevance hits you.""",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:17:1776249432335433812,1776249432335433812,fortune_top100_ranked,Meta Platforms,@Meta,Fri Apr 05 14:04:00 +0000 2024,"To provide greater transparency and context, we’ll start labeling a wider range of video, audio and image content on our apps as “Made with AI.” https://t.co/LWQAhR9vG8",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:31:2010826705456209952,2010826705456209952,fortune_top100_ranked,StoneX Group,@StoneX_Official,Mon Jan 12 21:30:20 +0000 2026,"Our client-first culture is built into the StoneX DNA. Philip Smith, Group Chief Executive at StoneX, speaks Glauco Monte and Fernando Mazzanti, on the importance of keeping the client at the center of every new expansion of our business. Watch the full episode: https://t.co/iOwIXc4GX8",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:77:2046604883550502945,2046604883550502945,fortune_top100_ranked,AbbVie,@abbvie,Tue Apr 21 15:00:02 +0000 2026,"On #AMLWorldAwarenessDay, we’re shining a light on the impact of acute myeloid leukemia (AML), particularly on older adults to help promote early diagnosis and foster a community of support for those living with this disease with our partner @AcuteLeuk: https://t.co/5nXInu8MQU https://t.co/ZvSmHNILUI",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:15:1628443789713866753,1628443789713866753,fortune_top100_ranked,Cardinal Health,@cardinalhealth,Wed Feb 22 17:17:09 +0000 2023,This article in @ITBrew highlights how our #digital upskilling program arms employees with the skills they need to pursue new career paths at Cardinal Health and leverage innovative tools to improve patient outcomes.,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:92:2002068137710375333,2002068137710375333,fortune_top100_ranked,Uber Technologies,@Uber,Fri Dec 19 17:26:55 +0000 2025,"“I drive Uber by day while focusing on my filmmaking career. Right now I’m working on my first feature film “Dance of the Heroes” a story about roots, culture, and chasing dreams across continent.” - Patrick, New York City 🌃",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:46:1380524674082353153,1380524674082353153,fortune_top100_ranked,PepsiCo,@pepsico,Fri Apr 09 14:15:05 +0000 2021,"This #FoundationFriday we want to thank @BEACHAMPIONINC for helping The #PepsiCoFoundation’s Food for Good program deliver almost 20 million meals to communities in which they serve. We’re grateful for your partnership, and the amazing outreach you do for youth in need. https://t.co/wgJ2mHg9WT",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:92:1758147670005198911,1758147670005198911,fortune_top100_ranked,Uber Technologies,@Uber,Thu Feb 15 15:14:03 +0000 2024,"The long weekend is calling! 📞 We make the car rental process hassle-free, offering free car delivery and pick up with Uber Rent with Valet from February 15 - 29. 🚗 And, Uber One members can book their next trip with Valet or Uber Rent using the 'Pay now & save' option to unlock $10 in Uber Cash*. Available in Select Cities: San Francisco, Washington D.C., Miami, Chicago, New Jersey, Boston, New York City, Philadelphia, and Los Angeles. 🌉 🏛️ 🌴 🗽",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:20:1696620638524350774,1696620638524350774,fortune_top100_ranked,Bank of America,@bankofamerica,Tue Aug 29 20:27:36 +0000 2023,"We’re here to turn your dream of starting a business into reality with the support, experts and resources you need to hit the ground running. https://t.co/CyWrsZl12D",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:26:1438126206302498823,1438126206302498823,fortune_top100_ranked,Fannie Mae,@fanniemae,Wed Sep 15 13:03:01 +0000 2021,"We’re proud to celebrate the history, contributions, and vibrant cultures of Hispanic and Latina/o/x Americans. #HispanicHeritageMonth https://t.co/WKGEtgELiX",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:90:1798471954531328210,1798471954531328210,fortune_top100_ranked,Ingram Micro Holding,@IngramMicroInc,Wed Jun 05 21:48:22 +0000 2024,"Happy #WorldEnvironmentDay! Let's all do our part to contribute to a greener, cleaner and healthier world for generations to come! #IngramMicro #IngramMicroESG https://t.co/x7YuQb0Hqq",aggressive,0.860000,external_target,ridicule_competition,false,clear_winner
fortune:29:1313481504845111298,1313481504845111298,fortune_top100_ranked,Phillips 66,@Phillips66co,Tue Oct 06 14:09:28 +0000 2020,(2/3) during the COVID-19 pandemic. We’ve invested over $4.6 million in personal protective equipment (PPE) to keep our employees safe and healthy and remain diligent with our strategy of...,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:53:1934971842843771262,1934971842843771262,fortune_top100_ranked,Energy Transfer,@energytransfer,Tue Jun 17 13:50:12 +0000 2025,"New audio spot! https://t.co/Asnuc6muT1 Oil and gas power more than just our cars—they fuel our economy, support millions of jobs, and help fund vital services like schools and hospitals. The U.S. leads the world in production, and Americans reap the rewards.",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:87:1129415890477420544,1129415890477420544,fortune_top100_ranked,Tyson Foods,@tysonfoods,Fri May 17 15:58:26 +0000 2019,Is following the crowd the best move when it comes to #emergingtech? Read @spradley_tyson’s take in @cnbc on how we’re leveraging new tech and #RaisingExpectations in the food system https://t.co/2tEfBWLOCq,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:78:1098968066761854977,1098968066761854977,fortune_top100_ranked,Prudential Financial,@Prudential,Fri Feb 22 15:29:39 +0000 2019,"Prudential Financial vice chairman Rob Falzon, on closing the ""skills gap,"" and the value of investing in career training for our nation's workforce. (via @businessinsider) https://t.co/8KgDsjjcaM",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:65:1456650853394288642,1456650853394288642,fortune_top100_ranked,Caterpillar,@CaterpillarInc,Fri Nov 05 15:53:21 +0000 2021,New partnership with @NMAAHC via a $2M Caterpillar Foundation grant creates the museum's Caterpillar Curator of African American Innovation &amp; Entrepreneurship to advance D&amp;I through African American innovation &amp; entrepreneurship in science &amp; technology. https://t.co/fqXoKaR6pH,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:26:1748012378728411241,1748012378728411241,fortune_top100_ranked,Fannie Mae,@fanniemae,Thu Jan 18 16:00:02 +0000 2024,"Our economists expect mortgage rates to dip below 6% in 2024, helping boost home sales. Read the ESR Group’s first economic and housing outlook of the year, including their theme for the 2024 housing market: https://t.co/apnHyn6w7C https://t.co/wxgXB7Xy0A",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:52:1456426526979891203,1456426526979891203,fortune_top100_ranked,Lowe's,@lowes,Fri Nov 05 01:01:57 +0000 2021,"We’re excited for you to meet a new face as @ExecutiveMoms passes the #AmericasBigDeal chair to our Executive Vice President of Supply Chain, @atldef. Turn on @USA_Network NOW to see if tonight is finally our time for a big deal! https://t.co/Szv14PtNqV",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:58:1547351175611273216,1547351175611273216,fortune_top100_ranked,Archer Daniels Midland,@ADMupdates,Wed Jul 13 22:44:03 +0000 2022,"There is increasing demand for #plantbased solutions, as the desire to tackle climate change and reduce the use of fossil fuels strengthens. From linseed oil to nature-derived cleaning products, our solutions seek to answer to answer the call. https://t.co/HZLBs1JHRx",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:92:1841853621866008723,1841853621866008723,fortune_top100_ranked,Uber Technologies,@Uber,Thu Oct 03 14:51:38 +0000 2024,"Imagine zipping over NYC traffic on your way to the airport ! 🚁✨ Experience the future of transportation at NYC’s Grand Central Terminal. From October 2-5, get an up-close look at Uber partner @jobyaviation 's electric air taxi. Don’t miss out on this glimpse into the future! Event details at our Link in Bio.",not_humor,0.750000,none,none,false,moderate_not_humor_no_humor_cue
