"global_post_id","tweet_id","company_name","source_x_handle","human_label_source","human_label_scope","human_humor_label_raw","human_humor_binary","human_humor_type_raw","human_humor_type_normalized","label_missing_flag","raw_match_status","raw_text_match_status","human_text","raw_text","text_normalized_equal","created_at_human","created_at_raw","tweet_url","reply_count","favorite_count","retweet_count","quote_count","bookmark_count","view_count","lang","conversation_id","is_quote_status","raw_source","raw_scraped_at"
"benchmark:wendys:1260917780594884608","1260917780594884608","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","self-enhancing","self_enhancing","false","matched","match","Sorry, private meeting. Elite breakfast foods only. https://t.co/skbJUhiqgc","Sorry, private meeting. Elite breakfast foods only. https://t.co/skbJUhiqgc","true","Thu May 14 13:00:00 +0000 2020","Thu May 14 13:00:00 +0000 2020","https://x.com/Wendys/status/1260917780594884608","126","1799","101","24","19","None","en","1260917780594884608","False","browser_graphql","1781370179"
"benchmark:wendys:1261339056618835968","1261339056618835968","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","2 for $5 is your Spicy Nugg hookup. https://t.co/YqGE1mbsex","2 for $5 is your Spicy Nugg hookup. https://t.co/YqGE1mbsex","true","Fri May 15 16:54:00 +0000 2020","Fri May 15 16:54:00 +0000 2020","https://x.com/Wendys/status/1261339056618835968","170","966","66","21","5","None","en","1261339056618835968","False","browser_graphql","1781370179"
"benchmark:wendys:1263549059962408962","1263549059962408962","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Alright Wendys, your time has come. Do you have what it takes to be the Queen of the Hill? Suit up and enter our Super Smash Bros tournament on https://t.co/P0GZ7DIn5g. We’ll see ya at the top. https://t.co/PUgtPzPZ8e","Alright Wendys, your time has come. Do you have what it takes to be the Queen of the Hill? Suit up and enter our Super Smash Bros tournament on https://t.co/P0GZ7DIn5g. We’ll see ya at the top. https://t.co/PUgtPzPZ8e","true","Thu May 21 19:15:46 +0000 2020","Thu May 21 19:15:46 +0000 2020","https://x.com/Wendys/status/1263549059962408962","137","2170","157","50","22","None","en","1263549059962408962","False","browser_graphql","1781370179"
"benchmark:wendys:1266084754832719872","1266084754832719872","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","aggressive","aggressive","false","matched","match","#NationalRoastDay starts right here tomorrow at 11am ET. For everyone that’s said “Roast Me Wendy’s,”...Tomorrow’s lookin’ good. Let’s roll, jabronis.","#NationalRoastDay starts right here tomorrow at 11am ET. For everyone that’s said “Roast Me Wendy’s,”...Tomorrow’s lookin’ good.  
Let’s roll, jabronis.","true","Thu May 28 19:11:42 +0000 2020","Thu May 28 19:11:42 +0000 2020","https://x.com/Wendys/status/1266084754832719872","1332","11439","873","253","57","None","en","1266084754832719872","False","browser_graphql","1781370179"
"benchmark:wendys:1266395345996652552","1266395345996652552","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","We’re moving National Roast Day because there are going to be better times for it. Love you guys.","We’re moving National Roast Day because there are going to be better times for it. Love you guys.","true","Fri May 29 15:45:53 +0000 2020","Fri May 29 15:45:53 +0000 2020","https://x.com/Wendys/status/1266395345996652552","4026","61784","2462","803","131","None","en","1266395345996652552","False","browser_graphql","1781370179"
"benchmark:wendys:1268326640972595206","1268326640972595206","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","self-enhancing","self_enhancing","false","matched","match","We’re about putting our money where our mouth is. So here’s our money and here’s our mouth. We are committed to donating $500k to support social justice, the youth and education in the Black community starting with the Thurgood Marshall College Fund and we’ll have receipts.","We’re about putting our money where our mouth is. So here’s our money and here’s our mouth. We are committed to donating $500k to support social justice, the youth and education in the Black community starting with the Thurgood Marshall College Fund and we’ll have receipts.","true","Wed Jun 03 23:40:10 +0000 2020","Wed Jun 03 23:40:10 +0000 2020","https://x.com/Wendys/status/1268326640972595206","1162","11151","1172","734","33","None","en","1268325890037030912","False","browser_graphql","1781370179"
"benchmark:wendys:1276283355768803330","1276283355768803330","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","So much has happened over the past couple of weeks, including the death of Rayshard Brooks. We’ve taken the time to ensure we’re focused on the best ways to support positive change.","So much has happened over the past couple of weeks, including the death of Rayshard Brooks.  We’ve taken the time to ensure we’re focused on the best ways to support positive change.","true","Thu Jun 25 22:37:18 +0000 2020","Thu Jun 25 22:37:18 +0000 2020","https://x.com/Wendys/status/1276283355768803330","734","11687","391","121","31","None","en","1276283355768803330","False","browser_graphql","1781370179"
"benchmark:wendys:1276283357219950593","1276283357219950593","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Today, we are announcing new partnerships with the Urban League (@CULempowering) and the YWCA(@ywcacolumbus). These two organizations are committed to fighting racism and empowering Black youth, and we’re eager to be a part of their mission.","Today, we are announcing new partnerships with the Urban League (@CULempowering) and the YWCA(@ywcacolumbus).  These two organizations are committed to fighting racism and empowering Black youth, and we’re eager to be a part of their mission.","true","Thu Jun 25 22:37:19 +0000 2020","Thu Jun 25 22:37:19 +0000 2020","https://x.com/Wendys/status/1276283357219950593","10","1340","33","6","0","None","en","1276283355768803330","False","browser_graphql","1781370179"
"benchmark:wendys:1276283357979164674","1276283357979164674","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","We’ll also be chatting with @tmcf_hbcu next week to learn more about their history supporting students at #HBCUs. Check out the conversation on 7/2.","We’ll also be chatting with @tmcf_hbcu next week to learn more about their history supporting students at #HBCUs. Check out the conversation on 7/2.","true","Thu Jun 25 22:37:19 +0000 2020","Thu Jun 25 22:37:19 +0000 2020","https://x.com/Wendys/status/1276283357979164674","11","1430","25","3","0","None","en","1276283355768803330","False","browser_graphql","1781370177"
"benchmark:wendys:1278697646312611841","1278697646312611841","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","This acronym #HBCU might be new to some of our followers, what exactly does that stand for? https://t.co/afDXa92aiC","This acronym #HBCU might be new to some of our followers, what exactly does that stand for?

https://t.co/afDXa92aiC","true","Thu Jul 02 14:30:50 +0000 2020","Thu Jul 02 14:30:50 +0000 2020","https://x.com/Wendys/status/1278697646312611841","4","82","9","0","0","None","en","1278697516540866568","True","browser_graphql","1779461859"
"benchmark:wendys:1278698388054310913","1278698388054310913","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Black College Communities deserve to be honored and celebrated. Thanks @tmcf_hbcu for taking the time and sharing all of this great info today.","Black College Communities deserve to be honored and celebrated. Thanks @tmcf_hbcu for taking the time and sharing all of this great info today.","true","Thu Jul 02 14:33:47 +0000 2020","Thu Jul 02 14:33:47 +0000 2020","https://x.com/Wendys/status/1278698388054310913","77","743","21","3","1","None","en","1278697516540866568","False","browser_graphql","1781370177"
"benchmark:wendys:1283561455787347973","1283561455787347973","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","aggressive","aggressive","false","matched","match","Sorry, Nick. No dice.","Sorry, Nick. No dice.","true","Thu Jul 16 00:37:53 +0000 2020","Thu Jul 16 00:37:53 +0000 2020","https://x.com/Wendys/status/1283561455787347973","228","19900","535","52","25","None","en","1283561455787347973","True","browser_graphql","1781370177"
"benchmark:wendys:1285658885366386688","1285658885366386688","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","We’re heading back to the island for a quick swim. Grab a Strawberry Lemonade to sip while we dip in the stream. https://t.co/P0GZ7DIn5g","We’re heading back to the island for a quick swim. Grab a Strawberry Lemonade to sip while we dip in the stream. https://t.co/P0GZ7DIn5g","true","Tue Jul 21 19:32:19 +0000 2020","Tue Jul 21 19:32:19 +0000 2020","https://x.com/Wendys/status/1285658885366386688","87","1044","29","6","0","None","en","1285658885366386688","False","browser_graphql","1781370177"
"benchmark:wendys:1286650842225848321","1286650842225848321","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Wakey wakey, eggs and bac-y-nator.","Wakey wakey, eggs and bac-y-nator.","true","Fri Jul 24 13:14:00 +0000 2020","Fri Jul 24 13:14:00 +0000 2020","https://x.com/Wendys/status/1286650842225848321","308","7278","235","50","7","None","en","1286650842225848321","False","browser_graphql","1781370177"
"benchmark:wendys:1288908749411946497","1288908749411946497","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Real ones know. https://t.co/TRqxRULx4s","Real ones know. https://t.co/TRqxRULx4s","true","Thu Jul 30 18:46:07 +0000 2020","Thu Jul 30 18:46:07 +0000 2020","https://x.com/Wendys/status/1288908749411946497","209","3016","111","25","9","None","en","1288908749411946497","False","browser_graphql","1781370175"
"benchmark:wendys:1291462568511406081","1291462568511406081","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","aggressive","aggressive","false","matched","match","The burgers are square for a reason.","The burgers are square for a reason.","true","Thu Aug 06 19:54:05 +0000 2020","Thu Aug 06 19:54:05 +0000 2020","https://x.com/Wendys/status/1291462568511406081","276","22919","1662","87","107","None","en","1291462568511406081","True","browser_graphql","1781370175"
"benchmark:wendys:1291837518455779328","1291837518455779328","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","4:44 on the clock I’m in my drop top getting some eats.","4:44 on the clock I’m in my drop top getting some eats.","true","Fri Aug 07 20:44:00 +0000 2020","Fri Aug 07 20:44:00 +0000 2020","https://x.com/Wendys/status/1291837518455779328","363","9229","449","104","15","None","en","1291837518455779328","False","browser_graphql","1781370175"
"benchmark:wendys:1292880058399567876","1292880058399567876","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Don’t know who needs to hear this but pepper isn’t spicy...this new 444 is thoughhhhh 🥵 https://t.co/H2tx5WJFVc","Don’t know who needs to hear this but pepper isn’t spicy...this new 444 is thoughhhhh 🥵 https://t.co/H2tx5WJFVc","true","Mon Aug 10 17:46:41 +0000 2020","Mon Aug 10 17:46:41 +0000 2020","https://x.com/Wendys/status/1292880058399567876","170","1087","62","36","9","None","en","1292880058399567876","False","browser_graphql","1781370175"
"benchmark:wendys:1293256222922203138","1293256222922203138","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","aggressive","aggressive","false","matched","match","Hope your server maintenance is as active as your twitter 😉 (and make sure the crowns aren’t paper)","Hope your server maintenance is as active as your twitter 😉

(and make sure the crowns aren’t paper)","true","Tue Aug 11 18:41:25 +0000 2020","Tue Aug 11 18:41:25 +0000 2020","https://x.com/Wendys/status/1293256222922203138","172","5471","240","25","17","None","en","1293256222922203138","True","browser_graphql","1781370175"
